,ScanOrder,Original order,Order in fixture,Scan/-Fixture,Geno,Row,Plant,WR_number,WR,WR_LEcheck,WR_AHcheck,Root,RatiobyPlant,TWRRatio,MWRRatio,BWRRatio,CT notes,ai 1 (dont use),bi1(dont use),ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,Majorthicc2,MinorThicc2,CT_Error,K,BL,UL,test notes,MOI_solid,E_MPa,E_GPa,MOItruex,MOItruey,MOI_true_average,,,,,,,
,89,89,,3-Thicc2,LH252,1261,3,2,BWR,,,3,0.218286,,,,Scanned 7/2,,,0.961,1.187,1.936,2.447,4.894,3.872,,,,,,2028,,,too strong,13.94568687,14884.4766,14.8844766,,,,,,,,,,
,90,90,,3-Thicc2,LH252,1339,1,2,BWR,,,1,0.291448,,,0.52425869,Scanned 7/2,,,0.77,1.089,2.022,2.295,4.59,4.044,,,,,,848.20863,47.07508,49.32323,,14.90102094,5826.291221,5.826291221,,,,,,,,,,
,91,91,,3-Thicc2,LH252,1339,1,2,BWR,,,2,0.291448,,,0.52425869,Scanned 7/2,,,0.803,1.082,1.7747,2.059,4.118,3.5494,,,,,,761.03561,18.81979,35.63999,,9.039014351,8617.661467,8.617661467,,,,,,,,,,
,92,92,,3-Thicc2,LH252,1339,1,1,MWR,,,1,0.291448,,0.555923694,,Scanned 7/2,,,0.668,1.214,1.301,2.077,4.154,2.602,,,,,,680.81327,15.66503,37.59314,,3.592181464,19398.81813,19.39881813,,,,,,,,,,
,93,93,,3-Thicc2,LH252,1339,1,1,MWR,,,2,0.291448,,0.555923694,,Scanned 7/2,,,0.78,1.212,1.666,2.239,4.478,3.332,,,,,,890.3764,31.18716,49.44571,"not even that thick, discard if E weird",8.131468167,11207.5375,11.2075375,,,,,,,,,,
,94,94,,3-Thicc2,LH252,1339,1,1,MWR,,,3,0.291448,,0.555923694,,Scanned 7/2,,,0.758,1.038,1.433,2.063,4.126,2.866,,,,,,582.55457,27.05113,48.29418,,4.767905955,12505.88584,12.50588584,,,,,,,,,,
,95,95,,3-Thicc2,LH252,1339,1,1,MWR,,,4,0.291448,,0.555923694,,Scanned 7/2,,,0.565,0.946,0.941,1.604,3.208,1.882,,,,,,450.89172,3085150,33.06653,,1.049694969,43965.76875,43.96576875,,,,,,,,,,
,96,96,,3-Thicc2,GT112,1323,2,2,MWR,,,1,0.190973,,0.847104587,,Scanned 7/2,,,0.68,1.249,1.689,1.987,3.974,3.378,,,,,,203.29142,14.52181,19.96824,,7.519287618,2767.246705,2.767246705,,,,,,,,,,
,97,97,,3-Thicc2,GT112,1323,2,2,MWR,,,3,0.190973,,0.847104587,,Scanned 7/2,,,0.413,1.139,1.268,2.319,4.638,2.536,,,,,,268.00073,23.92868,27.15606,,3.713200418,7387.425482,7.387425482,,,,,,,,,,
,98,98,,3-Thicc2,GT112,1323,2,2,MWR,,,4,0.190973,,0.847104587,,Scanned 7/2,,,0.692,1.451,1.651,2.196,4.392,3.302,,,,,,415.87321,27.38677,32.04438,,7.761817675,5484.070566,5.484070566,,,,,,,,,,
,99,99,,3-Thicc2,GT112,1323,5,1,MWR,,,1,0.330602,,0.658112342,,Scanned 7/2,,,1.198,1.438,1.781,2.117,4.234,3.562,,,,,,311.37403,12.9863,31.96295,,9.392960538,3393.012164,3.393012164,,,,,,,,,,
,100,100,,3-Thicc2,GT112,1323,5,1,MWR,,,2,0.330602,,0.658112342,,Scanned 7/2,,,1.313,1.643,2.064,2.578,5.156,4.128,,,,,,308.95249,,33.02718,no BL,17.80335588,1776.214264,1.776214264,,,,,,,,,,
,101,101,,3-Thicc2,GT112,1323,6,1,MWR,,,1,0.335138,,0.6514576,,Scanned 7/2,,,0.461,1.515,1.143,2.688,5.376,2.286,,,,,,369.54497,29.68056,31.74555,,3.152519902,11998.16928,11.99816928,,,,,,,,,,
,102,102,,3-Thicc2,GT112,1323,6,1,MWR,,,2,0.335138,,0.6514576,,Scanned 7/2,,,0.165,2.14,0.991,2.664,5.328,1.982,,,,,,298.48515,27.1094,35.56871,,2.036315492,15003.17554,15.00317554,,,,,,,,,,
,103,103,,3-Thicc2,GT112,1323,6,1,MWR,,,3,0.335138,,0.6514576,,Scanned 7/2,,,0.423,2.027,1.589,2.991,5.982,3.178,,,,,,328.41129,20.00309,40.11802,,9.424926803,3566.527848,3.566527848,,,,,,,,,,
,104,104,,3-Thicc2,GT112,1323,6,1,MWR,,,4,0.335138,,0.6514576,,Scanned 7/2,,,0.191,1.206,1.096,1.821,3.642,2.192,,,,,,237.76021,14.75625,22.31315,,1.882918357,12924.48399,12.92448399,,,,,,,,,,
,105,105,,3-Thicc2,GT112,1323,7,1,TWR,,,1,0.538763,0.806996651,,,Scanned 7/2,,,0.102,1.64,0.48,2.456,4.912,0.96,,,,,,210.5345,17.67948,23.73904,,0.213325099,101015.227,101.015227,,,,,,,,,,
,106,106,,3-Thicc2,GT112,1323,7,1,TWR,,,2,0.538763,0.806996651,,,Scanned 7/2,,,0.055,1.563,0.482,2.311,4.622,0.964,,,,,,221.38938,26.28643,26.63937,,0.203250181,111488.8329,111.4888329,,,,,,,,,,
,107,107,,3-Thicc2,GT112,1323,7,1,TWR,,,3,0.538763,0.806996651,,,Scanned 7/2,,,*,*,*,*,#VALUE!,#VALUE!,,,,,CT2,248.23974,11.8803,29.01298,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,108,108,,3-Thicc2,GT112,1323,7,1,TWR,,,4,0.538763,0.806996651,,,Scanned 7/2,,,0.107,1.522,0.559,1.984,3.968,1.118,,,,,,209.24049,12.19889,14.82009,,0.272186746,78683.61094,78.68361094,,,,,,,,,,
,109,109,,3-Thicc2,GT112,1323,6,2,BWR,,,1,0.335138,,,0.5144434,Scanned 7/2,,,0.253,1.382,1.012,2.355,4.71,2.024,,,,,,342.61063,22.77501,32.32091,,1.91700096,18292.9619,18.2929619,,,,,,,,,,
,110,110,,3-Thicc2,GT112,1326,6,2,BWR,,,1,0.373029,,,0.44510932,Scanned 7/2,,,0.916,1.755,1.603,2.667,5.334,3.206,,,,,,113.88016,12.30416,15.17919,,8.62806611,1350.952662,1.350952662,,,,,,,,,,
,111,111,,4-Thicc1,GT112,1323,7,2,MWR,,,1,0.538763,,0.953242682,,Scanned 7/2,,,0.304,1.949,1.285,2.711,5.422,2.57,,,,,,353.36589,31.11884,44.42706,,4.517818526,8005.737945,8.005737945,,,,,,,,,,
,112,112,,4-Thicc1,GT112,1323,7,2,MWR,,,3,0.538763,,0.953242682,,Scanned 7/2,,,0.709,1.199,1.767,2.524,5.048,3.534,,,,,,470.65887,41.51894,46.15258,,10.936765,4404.76653,4.40476653,,,,,,,,,,
,113,113,,4-Thicc1,GT112,1323,7,2,MWR,,,4,0.538763,,0.953242682,,Scanned 7/2,,,0.804,2.308,1.97,3.456,6.912,3.94,,,,,,190.33346,22.39548,32.17968,,20.75211157,938.7682126,0.938768213,,,,,,,,,,
,114,114,,4-Thicc1,GT112,1326,2,1,MWR,,,1,0.362054,,0.779474376,,Scanned 7/2,,,0.13,2.185,0.743,3,6,1.486,,,,,,182.17988,14.1213,23.56083,,0.966445965,19294.27042,19.29427042,,,,,,,,,,
,115,115,,4-Thicc1,GT112,1326,2,1,MWR,,,2,0.362054,,0.779474376,,Scanned 7/2,,,1.086,1.739,1.888,2.398,4.796,3.776,,,,,,160.62245,16.7792,25.95054,,12.67491425,1297.07994,1.29707994,,,,,,,,,,
,116,116,,4-Thicc1,GT112,1326,2,1,MWR,,,3,0.362054,,0.779474376,,Scanned 7/2,,,0.137,1.656,0.811,2.858,5.716,1.622,,,,,,189.52164,13.40576,19.05193,,1.197332217,16201.29255,16.20129255,,,,,,,,,,
,117,117,,4-Thicc1,GT112,1326,2,1,MWR,,,4,0.362054,,0.779474376,,Scanned 7/2,,,0.374,2.067,1.131,3.025,6.05,2.262,,,,,,297.1537,22.36706,23.74866,,3.437186324,8848.783996,8.848783996,,,,,,,,,,
,118,118,,4-Thicc1,GT112,1326,3,1,MWR,,,1,0.405378,,0.82920201,,Scanned 7/2,,,0.577,1.997,1.444,3.188,6.376,2.888,,,,,,208.58823,8.99813,30.70557,,7.538931093,2831.949808,2.831949808,,,,,,,,,,
,119,119,,4-Thicc1,GT112,1326,3,1,MWR,,,2,0.405378,,0.82920201,,Scanned 7/2,,,0.309,2.147,1.091,3.155,6.31,2.182,,,,,,322.65547,30.13097,32.85239,,3.217832967,10263.15912,10.26315912,,,,,,,,,,
,120,120,,4-Thicc1,GT112,1326,3,1,MWR,,,3,0.405378,,0.82920201,,Scanned 7/2,,,0.387,2.194,1.171,3.023,6.046,2.342,,,,,,215.52775,18.44163,30.91023,,3.81240222,5786.420732,5.786420732,,,,,,,,,,
,121,121,,4-Thicc1,GT112,1326,3,1,MWR,,,4,0.405378,,0.82920201,,Scanned 7/2,,,0.125,1.862,0.806,2.947,5.894,1.612,,,,,,256.26581,20.4555,28.80882,,1.211923321,21643.17905,21.64317905,,,,,,,,,,
,122,122,,4-Thicc1,GT112,1326,4,1,MWR,,,1,0.320667,,0.788799808,,Scanned 7/2,,,0.81,1.65,1.803,2.511,5.022,3.606,,,,,,233.67221,25.5107,29.17837,,11.55909343,2069.13496,2.06913496,,,,,,,,,,
,123,123,,4-Thicc1,GT112,1326,4,1,MWR,,,2,0.320667,,0.788799808,,Scanned 7/2,,,0.886,1.264,1.544,1.997,3.994,3.088,,,,,,126.75411,17.51723,,"no UL, hit top of fixture",5.773110022,2247.282877,2.247282877,,,,,,,,,,
,124,124,,4-Thicc1,GT112,1326,4,1,MWR,,,3,0.320667,,0.788799808,,Scanned 7/2,,,0.994,1.464,2.009,2.547,5.094,4.018,,,,,,158.39701,18.91282,23.62422,,16.22029082,999.5254796,0.99952548,,,,,,,,,,
,125,125,,4-Thicc1,GT112,1326,4,1,MWR,,,4,0.320667,,0.788799808,,Scanned 7/2,,,0.86,1.532,1.56,2.624,5.248,3.12,,,,,,179.40741,17.49487,26.04323,,7.823975956,2347.028678,2.347028678,,,,,,,,,,
,126,126,,4-Thicc1,GT112,1326,6,1,MWR,,,1,0.373029,,0.987748175,,Scanned 7/2,,,0.409,1.156,0.899,1.958,3.916,1.798,,,,,,279.24548,11.58941,18.105,,1.117330474,25580.55925,25.58055925,,,,,,,,,,
,127,127,,4-Thicc1,GT112,1326,6,1,MWR,,,3,0.373029,,0.838061239,,Scanned 7/2,,,0.248,2.104,1.037,2.964,5.928,2.074,,,,,,376.22389,24.77831,31.92243,,2.595997978,14833.63357,14.83363357,,,,,,,,,,
,128,128,,4-Thicc1,GT112,1326,6,1,MWR,,,4,0.373029,,0.838061239,,Scanned 7/2,,,0.36,2.012,1.095,2.853,5.706,2.19,,,,,,285.89024,17.95547,28.42036,,2.941941351,9946.512791,9.946512791,,,,,,,,,,
,129,129,,4-Thicc1,GT112,1326,7,1,MWR,,,1,0.385191,,0.707117961,,Scanned 7/2,,,0.992,1.498,2.126,2.336,4.672,4.252,,,,,,212.88527,12.7243,20.25201,,17.63000763,1235.94356,1.23594356,,,,,,,,,,
,130,130,,4-Thicc1,GT112,1326,7,1,MWR,,,2,0.385191,,0.707117961,,Scanned 7/2,,,0.924,1.438,1.827,2.256,4.512,3.654,,,,,,284.31796,14.87102,23.54157,,10.80549381,2693.178895,2.693178895,,,,,,,,,,
,131,131,,5-Norm2,GT112,1326,9,1,MWR,,,2,0.324644,,0.716686824,,Scanned 7/2,,,0.221,1.276,1.332,2.403,4.806,2.664,,,,,,132.77819,15.28554,15.31453,,4.460220471,3047.024486,3.047024486,,,,,,,,,,
,132,132,,5-Norm2,GT112,1326,9,1,MWR,,,3,0.324644,,0.716686824,,Scanned 7/2,,,0.113,1.327,0.671,1.972,3.944,1.342,,,,,,168.39176,11.4283,16.28023,,0.467912182,36835.11333,36.83511333,,,,,,,,,,
,133,133,,5-Norm2,GT112,1326,5,2,MWR,,,1,0.365004,,0.987748175,,Scanned 7/2,,,0.357,1.243,0.931,1.864,3.728,1.862,1.864,0.931,#REF!,#REF!,,161.72394,9.91378,14.84377,,1.181366992,14011.83478,14.01183478,,,,,,,,,,
,134,134,,5-Norm2,GT112,1326,5,2,MWR,,,2,0.365004,,0.987748175,,Scanned 7/2,,,0.137,1.243,0.687,1.721,3.442,1.374,1.721,0.687,#REF!,#REF!,,191.33531,12.70699,14.57238,,0.438269212,44684.7866,44.6847866,,,,,,,,,,
,135,135,,5-Norm2,GT112,1394,5,1,MWR,,,1,0.605724,,0.962415976,,Scanned 7/2,,,0.393,1.301,1.107,1.989,3.978,2.214,1.989,1.107,#REF!,#REF!,,204.01511,9.16733,15.28258,,2.119178441,9853.722635,9.853722635,,,,,,,,,,
,136,136,,5-Norm2,GT112,1394,5,1,MWR,,,2,0.605724,,0.962415976,,Scanned 7/2,,,0.278,1.86,1.096,2.715,5.43,2.192,2.715,1.096,#REF!,#REF!,,178.10773,12.25077,16.75033,,2.807316497,6493.770226,6.493770226,,,,,,,,,,
,137,137,,5-Norm2,GT112,1394,5,1,MWR,,,3,0.605724,,0.962415976,,Scanned 7/2,,,0.595,1.809,1.093,2.715,5.43,2.186,2.715,1.093,#REF!,#REF!,,260.97187,17.35853,21.98859,,2.784326758,9593.542926,9.593542926,,,,,,,,,,
,138,138,,5-Norm2,GT112,1394,5,1,MWR,,,4,0.605724,,0.962415976,,Scanned 7/2,,,0.199,1.741,0.682,2.427,4.854,1.364,2.427,0.682,#REF!,#REF!,,246.41672,26.07886,26.2896,,0.604662147,41712.18285,41.71218285,,,,,,,,,,
,139,139,,5-Norm2,GT112,1394,4,2,BWR,,,1,0.623563,,,0.68034393,Scanned 7/2,,,0.594,1.598,1.304,2.328,4.656,2.608,2.328,1.304,#REF!,#REF!,,415.55298,23.49467,28.09194,,4.054204315,10491.2273,10.4912273,,,,,,,,,,
,140,140,,5-Norm2,GT112,1394,4,2,BWR,,,2,0.623563,,,0.68034393,Scanned 7/2,,,0.375,0.888,0.986,1.712,3.424,1.972,1.712,0.986,#REF!,#REF!,,206.47781,8.99832,11.7302,,1.288915322,16396.62731,16.39662731,,,,,,,,,,
,141,141,,5-Norm2,GT112,1394,4,1,MWR,,,1,0.623563,,0.916541118,,Scanned 7/2,,,0.1,1.602,0.537,2.343,4.686,1.074,2.343,0.537,#REF!,#REF!,,199.40829,25.71436,25.71582,,0.284960738,71624.84728,71.62484728,,,,,,,,,,
,142,142,,5-Norm2,GT112,1394,4,1,MWR,,,2,0.623563,,0.916541118,,Scanned 7/2,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT2,280.6523,13.43716,21.36734,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,143,143,,5-Norm2,GT112,1394,4,1,MWR,,,4,0.623563,,0.916541118,,Scanned 7/2,,,1.163,1.691,0.622,2.688,5.376,1.244,2.688,0.622,#REF!,#REF!,,245.41199,29.61669,29.61669,,0.508031101,49443.70471,49.44370471,,,,,,,,,,
,144,144,,5-Norm2,GT112,1394,3,1,MWR,,,1,0.507322,,0.861813972,,Scanned 7/2,,,0.079,1.615,0.748,2.418,4.836,1.496,2.418,0.748,#REF!,#REF!,,212.35071,12.02594,16.64326,,0.794787396,27346.91071,27.34691071,,,,,,,,,,
,145,145,,5-Norm2,GT112,1394,3,1,MWR,,,2,0.507322,,0.861813972,,Scanned 7/2,,,0.115,1.685,0.555,2.318,4.636,1.11,2.318,0.555,#REF!,#REF!,,245.17622,30.19287,30.99279,,0.31123058,80630.91894,80.63091894,,,,,,,,,,
,146,146,,5-Norm2,GT112,1394,3,1,MWR,,,3,0.507322,,0.861813972,,Scanned 7/2,,,0.116,1.167,0.442,1.804,3.608,0.884,1.804,0.442,#REF!,#REF!,,254.24082,4.71782,21.40904,,0.122346971,212695.1489,212.6951489,,,,,,,,,,
,147,147,,5-Norm2,GT112,1394,3,1,MWR,,,4,0.507322,,0.861813972,,Scanned 7/2,,,0.073,1.196,0.561,2.221,4.442,1.122,2.221,0.561,#REF!,#REF!,,211.20591,22.79726,22.86498,,0.307983198,70191.50746,70.19150746,,,,,,,,,,
,148,148,,5-Norm2,GT112,1354,7,1,MWR,,,1,0.69202,,1.123739552,,Scanned 7/2,,,0.128,1.255,0.913,2.328,4.656,1.826,2.328,0.913,#REF!,#REF!,,255.29723,14.18025,18.94082,,1.391506342,18778.73959,18.77873959,,,,,,,,,,
,149,149,,5-Norm2,GT112,1354,7,1,MWR,,,2,0.69202,,1.123739552,,Scanned 7/2,,,0.585,1.321,1.417,2.108,4.216,2.834,2.108,1.417,#REF!,#REF!,,353.47989,5.08039,34.98384,,4.71053287,7680.689334,7.680689334,,,,,,,,,,
,150,150,,5-Norm2,GT112,1354,7,1,MWR,,,3,0.69202,,1.123739552,,Scanned 7/2,,,0.797,1.2,1.19,1.88,3.76,2.38,1.88,1.19,#REF!,#REF!,,290.80359,17.25795,23.00339,,2.488219073,11962.3547,11.9623547,,,,,,,,,,
,151,151,,5-Norm2,GT112,1354,7,1,MWR,,,4,0.69202,,1.123739552,,Scanned 7/2,,,0.533,0.761,1.46,1.796,3.592,2.92,1.796,1.46,#REF!,#REF!,,240.25792,21.27206,24.9407,,4.389901554,5601.811085,5.601811085,,,,,,,,,,
,152,152,,5-Norm2,GT112,1354,4,1,MWR,,,1,0.460414,,0.831093721,,Scanned 7/2,,,0.114,1.126,0.782,1.757,3.514,1.564,1.757,0.782,#REF!,#REF!,,285.79183,17.73279,18.73113,,0.659905734,44327.51996,44.32751996,,,,,,,,,,
,153,153,,5-Norm2,GT112,1354,4,1,MWR,,,2,0.460414,,0.831093721,,Scanned 7/2,,,0.109,1.441,0.645,2.269,4.538,1.29,2.269,0.645,#REF!,#REF!,,176.70489,16.72063,17.44868,,0.478193338,37822.52979,37.82252979,,,,,,,,,,
,154,154,,5-Norm2,GT112,1354,4,1,MWR,,,3,0.460414,,0.831093721,,Scanned 7/2,,,0.163,1.019,0.636,1.549,3.098,1.272,1.549,0.636,#REF!,#REF!,,175.63573,13.3644,13.65475,,0.31297716,57438.85194,57.43885194,,,,,,,,,,
,155,155,,5-Norm2,GT112,1354,4,1,MWR,,,4,0.460414,,0.831093721,,Scanned 7/2,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,183.60009,18.23148,18.38667,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,156,156,,5-Norm2,GT112,1354,1,1,MWR,,,1,0.694802,,1.008578177,,Scanned 7/2,,,0.644,1.491,1.219,2.238,4.476,2.438,2.238,1.219,#REF!,#REF!,,248.76332,6.07143,17.48634,,3.183912181,7997.068032,7.997068032,,,,,,,,,,
,157,157,,5-Norm2,GT112,1354,1,1,MWR,,,2,0.694802,,1.008578177,,Scanned 7/2,,,0.223,1.144,0.676,1.783,3.566,1.352,1.783,0.676,#REF!,#REF!,,121.15036,13.42064,15.95909,,0.432594818,28664.80049,28.66480049,,,,,,,,,,
,158,158,,5-Norm2,GT112,1354,1,1,MWR,,,3,0.694802,,1.008578177,,Scanned 7/2,,,0.094,1.527,0.732,2.297,4.594,1.464,2.297,0.732,#REF!,#REF!,,402.4774,19.83079,33.55284,,0.707593964,58218.75392,58.21875392,,,,,,,,,,
,159,159,,5-Norm2,GT112,1354,1,1,MWR,,,4,0.694802,,1.008578177,,Scanned 7/2,,,0.146,0.802,0.639,1.682,3.364,1.278,1.682,0.639,#REF!,#REF!,,222.69322,16.64659,20.41688,,0.344681875,66129.32266,66.12932266,,,,,,,,,,
,160,160,,5-Norm2,HickKing,1314,7,2,BWR,,,1,-0.07034,,,-0.13970034,Scanned 7/2,,,0.863,1.017,2.03,2.136,4.272,4.06,2.136,2.03,#REF!,#REF!,,276.11324,16.11546,28.64721,,14.03392798,2013.786919,2.013786919,,,,,,,,,,
,161,161,,5-Norm2,HickKing,1314,7,2,BWR,,,2,-0.07034,,,-0.13970034,Scanned 7/2,,,0.707,1.026,1.772,2.105,4.21,3.544,2.105,1.772,#REF!,#REF!,,346.60184,10.00301,30.51145,,9.198841465,3856.588097,3.856588097,,,,,,,,,,
,162,162,,5-Norm2,HickKing,1314,3,1,MWR,,,1,0.578661,,0.699624764,,Scanned 7/2,,,0.162,1.09,0.972,1.72,3.44,1.944,1.72,0.972,#REF!,#REF!,,195.38289,17.75731,18.10369,,1.240558141,16120.3673,16.1203673,,,,,,,,,,
,163,163,,5-Norm2,HickKing,1314,3,1,MWR,,,3,0.578661,,0.699624764,,Scanned 7/2,,,0.411,0.854,0.943,1.35,2.7,1.886,1.35,0.943,#REF!,#REF!,,125.74725,6.51058,8.9338,,0.889116619,14475.89068,14.47589068,,,,,,,,,,
,164,164,,5-Norm2,HickKing,1314,4,2,MWR,,,2,0.600762,,0.947818071,,Scanned 7/2,,,0.502,1.132,1.062,2.155,4.31,2.124,2.155,1.062,#REF!,#REF!,,274.44031,23.22847,23.89206,,2.027265857,13856.15465,13.85615465,,,,,,,,,,
,165,165,,5-Norm2,HickKing,1314,4,2,MWR,,,3,0.600762,,0.947818071,,Scanned 7/2,,,0.449,1.082,0.995,1.804,3.608,1.99,1.804,0.995,#REF!,#REF!,,236.92303,11.15419,28.61253,,1.3957115,17374.69334,17.37469334,,,,,,,,,,
,166,166,,5-Norm2,HickKing,1314,4,2,MWR,,,4,0.600762,,0.947818071,,Scanned 7/2,,,0.343,1.629,0.726,1.994,3.988,1.452,1.994,0.726,#REF!,#REF!,,175.27365,16.07865,21.28889,,0.599273257,29936.24056,29.93624056,,,,,,,,,,
,167,167,,6-Norm1-1,GT112,1326,8,2,BWR,,,1,0.67702,,,0.65989608,Scanned 7/8,,,0.486,0.841,0.848,1.502,3.004,1.696,1.502,0.848,#REF!,#REF!,,202.34034,13.99218,19.88474,,0.719361798,28789.93149,28.78993149,,,,,,,,,,
,168,168,,6-Norm1-1,GT112,1326,8,2,BWR,,,2,0.67702,,,0.65989608,Scanned 7/8,,,0.567,0.907,1.244,1.799,3.598,2.488,1.799,1.244,#REF!,#REF!,,195.85288,10.9108,15.09798,,2.720083185,7369.759289,7.369759289,,,,,,,,,,
,169,169,,6-Norm1-1,GT112,1326,8,2,BWR,,,4,0.67702,,,0.65989608,Scanned 7/8,,,0.877,2.103,1.554,2.758,5.516,3.108,2.758,1.554,#REF!,#REF!,,437.16704,30.00361,43.70494,,8.12900118,5504.473069,5.504473069,,,,,,,,,,
,170,170,,6-Norm1-1,GT112,1394,7,1,MWR,,,4,0.401328,,0.72452707,,Scanned 7/8,,,0.358,0.831,0.986,1.62,3.24,1.972,1.62,0.986,#REF!,#REF!,,134.45581,6.76263,9.3535,,1.219651181,11283.64618,11.28364618,,,,,,,,,,
,171,171,,6-Norm1-1,GT112,1354,6,1,MWR,,,1,0.133173,,0.729288001,,Scanned 7/8,,,0.568,1.258,1.078,1.859,3.718,2.156,1.859,1.078,#REF!,#REF!,,350.56552,9.21673,18.94473,,1.829049899,19617.74891,19.61774891,,,,,,,,,,
,172,172,,6-Norm1-1,GT112,1354,6,1,MWR,,,3,0.133173,,0.729288001,,Scanned 7/8,,,0.964,1.596,1.913,2.475,4.95,3.826,2.475,1.913,#REF!,#REF!,,378.00879,22.31034,38.85509,,13.60849176,2843.134667,2.843134667,,,,,,,,,,
,173,173,,6-Norm1-1,GT112,1354,6,1,MWR,,,4,0.133173,,0.729288001,,Scanned 7/8,,,0.666,1.541,1.38,2.383,4.766,2.76,2.383,1.38,#REF!,#REF!,,381.84403,14.08303,25.38096,,4.918709603,7945.849753,7.945849753,,,,,,,,,,
,174,174,,6-Norm1-1,GT112,1354,2,1,MWR,,,1,0.514287,,1.039067637,,Scanned 7/8,,,0.155,1.626,0.526,2.455,4.91,1.052,2.455,0.526,#REF!,#REF!,,221.47506,18.35651,18.54594,,0.280607071,80785.18884,80.78518884,,,,,,,,,,
,175,175,,6-Norm1-1,GT112,1354,2,1,MWR,,,3,0.514287,,1.039067637,,Scanned 7/8,,,0.526,1.189,1.156,1.854,3.708,2.312,1.854,1.156,#REF!,#REF!,,267.61715,26.55133,26.55133,,2.249433266,12177.1696,12.1771696,,,,,,,,,,
,176,176,,6-Norm1-1,GT112,1354,2,1,MWR,,,4,0.514287,,1.039067637,,Scanned 7/8,,,0.162,0.786,0.715,1.439,2.878,1.43,1.439,0.715,#REF!,#REF!,,157.23725,8.18233,11.36727,,0.413112942,38957.59745,38.95759745,,,,,,,,,,
,177,177,,6-Norm1-1,HickKing,1350,3,2,BWR,,,2,0.56217,,,0.67619077,Scanned 7/8,,,0.166,1.445,0.751,2.126,4.252,1.502,2.126,0.751,#REF!,#REF!,,299.4529,22.18967,23.57051,,0.707249994,43337.22487,43.33722487,,,,,,,,,,
,178,178,,6-Norm1-1,HickKing,1350,3,2,BWR,,,3,0.56217,,,0.67619077,Scanned 7/8,,,0.155,1.82,0.739,2.374,4.748,1.478,2.374,0.739,#REF!,#REF!,,329.1288,31.4011,32.83759,,0.752495507,44767.98032,44.76798032,,,,,,,,,,
,179,179,,6-Norm1-1,HickKing,1350,2,2,BWR,,,2,0.64906,,,0.71656287,Scanned 7/8,,,0.197,1.594,1,2.389,4.778,2,2.389,1,#REF!,#REF!,,242.59411,18.18157,23.06825,,1.876316212,13233.65316,13.23365316,,,,,,,,,,
,180,180,,6-Norm1-1,HickKing,1350,4,1,MWR,,,1,0.805237,,1.083741233,,Scanned 7/8,,,1.02,1.579,2.165,2.618,5.236,4.33,2.618,2.165,#REF!,#REF!,,293.11908,13.88606,26.95974,,20.86571281,1437.859297,1.437859297,,,,,,,,,,
,181,181,,6-Norm1-1,HickKing,1350,4,1,MWR,,,2,0.805237,,1.083741233,,Scanned 7/8,,,0.651,1.429,1.816,2.338,4.676,3.632,2.338,1.816,#REF!,#REF!,,365.1698,25.60655,30.31231,,10.99719487,3398.744045,3.398744045,,,,,,,,,,
,182,182,,6-Norm1-1,HickKing,1350,4,1,MWR,,,3,0.805237,,1.083741233,,Scanned 7/8,,,0.708,1.143,1.468,2.366,4.732,2.936,2.366,1.468,#REF!,#REF!,,235.93584,7.01544,23.51373,,5.878720175,4107.869668,4.107869668,,,,,,,,,,
,183,183,,6-Norm1-1,HickKing,1350,7,2,MWR,,,1,0.484431,,0.860701733,,Scanned 7/8,,,0.173,1.143,0.749,1.926,3.852,1.498,1.926,0.749,#REF!,#REF!,,238.96933,13.39152,19.8261,,0.635611311,38481.86179,38.48186179,,,,,,,,,,
,184,184,,6-Norm1-1,HickKing,1350,7,2,MWR,,,2,0.484431,,0.860701733,,Scanned 7/8,,,0.177,1.097,0.581,1.858,3.716,1.162,1.858,0.581,#REF!,#REF!,,398.49269,29.31372,29.31372,,0.286196282,142515.4333,142.5154333,,,,,,,,,,
,185,185,,6-Norm1-1,HickKing,1350,7,2,MWR,,,3,0.484431,,0.860701733,,Scanned 7/8,,,0.749,1.422,1.339,2.19,4.38,2.678,2.19,1.339,#REF!,#REF!,,266.62319,17.5741,27.84312,,4.129293259,6608.87777,6.60887777,,,,,,,,,,
,186,186,,6-Norm1-1,HickKing,1350,7,2,MWR,,,4,0.484431,,0.860701733,,Scanned 7/8,,,0.098,1.432,0.861,2.136,4.272,1.722,2.136,0.861,#REF!,#REF!,,333.61482,29.91109,29.91109,,1.070780822,31889.68853,31.88968853,,,,,,,,,,
,187,187,,6-Norm1-1,HickKing,1350,7,3,BWR,,,1,0.484431,,,0.59582583,Scanned 7/8,,,0.666,1.025,1.54,1.843,3.686,3.08,1.843,1.54,#REF!,#REF!,,201.0366,22.12509,22.12509,,5.28661129,3892.272863,3.892272863,,,,,,,,,,
