General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{078E50FB-F9C9-4E9A-B88E-DC3C9CC5C976}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W3 3"
Break (Standard) : Load at Break (Standard),"36.38087",N
Maximum Load : Maximum Load,"37.00059",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.96288"
"0.10000","0.00009","0.96506"
"0.20000","0.00096","0.99413"
"0.30000","0.00291","1.05516"
"0.40000","0.00498","1.11307"
"0.50000","0.00700","1.16533"
"0.60000","0.00892","1.21251"
"0.70000","0.01074","1.25551"
"0.80000","0.01254","1.29617"
"0.90000","0.01416","1.33235"
"1.00000","0.01583","1.36952"
"1.10000","0.01750","1.40725"
"1.20000","0.01922","1.44468"
"1.30000","0.02089","1.47898"
"1.40000","0.02265","1.51635"
"1.50000","0.02437","1.55115"
"1.60000","0.02613","1.58786"
"1.70000","0.02777","1.61977"
"1.80000","0.02947","1.65384"
"1.90000","0.03112","1.68528"
"2.00000","0.03276","1.71611"
"2.10000","0.03445","1.74886"
"2.20000","0.03620","1.78262"
"2.30000","0.03786","1.81280"
"2.40000","0.03953","1.84340"
"2.50000","0.04120","1.87488"
"2.60000","0.04278","1.90316"
"2.70000","0.04460","1.93961"
"2.80000","0.04622","1.96745"
"2.90000","0.04776","1.99309"
"3.00000","0.04944","2.02434"
"3.10000","0.05111","2.05488"
"3.20000","0.05275","2.08524"
"3.30000","0.05445","2.11623"
"3.40000","0.05611","2.14621"
"3.50000","0.05777","2.17556"
"3.60000","0.05951","2.20870"
"3.70000","0.06112","2.23653"
"3.80000","0.06286","2.26996"
"3.90000","0.06460","2.30228"
"4.00000","0.06634","2.33346"
"4.10000","0.06810","2.36610"
"4.20000","0.06970","2.39285"
"4.30000","0.07123","2.41736"
"4.40000","0.07301","2.45390"
"4.50000","0.07483","2.48842"
"4.60000","0.07654","2.51892"
"4.70000","0.07818","2.54659"
"4.80000","0.07981","2.57471"
"4.90000","0.08148","2.60452"
"5.00000","0.08310","2.63328"
"5.10000","0.08468","2.66187"
"5.20000","0.08633","2.68985"
"5.30000","0.08795","2.71934"
"5.40000","0.08954","2.74742"
"5.50000","0.09119","2.77859"
"5.60000","0.09284","2.80875"
"5.70000","0.09453","2.83953"
"5.80000","0.09622","2.86922"
"5.90000","0.09784","2.89483"
"6.00000","0.09978","2.93644"
"6.10000","0.10157","2.96489"
"6.20000","0.10307","2.98682"
"6.30000","0.10473","3.01816"
"6.40000","0.10637","3.04597"
"6.50000","0.10802","3.07495"
"6.60000","0.10954","3.09773"
"6.70000","0.11114","3.12653"
"6.80000","0.11283","3.15680"
"6.90000","0.11442","3.18342"
"7.00000","0.11602","3.21088"
"7.10000","0.11759","3.23701"
"7.20000","0.11921","3.26505"
"7.30000","0.12087","3.29487"
"7.40000","0.12254","3.32505"
"7.50000","0.12424","3.35500"
"7.60000","0.12594","3.38405"
"7.70000","0.12763","3.41356"
"7.80000","0.12947","3.44986"
"7.90000","0.13128","3.48389"
"8.00000","0.13300","3.51354"
"8.10000","0.13472","3.54282"
"8.20000","0.13632","3.56842"
"8.30000","0.13803","3.59824"
"8.40000","0.13964","3.62481"
"8.50000","0.14128","3.65230"
"8.60000","0.14293","3.68132"
"8.70000","0.14458","3.70787"
"8.80000","0.14620","3.73474"
