General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{1EAF904A-B301-4855-B238-3282E6B64525}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W1 3"
Break (Standard) : Load at Break (Standard),"19.98269",N
Maximum Load : Maximum Load,"19.98269",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.40834"
"0.10000","0.00006","0.40971"
"0.20000","0.00055","0.41799"
"0.30000","0.00145","0.43236"
"0.40000","0.00311","0.45975"
"0.50000","0.00538","0.49546"
"0.60000","0.00789","0.53341"
"0.70000","0.01029","0.56794"
"0.80000","0.01225","0.59364"
"0.90000","0.01414","0.61874"
"1.00000","0.01598","0.64173"
"1.10000","0.01781","0.66534"
"1.20000","0.01952","0.68636"
"1.30000","0.02119","0.70719"
"1.40000","0.02285","0.72728"
"1.50000","0.02450","0.74664"
"1.60000","0.02608","0.76478"
"1.70000","0.02775","0.78436"
"1.80000","0.02956","0.80631"
"1.90000","0.03126","0.82576"
"2.00000","0.03297","0.84479"
"2.10000","0.03460","0.86204"
"2.20000","0.03630","0.88134"
"2.30000","0.03826","0.90515"
"2.40000","0.04002","0.92403"
"2.50000","0.04156","0.93882"
"2.60000","0.04319","0.95582"
"2.70000","0.04490","0.97401"
"2.80000","0.04648","0.99043"
"2.90000","0.04803","1.00611"
"3.00000","0.04970","1.02387"
"3.10000","0.05135","1.04191"
"3.20000","0.05303","1.05929"
"3.30000","0.05474","1.07784"
"3.40000","0.05643","1.09615"
"3.50000","0.05812","1.11447"
"3.60000","0.05975","1.13075"
"3.70000","0.06139","1.14817"
"3.80000","0.06308","1.16558"
"3.90000","0.06472","1.18306"
"4.00000","0.06637","1.20055"
"4.10000","0.06809","1.21886"
"4.20000","0.06981","1.23699"
"4.30000","0.07156","1.25646"
"4.40000","0.07314","1.27094"
"4.50000","0.07474","1.28747"
"4.60000","0.07639","1.30503"
"4.70000","0.07804","1.32150"
"4.80000","0.07968","1.33858"
"4.90000","0.08121","1.35327"
"5.00000","0.08278","1.36886"
"5.10000","0.08446","1.38704"
"5.20000","0.08617","1.40508"
"5.30000","0.08776","1.42024"
"5.40000","0.08931","1.43440"
"5.50000","0.09112","1.45484"
"5.60000","0.09290","1.47390"
"5.70000","0.09453","1.48899"
"5.80000","0.09622","1.50615"
"5.90000","0.09795","1.52315"
"6.00000","0.09974","1.54136"
"6.10000","0.10145","1.55741"
"6.20000","0.10311","1.57281"
"6.30000","0.10479","1.58868"
"6.40000","0.10643","1.60387"
"6.50000","0.10813","1.62043"
"6.60000","0.10982","1.63673"
"6.70000","0.11140","1.64985"
"6.80000","0.11303","1.66539"
"6.90000","0.11457","1.67911"
"7.00000","0.11619","1.69493"
"7.10000","0.11782","1.70999"
"7.20000","0.11954","1.72883"
"7.30000","0.12133","1.74809"
"7.40000","0.12308","1.76582"
"7.50000","0.12477","1.78250"
"7.60000","0.12646","1.79886"
"7.70000","0.12810","1.81480"
"7.80000","0.12968","1.82878"
"7.90000","0.13128","1.84392"
"8.00000","0.13289","1.85817"
"8.10000","0.13454","1.87395"
"8.20000","0.13625","1.89113"
"8.30000","0.13804","1.90989"
"8.40000","0.13986","1.92932"
"8.50000","0.14154","1.94363"
"8.60000","0.14312","1.95693"
"8.70000","0.14475","1.97169"
"8.80000","0.14659","1.99285"
"8.90000","0.14818","2.00648"
"9.00000","0.14977","2.02023"
"9.10000","0.15145","2.03760"
"9.20000","0.15308","2.05333"
"9.30000","0.15468","2.06778"
"9.40000","0.15632","2.08479"
"9.50000","0.15795","2.10112"
"9.60000","0.15952","2.11671"
"9.70000","0.16117","2.13427"
"9.80000","0.16288","2.15353"
"9.90000","0.16450","2.16931"
"10.00000","0.16612","2.18582"
"10.10000","0.16775","2.20195"
"10.20000","0.16944","2.22061"
"10.30000","0.17119","2.23949"
"10.40000","0.17277","2.25361"
"10.50000","0.17466","2.27712"
"10.60000","0.17651","2.29772"
"10.70000","0.17820","2.31355"
"10.80000","0.17992","2.33137"
"10.90000","0.18153","2.34632"
"11.00000","0.18311","2.36042"
"11.10000","0.18478","2.37844"
"11.20000","0.18636","2.39317"
"11.30000","0.18793","2.40831"
"11.40000","0.18950","2.42307"
"11.50000","0.19117","2.44137"
"11.60000","0.19288","2.45965"
"11.70000","0.19452","2.47727"
"11.80000","0.19621","2.49474"
"11.90000","0.19781","2.50978"
"12.00000","0.19950","2.52814"
"12.10000","0.20127","2.54795"
"12.20000","0.20292","2.56378"
"12.30000","0.20459","2.58052"
"12.40000","0.20631","2.59777"
"12.50000","0.20801","2.61471"
"12.60000","0.20968","2.62993"
"12.70000","0.21126","2.64315"
"12.80000","0.21288","2.65862"
"12.90000","0.21451","2.67470"
"13.00000","0.21609","2.68881"
"13.10000","0.21770","2.70463"
"13.20000","0.21936","2.72101"
"13.30000","0.22101","2.73743"
"13.40000","0.22265","2.75316"
"13.50000","0.22427","2.76889"
"13.60000","0.22596","2.78636"
"13.70000","0.22768","2.80421"
"13.80000","0.22948","2.82392"
"13.90000","0.23138","2.84565"
"14.00000","0.23320","2.86416"
"14.10000","0.23485","2.87720"
"14.20000","0.23639","2.88807"
"14.30000","0.23812","2.90572"
"14.40000","0.23977","2.91933"
"14.50000","0.24131","2.93099"
"14.60000","0.24295","2.94608"
"14.70000","0.24468","2.96320"
"14.80000","0.24630","2.97719"
"14.90000","0.24791","2.99191"
"15.00000","0.24956","3.00781"
"15.10000","0.25128","3.02578"
"15.20000","0.25287","3.03987"
"15.30000","0.25461","3.05848"
"15.40000","0.25634","3.07654"
"15.50000","0.25806","3.09305"
"15.60000","0.25966","3.10622"
"15.70000","0.26135","3.12212"
"15.80000","0.26301","3.13823"
"15.90000","0.26456","3.14993"
"16.00000","0.26615","3.16376"
"16.10000","0.26780","3.17870"
"16.20000","0.26947","3.19471"
"16.30000","0.27111","3.20949"
"16.40000","0.27273","3.22381"
"16.50000","0.27445","3.24145"
"16.60000","0.27614","3.25707"
"16.70000","0.27774","3.27075"
"16.80000","0.27937","3.28522"
"16.90000","0.28098","3.29907"
"17.00000","0.28261","3.31395"
"17.10000","0.28429","3.33063"
"17.20000","0.28607","3.35072"
"17.30000","0.28783","3.36780"
"17.40000","0.28951","3.38328"
"17.50000","0.29117","3.39859"
"17.60000","0.29284","3.41369"
"17.70000","0.29450","3.42877"
"17.80000","0.29616","3.44416"
"17.90000","0.29783","3.45967"
"18.00000","0.29948","3.47379"
"18.10000","0.30119","3.49023"
"18.20000","0.30292","3.50644"
"18.30000","0.30469","3.52368"
"18.40000","0.30634","3.53723"
"18.50000","0.30799","3.55171"
"18.60000","0.30988","3.57310"
"18.70000","0.31156","3.58709"
"18.80000","0.31320","3.60013"
"18.90000","0.31490","3.61590"
"19.00000","0.31644","3.62686"
"19.10000","0.31796","3.63882"
"19.20000","0.31950","3.65071"
"19.30000","0.32106","3.66460"
"19.40000","0.32265","3.67852"
"19.50000","0.32427","3.69354"
"19.60000","0.32597","3.71101"
"19.70000","0.32767","3.72734"
"19.80000","0.32935","3.74309"
"19.90000","0.33103","3.75892"
"20.00000","0.33278","3.77624"
"20.10000","0.33453","3.79323"
"20.20000","0.33614","3.80592"
"20.30000","0.33774","3.81877"
"20.40000","0.33958","3.84001"
"20.50000","0.34139","3.85800"
"20.60000","0.34317","3.87538"
"20.70000","0.34478","3.88712"
"20.80000","0.34639","3.89980"
"20.90000","0.34807","3.91592"
"21.00000","0.34972","3.93062"
"21.10000","0.35139","3.94636"
"21.20000","0.35302","3.96095"
"21.30000","0.35465","3.97639"
"21.40000","0.35631","3.99217"
"21.50000","0.35795","4.00826"
"21.60000","0.35956","4.02223"
"21.70000","0.36120","4.03824"
"21.80000","0.36291","4.05668"
"21.90000","0.36483","4.08040"
"22.00000","0.36661","4.09915"
"22.10000","0.36836","4.11585"
"22.20000","0.37009","4.13300"
"22.30000","0.37169","4.14528"
"22.40000","0.37324","4.15677"
"22.50000","0.37487","4.17156"
"22.60000","0.37644","4.18447"
"22.70000","0.37808","4.20094"
"22.80000","0.37976","4.21744"
"22.90000","0.38144","4.23473"
"23.00000","0.38304","4.24943"
"23.10000","0.38467","4.26451"
"23.20000","0.38624","4.27831"
"23.30000","0.38789","4.29564"
"23.40000","0.38958","4.31483"
"23.50000","0.39120","4.32985"
"23.60000","0.39277","4.34325"
"23.70000","0.39454","4.36575"
"23.80000","0.39632","4.38494"
"23.90000","0.39810","4.40406"
"24.00000","0.39976","4.41795"
"24.10000","0.40139","4.43194"
"24.20000","0.40314","4.45044"
"24.30000","0.40478","4.46387"
"24.40000","0.40644","4.48047"
"24.50000","0.40808","4.49347"
"24.60000","0.40971","4.50832"
"24.70000","0.41135","4.52341"
"24.80000","0.41296","4.53826"
"24.90000","0.41450","4.54975"
"25.00000","0.41598","4.56088"
"25.10000","0.41774","4.58300"
"25.20000","0.41954","4.60416"
"25.30000","0.42120","4.62016"
"25.40000","0.42291","4.63651"
"25.50000","0.42460","4.65333"
"25.60000","0.42628","4.66979"
"25.70000","0.42791","4.68408"
"25.80000","0.42952","4.69779"
"25.90000","0.43121","4.71524"
"26.00000","0.43286","4.73015"
"26.10000","0.43465","4.75102"
"26.20000","0.43642","4.76980"
"26.30000","0.43809","4.78474"
"26.40000","0.43976","4.80046"
"26.50000","0.44144","4.81716"
"26.60000","0.44310","4.83091"
"26.70000","0.44471","4.84515"
"26.80000","0.44634","4.86008"
"26.90000","0.44791","4.87421"
"27.00000","0.44952","4.88940"
"27.10000","0.45136","4.91379"
"27.20000","0.45320","4.93640"
"27.30000","0.45479","4.94943"
"27.40000","0.45639","4.96396"
"27.50000","0.45799","4.97776"
"27.60000","0.45952","4.99011"
"27.70000","0.46113","5.00590"
"27.80000","0.46285","5.02522"
"27.90000","0.46450","5.04095"
"28.00000","0.46611","5.05611"
"28.10000","0.46777","5.07318"
"28.20000","0.46950","5.09219"
"28.30000","0.47112","5.10674"
"28.40000","0.47306","5.13316"
"28.50000","0.47485","5.15189"
"28.60000","0.47648","5.16493"
"28.70000","0.47816","5.18209"
"28.80000","0.47991","5.20115"
"28.90000","0.48161","5.21831"
"29.00000","0.48320","5.23227"
"29.10000","0.48484","5.24882"
"29.20000","0.48648","5.26405"
"29.30000","0.48812","5.28067"
"29.40000","0.48981","5.29865"
"29.50000","0.49144","5.31435"
"29.60000","0.49307","5.33121"
"29.70000","0.49476","5.34903"
"29.80000","0.49652","5.36978"
"29.90000","0.49814","5.38419"
"30.00000","0.49972","5.39763"
"30.10000","0.50125","5.40972"
"30.20000","0.50285","5.42510"
"30.30000","0.50464","5.44649"
"30.40000","0.50636","5.46434"
"30.50000","0.50798","5.47871"
"30.60000","0.50956","5.49162"
"30.70000","0.51110","5.50385"
"30.80000","0.51260","5.51477"
"30.90000","0.51414","5.52827"
"31.00000","0.51584","5.54795"
"31.10000","0.51762","5.56923"
"31.20000","0.51931","5.58666"
"31.30000","0.52103","5.60449"
"31.40000","0.52271","5.62061"
"31.50000","0.52436","5.63547"
"31.60000","0.52599","5.65084"
"31.70000","0.52785","5.67428"
"31.80000","0.52956","5.69072"
"31.90000","0.53124","5.70638"
"32.00000","0.53295","5.72316"
"32.10000","0.53474","5.74345"
"32.20000","0.53649","5.76103"
"32.30000","0.53811","5.77335"
"32.40000","0.53964","5.78382"
"32.50000","0.54124","5.79770"
"32.60000","0.54283","5.81160"
"32.70000","0.54445","5.82764"
"32.80000","0.54614","5.84458"
"32.90000","0.54786","5.86346"
"33.00000","0.54956","5.87988"
"33.10000","0.55123","5.89636"
"33.20000","0.55291","5.91376"
"33.30000","0.55467","5.93377"
"33.40000","0.55638","5.95137"
"33.50000","0.55808","5.96808"
"33.60000","0.55981","5.98524"
"33.70000","0.56148","6.00097"
"33.80000","0.56332","6.02295"
"33.90000","0.56497","6.03639"
"34.00000","0.56655","6.04899"
"34.10000","0.56818","6.06379"
"34.20000","0.56985","6.07977"
"34.30000","0.57157","6.09687"
"34.40000","0.57322","6.11312"
"34.50000","0.57483","6.12676"
"34.60000","0.57642","6.14006"
"34.70000","0.57809","6.15840"
"34.80000","0.57972","6.17354"
"34.90000","0.58141","6.19224"
"35.00000","0.58313","6.21110"
"35.10000","0.58480","6.22777"
"35.20000","0.58646","6.24392"
"35.30000","0.58810","6.25999"
"35.40000","0.58979","6.27738"
"35.50000","0.59144","6.29301"
"35.60000","0.59303","6.30691"
"35.70000","0.59462","6.32109"
"35.80000","0.59619","6.33438"
"35.90000","0.59778","6.34937"
"36.00000","0.59943","6.36555"
"36.10000","0.60112","6.38455"
"36.20000","0.60280","6.40263"
"36.30000","0.60453","6.42065"
"36.40000","0.60618","6.43493"
"36.50000","0.60780","6.44950"
"36.60000","0.60945","6.46553"
"36.70000","0.61114","6.48290"
"36.80000","0.61283","6.49946"
"36.90000","0.61458","6.51911"
"37.00000","0.61635","6.53885"
"37.10000","0.61807","6.55644"
"37.20000","0.61973","6.57232"
"37.30000","0.62133","6.58492"
"37.40000","0.62296","6.59983"
"37.50000","0.62454","6.61261"
"37.60000","0.62620","6.62908"
"37.70000","0.62789","6.64606"
"37.80000","0.62956","6.66332"
"37.90000","0.63130","6.68268"
"38.00000","0.63307","6.70282"
"38.10000","0.63474","6.71838"
"38.20000","0.63647","6.73649"
"38.30000","0.63831","6.75817"
"38.40000","0.63993","6.77134"
