General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{04DD0668-E294-4F7C-B1C5-6D8F772302B8}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W2 4"
Break (Standard) : Load at Break (Standard),"16.63254",N
Maximum Load : Maximum Load,"22.57911",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.68303"
"0.10000","0.00005","0.68447"
"0.20000","0.00035","0.68861"
"0.30000","0.00193","0.72046"
"0.40000","0.00584","0.79806"
"0.50000","0.00794","0.83144"
"0.60000","0.00949","0.85589"
"0.70000","0.01110","0.88152"
"0.80000","0.01277","0.90847"
"0.90000","0.01435","0.93231"
"1.00000","0.01598","0.95767"
"1.10000","0.01770","0.98409"
"1.20000","0.01944","1.01046"
"1.30000","0.02116","1.03656"
"1.40000","0.02291","1.06293"
"1.50000","0.02468","1.08921"
"1.60000","0.02638","1.11379"
"1.70000","0.02800","1.13618"
"1.80000","0.02955","1.15716"
"1.90000","0.03129","1.18153"
"2.00000","0.03306","1.20835"
"2.10000","0.03475","1.23128"
"2.20000","0.03640","1.25377"
"2.30000","0.03801","1.27526"
"2.40000","0.03958","1.29649"
"2.50000","0.04105","1.31523"
"2.60000","0.04261","1.33613"
"2.70000","0.04416","1.35615"
"2.80000","0.04581","1.37777"
"2.90000","0.04743","1.39869"
"3.00000","0.04905","1.42012"
"3.10000","0.05067","1.44064"
"3.20000","0.05245","1.46391"
"3.30000","0.05416","1.48309"
"3.40000","0.05593","1.50690"
"3.50000","0.05777","1.53152"
"3.60000","0.05954","1.55492"
"3.70000","0.06125","1.57605"
"3.80000","0.06303","1.59991"
"3.90000","0.06474","1.62042"
"4.00000","0.06638","1.64095"
"4.10000","0.06803","1.66211"
"4.20000","0.06969","1.68352"
"4.30000","0.07131","1.70397"
"4.40000","0.07290","1.72407"
"4.50000","0.07453","1.74380"
"4.60000","0.07615","1.76450"
"4.70000","0.07789","1.78828"
"4.80000","0.07956","1.81074"
"4.90000","0.08122","1.83204"
"5.00000","0.08291","1.85454"
"5.10000","0.08453","1.87346"
"5.20000","0.08628","1.89764"
"5.30000","0.08812","1.92395"
"5.40000","0.08976","1.94345"
"5.50000","0.09140","1.96273"
"5.60000","0.09302","1.98279"
"5.70000","0.09463","2.00168"
"5.80000","0.09619","2.02035"
"5.90000","0.09788","2.04249"
"6.00000","0.09957","2.06416"
"6.10000","0.10122","2.08409"
"6.20000","0.10281","2.10454"
"6.30000","0.10446","2.12493"
"6.40000","0.10612","2.14577"
"6.50000","0.10764","2.16352"
"6.60000","0.10926","2.18527"
"6.70000","0.11107","2.21140"
"6.80000","0.11282","2.23493"
"6.90000","0.11449","2.25478"
"7.00000","0.11622","2.27697"
"7.10000","0.11794","2.29875"
"7.20000","0.11958","2.31913"
"7.30000","0.12128","2.34087"
"7.40000","0.12290","2.36158"
"7.50000","0.12451","2.38029"
"7.60000","0.12621","2.40288"
"7.70000","0.12783","2.42152"
"7.80000","0.12950","2.44166"
"7.90000","0.13120","2.46375"
"8.00000","0.13291","2.48523"
"8.10000","0.13464","2.50797"
"8.20000","0.13637","2.53018"
"8.30000","0.13812","2.55301"
"8.40000","0.13976","2.57160"
"8.50000","0.14140","2.59178"
"8.60000","0.14317","2.61686"
"8.70000","0.14493","2.63958"
"8.80000","0.14651","2.65831"
"8.90000","0.14817","2.67873"
"9.00000","0.14980","2.69946"
"9.10000","0.15139","2.71872"
"9.20000","0.15307","2.74046"
"9.30000","0.15471","2.76181"
"9.40000","0.15628","2.77953"
"9.50000","0.15787","2.79776"
"9.60000","0.15958","2.82036"
"9.70000","0.16131","2.84319"
"9.80000","0.16286","2.86017"
"9.90000","0.16467","2.88501"
"10.00000","0.16649","2.91004"
"10.10000","0.16810","2.92805"
"10.20000","0.16979","2.94966"
"10.30000","0.17150","2.97139"
"10.40000","0.17316","2.99148"
"10.50000","0.17469","3.00855"
"10.60000","0.17628","3.02868"
"10.70000","0.17788","3.04902"
"10.80000","0.17954","3.06858"
"10.90000","0.18123","3.09179"
"11.00000","0.18290","3.11358"
"11.10000","0.18453","3.13331"
"11.20000","0.18616","3.15360"
"11.30000","0.18785","3.17629"
"11.40000","0.18958","3.19867"
"11.50000","0.19132","3.22237"
"11.60000","0.19300","3.24258"
"11.70000","0.19471","3.26582"
"11.80000","0.19651","3.29105"
"11.90000","0.19826","3.31450"
"12.00000","0.19995","3.33639"
"12.10000","0.20161","3.35728"
"12.20000","0.20323","3.37640"
"12.30000","0.20490","3.39878"
"12.40000","0.20657","3.42073"
