General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{B0FAB728-F357-4734-BBD8-53F60A6CAB04}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W1 3"
Break (Standard) : Load at Break (Standard),"3.82511",N
Maximum Load : Maximum Load,"11.28340",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.42841"
"0.10000","0.00007","0.42932"
"0.20000","0.00038","0.43133"
"0.30000","0.00173","0.44601"
"0.40000","0.00573","0.48805"
"0.50000","0.00822","0.50900"
"0.60000","0.00972","0.51859"
"0.70000","0.01125","0.52985"
"0.80000","0.01290","0.54194"
"0.90000","0.01446","0.55327"
"1.00000","0.01608","0.56439"
"1.10000","0.01777","0.57602"
"1.20000","0.01942","0.58739"
"1.30000","0.02107","0.59821"
"1.40000","0.02268","0.60828"
"1.50000","0.02429","0.61792"
"1.60000","0.02599","0.62865"
"1.70000","0.02757","0.63764"
"1.80000","0.02942","0.64985"
"1.90000","0.03118","0.66028"
"2.00000","0.03294","0.67088"
"2.10000","0.03476","0.68221"
"2.20000","0.03649","0.69180"
"2.30000","0.03814","0.70065"
"2.40000","0.03974","0.70916"
"2.50000","0.04135","0.71801"
"2.60000","0.04297","0.72741"
"2.70000","0.04453","0.73596"
"2.80000","0.04618","0.74524"
"2.90000","0.04787","0.75545"
"3.00000","0.04952","0.76497"
"3.10000","0.05115","0.77447"
"3.20000","0.05285","0.78400"
"3.30000","0.05456","0.79490"
"3.40000","0.05625","0.80473"
"3.50000","0.05789","0.81365"
"3.60000","0.05965","0.82461"
"3.70000","0.06153","0.83636"
"3.80000","0.06320","0.84580"
"3.90000","0.06485","0.85459"
"4.00000","0.06647","0.86385"
"4.10000","0.06810","0.87301"
"4.20000","0.06976","0.88223"
"4.30000","0.07138","0.89139"
"4.40000","0.07299","0.90034"
"4.50000","0.07457","0.90820"
"4.60000","0.07617","0.91759"
"4.70000","0.07788","0.92792"
"4.80000","0.07965","0.93935"
"4.90000","0.08134","0.94839"
"5.00000","0.08286","0.95642"
"5.10000","0.08454","0.96696"
"5.20000","0.08626","0.97668"
"5.30000","0.08794","0.98619"
"5.40000","0.08961","0.99558"
"5.50000","0.09124","1.00496"
"5.60000","0.09288","1.01440"
"5.70000","0.09454","1.02305"
"5.80000","0.09621","1.03316"
"5.90000","0.09786","1.04252"
"6.00000","0.09951","1.05212"
"6.10000","0.10119","1.06109"
"6.20000","0.10284","1.07045"
"6.30000","0.10450","1.07980"
"6.40000","0.10620","1.08936"
"6.50000","0.10785","1.09829"
"6.60000","0.10948","1.10706"
"6.70000","0.11113","1.11584"
"6.80000","0.11281","1.12556"
"6.90000","0.11452","1.13559"
"7.00000","0.11625","1.14583"
"7.10000","0.11794","1.15558"
"7.20000","0.11969","1.16532"
"7.30000","0.12141","1.17554"
"7.40000","0.12305","1.18410"
"7.50000","0.12470","1.19320"
"7.60000","0.12637","1.20226"
"7.70000","0.12804","1.21223"
"7.80000","0.12971","1.22205"
"7.90000","0.13139","1.23142"
"8.00000","0.13309","1.24122"
"8.10000","0.13480","1.25119"
"8.20000","0.13647","1.26022"
"8.30000","0.13812","1.26929"
"8.40000","0.14000","1.28111"
"8.50000","0.14170","1.29029"
"8.60000","0.14329","1.29816"
"8.70000","0.14493","1.30792"
"8.80000","0.14657","1.31651"
"8.90000","0.14812","1.32404"
"9.00000","0.14968","1.33219"
"9.10000","0.15132","1.34170"
"9.20000","0.15298","1.35173"
"9.30000","0.15457","1.36066"
"9.40000","0.15618","1.36918"
"9.50000","0.15780","1.37904"
"9.60000","0.15945","1.38829"
"9.70000","0.16111","1.39786"
"9.80000","0.16273","1.40725"
"9.90000","0.16440","1.41725"
"10.00000","0.16611","1.42750"
"10.10000","0.16783","1.43804"
"10.20000","0.16954","1.44783"
"10.30000","0.17132","1.45853"
"10.40000","0.17319","1.47135"
"10.50000","0.17489","1.48067"
"10.60000","0.17652","1.48984"
"10.70000","0.17818","1.50031"
"10.80000","0.17973","1.50788"
"10.90000","0.18133","1.51745"
"11.00000","0.18298","1.52820"
"11.10000","0.18460","1.53871"
"11.20000","0.18625","1.54867"
"11.30000","0.18797","1.56039"
"11.40000","0.18976","1.57369"
"11.50000","0.19142","1.58325"
"11.60000","0.19320","1.59647"
"11.70000","0.19500","1.60974"
"11.80000","0.19660","1.61908"
"11.90000","0.19828","1.63068"
"12.00000","0.19994","1.64154"
"12.10000","0.20158","1.65171"
"12.20000","0.20319","1.66257"
"12.30000","0.20487","1.67409"
"12.40000","0.20663","1.68684"
"12.50000","0.20827","1.69645"
"12.60000","0.20996","1.70845"
"12.70000","0.21173","1.72131"
"12.80000","0.21334","1.73140"
"12.90000","0.21488","1.74119"
"13.00000","0.21640","1.75052"
"13.10000","0.21802","1.76201"
"13.20000","0.21968","1.77305"
"13.30000","0.22129","1.78487"
"13.40000","0.22299","1.79613"
"13.50000","0.22470","1.80782"
"13.60000","0.22644","1.82113"
"13.70000","0.22806","1.83052"
"13.80000","0.22972","1.84272"
"13.90000","0.23141","1.85461"
"14.00000","0.23305","1.86558"
"14.10000","0.23469","1.87648"
"14.20000","0.23637","1.88783"
"14.30000","0.23798","1.89825"
"14.40000","0.23963","1.90944"
"14.50000","0.24133","1.92187"
"14.60000","0.24306","1.93410"
"14.70000","0.24475","1.94474"
"14.80000","0.24638","1.95568"
"14.90000","0.24822","1.97046"
"15.00000","0.24994","1.98374"
"15.10000","0.25150","1.99343"
"15.20000","0.25309","2.00315"
"15.30000","0.25478","2.01667"
"15.40000","0.25643","2.02849"
"15.50000","0.25805","2.03950"
"15.60000","0.25968","2.05131"
"15.70000","0.26129","2.06296"
"15.80000","0.26285","2.07316"
"15.90000","0.26446","2.08646"
"16.00000","0.26616","2.09784"
"16.10000","0.26781","2.11049"
"16.20000","0.26951","2.12401"
"16.30000","0.27119","2.13396"
"16.40000","0.27284","2.14602"
"16.50000","0.27437","2.15390"
"16.60000","0.27614","2.16942"
"16.70000","0.27799","2.18320"
"16.80000","0.27973","2.19593"
"16.90000","0.28137","2.20555"
"17.00000","0.28299","2.21583"
"17.10000","0.28453","2.22412"
"17.20000","0.28605","2.23263"
"17.30000","0.28768","2.24481"
"17.40000","0.28931","2.25608"
"17.50000","0.29091","2.26694"
"17.60000","0.29255","2.27857"
"17.70000","0.29424","2.29130"
"17.80000","0.29596","2.30366"
"17.90000","0.29777","2.31798"
"18.00000","0.29944","2.32869"
"18.10000","0.30110","2.34040"
"18.20000","0.30297","2.35471"
"18.30000","0.30462","2.36425"
"18.40000","0.30639","2.37661"
"18.50000","0.30813","2.38804"
"18.60000","0.30966","2.39636"
"18.70000","0.31126","2.40575"
"18.80000","0.31285","2.41535"
"18.90000","0.31447","2.42459"
"19.00000","0.31611","2.43656"
"19.10000","0.31775","2.44739"
"19.20000","0.31936","2.45768"
"19.30000","0.32107","2.46972"
"19.40000","0.32272","2.48024"
"19.50000","0.32434","2.49082"
"19.60000","0.32600","2.50231"
"19.70000","0.32766","2.51355"
"19.80000","0.32928","2.52541"
"19.90000","0.33103","2.53889"
"20.00000","0.33286","2.55185"
"20.10000","0.33474","2.56610"
"20.20000","0.33647","2.57670"
"20.30000","0.33823","2.58720"
"20.40000","0.33990","2.59804"
"20.50000","0.34152","2.60802"
"20.60000","0.34323","2.62069"
"20.70000","0.34487","2.63118"
"20.80000","0.34644","2.63991"
"20.90000","0.34809","2.65100"
"21.00000","0.34979","2.66369"
"21.10000","0.35138","2.67294"
"21.20000","0.35297","2.68324"
"21.30000","0.35451","2.69214"
"21.40000","0.35627","2.70696"
"21.50000","0.35808","2.72106"
"21.60000","0.35983","2.73293"
"21.70000","0.36134","2.74233"
"21.80000","0.36296","2.75289"
"21.90000","0.36459","2.76387"
"22.00000","0.36614","2.77209"
"22.10000","0.36779","2.78280"
"22.20000","0.36942","2.79341"
"22.30000","0.37108","2.80458"
"22.40000","0.37272","2.81528"
"22.50000","0.37437","2.82723"
"22.60000","0.37609","2.83911"
"22.70000","0.37779","2.85061"
"22.80000","0.37948","2.86155"
"22.90000","0.38116","2.87225"
"23.00000","0.38283","2.88299"
"23.10000","0.38446","2.89271"
"23.20000","0.38613","2.90352"
"23.30000","0.38787","2.91807"
"23.40000","0.38962","2.92948"
"23.50000","0.39145","2.94345"
"23.60000","0.39316","2.95525"
"23.70000","0.39475","2.96442"
"23.80000","0.39636","2.97394"
"23.90000","0.39800","2.98465"
"24.00000","0.39961","2.99389"
"24.10000","0.40119","3.00316"
"24.20000","0.40285","3.01345"
"24.30000","0.40454","3.02508"
"24.40000","0.40622","3.03680"
"24.50000","0.40783","3.04552"
"24.60000","0.40947","3.05543"
