General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{422627E4-F873-4BC4-89E2-41A969AD9ECF}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W1 3"
Break (Standard) : Load at Break (Standard),"13.42426",N
Maximum Load : Maximum Load,"13.46813",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.48162"
"0.10000","0.00004","0.48258"
"0.20000","0.00039","0.48581"
"0.30000","0.00137","0.49717"
"0.40000","0.00486","0.54305"
"0.50000","0.00732","0.57234"
"0.60000","0.00914","0.59150"
"0.70000","0.01087","0.60954"
"0.80000","0.01259","0.62672"
"0.90000","0.01438","0.64513"
"1.00000","0.01627","0.66394"
"1.10000","0.01813","0.68232"
"1.20000","0.01987","0.69793"
"1.30000","0.02148","0.71241"
"1.40000","0.02313","0.72710"
"1.50000","0.02477","0.74121"
"1.60000","0.02644","0.75557"
"1.70000","0.02811","0.77046"
"1.80000","0.02972","0.78358"
"1.90000","0.03136","0.79730"
"2.00000","0.03305","0.81128"
"2.10000","0.03472","0.82578"
"2.20000","0.03633","0.83864"
"2.30000","0.03790","0.85071"
"2.40000","0.03965","0.86599"
"2.50000","0.04140","0.88111"
"2.60000","0.04306","0.89439"
"2.70000","0.04470","0.90726"
"2.80000","0.04635","0.92055"
"2.90000","0.04795","0.93220"
"3.00000","0.04949","0.94384"
"3.10000","0.05108","0.95521"
"3.20000","0.05275","0.96848"
"3.30000","0.05440","0.98162"
"3.40000","0.05598","0.99186"
"3.50000","0.05760","1.00411"
"3.60000","0.05927","1.01628"
"3.70000","0.06092","1.02747"
"3.80000","0.06257","1.03983"
"3.90000","0.06426","1.05223"
"4.00000","0.06591","1.06353"
"4.10000","0.06757","1.07523"
"4.20000","0.06928","1.08793"
"4.30000","0.07106","1.10163"
"4.40000","0.07279","1.11460"
"4.50000","0.07452","1.12689"
"4.60000","0.07615","1.13768"
"4.70000","0.07781","1.14942"
"4.80000","0.07946","1.16118"
"4.90000","0.08121","1.17444"
"5.00000","0.08288","1.18583"
"5.10000","0.08453","1.19774"
"5.20000","0.08624","1.20989"
"5.30000","0.08795","1.22165"
"5.40000","0.08970","1.23443"
