General : Start date,9/3/2020,
General : End date,9/3/2020,
General : Unique identifier,{99E9867B-8E69-48D5-8A85-487BCCE60434},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1282 P3 W1 2,
Break (Standard) : Load at Break (Standard),12.53613,N
Maximum Load : Maximum Load,14.58327,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.73081
0.1,0.00008,0.73253
0.2,0.00057,0.74171
0.3,0.00167,0.76364
0.4,0.00328,0.79355
0.5,0.00543,0.83392
0.6,0.00796,0.88047
0.7,0.0104,0.92358
0.8,0.01259,0.96112
0.9,0.01442,0.99116
1,0.01614,1.01874
1.1,0.01792,1.04817
1.2,0.01953,1.07301
1.3,0.02117,1.09794
1.4,0.02283,1.12382
1.5,0.02453,1.14986
1.6,0.02623,1.1756
1.7,0.0279,1.20051
1.8,0.02967,1.22767
1.9,0.03138,1.25272
2,0.03295,1.2751
2.1,0.0345,1.29811
2.2,0.03612,1.32216
2.3,0.03782,1.34791
2.4,0.03947,1.37216
2.5,0.04121,1.39792
2.6,0.04306,1.42505
2.7,0.04482,1.45107
2.8,0.04653,1.47598
2.9,0.04818,1.49862
3,0.04974,1.52014
3.1,0.05141,1.54423
3.2,0.05312,1.56783
3.3,0.0547,1.59001
3.4,0.05631,1.6115
3.5,0.05795,1.63452
3.6,0.05965,1.65836
3.7,0.06135,1.68246
3.8,0.06306,1.70635
3.9,0.06466,1.72809
4,0.06634,1.75103
4.1,0.06806,1.77566
4.2,0.06965,1.79706
4.3,0.07124,1.81839
4.4,0.07286,1.84128
4.5,0.07455,1.86479
4.6,0.07621,1.8874
4.7,0.07784,1.90902
4.8,0.07955,1.93467
4.9,0.08119,1.95766
5,0.08288,1.98176
5.1,0.08459,2.00853
5.2,0.08632,2.03455
5.3,0.08804,2.0616
5.4,0.08969,2.08715
5.5,0.09134,2.11226
5.6,0.09303,2.13798
5.7,0.09471,2.16479
5.8,0.09635,2.18881
5.9,0.09805,2.21517
6,0.09962,2.23808
6.1,0.10129,2.26465
6.2,0.10299,2.28977
6.3,0.10463,2.31364
6.4,0.10621,2.33759
6.5,0.10783,2.36244
6.6,0.10952,2.38918
6.7,0.11122,2.41396
6.8,0.11293,2.43959
6.9,0.11471,2.4664
7,0.1165,2.49548
7.1,0.11819,2.51999
7.2,0.1198,2.54323
7.3,0.12165,2.57195
7.4,0.12343,2.5983
7.5,0.12496,2.61788
7.6,0.12657,2.64141
7.7,0.12819,2.66455
7.8,0.12976,2.68624
7.9,0.13132,2.7085
8,0.13285,2.7288
8.1,0.13447,2.75409
8.2,0.13609,2.77776
8.3,0.13772,2.80214
8.4,0.13939,2.82872
8.5,0.14106,2.85271
8.6,0.14277,2.8776
8.7,0.14447,2.90243
8.8,0.14613,2.92588
8.9,0.14785,2.95143
9,0.14955,2.97548
9.1,0.15129,3.00167
9.2,0.15303,3.02773
9.3,0.15487,3.05523
9.4,0.15653,3.0776
9.5,0.15813,3.10014
9.6,0.15983,3.12617
9.7,0.16148,3.14866
9.8,0.16307,3.17022
9.9,0.16468,3.19315
10,0.16618,3.21245
10.1,0.16777,3.23503
10.2,0.16945,3.2591
10.3,0.17112,3.28391
10.4,0.17278,3.3079
10.5,0.17446,3.33263
10.6,0.17629,3.36035
10.7,0.17797,3.38484
10.8,0.17965,3.40796
10.9,0.18122,3.42928
11,0.18283,3.44977
11.1,0.18448,3.47285
11.2,0.18608,3.49359
11.3,0.18769,3.51493
11.4,0.18937,3.53796
11.5,0.19105,3.5607
11.6,0.19276,3.58498
11.7,0.19443,3.60717
11.8,0.19608,3.62972
11.9,0.19771,3.6527
12,0.19936,3.67517
12.1,0.20104,3.69974
12.2,0.20269,3.7226
12.3,0.20448,3.74984
12.4,0.20619,3.77377
12.5,0.20791,3.79784
12.6,0.2096,3.81988
12.7,0.21135,3.84325
12.8,0.21301,3.86443
12.9,0.21475,3.88886
13,0.21642,3.91101
13.1,0.21805,3.93113
13.2,0.21978,3.95372
13.3,0.2215,3.97582
13.4,0.22318,3.99534
13.5,0.22483,4.01534
13.6,0.22641,4.03321
13.7,0.22796,4.04939
13.8,0.22971,4.07281
13.9,0.23142,4.09318
14,0.23298,4.10931
14.1,0.23461,4.12818
14.2,0.23628,4.14843
14.3,0.23794,4.16655
14.4,0.23954,4.18459
14.5,0.24114,4.20128
14.6,0.24276,4.21904
14.7,0.24443,4.23849
14.8,0.24613,4.25766
14.9,0.24781,4.27463
15,0.24949,4.29183
15.1,0.25122,4.31033
15.2,0.25293,4.32796
15.3,0.25456,4.34241
15.4,0.25612,4.35607
15.5,0.25796,4.37824
15.6,0.26,4.40389
15.7,0.26174,4.41978
15.8,0.26332,4.43205
15.9,0.26489,4.44462
16,0.26649,4.45881
16.1,0.26818,4.47583
16.2,0.26978,4.49033
16.3,0.27145,4.50626
16.4,0.27306,4.52087
16.5,0.27472,4.53623
16.6,0.2764,4.55212
16.7,0.27807,4.56757
16.8,0.27975,4.58428
16.9,0.28144,4.5986
17,0.283,4.6108
17.1,0.28481,4.6305
17.2,0.28648,4.64362
17.3,0.28809,4.65538
17.4,0.28976,4.67076
17.5,0.29145,4.68503
17.6,0.29308,4.69722
17.7,0.29469,4.71021
17.8,0.29631,4.72262
17.9,0.29789,4.73528
18,0.2994,4.7466
18.1,0.30101,4.76125
18.2,0.30266,4.77666
18.3,0.30429,4.79086
18.4,0.30596,4.80655
18.5,0.30766,4.82395
18.6,0.30936,4.84131
18.7,0.31106,4.85633
18.8,0.31273,4.87249
18.9,0.31455,4.89251
19,0.3164,4.9124
19.1,0.31812,4.92789
19.2,0.31985,4.94446
19.3,0.32151,4.95828
19.4,0.32319,4.97345
19.5,0.32482,4.98773
19.6,0.32641,4.99933
19.7,0.32804,5.01347
19.8,0.32969,5.029
19.9,0.33136,5.04484
20,0.33304,5.06037
20.1,0.33467,5.07568
20.2,0.33622,5.09052
20.3,0.33783,5.10719
20.4,0.33957,5.12766
20.5,0.34123,5.14591
20.6,0.34287,5.16456
20.7,0.34453,5.18296
20.8,0.34626,5.20379
20.9,0.3479,5.22177
21,0.34954,5.24041
21.1,0.35122,5.26028
21.2,0.35287,5.27926
21.3,0.35452,5.2984
21.4,0.3562,5.31907
21.5,0.35789,5.33863
21.6,0.35959,5.35993
21.7,0.36128,5.37978
21.8,0.36298,5.40169
21.9,0.36477,5.42623
22,0.36648,5.44849
22.1,0.36811,5.46824
22.2,0.3699,5.4929
22.3,0.37168,5.51753
22.4,0.37344,5.54173
22.5,0.37517,5.56436
22.6,0.37676,5.58382
22.7,0.37841,5.60565
22.8,0.38002,5.62455
22.9,0.38169,5.64573
23,0.3833,5.66502
23.1,0.38507,5.69133
23.2,0.38695,5.72075
23.3,0.38853,5.73838
23.4,0.39004,5.75398
23.5,0.39158,5.77182
23.6,0.39335,5.79793
23.7,0.39513,5.82341
23.8,0.39666,5.83818
23.9,0.3983,5.85959
24,0.39996,5.87936
24.1,0.40145,5.89378
24.2,0.40304,5.91344
24.3,0.40467,5.93254
24.4,0.40617,5.94963
24.5,0.40776,5.96807
24.6,0.40937,5.98607
24.7,0.41093,6.00379
24.8,0.41248,6.02257
24.9,0.41412,6.043
25,0.41579,6.0636
25.1,0.41753,6.08578
25.2,0.41924,6.10674
25.3,0.4209,6.1252
25.4,0.42262,6.14596
25.5,0.42443,6.16835
25.6,0.42628,6.19299
25.7,0.428,6.21223
25.8,0.42966,6.22991
25.9,0.4312,6.24421
26,0.43275,6.25934
26.1,0.43436,6.27833
26.2,0.43596,6.29648
26.3,0.43758,6.31612
26.4,0.43921,6.33591
26.5,0.44096,6.35938
26.6,0.44273,6.38374
26.7,0.44446,6.40462
26.8,0.44601,6.42012
26.9,0.44781,6.44568
27,0.44957,6.46719
27.1,0.45123,6.48607
27.2,0.4529,6.50404
27.3,0.45463,6.526
27.4,0.45638,6.54847
27.5,0.45802,6.56635
27.6,0.45965,6.58351
27.7,0.46121,6.59888
27.8,0.46285,6.61708
27.9,0.46452,6.63706
28,0.46623,6.65876
28.1,0.46782,6.6757
28.2,0.46943,6.69398
28.3,0.47108,6.71391
28.4,0.47272,6.73233
28.5,0.47439,6.75233
28.6,0.47604,6.77077
28.7,0.47768,6.7895
28.8,0.47954,6.81483
28.9,0.4813,6.83562
29,0.48306,6.85564
29.1,0.48475,6.87345
29.2,0.4864,6.88935
29.3,0.48807,6.90598
29.4,0.48968,6.92062
29.5,0.49127,6.93509
29.6,0.49284,6.94895
29.7,0.49454,6.96847
29.8,0.49623,6.98634
29.9,0.49781,7.00072
30,0.49938,7.01565
30.1,0.50105,7.03547
30.2,0.50289,7.06007
30.3,0.50456,7.07703
30.4,0.50633,7.0991
30.5,0.50813,7.12124
30.6,0.50987,7.14091
30.7,0.5115,7.15559
30.8,0.51308,7.16958
30.9,0.51462,7.18226
31,0.51622,7.1969
31.1,0.5179,7.21557
31.2,0.5196,7.23327
31.3,0.52122,7.24757
31.4,0.52295,7.26625
31.5,0.52467,7.28434
31.6,0.52637,7.30084
31.7,0.528,7.31561
