General : Start date,9/3/2020,
General : End date,9/3/2020,
General : Unique identifier,{202148E7-616C-40FB-97FB-CF7AD22F380B},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1282 P7 W1 2,
Break (Standard) : Load at Break (Standard),6.94639,N
Maximum Load : Maximum Load,9.60881,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.23604
0.1,0.00007,0.23765
0.2,0.00045,0.24264
0.3,0.00169,0.26207
0.4,0.0055,0.32211
0.5,0.00773,0.35084
0.6,0.00941,0.37259
0.7,0.01107,0.39332
0.8,0.01277,0.41439
0.9,0.01447,0.43627
1,0.0162,0.4578
1.1,0.01793,0.47946
1.2,0.01958,0.49949
1.3,0.02123,0.51919
1.4,0.0229,0.53997
1.5,0.02472,0.56231
1.6,0.02641,0.58245
1.7,0.02799,0.60102
1.8,0.02968,0.62089
1.9,0.03137,0.64042
2,0.03296,0.65834
2.1,0.03459,0.67755
2.2,0.03621,0.69608
2.3,0.03786,0.71541
2.4,0.03948,0.73417
2.5,0.04112,0.75287
2.6,0.04272,0.77144
2.7,0.04434,0.78995
2.8,0.04603,0.8103
2.9,0.04775,0.83044
3,0.0494,0.85013
3.1,0.05106,0.87052
3.2,0.05273,0.89079
3.3,0.05468,0.9159
3.4,0.0565,0.93881
3.5,0.05827,0.96069
3.6,0.05997,0.98185
3.7,0.0616,1.00171
3.8,0.06318,1.02067
3.9,0.0648,1.04063
4,0.06647,1.06162
4.1,0.06806,1.08073
4.2,0.06965,1.10144
4.3,0.07125,1.12171
4.4,0.07287,1.1426
4.5,0.07456,1.16383
4.6,0.0762,1.18478
4.7,0.07792,1.20714
4.8,0.07968,1.23059
4.9,0.08141,1.25209
5,0.08304,1.27236
5.1,0.08464,1.29166
5.2,0.08633,1.31307
5.3,0.08797,1.33369
5.4,0.08961,1.35406
5.5,0.09118,1.37289
5.6,0.09279,1.39252
5.7,0.09444,1.41347
5.8,0.09611,1.43484
5.9,0.09778,1.45585
6,0.09952,1.47821
6.1,0.1012,1.50001
6.2,0.10282,1.51995
6.3,0.10442,1.54007
6.4,0.10611,1.56212
6.5,0.10773,1.58274
6.6,0.1095,1.60564
6.7,0.11138,1.63085
6.8,0.11316,1.65334
6.9,0.11485,1.6742
