General : Start date,9/3/2020,
General : End date,9/3/2020,
General : Unique identifier,{22B8C4BE-D688-4DA7-A5E8-33827A34D8C4},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1282 P7 W1 1,
Break (Standard) : Load at Break (Standard),9.1117,N
Maximum Load : Maximum Load,13.80384,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.57763
0.1,0.00012,0.57886
0.2,0.00081,0.59785
0.3,0.00372,0.67732
0.4,0.0059,0.73203
0.5,0.00766,0.7741
0.6,0.00937,0.81416
0.7,0.01105,0.85311
0.8,0.01277,0.89381
0.9,0.01448,0.93336
1,0.01611,0.96889
1.1,0.01767,1.00383
1.2,0.0193,1.04063
1.3,0.02104,1.07872
1.4,0.02282,1.11602
1.5,0.02455,1.1522
1.6,0.02623,1.18773
1.7,0.02789,1.22242
1.8,0.02949,1.25535
1.9,0.03111,1.28774
2,0.03279,1.32105
2.1,0.03439,1.35213
2.2,0.03604,1.38507
2.3,0.03765,1.4163
2.4,0.03924,1.44766
2.5,0.04091,1.47975
2.6,0.04266,1.51368
2.7,0.04429,1.54417
2.8,0.04597,1.57588
2.9,0.04777,1.61066
3,0.04944,1.6409
3.1,0.05117,1.673
3.2,0.05287,1.70379
3.3,0.05456,1.73455
3.4,0.05622,1.76461
3.5,0.0579,1.79435
3.6,0.0596,1.82514
3.7,0.06134,1.85704
3.8,0.06303,1.88677
3.9,0.06462,1.91427
4,0.06617,1.94082
4.1,0.06781,1.96944
4.2,0.06942,1.9979
4.3,0.07098,2.02397
4.4,0.07262,2.05277
4.5,0.0742,2.07939
4.6,0.07598,2.11096
4.7,0.0777,2.13908
4.8,0.07946,2.16847
4.9,0.08123,2.19697
5,0.08289,2.22186
5.1,0.08455,2.24701
5.2,0.08618,2.2704
5.3,0.08788,2.29565
5.4,0.08948,2.31691
5.5,0.09116,2.3413
5.6,0.09287,2.36412
5.7,0.09454,2.3874
5.8,0.09621,2.40896
5.9,0.09784,2.42973
6,0.09943,2.44938
6.1,0.10123,2.47443
6.2,0.10319,2.50324
6.3,0.10488,2.52422
6.4,0.10652,2.54455
6.5,0.1083,2.56842
6.6,0.11,2.59061
6.7,0.11167,2.61121
6.8,0.1133,2.63112
6.9,0.11494,2.65163
7,0.11651,2.6701
7.1,0.1181,2.68955
7.2,0.11976,2.71079
7.3,0.1215,2.73356
7.4,0.12317,2.75376
7.5,0.12482,2.7734
7.6,0.1265,2.79439
7.7,0.12805,2.81109
7.8,0.12968,2.83076
7.9,0.13161,2.85848
8,0.13327,2.87595
8.1,0.13482,2.89216
8.2,0.13644,2.91032
8.3,0.13808,2.92861
8.4,0.13967,2.94664
8.5,0.14121,2.96344
8.6,0.14283,2.98289
8.7,0.14444,3.00174
8.8,0.14612,3.02165
8.9,0.14785,3.04262
9,0.14952,3.06198
9.1,0.15123,3.08267
9.2,0.15295,3.10379
9.3,0.15449,3.11974
9.4,0.15629,3.14419
9.5,0.15817,3.17008
