General : Start date,9/3/2020,
General : End date,9/3/2020,
General : Unique identifier,{49B92B46-25A6-492C-9DFF-5B4120B6D242},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1282 P4 W1 1,
Break (Standard) : Load at Break (Standard),4.10287,N
Maximum Load : Maximum Load,7.61843,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.6493
0.1,0.00012,0.65102
0.2,0.0007,0.65835
0.3,0.00201,0.67538
0.4,0.004,0.70049
0.5,0.00633,0.72964
0.6,0.00863,0.75786
0.7,0.01066,0.78229
0.8,0.01248,0.80318
0.9,0.01421,0.8225
1,0.01586,0.84101
1.1,0.01746,0.85925
1.2,0.01907,0.87662
1.3,0.02074,0.89428
1.4,0.02245,0.91476
1.5,0.02418,0.93223
1.6,0.02601,0.95281
1.7,0.02766,0.97043
1.8,0.02929,0.98741
1.9,0.0311,1.00735
2,0.03283,1.02524
2.1,0.03456,1.04299
2.2,0.03632,1.06133
2.3,0.03801,1.07881
2.4,0.03963,1.09487
2.5,0.04131,1.11339
2.6,0.04298,1.12952
2.7,0.0446,1.14632
2.8,0.04629,1.16394
2.9,0.04803,1.18154
3,0.04969,1.19918
3.1,0.05135,1.21548
3.2,0.05301,1.23211
3.3,0.05463,1.2483
3.4,0.05619,1.264
3.5,0.05774,1.27994
3.6,0.05935,1.29471
3.7,0.06119,1.313
3.8,0.06295,1.33068
3.9,0.06463,1.3457
4,0.06623,1.36213
4.1,0.06779,1.3765
4.2,0.06954,1.39277
4.3,0.07122,1.40994
4.4,0.07279,1.42475
4.5,0.07436,1.43879
4.6,0.07596,1.45397
4.7,0.07766,1.46958
4.8,0.07924,1.48382
4.9,0.08094,1.50054
5,0.08251,1.51465
5.1,0.08419,1.52917
5.2,0.086,1.54712
5.3,0.08785,1.56353
5.4,0.08958,1.57871
5.5,0.09129,1.59521
5.6,0.09311,1.61199
5.7,0.09487,1.62689
5.8,0.09653,1.64245
5.9,0.09816,1.6574
6,0.09979,1.67209
6.1,0.10147,1.68683
6.2,0.10318,1.70409
6.3,0.10485,1.71915
6.4,0.10644,1.73358
6.5,0.10808,1.74766
6.6,0.10977,1.76434
6.7,0.11147,1.77968
