General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{B7B9B6C0-B092-4CA4-8EA9-1F73017A09A9}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P6 W1 1"
Break (Standard) : Load at Break (Standard),"12.40763",N
Maximum Load : Maximum Load,"16.02930",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.83078"
"0.10000","0.00010","0.83277"
"0.20000","0.00065","0.84590"
"0.30000","0.00170","0.87037"
"0.40000","0.00347","0.91163"
"0.50000","0.00594","0.96842"
"0.60000","0.00857","1.02650"
"0.70000","0.01076","1.07195"
"0.80000","0.01260","1.10889"
"0.90000","0.01439","1.14463"
"1.00000","0.01603","1.17570"
"1.10000","0.01763","1.20558"
"1.20000","0.01924","1.23537"
"1.30000","0.02084","1.26468"
"1.40000","0.02245","1.29306"
"1.50000","0.02408","1.32193"
"1.60000","0.02576","1.35102"
"1.70000","0.02746","1.38026"
"1.80000","0.02912","1.40746"
"1.90000","0.03091","1.43751"
"2.00000","0.03268","1.46632"
"2.10000","0.03446","1.49386"
"2.20000","0.03624","1.52163"
"2.30000","0.03795","1.54618"
"2.40000","0.03963","1.57010"
"2.50000","0.04136","1.59480"
"2.60000","0.04303","1.61781"
"2.70000","0.04456","1.63764"
"2.80000","0.04620","1.65960"
"2.90000","0.04785","1.67995"
"3.00000","0.04947","1.69992"
"3.10000","0.05110","1.71992"
"3.20000","0.05279","1.74197"
"3.30000","0.05453","1.76392"
"3.40000","0.05624","1.78506"
"3.50000","0.05792","1.80479"
"3.60000","0.05969","1.82678"
"3.70000","0.06142","1.84773"
"3.80000","0.06307","1.86590"
"3.90000","0.06485","1.88581"
"4.00000","0.06653","1.90498"
"4.10000","0.06829","1.92405"
"4.20000","0.07001","1.94227"
"4.30000","0.07162","1.95859"
"4.40000","0.07328","1.97487"
"4.50000","0.07489","1.98951"
"4.60000","0.07645","2.00476"
"4.70000","0.07796","2.01804"
"4.80000","0.07956","2.03576"
"4.90000","0.08116","2.05294"
"5.00000","0.08286","2.07042"
"5.10000","0.08451","2.08508"
"5.20000","0.08610","2.09968"
"5.30000","0.08782","2.11531"
"5.40000","0.08953","2.13265"
"5.50000","0.09123","2.14858"
"5.60000","0.09288","2.16371"
"5.70000","0.09452","2.17807"
"5.80000","0.09619","2.19161"
"5.90000","0.09785","2.20519"
"6.00000","0.09953","2.21976"
"6.10000","0.10120","2.23557"
"6.20000","0.10286","2.25013"
