General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{4CD48C1D-628A-4036-AD5C-A05DC5FB89B3}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P4 W1 2"
Break (Standard) : Load at Break (Standard),"3.30298",N
Maximum Load : Maximum Load,"5.21952",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.76598"
"0.10000","0.00007","0.76647"
"0.20000","0.00060","0.77502"
"0.30000","0.00150","0.78884"
"0.40000","0.00309","0.81379"
"0.50000","0.00534","0.84831"
"0.60000","0.00793","0.88872"
"0.70000","0.01032","0.92449"
"0.80000","0.01251","0.95565"
"0.90000","0.01446","0.98224"
"1.00000","0.01620","1.00614"
"1.10000","0.01788","1.02803"
"1.20000","0.01954","1.04991"
"1.30000","0.02119","1.07048"
"1.40000","0.02288","1.09240"
"1.50000","0.02456","1.11191"
"1.60000","0.02620","1.13162"
"1.70000","0.02776","1.14777"
"1.80000","0.02932","1.16491"
"1.90000","0.03100","1.18233"
"2.00000","0.03258","1.19896"
"2.10000","0.03425","1.21597"
"2.20000","0.03615","1.23503"
"2.30000","0.03794","1.25156"
"2.40000","0.03967","1.26802"
"2.50000","0.04143","1.28475"
"2.60000","0.04305","1.30021"
"2.70000","0.04467","1.31563"
"2.80000","0.04632","1.33102"
"2.90000","0.04797","1.34524"
"3.00000","0.04969","1.36079"
"3.10000","0.05139","1.37631"
"3.20000","0.05304","1.39158"
"3.30000","0.05470","1.40734"
"3.40000","0.05640","1.42179"
"3.50000","0.05815","1.43742"
"3.60000","0.05984","1.45374"
"3.70000","0.06140","1.46656"
"3.80000","0.06298","1.48081"
"3.90000","0.06457","1.49413"
"4.00000","0.06612","1.50637"
"4.10000","0.06769","1.51954"
"4.20000","0.06939","1.53582"
"4.30000","0.07111","1.55109"
"4.40000","0.07279","1.56590"
"4.50000","0.07447","1.58061"
"4.60000","0.07609","1.59382"
"4.70000","0.07768","1.60668"
"4.80000","0.07927","1.61956"
"4.90000","0.08093","1.63397"
"5.00000","0.08269","1.64823"
"5.10000","0.08444","1.66241"
"5.20000","0.08614","1.67579"
"5.30000","0.08770","1.68726"
"5.40000","0.08949","1.70246"
"5.50000","0.09124","1.71593"
"5.60000","0.09288","1.72714"
"5.70000","0.09460","1.74078"
"5.80000","0.09645","1.75569"
"5.90000","0.09812","1.76762"
"6.00000","0.09967","1.77928"
"6.10000","0.10128","1.79116"
"6.20000","0.10292","1.80445"
"6.30000","0.10455","1.81607"
"6.40000","0.10620","1.82923"
"6.50000","0.10786","1.84219"
"6.60000","0.10951","1.85495"
"6.70000","0.11120","1.86894"
"6.80000","0.11290","1.88260"
"6.90000","0.11460","1.89698"
"7.00000","0.11630","1.91050"
"7.10000","0.11806","1.92608"
"7.20000","0.11978","1.93989"
"7.30000","0.12159","1.95428"
"7.40000","0.12330","1.96715"
"7.50000","0.12489","1.97955"
"7.60000","0.12651","1.99157"
"7.70000","0.12818","2.00515"
"7.80000","0.12975","2.01686"
"7.90000","0.13135","2.02971"
"8.00000","0.13302","2.04263"
"8.10000","0.13471","2.05596"
"8.20000","0.13637","2.06827"
"8.30000","0.13804","2.08057"
"8.40000","0.13974","2.09493"
"8.50000","0.14140","2.10744"
"8.60000","0.14288","2.11835"
"8.70000","0.14466","2.13303"
"8.80000","0.14640","2.14672"
"8.90000","0.14801","2.15799"
"9.00000","0.14966","2.16960"
"9.10000","0.15135","2.18263"
"9.20000","0.15310","2.19617"
"9.30000","0.15474","2.20739"
"9.40000","0.15632","2.21856"
"9.50000","0.15783","2.22795"
"9.60000","0.15939","2.23972"
"9.70000","0.16104","2.25174"
"9.80000","0.16264","2.26359"
"9.90000","0.16424","2.27480"
"10.00000","0.16597","2.28834"
"10.10000","0.16771","2.30174"
"10.20000","0.16938","2.31421"
"10.30000","0.17110","2.32790"
"10.40000","0.17282","2.33933"
"10.50000","0.17462","2.35415"
"10.60000","0.17654","2.36985"
"10.70000","0.17830","2.38234"
"10.80000","0.17999","2.39516"
"10.90000","0.18157","2.40622"
"11.00000","0.18321","2.41794"
"11.10000","0.18494","2.43169"
"11.20000","0.18663","2.44465"
"11.30000","0.18827","2.45570"
"11.40000","0.18978","2.46543"
"11.50000","0.19142","2.47767"
"11.60000","0.19321","2.49172"
"11.70000","0.19483","2.50290"
"11.80000","0.19630","2.51212"
"11.90000","0.19773","2.52139"
"12.00000","0.19941","2.53392"
"12.10000","0.20125","2.54833"
"12.20000","0.20299","2.56016"
"12.30000","0.20464","2.57178"
"12.40000","0.20631","2.58377"
"12.50000","0.20796","2.59569"
"12.60000","0.20959","2.60406"
"12.70000","0.21122","2.61403"
"12.80000","0.21286","2.62510"
"12.90000","0.21449","2.63492"
"13.00000","0.21612","2.64475"
"13.10000","0.21779","2.65581"
"13.20000","0.21954","2.66800"
"13.30000","0.22126","2.67908"
"13.40000","0.22291","2.68891"
"13.50000","0.22461","2.69980"
"13.60000","0.22623","2.70995"
"13.70000","0.22788","2.71995"
"13.80000","0.22949","2.72934"
"13.90000","0.23128","2.74227"
"14.00000","0.23303","2.75452"
"14.10000","0.23472","2.76476"
"14.20000","0.23633","2.77443"
"14.30000","0.23795","2.78373"
"14.40000","0.23954","2.79235"
"14.50000","0.24112","2.80074"
"14.60000","0.24280","2.81189"
"14.70000","0.24447","2.82228"
"14.80000","0.24619","2.83383"
"14.90000","0.24796","2.84587"
"15.00000","0.24973","2.85756"
"15.10000","0.25145","2.86824"
"15.20000","0.25305","2.87646"
"15.30000","0.25489","2.88891"
"15.40000","0.25662","2.90027"
"15.50000","0.25823","2.90886"
"15.60000","0.25984","2.91759"
"15.70000","0.26148","2.92753"
"15.80000","0.26303","2.93601"
"15.90000","0.26468","2.94564"
"16.00000","0.26634","2.95651"
"16.10000","0.26801","2.96702"
"16.20000","0.26967","2.97595"
"16.30000","0.27133","2.98569"
"16.40000","0.27295","2.99396"
"16.50000","0.27457","3.00223"
"16.60000","0.27626","3.01190"
"16.70000","0.27796","3.02100"
"16.80000","0.27969","3.03147"
"16.90000","0.28135","3.03900"
"17.00000","0.28300","3.04812"
"17.10000","0.28469","3.05674"
"17.20000","0.28647","3.06659"
"17.30000","0.28822","3.07630"
"17.40000","0.28985","3.08393"
"17.50000","0.29139","3.08991"
"17.60000","0.29304","3.09795"
"17.70000","0.29464","3.10468"
"17.80000","0.29616","3.11155"
"17.90000","0.29772","3.11847"
"18.00000","0.29933","3.12651"
"18.10000","0.30104","3.13594"
"18.20000","0.30276","3.14537"
"18.30000","0.30442","3.15376"
"18.40000","0.30605","3.16091"
"18.50000","0.30782","3.17164"
"18.60000","0.30969","3.18261"
"18.70000","0.31144","3.19009"
"18.80000","0.31314","3.19867"
"18.90000","0.31484","3.20680"
"19.00000","0.31650","3.21379"
"19.10000","0.31815","3.21997"
"19.20000","0.31982","3.22773"
"19.30000","0.32146","3.23576"
"19.40000","0.32311","3.24309"
"19.50000","0.32476","3.24970"
"19.60000","0.32643","3.25780"
"19.70000","0.32814","3.26551"
"19.80000","0.32981","3.27366"
"19.90000","0.33142","3.28029"
"20.00000","0.33310","3.28852"
"20.10000","0.33475","3.29644"
"20.20000","0.33645","3.30528"
"20.30000","0.33831","3.31663"
"20.40000","0.34002","3.32426"
"20.50000","0.34169","3.33198"
"20.60000","0.34335","3.33875"
"20.70000","0.34499","3.34610"
"20.80000","0.34667","3.35471"
"20.90000","0.34835","3.36207"
"21.00000","0.34992","3.36839"
"21.10000","0.35141","3.37323"
"21.20000","0.35304","3.38124"
"21.30000","0.35476","3.38939"
"21.40000","0.35640","3.39672"
