General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{E6D773F2-56B6-401C-AA03-4D035998CD75}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P5 W1 1"
Break (Standard) : Load at Break (Standard),"18.74438",N
Maximum Load : Maximum Load,"22.88215",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.45362"
"0.10000","0.00009","0.45506"
"0.20000","0.00040","0.46259"
"0.30000","0.00194","0.51146"
"0.40000","0.00566","0.62344"
"0.50000","0.00778","0.67955"
"0.60000","0.00946","0.72135"
"0.70000","0.01111","0.76500"
"0.80000","0.01273","0.80700"
"0.90000","0.01451","0.85394"
"1.00000","0.01629","0.89932"
"1.10000","0.01796","0.93988"
"1.20000","0.01956","0.97940"
"1.30000","0.02122","1.02164"
"1.40000","0.02282","1.06214"
"1.50000","0.02430","1.09939"
"1.60000","0.02587","1.13905"
"1.70000","0.02749","1.17831"
"1.80000","0.02914","1.22032"
"1.90000","0.03084","1.26239"
"2.00000","0.03257","1.30632"
"2.10000","0.03431","1.34950"
"2.20000","0.03597","1.38906"
"2.30000","0.03791","1.43858"
"2.40000","0.03982","1.48503"
"2.50000","0.04154","1.52489"
"2.60000","0.04325","1.56215"
"2.70000","0.04498","1.60093"
"2.80000","0.04673","1.64156"
"2.90000","0.04842","1.67731"
"3.00000","0.05001","1.71131"
"3.10000","0.05160","1.74677"
"3.20000","0.05320","1.78072"
"3.30000","0.05480","1.81545"
"3.40000","0.05636","1.85021"
"3.50000","0.05789","1.88101"
"3.60000","0.05949","1.91409"
"3.70000","0.06118","1.94873"
"3.80000","0.06282","1.98330"
"3.90000","0.06445","2.01677"
"4.00000","0.06605","2.04794"
"4.10000","0.06773","2.08098"
"4.20000","0.06960","2.12225"
"4.30000","0.07136","2.15462"
"4.40000","0.07313","2.19011"
"4.50000","0.07479","2.22188"
"4.60000","0.07638","2.25234"
"4.70000","0.07806","2.28494"
"4.80000","0.07974","2.31939"
"4.90000","0.08140","2.34939"
"5.00000","0.08307","2.38240"
"5.10000","0.08471","2.41371"
"5.20000","0.08637","2.44589"
"5.30000","0.08807","2.48043"
"5.40000","0.08961","2.50864"
"5.50000","0.09112","2.53489"
"5.60000","0.09289","2.57095"
"5.70000","0.09476","2.60992"
"5.80000","0.09655","2.64572"
"5.90000","0.09819","2.67693"
"6.00000","0.09975","2.70206"
"6.10000","0.10141","2.73406"
"6.20000","0.10309","2.76629"
"6.30000","0.10472","2.79623"
"6.40000","0.10637","2.82588"
"6.50000","0.10808","2.85804"
"6.60000","0.10972","2.88844"
"6.70000","0.11139","2.91971"
"6.80000","0.11310","2.95242"
"6.90000","0.11482","2.98495"
"7.00000","0.11659","3.01876"
"7.10000","0.11823","3.04724"
"7.20000","0.11984","3.07634"
"7.30000","0.12157","3.10911"
"7.40000","0.12316","3.13799"
"7.50000","0.12475","3.16640"
"7.60000","0.12641","3.19782"
"7.70000","0.12815","3.23014"
"7.80000","0.12972","3.25564"
"7.90000","0.13121","3.27900"
"8.00000","0.13274","3.30447"
"8.10000","0.13439","3.33470"
"8.20000","0.13597","3.36165"
"8.30000","0.13757","3.38861"
"8.40000","0.13914","3.41565"
"8.50000","0.14079","3.44596"
"8.60000","0.14252","3.47894"
"8.70000","0.14424","3.51021"
"8.80000","0.14596","3.54200"
"8.90000","0.14795","3.58348"
"9.00000","0.14985","3.62016"
"9.10000","0.15158","3.65024"
"9.20000","0.15323","3.67929"
"9.30000","0.15484","3.70631"
"9.40000","0.15646","3.73422"
"9.50000","0.15807","3.76177"
"9.60000","0.15972","3.79198"
"9.70000","0.16140","3.82212"
"9.80000","0.16313","3.85519"
"9.90000","0.16485","3.88563"
"10.00000","0.16659","3.91836"
"10.10000","0.16825","3.94787"
"10.20000","0.16983","3.97400"
"10.30000","0.17142","4.00177"
"10.40000","0.17309","4.03268"
"10.50000","0.17472","4.06176"
"10.60000","0.17642","4.09288"
"10.70000","0.17816","4.12634"
"10.80000","0.17995","4.16001"
"10.90000","0.18176","4.19441"
"11.00000","0.18343","4.22288"
"11.10000","0.18499","4.24814"
"11.20000","0.18667","4.27780"
"11.30000","0.18830","4.30703"
"11.40000","0.18986","4.33312"
"11.50000","0.19136","4.35745"
"11.60000","0.19286","4.38134"
"11.70000","0.19447","4.41039"
"11.80000","0.19613","4.44013"
"11.90000","0.19776","4.46721"
"12.00000","0.19936","4.49416"
"12.10000","0.20099","4.52301"
"12.20000","0.20274","4.55408"
"12.30000","0.20444","4.58252"
"12.40000","0.20621","4.61432"
"12.50000","0.20784","4.63878"
"12.60000","0.20953","4.66630"
"12.70000","0.21125","4.69629"
"12.80000","0.21284","4.72052"
"12.90000","0.21449","4.74739"
"13.00000","0.21615","4.77409"
"13.10000","0.21776","4.79841"
"13.20000","0.21949","4.82665"
"13.30000","0.22120","4.85481"
"13.40000","0.22284","4.88038"
"13.50000","0.22445","4.90451"
"13.60000","0.22604","4.92949"
"13.70000","0.22772","4.95774"
"13.80000","0.22934","4.98320"
"13.90000","0.23110","5.01435"
"14.00000","0.23287","5.04358"
"14.10000","0.23460","5.07079"
"14.20000","0.23632","5.09824"
"14.30000","0.23806","5.12569"
"14.40000","0.23969","5.14894"
"14.50000","0.24126","5.17006"
"14.60000","0.24288","5.19418"
"14.70000","0.24454","5.21952"
"14.80000","0.24622","5.24552"
"14.90000","0.24792","5.27179"
"15.00000","0.24957","5.29585"
"15.10000","0.25124","5.31975"
"15.20000","0.25290","5.34400"
"15.30000","0.25445","5.36426"
"15.40000","0.25627","5.39481"
"15.50000","0.25804","5.42270"
"15.60000","0.25965","5.44520"
"15.70000","0.26128","5.46892"
"15.80000","0.26296","5.49411"
"15.90000","0.26460","5.51750"
"16.00000","0.26619","5.53973"
"16.10000","0.26786","5.56500"
"16.20000","0.26950","5.58934"
"16.30000","0.27118","5.61377"
"16.40000","0.27277","5.63564"
"16.50000","0.27445","5.66081"
"16.60000","0.27610","5.68401"
"16.70000","0.27780","5.70936"
"16.80000","0.27953","5.73419"
"16.90000","0.28123","5.75775"
"17.00000","0.28273","5.77366"
"17.10000","0.28434","5.79489"
"17.20000","0.28627","5.82765"
"17.30000","0.28798","5.84945"
"17.40000","0.28957","5.86746"
"17.50000","0.29114","5.88613"
"17.60000","0.29276","5.90678"
"17.70000","0.29439","5.92812"
"17.80000","0.29599","5.94835"
"17.90000","0.29759","5.96910"
"18.00000","0.29921","5.98936"
"18.10000","0.30087","6.01150"
"18.20000","0.30261","6.03730"
"18.30000","0.30437","6.06190"
"18.40000","0.30609","6.08604"
"18.50000","0.30787","6.11114"
"18.60000","0.30948","6.12930"
"18.70000","0.31131","6.15649"
"18.80000","0.31319","6.18440"
"18.90000","0.31496","6.20665"
"19.00000","0.31666","6.22694"
"19.10000","0.31830","6.24529"
"19.20000","0.31993","6.26421"
"19.30000","0.32159","6.28443"
"19.40000","0.32323","6.30384"
"19.50000","0.32477","6.31982"
"19.60000","0.32636","6.33836"
"19.70000","0.32802","6.36103"
"19.80000","0.32962","6.38020"
"19.90000","0.33117","6.39788"
"20.00000","0.33282","6.41980"
"20.10000","0.33450","6.44215"
"20.20000","0.33613","6.46240"
"20.30000","0.33773","6.48130"
"20.40000","0.33938","6.50185"
"20.50000","0.34116","6.52674"
"20.60000","0.34301","6.55323"
"20.70000","0.34472","6.57263"
"20.80000","0.34645","6.59305"
"20.90000","0.34816","6.61299"
"21.00000","0.34984","6.63197"
"21.10000","0.35150","6.65022"
"21.20000","0.35314","6.66832"
"21.30000","0.35479","6.68636"
"21.40000","0.35642","6.70610"
"21.50000","0.35805","6.72576"
"21.60000","0.35973","6.74848"
"21.70000","0.36134","6.76761"
"21.80000","0.36290","6.78459"
"21.90000","0.36452","6.80502"
"22.00000","0.36624","6.82928"
"22.10000","0.36790","6.85112"
"22.20000","0.36957","6.87328"
"22.30000","0.37124","6.89447"
"22.40000","0.37299","6.91939"
"22.50000","0.37473","6.94311"
"22.60000","0.37643","6.96509"
"22.70000","0.37808","6.98502"
"22.80000","0.37976","7.00644"
"22.90000","0.38145","7.02871"
"23.00000","0.38311","7.05048"
"23.10000","0.38478","7.07192"
"23.20000","0.38656","7.09808"
"23.30000","0.38813","7.11471"
"23.40000","0.38975","7.13399"
"23.50000","0.39143","7.15732"
"23.60000","0.39315","7.18112"
"23.70000","0.39483","7.20366"
"23.80000","0.39657","7.22912"
"23.90000","0.39827","7.25333"
"24.00000","0.39999","7.27830"
"24.10000","0.40157","7.29692"
"24.20000","0.40318","7.31792"
"24.30000","0.40476","7.33841"
"24.40000","0.40637","7.35956"
"24.50000","0.40801","7.38308"
"24.60000","0.40961","7.40432"
"24.70000","0.41126","7.42797"
"24.80000","0.41305","7.45690"
"24.90000","0.41479","7.48198"
"25.00000","0.41636","7.50132"
"25.10000","0.41794","7.52201"
"25.20000","0.41959","7.54601"
"25.30000","0.42138","7.57556"
"25.40000","0.42309","7.60000"
"25.50000","0.42477","7.62364"
"25.60000","0.42636","7.64529"
"25.70000","0.42800","7.67061"
"25.80000","0.42968","7.69728"
"25.90000","0.43126","7.72043"
"26.00000","0.43285","7.74367"
"26.10000","0.43452","7.77074"
"26.20000","0.43614","7.79589"
"26.30000","0.43780","7.82491"
"26.40000","0.43949","7.85257"
"26.50000","0.44109","7.87557"
"26.60000","0.44277","7.90214"
"26.70000","0.44439","7.92474"
