General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{81C2E00F-31E6-4333-9EC1-D79259AF0775}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P5 W1 4"
Break (Standard) : Load at Break (Standard),"16.36490",N
Maximum Load : Maximum Load,"18.93248",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.56320"
"0.10000","0.00006","0.56360"
"0.20000","0.00097","0.58452"
"0.30000","0.00309","0.63304"
"0.40000","0.00539","0.68311"
"0.50000","0.00750","0.72728"
"0.60000","0.00934","0.76452"
"0.70000","0.01100","0.79723"
"0.80000","0.01265","0.82752"
"0.90000","0.01436","0.86127"
"1.00000","0.01607","0.89452"
"1.10000","0.01781","0.92884"
"1.20000","0.01952","0.96255"
"1.30000","0.02122","0.99551"
"1.40000","0.02288","1.02682"
"1.50000","0.02450","1.05648"
"1.60000","0.02619","1.08782"
"1.70000","0.02793","1.12200"
"1.80000","0.02955","1.15107"
"1.90000","0.03126","1.18317"
"2.00000","0.03287","1.21161"
"2.10000","0.03450","1.24111"
"2.20000","0.03619","1.27151"
"2.30000","0.03783","1.30200"
"2.40000","0.03945","1.33145"
"2.50000","0.04106","1.36094"
"2.60000","0.04262","1.38788"
"2.70000","0.04430","1.41855"
"2.80000","0.04599","1.44729"
"2.90000","0.04771","1.47866"
"3.00000","0.04940","1.50753"
"3.10000","0.05119","1.53874"
"3.20000","0.05294","1.57013"
"3.30000","0.05450","1.59535"
"3.40000","0.05621","1.62434"
"3.50000","0.05793","1.65440"
"3.60000","0.05976","1.68565"
"3.70000","0.06156","1.71583"
"3.80000","0.06313","1.74052"
"3.90000","0.06475","1.76957"
"4.00000","0.06642","1.79908"
"4.10000","0.06804","1.82626"
"4.20000","0.06960","1.85094"
"4.30000","0.07113","1.87578"
"4.40000","0.07274","1.90245"
"4.50000","0.07436","1.92960"
"4.60000","0.07599","1.95783"
"4.70000","0.07768","1.98630"
"4.80000","0.07928","2.01176"
"4.90000","0.08113","2.04359"
"5.00000","0.08293","2.07454"
"5.10000","0.08467","2.10246"
"5.20000","0.08638","2.12978"
"5.30000","0.08806","2.15634"
"5.40000","0.08974","2.18205"
"5.50000","0.09142","2.20897"
"5.60000","0.09304","2.23347"
"5.70000","0.09467","2.25933"
"5.80000","0.09624","2.28314"
"5.90000","0.09786","2.30816"
"6.00000","0.09950","2.33344"
"6.10000","0.10113","2.35894"
"6.20000","0.10279","2.38579"
"6.30000","0.10446","2.41361"
"6.40000","0.10624","2.44304"
"6.50000","0.10787","2.46754"
"6.60000","0.10951","2.49290"
"6.70000","0.11121","2.52149"
"6.80000","0.11315","2.55416"
"6.90000","0.11488","2.57968"
"7.00000","0.11649","2.60415"
"7.10000","0.11809","2.62753"
"7.20000","0.11962","2.64865"
"7.30000","0.12120","2.67115"
"7.40000","0.12277","2.69417"
"7.50000","0.12438","2.71742"
"7.60000","0.12598","2.74032"
"7.70000","0.12769","2.76583"
"7.80000","0.12937","2.79075"
"7.90000","0.13104","2.81574"
"8.00000","0.13259","2.83622"
"8.10000","0.13412","2.85868"
"8.20000","0.13586","2.88553"
"8.30000","0.13756","2.90992"
"8.40000","0.13922","2.93422"
"8.50000","0.14094","2.95966"
"8.60000","0.14264","2.98449"
"8.70000","0.14433","3.00855"
"8.80000","0.14600","3.03219"
"8.90000","0.14762","3.05412"
"9.00000","0.14931","3.07909"
"9.10000","0.15109","3.10544"
"9.20000","0.15281","3.13120"
"9.30000","0.15456","3.15854"
"9.40000","0.15628","3.18502"
"9.50000","0.15802","3.21142"
"9.60000","0.15980","3.24056"
"9.70000","0.16154","3.26737"
"9.80000","0.16321","3.29408"
"9.90000","0.16475","3.31711"
"10.00000","0.16636","3.34162"
"10.10000","0.16822","3.37341"
"10.20000","0.16993","3.39997"
"10.30000","0.17150","3.42258"
"10.40000","0.17314","3.44820"
"10.50000","0.17486","3.47603"
"10.60000","0.17647","3.50030"
"10.70000","0.17804","3.52336"
"10.80000","0.17966","3.54823"
"10.90000","0.18128","3.57168"
"11.00000","0.18282","3.59259"
"11.10000","0.18444","3.61598"
"11.20000","0.18615","3.64149"
"11.30000","0.18770","3.66200"
"11.40000","0.18943","3.68651"
"11.50000","0.19122","3.71345"
"11.60000","0.19294","3.73655"
"11.70000","0.19465","3.76117"
"11.80000","0.19640","3.78512"
"11.90000","0.19798","3.80515"
"12.00000","0.19950","3.82339"
"12.10000","0.20110","3.84342"
"12.20000","0.20277","3.86634"
"12.30000","0.20446","3.88840"
"12.40000","0.20618","3.91076"
"12.50000","0.20787","3.93283"
"12.60000","0.20959","3.95405"
"12.70000","0.21134","3.97733"
"12.80000","0.21316","4.00138"
"12.90000","0.21492","4.02279"
"13.00000","0.21655","4.04059"
"13.10000","0.21817","4.05954"
"13.20000","0.21983","4.08009"
"13.30000","0.22174","4.10748"
"13.40000","0.22348","4.12833"
"13.50000","0.22508","4.14621"
"13.60000","0.22672","4.16523"
"13.70000","0.22845","4.18641"
"13.80000","0.22991","4.20054"
"13.90000","0.23143","4.21701"
"14.00000","0.23308","4.23895"
"14.10000","0.23475","4.25925"
"14.20000","0.23639","4.28109"
"14.30000","0.23804","4.30160"
"14.40000","0.23973","4.32436"
"14.50000","0.24148","4.34806"
"14.60000","0.24303","4.36453"
"14.70000","0.24490","4.39303"
"14.80000","0.24670","4.41809"
"14.90000","0.24834","4.43780"
"15.00000","0.24998","4.45754"
"15.10000","0.25162","4.47522"
"15.20000","0.25329","4.49401"
"15.30000","0.25492","4.51296"
"15.40000","0.25650","4.53073"
"15.50000","0.25806","4.54927"
"15.60000","0.25973","4.56963"
"15.70000","0.26137","4.59015"
"15.80000","0.26298","4.61054"
"15.90000","0.26450","4.62693"
"16.00000","0.26605","4.64607"
"16.10000","0.26771","4.66758"
"16.20000","0.26938","4.68835"
"16.30000","0.27102","4.70846"
"16.40000","0.27267","4.72906"
"16.50000","0.27432","4.75168"
"16.60000","0.27612","4.77645"
"16.70000","0.27800","4.80417"
"16.80000","0.27979","4.82802"
"16.90000","0.28141","4.84600"
"17.00000","0.28299","4.86320"
"17.10000","0.28462","4.88272"
"17.20000","0.28624","4.90119"
"17.30000","0.28786","4.92077"
"17.40000","0.28953","4.94115"
"17.50000","0.29120","4.96165"
"17.60000","0.29289","4.98299"
"17.70000","0.29453","5.00239"
"17.80000","0.29621","5.02257"
"17.90000","0.29783","5.04162"
"18.00000","0.29951","5.06217"
"18.10000","0.30132","5.08688"
"18.20000","0.30313","5.11017"
"18.30000","0.30478","5.12841"
"18.40000","0.30644","5.14791"
"18.50000","0.30807","5.16651"
"18.60000","0.30976","5.18669"
"18.70000","0.31143","5.20590"
"18.80000","0.31305","5.22436"
"18.90000","0.31472","5.24304"
"19.00000","0.31638","5.26258"
"19.10000","0.31807","5.28190"
"19.20000","0.31968","5.29937"
"19.30000","0.32126","5.31488"
"19.40000","0.32290","5.33328"
"19.50000","0.32457","5.35252"
"19.60000","0.32622","5.37097"
"19.70000","0.32791","5.39054"
"19.80000","0.32954","5.40797"
"19.90000","0.33126","5.42877"
"20.00000","0.33303","5.45001"
"20.10000","0.33472","5.46896"
"20.20000","0.33638","5.48629"
"20.30000","0.33809","5.50550"
"20.40000","0.33968","5.52069"
"20.50000","0.34128","5.53664"
"20.60000","0.34290","5.55313"
"20.70000","0.34455","5.57078"
