General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{5608C55B-3C57-4CC9-8C73-B8E10DDFC1FA}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P4 W1 1"
Break (Standard) : Load at Break (Standard),"2.22261",N
Maximum Load : Maximum Load,"3.42928",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.42885"
"0.10000","0.00011","0.42922"
"0.20000","0.00116","0.43894"
"0.30000","0.00302","0.45636"
"0.40000","0.00518","0.47496"
"0.50000","0.00727","0.49304"
"0.60000","0.00925","0.50960"
"0.70000","0.01097","0.52332"
"0.80000","0.01269","0.53755"
"0.90000","0.01437","0.55056"
"1.00000","0.01610","0.56209"
"1.10000","0.01780","0.57372"
"1.20000","0.01944","0.58620"
"1.30000","0.02111","0.59862"
"1.40000","0.02278","0.61067"
"1.50000","0.02443","0.62244"
"1.60000","0.02607","0.63490"
"1.70000","0.02776","0.64724"
"1.80000","0.02938","0.65809"
"1.90000","0.03108","0.67060"
"2.00000","0.03270","0.68155"
"2.10000","0.03434","0.69324"
"2.20000","0.03602","0.70584"
"2.30000","0.03775","0.71734"
"2.40000","0.03946","0.72965"
"2.50000","0.04097","0.73963"
"2.60000","0.04271","0.75163"
"2.70000","0.04447","0.76342"
"2.80000","0.04617","0.77540"
"2.90000","0.04789","0.78612"
"3.00000","0.04950","0.79760"
"3.10000","0.05112","0.80867"
"3.20000","0.05284","0.82037"
"3.30000","0.05457","0.83251"
"3.40000","0.05620","0.84275"
"3.50000","0.05783","0.85394"
"3.60000","0.05953","0.86505"
"3.70000","0.06120","0.87663"
"3.80000","0.06287","0.88864"
"3.90000","0.06452","0.89927"
"4.00000","0.06620","0.91076"
"4.10000","0.06783","0.92103"
"4.20000","0.06949","0.93176"
"4.30000","0.07115","0.94265"
"4.40000","0.07283","0.95348"
"4.50000","0.07459","0.96454"
"4.60000","0.07630","0.97588"
"4.70000","0.07799","0.98645"
"4.80000","0.07960","0.99688"
"4.90000","0.08118","1.00568"
"5.00000","0.08274","1.01533"
