General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{985066AA-9B87-439E-A3F0-F0AE824FB237}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1395 P1 W1 2"
Break (Standard) : Load at Break (Standard),"5.53459",N
Maximum Load : Maximum Load,"9.76953",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00345","0.23745"
"0.10000","0.00349","0.23729"
"0.20000","0.00442","0.25127"
"0.30000","0.00781","0.30355"
"0.40000","0.00978","0.33041"
"0.50000","0.01108","0.34668"
"0.60000","0.01262","0.36640"
"0.70000","0.01435","0.38816"
"0.80000","0.01598","0.40844"
"0.90000","0.01755","0.42812"
"1.00000","0.01910","0.44697"
"1.10000","0.02072","0.46623"
"1.20000","0.02231","0.48396"
"1.30000","0.02408","0.50465"
"1.40000","0.02582","0.52443"
"1.50000","0.02748","0.54207"
"1.60000","0.02911","0.56031"
"1.70000","0.03075","0.57797"
"1.80000","0.03245","0.59624"
"1.90000","0.03410","0.61333"
"2.00000","0.03573","0.62991"
"2.10000","0.03743","0.64810"
"2.20000","0.03912","0.66557"
"2.30000","0.04082","0.68475"
"2.40000","0.04248","0.70433"
"2.50000","0.04415","0.72488"
"2.60000","0.04581","0.74680"
"2.70000","0.04748","0.76952"
"2.80000","0.04914","0.79151"
"2.90000","0.05074","0.81377"
"3.00000","0.05272","0.84268"
"3.10000","0.05454","0.86657"
"3.20000","0.05621","0.88976"
"3.30000","0.05784","0.91229"
"3.40000","0.05947","0.93443"
"3.50000","0.06106","0.95597"
"3.60000","0.06268","0.97881"
"3.70000","0.06427","1.00105"
"3.80000","0.06578","1.02095"
"3.90000","0.06730","1.04203"
"4.00000","0.06895","1.06473"
"4.10000","0.07063","1.08886"
"4.20000","0.07237","1.11249"
"4.30000","0.07413","1.13783"
"4.40000","0.07578","1.15935"
"4.50000","0.07740","1.18072"
"4.60000","0.07916","1.20643"
"4.70000","0.08078","1.22813"
"4.80000","0.08249","1.25251"
"4.90000","0.08418","1.27626"
"5.00000","0.08580","1.29980"
"5.10000","0.08745","1.32263"
"5.20000","0.08910","1.34612"
"5.30000","0.09078","1.37090"
"5.40000","0.09243","1.39484"
"5.50000","0.09405","1.41716"
"5.60000","0.09567","1.44273"
"5.70000","0.09732","1.46727"
"5.80000","0.09899","1.49024"
"5.90000","0.10067","1.51573"
