General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{E3338D47-6E58-4111-B5E8-55378F2E19F4}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P2 W2 1"
Break (Standard) : Load at Break (Standard),"19.59211",N
Maximum Load : Maximum Load,"19.60253",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.45730"
"0.10000","0.00018","0.45954"
"0.20000","0.00112","0.47999"
"0.30000","0.00265","0.51169"
"0.40000","0.00462","0.55053"
"0.50000","0.00693","0.59458"
"0.60000","0.00913","0.63453"
"0.70000","0.01110","0.66837"
"0.80000","0.01286","0.69746"
"0.90000","0.01451","0.72496"
"1.00000","0.01621","0.75283"
"1.10000","0.01778","0.77742"
"1.20000","0.01943","0.80424"
"1.30000","0.02119","0.83398"
"1.40000","0.02290","0.86193"
"1.50000","0.02456","0.88808"
"1.60000","0.02618","0.91393"
"1.70000","0.02790","0.94235"
"1.80000","0.02963","0.97057"
"1.90000","0.03148","1.00211"
"2.00000","0.03314","1.02831"
"2.10000","0.03476","1.05392"
"2.20000","0.03649","1.08193"
"2.30000","0.03817","1.10907"
"2.40000","0.03977","1.13385"
"2.50000","0.04138","1.15958"
"2.60000","0.04301","1.18530"
"2.70000","0.04467","1.21184"
"2.80000","0.04635","1.23863"
"2.90000","0.04801","1.26453"
"3.00000","0.04966","1.29061"
"3.10000","0.05135","1.31771"
"3.20000","0.05308","1.34574"
"3.30000","0.05476","1.37274"
"3.40000","0.05638","1.39868"
"3.50000","0.05802","1.42540"
"3.60000","0.05975","1.45433"
"3.70000","0.06138","1.48133"
"3.80000","0.06306","1.50980"
"3.90000","0.06473","1.53725"
"4.00000","0.06640","1.56424"
"4.10000","0.06806","1.59230"
"4.20000","0.06971","1.61895"
"4.30000","0.07136","1.64659"
"4.40000","0.07298","1.67167"
"4.50000","0.07453","1.69539"
"4.60000","0.07621","1.72305"
"4.70000","0.07793","1.75148"
"4.80000","0.07958","1.77753"
"4.90000","0.08119","1.80295"
"5.00000","0.08306","1.83502"
"5.10000","0.08482","1.86229"
"5.20000","0.08647","1.88798"
"5.30000","0.08813","1.91381"
"5.40000","0.08977","1.93914"
"5.50000","0.09136","1.96208"
"5.60000","0.09285","1.98312"
"5.70000","0.09438","2.00609"
"5.80000","0.09603","2.03282"
"5.90000","0.09766","2.05872"
"6.00000","0.09939","2.08716"
"6.10000","0.10107","2.11299"
"6.20000","0.10275","2.13879"
"6.30000","0.10446","2.16459"
"6.40000","0.10613","2.18873"
"6.50000","0.10786","2.21510"
"6.60000","0.10951","2.23885"
"6.70000","0.11121","2.26380"
"6.80000","0.11291","2.28891"
"6.90000","0.11456","2.31242"
"7.00000","0.11621","2.33536"
"7.10000","0.11788","2.35876"
"7.20000","0.11966","2.38592"
"7.30000","0.12139","2.41110"
"7.40000","0.12300","2.43283"
"7.50000","0.12455","2.45212"
"7.60000","0.12619","2.47537"
"7.70000","0.12785","2.49951"
"7.80000","0.12958","2.52606"
"7.90000","0.13124","2.54932"
"8.00000","0.13290","2.57362"
"8.10000","0.13457","2.59794"
"8.20000","0.13623","2.62131"
"8.30000","0.13802","2.64882"
"8.40000","0.13980","2.67507"
"8.50000","0.14151","2.69891"
"8.60000","0.14323","2.72280"
"8.70000","0.14489","2.74436"
"8.80000","0.14651","2.76552"
"8.90000","0.14806","2.78483"
"9.00000","0.14973","2.80828"
"9.10000","0.15137","2.83043"
"9.20000","0.15299","2.85076"
"9.30000","0.15458","2.87108"
"9.40000","0.15620","2.89219"
"9.50000","0.15784","2.91354"
"9.60000","0.15949","2.93542"
"9.70000","0.16108","2.95475"
"9.80000","0.16271","2.97429"
"9.90000","0.16439","2.99645"
"10.00000","0.16612","3.02084"
"10.10000","0.16782","3.04333"
"10.20000","0.16951","3.06587"
"10.30000","0.17123","3.08849"
"10.40000","0.17294","3.11107"
"10.50000","0.17461","3.13274"
"10.60000","0.17624","3.15324"
"10.70000","0.17785","3.17299"
"10.80000","0.17953","3.19534"
"10.90000","0.18120","3.21655"
"11.00000","0.18287","3.23838"
"11.10000","0.18451","3.25825"
"11.20000","0.18622","3.28130"
"11.30000","0.18789","3.30218"
"11.40000","0.18956","3.32272"
"11.50000","0.19119","3.34222"
"11.60000","0.19288","3.36327"
"11.70000","0.19454","3.38441"
"11.80000","0.19624","3.40646"
"11.90000","0.19786","3.42540"
"12.00000","0.19949","3.44600"
"12.10000","0.20123","3.46969"
"12.20000","0.20286","3.48919"
"12.30000","0.20454","3.51045"
"12.40000","0.20615","3.53038"
"12.50000","0.20777","3.55034"
"12.60000","0.20940","3.57072"
"12.70000","0.21107","3.59205"
"12.80000","0.21275","3.61381"
"12.90000","0.21439","3.63391"
"13.00000","0.21604","3.65394"
"13.10000","0.21774","3.67579"
"13.20000","0.21937","3.69500"
"13.30000","0.22100","3.71458"
"13.40000","0.22263","3.73367"
"13.50000","0.22423","3.75218"
"13.60000","0.22584","3.77134"
"13.70000","0.22755","3.79369"
"13.80000","0.22921","3.81518"
"13.90000","0.23087","3.83604"
"14.00000","0.23257","3.85808"
"14.10000","0.23429","3.88055"
"14.20000","0.23598","3.90247"
"14.30000","0.23784","3.93109"
"14.40000","0.23962","3.95458"
"14.50000","0.24142","3.97885"
"14.60000","0.24318","4.00279"
"14.70000","0.24473","4.01820"
"14.80000","0.24650","4.04402"
"14.90000","0.24839","4.07381"
"15.00000","0.25005","4.09399"
"15.10000","0.25171","4.11431"
"15.20000","0.25331","4.13297"
"15.30000","0.25489","4.15246"
"15.40000","0.25654","4.17444"
"15.50000","0.25809","4.19320"
"15.60000","0.25965","4.21290"
"15.70000","0.26123","4.23340"
"15.80000","0.26285","4.25532"
"15.90000","0.26448","4.27846"
"16.00000","0.26618","4.30330"
"16.10000","0.26789","4.32864"
"16.20000","0.26950","4.34913"
"16.30000","0.27120","4.37418"
"16.40000","0.27296","4.40136"
"16.50000","0.27465","4.42464"
"16.60000","0.27635","4.44891"
"16.70000","0.27806","4.47420"
"16.80000","0.27972","4.49627"
"16.90000","0.28135","4.51856"
"17.00000","0.28305","4.54269"
"17.10000","0.28467","4.56458"
"17.20000","0.28629","4.58579"
"17.30000","0.28789","4.60737"
"17.40000","0.28952","4.63013"
"17.50000","0.29119","4.65734"
"17.60000","0.29291","4.68424"
"17.70000","0.29452","4.70658"
"17.80000","0.29619","4.73229"
"17.90000","0.29787","4.75753"
"18.00000","0.29953","4.78250"
"18.10000","0.30123","4.80850"
"18.20000","0.30319","4.84536"
"18.30000","0.30502","4.87560"
"18.40000","0.30663","4.89534"
"18.50000","0.30830","4.91806"
"18.60000","0.31001","4.94279"
"18.70000","0.31173","4.96788"
"18.80000","0.31331","4.98779"
"18.90000","0.31493","5.01017"
"19.00000","0.31660","5.03457"
"19.10000","0.31827","5.05892"
"19.20000","0.31999","5.08533"
"19.30000","0.32163","5.10812"
"19.40000","0.32316","5.12736"
"19.50000","0.32473","5.14918"
"19.60000","0.32645","5.17795"
"19.70000","0.32808","5.20210"
"19.80000","0.32967","5.22425"
"19.90000","0.33140","5.25408"
"20.00000","0.33314","5.28336"
"20.10000","0.33483","5.30872"
"20.20000","0.33643","5.33131"
"20.30000","0.33807","5.35629"
"20.40000","0.33973","5.38168"
"20.50000","0.34140","5.40663"
"20.60000","0.34310","5.43292"
"20.70000","0.34476","5.45587"
"20.80000","0.34642","5.48047"
"20.90000","0.34809","5.50490"
"21.00000","0.34974","5.52721"
"21.10000","0.35141","5.55123"
"21.20000","0.35306","5.57306"
"21.30000","0.35467","5.59401"
"21.40000","0.35622","5.61321"
"21.50000","0.35787","5.63816"
"21.60000","0.35961","5.66612"
"21.70000","0.36137","5.69481"
"21.80000","0.36305","5.71868"
"21.90000","0.36464","5.73741"
"22.00000","0.36620","5.75663"
"22.10000","0.36779","5.77705"
"22.20000","0.36944","5.80112"
"22.30000","0.37110","5.82545"
"22.40000","0.37276","5.84855"
"22.50000","0.37449","5.87398"
"22.60000","0.37620","5.89808"
"22.70000","0.37782","5.91848"
"22.80000","0.37946","5.94053"
"22.90000","0.38133","5.97249"
"23.00000","0.38309","5.99680"
"23.10000","0.38471","6.01480"
"23.20000","0.38631","6.03347"
"23.30000","0.38787","6.05163"
"23.40000","0.38939","6.06853"
"23.50000","0.39100","6.09010"
"23.60000","0.39268","6.11479"
"23.70000","0.39437","6.13929"
"23.80000","0.39601","6.16157"
"23.90000","0.39767","6.18406"
"24.00000","0.39934","6.20731"
"24.10000","0.40109","6.23427"
"24.20000","0.40288","6.26315"
"24.30000","0.40463","6.28850"
"24.40000","0.40629","6.30892"
"24.50000","0.40797","6.33087"
"24.60000","0.40964","6.35248"
"24.70000","0.41146","6.38107"
"24.80000","0.41318","6.40430"
"24.90000","0.41491","6.42867"
"25.00000","0.41662","6.45109"
"25.10000","0.41824","6.47036"
"25.20000","0.41988","6.49079"
"25.30000","0.42143","6.50851"
"25.40000","0.42302","6.52966"
"25.50000","0.42471","6.55452"
"25.60000","0.42635","6.57817"
"25.70000","0.42791","6.59563"
"25.80000","0.42954","6.61911"
"25.90000","0.43125","6.64518"
"26.00000","0.43285","6.66498"
"26.10000","0.43456","6.69085"
"26.20000","0.43622","6.71366"
"26.30000","0.43792","6.73862"
"26.40000","0.43961","6.76107"
"26.50000","0.44129","6.78502"
"26.60000","0.44302","6.80998"
"26.70000","0.44472","6.83318"
"26.80000","0.44642","6.85678"
"26.90000","0.44808","6.87818"
"27.00000","0.44974","6.90077"
"27.10000","0.45140","6.92254"
