General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{FB940F72-FA4C-41A4-8CD9-C77292CEAF11}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W3 3"
Break (Standard) : Load at Break (Standard),"48.97462",N
Maximum Load : Maximum Load,"49.78386",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.59132"
"0.10000","0.00008","0.59234"
"0.20000","0.00060","0.59568"
"0.30000","0.00159","0.59683"
"0.40000","0.00335","0.59874"
"0.50000","0.00580","0.59818"
"0.60000","0.00844","0.59901"
"0.70000","0.01066","0.59719"
"0.80000","0.01255","0.59760"
"0.90000","0.01429","0.59740"
"1.00000","0.01597","0.59749"
"1.10000","0.01760","0.59708"
"1.20000","0.01930","0.59826"
"1.30000","0.02096","0.59934"
"1.40000","0.02260","0.59897"
"1.50000","0.02420","0.59815"
"1.60000","0.02586","0.59934"
"1.70000","0.02755","0.61238"
"1.80000","0.02932","0.66507"
"1.90000","0.03102","0.67840"
"2.00000","0.03276","0.70767"
"2.10000","0.03453","0.71506"
"2.20000","0.03620","0.74534"
"2.30000","0.03788","0.77744"
"2.40000","0.03956","0.80703"
"2.50000","0.04125","0.83486"
"2.60000","0.04292","0.86309"
"2.70000","0.04459","0.89505"
"2.80000","0.04629","0.92655"
"2.90000","0.04790","0.95746"
"3.00000","0.04959","0.99037"
"3.10000","0.05136","1.02623"
"3.20000","0.05306","1.05954"
"3.30000","0.05473","1.08940"
"3.40000","0.05638","1.11925"
"3.50000","0.05803","1.14887"
"3.60000","0.05966","1.17859"
"3.70000","0.06123","1.20702"
"3.80000","0.06282","1.23776"
"3.90000","0.06440","1.27101"
"4.00000","0.06607","1.30690"
"4.10000","0.06774","1.33190"
"4.20000","0.06942","1.35908"
"4.30000","0.07117","1.39354"
"4.40000","0.07288","1.43410"
"4.50000","0.07455","1.47524"
"4.60000","0.07619","1.51507"
"4.70000","0.07781","1.55550"
"4.80000","0.07947","1.59626"
"4.90000","0.08121","1.63973"
"5.00000","0.08289","1.68509"
"5.10000","0.08455","1.73418"
"5.20000","0.08627","1.78703"
"5.30000","0.08797","1.83820"
"5.40000","0.08956","1.88521"
"5.50000","0.09116","1.93267"
"5.60000","0.09274","1.98177"
"5.70000","0.09438","2.03306"
"5.80000","0.09601","2.08481"
"5.90000","0.09768","2.13816"
"6.00000","0.09934","2.19054"
"6.10000","0.10099","2.24287"
"6.20000","0.10259","2.29251"
"6.30000","0.10434","2.34976"
"6.40000","0.10615","2.40943"
"6.50000","0.10789","2.46458"
"6.60000","0.10955","2.51690"
"6.70000","0.11131","2.57550"
"6.80000","0.11310","2.63493"
"6.90000","0.11477","2.68778"
"7.00000","0.11642","2.74034"
"7.10000","0.11812","2.79586"
"7.20000","0.11977","2.84854"
"7.30000","0.12137","2.89696"
"7.40000","0.12300","2.95010"
"7.50000","0.12456","2.99934"
"7.60000","0.12605","3.04654"
"7.70000","0.12763","3.09869"
"7.80000","0.12928","3.15325"
"7.90000","0.13095","3.20829"
"8.00000","0.13265","3.26372"
"8.10000","0.13424","3.31331"
"8.20000","0.13609","3.37743"
"8.30000","0.13790","3.43675"
"8.40000","0.13958","3.48882"
"8.50000","0.14119","3.53617"
"8.60000","0.14288","3.58872"
"8.70000","0.14456","3.64094"
"8.80000","0.14614","3.68629"
"8.90000","0.14778","3.73807"
"9.00000","0.14951","3.79393"
"9.10000","0.15122","3.84800"
"9.20000","0.15284","3.89717"
"9.30000","0.15459","3.95425"
"9.40000","0.15627","4.00789"
"9.50000","0.15786","4.05563"
"9.60000","0.15955","4.11090"
"9.70000","0.16119","4.16098"
"9.80000","0.16277","4.20883"
"9.90000","0.16443","4.26143"
"10.00000","0.16619","4.31916"
"10.10000","0.16786","4.36986"
"10.20000","0.16947","4.41638"
"10.30000","0.17111","4.46525"
"10.40000","0.17280","4.51789"
"10.50000","0.17448","4.56878"
"10.60000","0.17616","4.61909"
"10.70000","0.17781","4.66818"
"10.80000","0.17950","4.71801"
"10.90000","0.18118","4.76753"
"11.00000","0.18290","4.82063"
"11.10000","0.18467","4.87684"
"11.20000","0.18642","4.93156"
"11.30000","0.18806","4.98002"
"11.40000","0.18972","5.03213"
"11.50000","0.19150","5.09230"
"11.60000","0.19329","5.15130"
"11.70000","0.19515","5.21518"
"11.80000","0.19702","5.27907"
"11.90000","0.19851","5.31807"
"12.00000","0.19998","5.35844"
"12.10000","0.20162","5.41111"
"12.20000","0.20329","5.46732"
"12.30000","0.20486","5.51577"
"12.40000","0.20640","5.56260"
"12.50000","0.20805","5.61598"
"12.60000","0.20973","5.67185"
"12.70000","0.21124","5.71329"
"12.80000","0.21292","5.76997"
"12.90000","0.21478","5.83690"
"13.00000","0.21655","5.89438"
"13.10000","0.21818","5.94313"
"13.20000","0.21979","5.99176"
"13.30000","0.22148","6.04565"
"13.40000","0.22309","6.09390"
