General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{E145F8CC-3306-43B5-8840-C6AAFCA8E40C}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W1 2"
Break (Standard) : Load at Break (Standard),"14.73037",N
Maximum Load : Maximum Load,"20.59959",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.65293"
"0.10000","0.00006","0.65398"
"0.20000","0.00054","0.66017"
"0.30000","0.00152","0.67166"
"0.40000","0.00325","0.69319"
"0.50000","0.00577","0.71767"
"0.60000","0.00846","0.73687"
"0.70000","0.01080","0.75781"
"0.80000","0.01277","0.78036"
"0.90000","0.01451","0.80012"
"1.00000","0.01615","0.81854"
"1.10000","0.01780","0.83663"
"1.20000","0.01946","0.85505"
"1.30000","0.02110","0.87292"
"1.40000","0.02277","0.89013"
"1.50000","0.02460","0.91004"
"1.60000","0.02631","0.92691"
"1.70000","0.02786","0.94166"
"1.80000","0.02956","0.95907"
"1.90000","0.03125","0.97493"
"2.00000","0.03280","0.98937"
"2.10000","0.03474","1.00925"
"2.20000","0.03654","1.02619"
"2.30000","0.03814","1.04034"
"2.40000","0.03979","1.05475"
"2.50000","0.04150","1.07098"
"2.60000","0.04313","1.08547"
"2.70000","0.04467","1.09890"
"2.80000","0.04632","1.11409"
"2.90000","0.04802","1.12995"
"3.00000","0.04968","1.14500"
"3.10000","0.05134","1.16001"
"3.20000","0.05305","1.17594"
"3.30000","0.05473","1.19053"
"3.40000","0.05637","1.20481"
"3.50000","0.05792","1.21694"
"3.60000","0.05954","1.23134"
"3.70000","0.06129","1.24752"
"3.80000","0.06311","1.26443"
"3.90000","0.06488","1.28001"
"4.00000","0.06663","1.29585"
"4.10000","0.06827","1.30945"
"4.20000","0.06989","1.32249"
"4.30000","0.07154","1.33714"
"4.40000","0.07319","1.35157"
"4.50000","0.07478","1.36487"
"4.60000","0.07636","1.37847"
"4.70000","0.07798","1.39325"
"4.80000","0.07957","1.40720"
"4.90000","0.08118","1.42137"
"5.00000","0.08288","1.43768"
"5.10000","0.08456","1.45275"
