General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{43715874-7B6F-4AE1-AB2E-A79B6B2A496F}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W1 4"
Break (Standard) : Load at Break (Standard),"29.93805",N
Maximum Load : Maximum Load,"30.34426",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.83484"
"0.10000","0.00008","0.83628"
"0.20000","0.00059","0.84621"
"0.30000","0.00162","0.86695"
"0.40000","0.00368","0.90731"
"0.50000","0.00614","0.94761"
"0.60000","0.00845","0.98013"
"0.70000","0.01056","1.01283"
"0.80000","0.01239","1.04162"
"0.90000","0.01407","1.06754"
"1.00000","0.01578","1.09575"
"1.10000","0.01741","1.12218"
"1.20000","0.01913","1.14950"
"1.30000","0.02080","1.17552"
"1.40000","0.02256","1.20255"
"1.50000","0.02433","1.22975"
"1.60000","0.02602","1.25522"
"1.70000","0.02774","1.28116"
"1.80000","0.02948","1.30683"
"1.90000","0.03117","1.33084"
"2.00000","0.03285","1.35413"
"2.10000","0.03455","1.37821"
"2.20000","0.03632","1.40344"
"2.30000","0.03801","1.42726"
"2.40000","0.03952","1.44593"
"2.50000","0.04111","1.46697"
"2.60000","0.04266","1.48662"
"2.70000","0.04429","1.50869"
"2.80000","0.04612","1.53551"
"2.90000","0.04785","1.55840"
"3.00000","0.04950","1.58089"
"3.10000","0.05118","1.60294"
"3.20000","0.05289","1.62708"
"3.30000","0.05457","1.65036"
"3.40000","0.05622","1.67333"
"3.50000","0.05786","1.69568"
"3.60000","0.05950","1.71831"
"3.70000","0.06115","1.74230"
"3.80000","0.06289","1.76841"
"3.90000","0.06460","1.79337"
"4.00000","0.06633","1.81936"
"4.10000","0.06808","1.84578"
"4.20000","0.06980","1.87149"
"4.30000","0.07136","1.89263"
"4.40000","0.07313","1.92116"
"4.50000","0.07513","1.95498"
"4.60000","0.07674","1.97684"
"4.70000","0.07826","1.99783"
"4.80000","0.07997","2.02355"
"4.90000","0.08171","2.05037"
"5.00000","0.08328","2.07260"
"5.10000","0.08480","2.09415"
"5.20000","0.08646","2.12049"
"5.30000","0.08810","2.14547"
"5.40000","0.08973","2.17043"
"5.50000","0.09139","2.19645"
"5.60000","0.09306","2.22262"
"5.70000","0.09470","2.24616"
"5.80000","0.09630","2.26904"
"5.90000","0.09781","2.29086"
"6.00000","0.09961","2.32085"
"6.10000","0.10144","2.35053"
"6.20000","0.10314","2.37578"
"6.30000","0.10480","2.40043"
"6.40000","0.10651","2.42664"
"6.50000","0.10816","2.45172"
"6.60000","0.10979","2.47574"
"6.70000","0.11147","2.50152"
"6.80000","0.11310","2.52551"
"6.90000","0.11473","2.55019"
"7.00000","0.11639","2.57578"
"7.10000","0.11804","2.60093"
"7.20000","0.11969","2.62685"
"7.30000","0.12136","2.65288"
"7.40000","0.12306","2.68019"
"7.50000","0.12471","2.70621"
"7.60000","0.12635","2.73180"
"7.70000","0.12806","2.75879"
"7.80000","0.12983","2.78790"
"7.90000","0.13149","2.81329"
"8.00000","0.13311","2.83676"
"8.10000","0.13476","2.86087"
"8.20000","0.13641","2.88610"
"8.30000","0.13806","2.91047"
"8.40000","0.13968","2.93440"
"8.50000","0.14126","2.95705"
"8.60000","0.14281","2.97825"
"8.70000","0.14454","3.00545"
"8.80000","0.14623","3.03183"
"8.90000","0.14793","3.05774"
"9.00000","0.14956","3.08188"
"9.10000","0.15117","3.10617"
"9.20000","0.15289","3.13422"
"9.30000","0.15472","3.16562"
"9.40000","0.15647","3.19346"
"9.50000","0.15810","3.21793"
"9.60000","0.15978","3.24398"
"9.70000","0.16153","3.27247"
"9.80000","0.16321","3.29795"
