General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{9343E1B2-CEA0-426F-AFF4-7B63535321B9}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W2 3"
Break (Standard) : Load at Break (Standard),"25.97118",N
Maximum Load : Maximum Load,"38.11458",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.90344"
"0.10000","0.00011","0.90498"
"0.20000","0.00101","0.92755"
"0.30000","0.00338","0.98682"
"0.40000","0.00553","1.03640"
"0.50000","0.00751","1.07804"
"0.60000","0.00931","1.11451"
"0.70000","0.01101","1.14838"
"0.80000","0.01273","1.18193"
"0.90000","0.01448","1.21455"
"1.00000","0.01623","1.24710"
"1.10000","0.01785","1.27497"
"1.20000","0.01943","1.30213"
"1.30000","0.02115","1.33229"
"1.40000","0.02274","1.35855"
"1.50000","0.02430","1.38481"
"1.60000","0.02596","1.41389"
"1.70000","0.02769","1.44367"
"1.80000","0.02946","1.47378"
"1.90000","0.03120","1.50197"
"2.00000","0.03289","1.52796"
"2.10000","0.03460","1.55460"
"2.20000","0.03631","1.58138"
"2.30000","0.03800","1.60826"
"2.40000","0.03970","1.63446"
"2.50000","0.04129","1.65782"
"2.60000","0.04287","1.68220"
"2.70000","0.04448","1.70838"
"2.80000","0.04607","1.73439"
"2.90000","0.04772","1.76264"
"3.00000","0.04949","1.79238"
"3.10000","0.05121","1.81994"
"3.20000","0.05292","1.84867"
"3.30000","0.05455","1.87442"
"3.40000","0.05625","1.90273"
"3.50000","0.05784","1.92815"
"3.60000","0.05941","1.95370"
"3.70000","0.06103","1.98081"
"3.80000","0.06262","2.00641"
"3.90000","0.06422","2.03304"
"4.00000","0.06593","2.06316"
"4.10000","0.06763","2.09184"
"4.20000","0.06941","2.12217"
"4.30000","0.07122","2.15362"
"4.40000","0.07294","2.18122"
"4.50000","0.07471","2.21060"
"4.60000","0.07660","2.24376"
"4.70000","0.07825","2.26887"
"4.80000","0.07983","2.29334"
"4.90000","0.08155","2.32239"
"5.00000","0.08329","2.35197"
"5.10000","0.08498","2.37886"
"5.20000","0.08657","2.40472"
"5.30000","0.08812","2.42962"
"5.40000","0.08972","2.45624"
"5.50000","0.09140","2.48465"
"5.60000","0.09303","2.51265"
"5.70000","0.09467","2.53991"
"5.80000","0.09633","2.56742"
"5.90000","0.09796","2.59422"
"6.00000","0.09963","2.62253"
"6.10000","0.10132","2.65064"
"6.20000","0.10303","2.67932"
"6.30000","0.10472","2.70675"
"6.40000","0.10643","2.73400"
"6.50000","0.10821","2.76462"
"6.60000","0.11007","2.79708"
"6.70000","0.11165","2.81936"
"6.80000","0.11316","2.83968"
"6.90000","0.11473","2.86307"
"7.00000","0.11636","2.88833"
"7.10000","0.11801","2.91388"
"7.20000","0.11967","2.93987"
"7.30000","0.12122","2.96263"
"7.40000","0.12276","2.98526"
"7.50000","0.12437","3.01129"
"7.60000","0.12600","3.03662"
"7.70000","0.12761","3.06152"
"7.80000","0.12936","3.09226"
"7.90000","0.13115","3.12512"
"8.00000","0.13290","3.15765"
"8.10000","0.13457","3.18841"
"8.20000","0.13623","3.21956"
"8.30000","0.13790","3.25034"
"8.40000","0.13951","3.27962"
"8.50000","0.14116","3.30750"
"8.60000","0.14276","3.33503"
"8.70000","0.14434","3.36213"
"8.80000","0.14589","3.38730"
"8.90000","0.14749","3.41435"
"9.00000","0.14913","3.44442"
"9.10000","0.15080","3.47400"
"9.20000","0.15250","3.50305"
"9.30000","0.15413","3.53232"
"9.40000","0.15581","3.56367"
"9.50000","0.15757","3.59831"
"9.60000","0.15946","3.63558"
"9.70000","0.16125","3.66863"
"9.80000","0.16308","3.70093"
"9.90000","0.16475","3.72767"
"10.00000","0.16640","3.75544"
"10.10000","0.16805","3.78365"
"10.20000","0.16967","3.81007"
"10.30000","0.17128","3.83585"
"10.40000","0.17283","3.85900"
"10.50000","0.17441","3.88348"
"10.60000","0.17607","3.91187"
"10.70000","0.17778","3.93994"
"10.80000","0.17943","3.96499"
"10.90000","0.18111","3.99107"
"11.00000","0.18272","4.01629"
"11.10000","0.18458","4.05038"
"11.20000","0.18629","4.07786"
"11.30000","0.18788","4.09964"
"11.40000","0.18954","4.12813"
"11.50000","0.19124","4.15605"
"11.60000","0.19289","4.18381"
"11.70000","0.19452","4.20953"
"11.80000","0.19620","4.23738"
"11.90000","0.19788","4.26623"
"12.00000","0.19953","4.29405"
"12.10000","0.20122","4.32242"
"12.20000","0.20291","4.35081"
"12.30000","0.20464","4.37598"
"12.40000","0.20640","4.40096"
"12.50000","0.20817","4.43055"
"12.60000","0.20988","4.45580"
"12.70000","0.21135","4.47330"
"12.80000","0.21320","4.50724"
"12.90000","0.21510","4.54064"
"13.00000","0.21676","4.56430"
"13.10000","0.21835","4.58578"
"13.20000","0.22008","4.61572"
"13.30000","0.22177","4.64370"
"13.40000","0.22331","4.66669"
"13.50000","0.22492","4.69129"
"13.60000","0.22661","4.72063"
"13.70000","0.22817","4.74177"
"13.80000","0.22973","4.76641"
"13.90000","0.23145","4.79812"
"14.00000","0.23316","4.82806"
"14.10000","0.23481","4.85517"
"14.20000","0.23634","4.87736"
"14.30000","0.23789","4.90166"
"14.40000","0.23958","4.93267"
"14.50000","0.24128","4.96389"
"14.60000","0.24303","4.99546"
"14.70000","0.24472","5.02436"
"14.80000","0.24637","5.05162"
"14.90000","0.24800","5.07734"
"15.00000","0.24957","5.10079"
"15.10000","0.25124","5.12808"
"15.20000","0.25291","5.15648"
"15.30000","0.25454","5.16986"
"15.40000","0.25620","5.19509"
"15.50000","0.25783","5.22054"
"15.60000","0.25953","5.24894"
"15.70000","0.26127","5.27669"
"15.80000","0.26299","5.30568"
"15.90000","0.26473","5.33445"
"16.00000","0.26635","5.35770"
"16.10000","0.26797","5.38195"
"16.20000","0.26978","5.41460"
"16.30000","0.27158","5.44281"
"16.40000","0.27322","5.44678"
"16.50000","0.27492","5.45932"
"16.60000","0.27663","5.48139"
"16.70000","0.27823","5.49557"
"16.80000","0.27982","5.51207"
"16.90000","0.28144","5.53524"
"17.00000","0.28312","5.56157"
"17.10000","0.28480","5.58867"
"17.20000","0.28651","5.61598"
"17.30000","0.28814","5.63906"
"17.40000","0.28968","5.65966"
"17.50000","0.29125","5.68233"
"17.60000","0.29297","5.71223"
"17.70000","0.29482","5.74738"
"17.80000","0.29648","5.77153"
"17.90000","0.29801","5.79027"
"18.00000","0.29968","5.81646"
"18.10000","0.30139","5.84197"
"18.20000","0.30295","5.86103"
"18.30000","0.30453","5.88077"
"18.40000","0.30617","5.90424"
"18.50000","0.30782","5.92867"
"18.60000","0.30944","5.95029"
"18.70000","0.31109","5.97418"
"18.80000","0.31277","5.99744"
"18.90000","0.31442","6.01429"
"19.00000","0.31605","6.03009"
"19.10000","0.31775","6.05611"
"19.20000","0.31944","6.08243"
"19.30000","0.32109","6.10246"
"19.40000","0.32274","6.12740"
"19.50000","0.32448","6.15534"
"19.60000","0.32628","6.18518"
"19.70000","0.32800","6.21095"
"19.80000","0.32965","6.23296"
"19.90000","0.33130","6.25613"
"20.00000","0.33293","6.27247"
"20.10000","0.33451","6.29153"
"20.20000","0.33619","6.31632"
"20.30000","0.33790","6.34212"
"20.40000","0.33958","6.36515"
"20.50000","0.34124","6.38683"
"20.60000","0.34293","6.41044"
"20.70000","0.34456","6.42686"
"20.80000","0.34616","6.44474"
"20.90000","0.34797","6.47294"
"21.00000","0.34974","6.49816"
"21.10000","0.35149","6.52085"
"21.20000","0.35320","6.54059"
"21.30000","0.35482","6.54643"
"21.40000","0.35639","6.56096"
"21.50000","0.35805","6.58134"
"21.60000","0.35964","6.59614"
"21.70000","0.36121","6.61198"
"21.80000","0.36276","6.62570"
"21.90000","0.36443","6.64259"
"22.00000","0.36616","6.66133"
"22.10000","0.36781","6.67799"
"22.20000","0.36947","6.69344"
"22.30000","0.37117","6.71291"
"22.40000","0.37287","6.73302"
"22.50000","0.37452","6.75006"
"22.60000","0.37613","6.76627"
"22.70000","0.37787","6.78939"
"22.80000","0.37966","6.81262"
"22.90000","0.38130","6.82639"
"23.00000","0.38298","6.84290"
"23.10000","0.38467","6.85680"
"23.20000","0.38628","6.87200"
"23.30000","0.38779","6.88041"
"23.40000","0.38939","6.89851"
"23.50000","0.39103","6.91641"
"23.60000","0.39259","6.92896"
"23.70000","0.39423","6.94077"
"23.80000","0.39591","6.96137"
"23.90000","0.39761","6.98235"
"24.00000","0.39928","6.99999"
"24.10000","0.40099","7.02057"
"24.20000","0.40287","7.04832"
"24.30000","0.40471","7.07409"
"24.40000","0.40646","7.09150"
"24.50000","0.40813","7.10618"
"24.60000","0.40981","7.12367"
"24.70000","0.41144","7.13931"
"24.80000","0.41311","7.15951"
"24.90000","0.41486","7.18476"
"25.00000","0.41654","7.20579"
"25.10000","0.41818","7.21326"
"25.20000","0.41980","7.22810"
"25.30000","0.42145","7.24920"
"25.40000","0.42306","7.26945"
"25.50000","0.42465","7.29008"
"25.60000","0.42619","7.30833"
"25.70000","0.42778","7.32917"
"25.80000","0.42942","7.35006"
"25.90000","0.43102","7.36947"
"26.00000","0.43270","7.39497"
"26.10000","0.43452","7.42860"
"26.20000","0.43619","7.45092"
"26.30000","0.43782","7.46885"
"26.40000","0.43945","7.48285"
"26.50000","0.44107","7.47437"
"26.60000","0.44267","7.49077"
"26.70000","0.44427","7.51187"
"26.80000","0.44600","7.54063"
"26.90000","0.44768","7.56610"
"27.00000","0.44939","7.59493"
"27.10000","0.45115","7.62448"
"27.20000","0.45285","7.64952"
"27.30000","0.45436","7.66709"
"27.40000","0.45600","7.69239"
"27.50000","0.45783","7.72778"
"27.60000","0.45957","7.75810"
"27.70000","0.46116","7.78047"
"27.80000","0.46280","7.78681"
"27.90000","0.46453","7.81298"
"28.00000","0.46619","7.83696"
"28.10000","0.46786","7.86250"
"28.20000","0.46953","7.87781"
"28.30000","0.47117","7.90060"
"28.40000","0.47291","7.92938"
"28.50000","0.47458","7.95459"
"28.60000","0.47626","7.98044"
"28.70000","0.47797","8.00812"
"28.80000","0.47963","8.03241"
"28.90000","0.48130","8.05782"
"29.00000","0.48299","8.08281"
"29.10000","0.48468","8.10723"
"29.20000","0.48635","8.13410"
"29.30000","0.48811","8.16552"
"29.40000","0.48986","8.19634"
"29.50000","0.49165","8.22859"
"29.60000","0.49359","8.26854"
"29.70000","0.49531","8.29623"
"29.80000","0.49678","8.31239"
"29.90000","0.49837","8.33734"
"30.00000","0.50008","8.37106"
"30.10000","0.50162","8.39345"
"30.20000","0.50313","8.41451"
"30.30000","0.50478","8.44582"
"30.40000","0.50649","8.47974"
"30.50000","0.50816","8.51094"
"30.60000","0.50971","8.53554"
"30.70000","0.51146","8.57077"
"30.80000","0.51318","8.60237"
