General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{DCBC43E3-F4DC-4CA0-923E-473364851DF2}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W2 4"
Break (Standard) : Load at Break (Standard),"20.42542",N
Maximum Load : Maximum Load,"25.33030",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49938"
"0.10000","0.00006","0.50003"
"0.20000","0.00031","0.50213"
"0.30000","0.00114","0.50594"
"0.40000","0.00447","0.50733"
"0.50000","0.00749","0.50789"
"0.60000","0.00918","0.50857"
"0.70000","0.01079","0.50984"
"0.80000","0.01241","0.51092"
"0.90000","0.01407","0.51084"
"1.00000","0.01587","0.51436"
"1.10000","0.01762","0.52383"
"1.20000","0.01932","0.53260"
"1.30000","0.02098","0.53793"
"1.40000","0.02263","0.54182"
"1.50000","0.02429","0.54616"
"1.60000","0.02591","0.54583"
"1.70000","0.02759","0.54630"
"1.80000","0.02930","0.54996"
"1.90000","0.03106","0.55785"
"2.00000","0.03276","0.56824"
"2.10000","0.03456","0.57636"
"2.20000","0.03618","0.58180"
"2.30000","0.03770","0.58832"
"2.40000","0.03936","0.59022"
"2.50000","0.04118","0.59097"
"2.60000","0.04292","0.59524"
"2.70000","0.04453","0.60019"
"2.80000","0.04620","0.59993"
"2.90000","0.04785","0.60069"
"3.00000","0.04949","0.60010"
"3.10000","0.05117","0.59984"
"3.20000","0.05286","0.59944"
"3.30000","0.05455","0.59946"
"3.40000","0.05621","0.59960"
"3.50000","0.05787","0.59965"
"3.60000","0.05954","0.60020"
"3.70000","0.06118","0.59986"
"3.80000","0.06282","0.60102"
"3.90000","0.06452","0.60216"
"4.00000","0.06623","0.60129"
"4.10000","0.06792","0.59979"
"4.20000","0.06969","0.60034"
"4.30000","0.07163","0.59954"
"4.40000","0.07351","0.60017"
"4.50000","0.07512","0.60052"
"4.60000","0.07675","0.59969"
"4.70000","0.07833","0.59944"
"4.80000","0.07989","0.59951"
"4.90000","0.08155","0.59890"
"5.00000","0.08323","0.59897"
"5.10000","0.08482","0.59899"
"5.20000","0.08642","0.59873"
"5.30000","0.08811","0.60472"
"5.40000","0.08983","0.62780"
"5.50000","0.09138","0.64850"
"5.60000","0.09306","0.65896"
"5.70000","0.09493","0.66294"
"5.80000","0.09670","0.66524"
"5.90000","0.09828","0.66783"
"6.00000","0.09989","0.67131"
"6.10000","0.10149","0.67677"
"6.20000","0.10311","0.68931"
"6.30000","0.10469","0.70298"
"6.40000","0.10628","0.71867"
"6.50000","0.10787","0.73249"
"6.60000","0.10949","0.74664"
"6.70000","0.11114","0.76118"
"6.80000","0.11275","0.77529"
"6.90000","0.11441","0.79018"
"7.00000","0.11614","0.80505"
"7.10000","0.11790","0.81862"
"7.20000","0.11954","0.82949"
"7.30000","0.12123","0.84098"
"7.40000","0.12286","0.84813"
"7.50000","0.12462","0.85839"
"7.60000","0.12644","0.87881"
"7.70000","0.12819","0.89959"
"7.80000","0.12991","0.92021"
"7.90000","0.13156","0.93965"
"8.00000","0.13319","0.95866"
"8.10000","0.13481","0.97774"
"8.20000","0.13648","0.99830"
"8.30000","0.13816","1.01941"
"8.40000","0.13985","1.03994"
"8.50000","0.14153","1.06041"
"8.60000","0.14318","1.08070"
"8.70000","0.14481","1.10023"
"8.80000","0.14633","1.11774"
"8.90000","0.14804","1.14015"
