General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{659DF4B5-6C38-40F8-B635-A505649AEC0C}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W3 1"
Break (Standard) : Load at Break (Standard),"39.16792",N
Maximum Load : Maximum Load,"41.77488",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.32675"
"0.10000","0.00008","0.32838"
"0.20000","0.00059","0.34013"
"0.30000","0.00162","0.36433"
"0.40000","0.00330","0.40313"
"0.50000","0.00550","0.45520"
"0.60000","0.00796","0.50950"
"0.70000","0.01028","0.55862"
"0.80000","0.01226","0.60000"
"0.90000","0.01419","0.64123"
"1.00000","0.01607","0.68102"
"1.10000","0.01774","0.71532"
"1.20000","0.01943","0.74999"
"1.30000","0.02118","0.78729"
"1.40000","0.02286","0.82132"
"1.50000","0.02455","0.85624"
"1.60000","0.02620","0.89143"
"1.70000","0.02786","0.92746"
"1.80000","0.02950","0.96298"
"1.90000","0.03113","0.99861"
"2.00000","0.03275","1.03481"
"2.10000","0.03446","1.07415"
"2.20000","0.03615","1.11196"
"2.30000","0.03781","1.14923"
"2.40000","0.03957","1.19001"
"2.50000","0.04140","1.23391"
"2.60000","0.04306","1.27196"
"2.70000","0.04476","1.31240"
"2.80000","0.04644","1.35139"
"2.90000","0.04808","1.38983"
"3.00000","0.04978","1.43028"
"3.10000","0.05149","1.47252"
"3.20000","0.05314","1.51087"
"3.30000","0.05473","1.54669"
"3.40000","0.05639","1.58653"
"3.50000","0.05802","1.62439"
"3.60000","0.05963","1.66133"
"3.70000","0.06121","1.69806"
"3.80000","0.06282","1.73695"
"3.90000","0.06446","1.77625"
"4.00000","0.06607","1.81384"
"4.10000","0.06765","1.85106"
"4.20000","0.06921","1.88782"
"4.30000","0.07086","1.92789"
"4.40000","0.07251","1.96827"
"4.50000","0.07421","2.00901"
"4.60000","0.07603","2.05418"
"4.70000","0.07778","2.09510"
"4.80000","0.07952","2.13608"
"4.90000","0.08126","2.17808"
"5.00000","0.08297","2.21912"
"5.10000","0.08466","2.25858"
"5.20000","0.08632","2.29658"
"5.30000","0.08796","2.33451"
"5.40000","0.08958","2.37211"
"5.50000","0.09120","2.40929"
"5.60000","0.09287","2.44877"
"5.70000","0.09454","2.48860"
"5.80000","0.09619","2.52760"
"5.90000","0.09778","2.56477"
"6.00000","0.09951","2.60862"
"6.10000","0.10131","2.65515"
"6.20000","0.10307","2.69992"
"6.30000","0.10472","2.73917"
"6.40000","0.10636","2.77971"
"6.50000","0.10803","2.82137"
"6.60000","0.10967","2.86131"
"6.70000","0.11130","2.90128"
"6.80000","0.11291","2.94086"
"6.90000","0.11451","2.97919"
"7.00000","0.11621","3.02233"
"7.10000","0.11790","3.06405"
"7.20000","0.11957","3.10506"
"7.30000","0.12127","3.14806"
"7.40000","0.12293","3.18897"
"7.50000","0.12467","3.23397"
"7.60000","0.12647","3.28095"
"7.70000","0.12814","3.32233"
"7.80000","0.12969","3.36008"
"7.90000","0.13139","3.40593"
"8.00000","0.13307","3.45022"
"8.10000","0.13474","3.49417"
"8.20000","0.13644","3.53913"
"8.30000","0.13807","3.58121"
"8.40000","0.13974","3.62445"
"8.50000","0.14139","3.66658"
"8.60000","0.14298","3.70668"
"8.70000","0.14461","3.74753"
"8.80000","0.14626","3.79069"
"8.90000","0.14796","3.83498"
"9.00000","0.14972","3.88229"
"9.10000","0.15140","3.92484"
"9.20000","0.15319","3.97395"
"9.30000","0.15505","4.02443"
"9.40000","0.15661","4.06139"
"9.50000","0.15822","4.10246"
"9.60000","0.15989","4.14630"
"9.70000","0.16157","4.19133"
"9.80000","0.16309","4.22865"
"9.90000","0.16464","4.26927"
"10.00000","0.16624","4.31187"
"10.10000","0.16782","4.35307"
"10.20000","0.16948","4.39895"
"10.30000","0.17118","4.44699"
"10.40000","0.17285","4.49187"
"10.50000","0.17449","4.53460"
"10.60000","0.17616","4.58007"
"10.70000","0.17790","4.62820"
"10.80000","0.17960","4.67395"
"10.90000","0.18129","4.71850"
"11.00000","0.18291","4.76032"
"11.10000","0.18468","4.81071"
"11.20000","0.18654","4.86417"
"11.30000","0.18829","4.91167"
"11.40000","0.18992","4.95390"
"11.50000","0.19157","4.99705"
"11.60000","0.19323","5.04112"
"11.70000","0.19485","5.08398"
"11.80000","0.19638","5.12516"
"11.90000","0.19801","5.17124"
"12.00000","0.19962","5.21274"
"12.10000","0.20125","5.25744"
"12.20000","0.20294","5.30630"
"12.30000","0.20477","5.36258"
"12.40000","0.20644","5.40906"
"12.50000","0.20818","5.45866"
"12.60000","0.20995","5.51067"
"12.70000","0.21165","5.55773"
"12.80000","0.21334","5.60520"
"12.90000","0.21506","5.65449"
"13.00000","0.21675","5.70139"
"13.10000","0.21841","5.74590"
"13.20000","0.21995","5.78491"
"13.30000","0.22147","5.82466"
"13.40000","0.22304","5.86814"
"13.50000","0.22469","5.91490"
"13.60000","0.22635","5.96161"
