General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{A59DE4EE-7A21-48E2-925E-C9053417C436}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W3 1"
Break (Standard) : Load at Break (Standard),"17.50175",N
Maximum Load : Maximum Load,"28.01470",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.52672"
"0.10000","0.00010","0.53017"
"0.20000","0.00085","0.55160"
"0.30000","0.00209","0.58649"
"0.40000","0.00388","0.63548"
"0.50000","0.00618","0.69874"
"0.60000","0.00871","0.76629"
"0.70000","0.01111","0.82723"
"0.80000","0.01292","0.87035"
"0.90000","0.01459","0.90836"
"1.00000","0.01633","0.94930"
"1.10000","0.01811","0.99013"
"1.20000","0.01974","1.02580"
"1.30000","0.02139","1.06215"
"1.40000","0.02301","1.09739"
"1.50000","0.02454","1.12941"
"1.60000","0.02613","1.16322"
"1.70000","0.02776","1.19742"
"1.80000","0.02936","1.23066"
"1.90000","0.03098","1.26394"
"2.00000","0.03268","1.29916"
"2.10000","0.03437","1.33355"
"2.20000","0.03602","1.36637"
"2.30000","0.03775","1.40123"
"2.40000","0.03941","1.43341"
"2.50000","0.04104","1.46322"
"2.60000","0.04274","1.49638"
"2.70000","0.04443","1.52777"
"2.80000","0.04610","1.55842"
"2.90000","0.04774","1.58747"
"3.00000","0.04944","1.61846"
"3.10000","0.05114","1.64972"
"3.20000","0.05286","1.68161"
"3.30000","0.05454","1.71218"
"3.40000","0.05627","1.74400"
"3.50000","0.05788","1.77260"
"3.60000","0.05980","1.81068"
"3.70000","0.06147","1.83968"
"3.80000","0.06304","1.86679"
"3.90000","0.06469","1.89792"
"4.00000","0.06634","1.92804"
"4.10000","0.06793","1.95647"
"4.20000","0.06950","1.98420"
"4.30000","0.07115","2.01378"
"4.40000","0.07274","2.04237"
"4.50000","0.07439","2.07181"
"4.60000","0.07604","2.10167"
"4.70000","0.07772","2.13165"
"4.80000","0.07938","2.16040"
"4.90000","0.08106","2.18916"
"5.00000","0.08272","2.21844"
"5.10000","0.08443","2.24884"
"5.20000","0.08598","2.27351"
"5.30000","0.08786","2.30924"
"5.40000","0.08970","2.34134"
"5.50000","0.09140","2.36958"
"5.60000","0.09303","2.39536"
"5.70000","0.09473","2.42427"
"5.80000","0.09640","2.45195"
"5.90000","0.09801","2.47878"
"6.00000","0.09961","2.50537"
"6.10000","0.10117","2.53033"
"6.20000","0.10285","2.55956"
"6.30000","0.10450","2.58777"
"6.40000","0.10620","2.61742"
