General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{43CC652F-D38B-416E-978D-B4B2451A63E8}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P2 W2 1"
Break (Standard) : Load at Break (Standard),"41.62061",N
Maximum Load : Maximum Load,"42.14031",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.69732"
"0.10000","0.00011","0.70055"
"0.20000","0.00065","0.71798"
"0.30000","0.00178","0.75388"
"0.40000","0.00364","0.81367"
"0.50000","0.00624","0.89553"
"0.60000","0.00882","0.97339"
"0.70000","0.01086","1.03126"
"0.80000","0.01259","1.07890"
"0.90000","0.01424","1.12441"
"1.00000","0.01595","1.17182"
"1.10000","0.01770","1.21947"
"1.20000","0.01931","1.26175"
"1.30000","0.02099","1.30683"
"1.40000","0.02283","1.35665"
"1.50000","0.02459","1.40241"
"1.60000","0.02627","1.44452"
"1.70000","0.02798","1.48753"
"1.80000","0.02979","1.53064"
"1.90000","0.03133","1.56457"
"2.00000","0.03293","1.60320"
"2.10000","0.03458","1.64337"
"2.20000","0.03623","1.68253"
"2.30000","0.03785","1.72018"
"2.40000","0.03959","1.76285"
"2.50000","0.04125","1.80115"
"2.60000","0.04291","1.84078"
"2.70000","0.04470","1.88565"
"2.80000","0.04639","1.92607"
"2.90000","0.04792","1.95961"
"3.00000","0.04949","1.99521"
"3.10000","0.05134","2.04187"
"3.20000","0.05311","2.08394"
"3.30000","0.05483","2.12349"
"3.40000","0.05645","2.15945"
"3.50000","0.05812","2.19679"
"3.60000","0.05982","2.23477"
"3.70000","0.06158","2.27546"
"3.80000","0.06328","2.31362"
"3.90000","0.06486","2.34662"
"4.00000","0.06651","2.38348"
"4.10000","0.06822","2.42214"
"4.20000","0.06992","2.45974"
"4.30000","0.07156","2.49572"
"4.40000","0.07316","2.52947"
"4.50000","0.07472","2.56166"
"4.60000","0.07661","2.60769"
"4.70000","0.07828","2.64205"
"4.80000","0.07979","2.67053"
"4.90000","0.08133","2.70182"
"5.00000","0.08295","2.73666"
"5.10000","0.08457","2.77069"
"5.20000","0.08632","2.80173"
"5.30000","0.08777","2.83064"
"5.40000","0.08940","2.86725"
"5.50000","0.09108","2.90489"
"5.60000","0.09271","2.93895"
