General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{7AC766C5-C7FC-4D03-B4B5-6B53745E9695}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P1 W2 1"
Break (Standard) : Load at Break (Standard),"16.20532",N
Maximum Load : Maximum Load,"35.82130",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.50693"
"0.10000","0.00011","0.50918"
"0.20000","0.00090","0.52921"
"0.30000","0.00223","0.56228"
"0.40000","0.00406","0.60629"
"0.50000","0.00624","0.65975"
"0.60000","0.00852","0.71615"
"0.70000","0.01074","0.76910"
"0.80000","0.01273","0.81559"
"0.90000","0.01462","0.85964"
"1.00000","0.01620","0.89448"
"1.10000","0.01776","0.92865"
"1.20000","0.01936","0.96355"
"1.30000","0.02094","0.99785"
"1.40000","0.02246","1.02990"
"1.50000","0.02410","1.06476"
"1.60000","0.02580","1.10008"
"1.70000","0.02741","1.13223"
"1.80000","0.02915","1.16811"
"1.90000","0.03088","1.20280"
"2.00000","0.03262","1.23780"
"2.10000","0.03438","1.27302"
"2.20000","0.03613","1.30753"
"2.30000","0.03778","1.33914"
"2.40000","0.03968","1.37753"
"2.50000","0.04151","1.41223"
"2.60000","0.04314","1.44257"
"2.70000","0.04487","1.47538"
"2.80000","0.04660","1.50790"
"2.90000","0.04815","1.53610"
"3.00000","0.04979","1.56758"
"3.10000","0.05140","1.59807"
"3.20000","0.05303","1.62924"
"3.30000","0.05463","1.65957"
"3.40000","0.05619","1.68918"
"3.50000","0.05788","1.72207"
"3.60000","0.05958","1.75465"
"3.70000","0.06125","1.78576"
"3.80000","0.06291","1.81788"
"3.90000","0.06483","1.85713"
"4.00000","0.06661","1.89148"
"4.10000","0.06821","1.91935"
"4.20000","0.06985","1.95056"
"4.30000","0.07154","1.98300"
"4.40000","0.07313","2.01183"
"4.50000","0.07474","2.04152"
"4.60000","0.07644","2.07355"
"4.70000","0.07809","2.10383"
"4.80000","0.07973","2.13428"
"4.90000","0.08137","2.16471"
"5.00000","0.08304","2.19734"
"5.10000","0.08466","2.22730"
"5.20000","0.08623","2.25687"
"5.30000","0.08791","2.28972"
"5.40000","0.08962","2.32352"
"5.50000","0.09127","2.35459"
"5.60000","0.09284","2.38289"
"5.70000","0.09464","2.41972"
"5.80000","0.09648","2.45659"
"5.90000","0.09808","2.48452"
"6.00000","0.09978","2.51767"
"6.10000","0.10148","2.54974"
"6.20000","0.10309","2.57802"
"6.30000","0.10469","2.60644"
"6.40000","0.10629","2.63576"
"6.50000","0.10783","2.66150"
"6.60000","0.10945","2.69159"
"6.70000","0.11110","2.72251"
"6.80000","0.11274","2.75200"
"6.90000","0.11438","2.78155"
"7.00000","0.11593","2.80928"
"7.10000","0.11755","2.84018"
"7.20000","0.11922","2.87228"
"7.30000","0.12089","2.90421"
"7.40000","0.12259","2.93479"
"7.50000","0.12427","2.96544"
"7.60000","0.12601","2.99929"
"7.70000","0.12770","3.03069"
"7.80000","0.12941","3.06352"
"7.90000","0.13116","3.09671"
"8.00000","0.13290","3.12915"
"8.10000","0.13459","3.16122"
"8.20000","0.13629","3.19249"
"8.30000","0.13805","3.22775"
"8.40000","0.13980","3.26076"
"8.50000","0.14145","3.29104"
"8.60000","0.14321","3.32648"
"8.70000","0.14489","3.35945"
"8.80000","0.14658","3.39149"
"8.90000","0.14813","3.41886"
"9.00000","0.14979","3.45318"
"9.10000","0.15155","3.49092"
"9.20000","0.15327","3.52759"
"9.30000","0.15490","3.55921"
"9.40000","0.15662","3.59506"
"9.50000","0.15822","3.62605"
"9.60000","0.15977","3.65589"
"9.70000","0.16146","3.69255"
"9.80000","0.16311","3.72758"
"9.90000","0.16477","3.76195"
"10.00000","0.16643","3.79706"
"10.10000","0.16813","3.83244"
"10.20000","0.16993","3.87270"
"10.30000","0.17153","3.90387"
"10.40000","0.17337","3.94511"
"10.50000","0.17507","3.98034"
"10.60000","0.17655","4.00640"
"10.70000","0.17813","4.03813"
"10.80000","0.17976","4.07305"
"10.90000","0.18140","4.10666"
"11.00000","0.18289","4.13284"
"11.10000","0.18444","4.16393"
"11.20000","0.18605","4.19926"
"11.30000","0.18765","4.23297"
"11.40000","0.18929","4.26729"
"11.50000","0.19092","4.29976"
"11.60000","0.19261","4.33495"
"11.70000","0.19435","4.37432"
"11.80000","0.19602","4.40917"
"11.90000","0.19765","4.44184"
"12.00000","0.19928","4.47383"
"12.10000","0.20096","4.50794"
"12.20000","0.20264","4.54285"
"12.30000","0.20450","4.58567"
"12.40000","0.20624","4.62230"
"12.50000","0.20792","4.65677"
"12.60000","0.20956","4.68903"
"12.70000","0.21121","4.72179"
"12.80000","0.21287","4.75596"
"12.90000","0.21443","4.78608"
"13.00000","0.21610","4.82383"
"13.10000","0.21780","4.86088"
"13.20000","0.21952","4.89773"
"13.30000","0.22114","4.92941"
"13.40000","0.22282","4.96671"
"13.50000","0.22450","5.00384"
"13.60000","0.22609","5.03606"
"13.70000","0.22795","5.08070"
"13.80000","0.22981","5.12549"
"13.90000","0.23149","5.16082"
"14.00000","0.23303","5.19056"
"14.10000","0.23471","5.22795"
"14.20000","0.23644","5.26615"
"14.30000","0.23808","5.30011"
"14.40000","0.23970","5.33429"
"14.50000","0.24135","5.37005"
"14.60000","0.24303","5.40638"
"14.70000","0.24463","5.43902"
"14.80000","0.24620","5.47043"
"14.90000","0.24775","5.50126"
"15.00000","0.24941","5.53912"
"15.10000","0.25113","5.57720"
"15.20000","0.25280","5.61393"
"15.30000","0.25449","5.64973"
"15.40000","0.25611","5.68288"
"15.50000","0.25787","5.72187"
"15.60000","0.25964","5.76206"
"15.70000","0.26133","5.79734"
"15.80000","0.26314","5.83814"
"15.90000","0.26483","5.87381"
"16.00000","0.26643","5.90439"
"16.10000","0.26805","5.93566"
"16.20000","0.26972","5.96608"
"16.30000","0.27132","5.99607"
"16.40000","0.27291","6.02637"
"16.50000","0.27457","6.06032"
"16.60000","0.27620","6.09288"
"16.70000","0.27791","6.12950"
"16.80000","0.27951","6.16026"
"16.90000","0.28107","6.19024"
"17.00000","0.28287","6.23236"
"17.10000","0.28467","6.27129"
"17.20000","0.28639","6.30639"
"17.30000","0.28805","6.33968"
"17.40000","0.28975","6.37516"
"17.50000","0.29139","6.40782"
"17.60000","0.29303","6.44077"
"17.70000","0.29467","6.47310"
"17.80000","0.29631","6.50617"
"17.90000","0.29794","6.53867"
"18.00000","0.29958","6.57096"
"18.10000","0.30120","6.60254"
"18.20000","0.30291","6.63764"
"18.30000","0.30464","6.67482"
"18.40000","0.30637","6.71126"
"18.50000","0.30804","6.74538"
"18.60000","0.30975","6.78184"
"18.70000","0.31138","6.81447"
"18.80000","0.31290","6.84188"
"18.90000","0.31451","6.87438"
"19.00000","0.31622","6.91089"
"19.10000","0.31805","6.95331"
"19.20000","0.31975","6.98781"
"19.30000","0.32139","7.01839"
"19.40000","0.32303","7.05185"
"19.50000","0.32469","7.08558"
"19.60000","0.32632","7.11723"
"19.70000","0.32794","7.14897"
"19.80000","0.32954","7.17881"
"19.90000","0.33117","7.21010"
"20.00000","0.33286","7.24557"
"20.10000","0.33453","7.27896"
"20.20000","0.33614","7.30768"
"20.30000","0.33810","7.35610"
"20.40000","0.33997","7.39687"
"20.50000","0.34160","7.42463"
"20.60000","0.34319","7.45088"
"20.70000","0.34487","7.48447"
"20.80000","0.34652","7.51527"
"20.90000","0.34807","7.54086"
"21.00000","0.34966","7.56988"
"21.10000","0.35133","7.60402"
"21.20000","0.35300","7.63758"
"21.30000","0.35461","7.66759"
"21.40000","0.35621","7.69794"
"21.50000","0.35788","7.73207"
"21.60000","0.35960","7.76958"
"21.70000","0.36134","7.80757"
"21.80000","0.36310","7.84539"
"21.90000","0.36479","7.87812"
"22.00000","0.36651","7.91216"
"22.10000","0.36816","7.94364"
"22.20000","0.36987","7.97970"
"22.30000","0.37160","8.01425"
"22.40000","0.37319","8.04198"
"22.50000","0.37481","8.07272"
"22.60000","0.37643","8.10518"
"22.70000","0.37806","8.13298"
"22.80000","0.37969","8.16295"
"22.90000","0.38127","8.19253"
"23.00000","0.38284","8.22164"
"23.10000","0.38447","8.25472"
"23.20000","0.38617","8.29208"
"23.30000","0.38787","8.32710"
"23.40000","0.38942","8.35452"
"23.50000","0.39116","8.39477"
"23.60000","0.39305","8.44201"
"23.70000","0.39474","8.47510"
"23.80000","0.39640","8.50530"
"23.90000","0.39807","8.53814"
"24.00000","0.39974","8.56951"
"24.10000","0.40141","8.60223"
"24.20000","0.40309","8.63477"
"24.30000","0.40476","8.66550"
"24.40000","0.40638","8.69434"
"24.50000","0.40800","8.72303"
"24.60000","0.40970","8.75667"
"24.70000","0.41136","8.78673"
"24.80000","0.41285","8.80727"
"24.90000","0.41440","8.83332"
"25.00000","0.41600","8.86182"
"25.10000","0.41761","8.89178"
"25.20000","0.41930","8.92693"
"25.30000","0.42111","8.96718"
"25.40000","0.42286","9.00304"
"25.50000","0.42463","9.03710"
"25.60000","0.42634","9.06933"
"25.70000","0.42807","9.10341"
"25.80000","0.42973","9.13253"
"25.90000","0.43137","9.16030"
"26.00000","0.43309","9.19213"
"26.10000","0.43478","9.22289"
"26.20000","0.43646","9.25312"
"26.30000","0.43816","9.28369"
"26.40000","0.43980","9.30944"
"26.50000","0.44137","9.33170"
"26.60000","0.44303","9.35993"
"26.70000","0.44452","9.37691"
"26.80000","0.44623","9.40907"
"26.90000","0.44787","9.43641"
"27.00000","0.44945","9.46015"
"27.10000","0.45105","9.48478"
"27.20000","0.45280","9.51983"
"27.30000","0.45449","9.54982"
"27.40000","0.45616","9.57991"
"27.50000","0.45787","9.61250"
"27.60000","0.45952","9.63935"
"27.70000","0.46120","9.66944"
