General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{D5F1D5D4-ED04-4B69-A5D0-82F95D56328A}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W1 1"
Break (Standard) : Load at Break (Standard),"10.38214",N
Maximum Load : Maximum Load,"10.75700",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.68559"
"0.10000","0.00010","0.68647"
"0.20000","0.00097","0.69838"
"0.30000","0.00305","0.72487"
"0.40000","0.00517","0.74991"
"0.50000","0.00734","0.77532"
"0.60000","0.00935","0.79723"
"0.70000","0.01108","0.81588"
"0.80000","0.01277","0.83376"
"0.90000","0.01446","0.85049"
"1.00000","0.01612","0.86732"
"1.10000","0.01781","0.88465"
"1.20000","0.01946","0.90113"
"1.30000","0.02112","0.91719"
"1.40000","0.02278","0.93364"
"1.50000","0.02451","0.95118"
"1.60000","0.02623","0.96774"
"1.70000","0.02787","0.98332"
"1.80000","0.02961","1.00037"
"1.90000","0.03133","1.01722"
"2.00000","0.03313","1.03565"
"2.10000","0.03492","1.05368"
"2.20000","0.03658","1.07001"
"2.30000","0.03826","1.08627"
"2.40000","0.03992","1.10247"
"2.50000","0.04159","1.11867"
"2.60000","0.04328","1.13441"
"2.70000","0.04494","1.15128"
"2.80000","0.04669","1.16941"
"2.90000","0.04834","1.18527"
"3.00000","0.04998","1.20122"
"3.10000","0.05162","1.21656"
"3.20000","0.05336","1.23481"
"3.30000","0.05499","1.25057"
"3.40000","0.05659","1.26686"
"3.50000","0.05830","1.28387"
"3.60000","0.05987","1.29872"
"3.70000","0.06161","1.31740"
"3.80000","0.06334","1.33433"
"3.90000","0.06474","1.34660"
"4.00000","0.06626","1.36134"
"4.10000","0.06786","1.37715"
"4.20000","0.06947","1.39309"
"4.30000","0.07101","1.40822"
"4.40000","0.07261","1.42423"
"4.50000","0.07425","1.44122"
"4.60000","0.07591","1.45817"
"4.70000","0.07763","1.47533"
"4.80000","0.07932","1.49203"
"4.90000","0.08098","1.50853"
"5.00000","0.08266","1.52473"
"5.10000","0.08436","1.54105"
"5.20000","0.08590","1.55476"
"5.30000","0.08762","1.57127"
"5.40000","0.08945","1.58928"
"5.50000","0.09118","1.60492"
"5.60000","0.09287","1.62057"
"5.70000","0.09448","1.63467"
"5.80000","0.09612","1.64873"
"5.90000","0.09774","1.66292"
"6.00000","0.09936","1.67735"
"6.10000","0.10097","1.69207"
"6.20000","0.10256","1.70639"
"6.30000","0.10420","1.72094"
"6.40000","0.10591","1.73493"
"6.50000","0.10763","1.75099"
"6.60000","0.10932","1.76557"
"6.70000","0.11102","1.78090"
"6.80000","0.11302","1.80130"
"6.90000","0.11486","1.81798"
"7.00000","0.11657","1.83207"
"7.10000","0.11827","1.84707"
"7.20000","0.12000","1.86207"
"7.30000","0.12158","1.87451"
"7.40000","0.12332","1.89010"
"7.50000","0.12494","1.90341"
"7.60000","0.12653","1.91609"
"7.70000","0.12809","1.92913"
"7.80000","0.12966","1.94167"
"7.90000","0.13124","1.95480"
"8.00000","0.13283","1.96769"
"8.10000","0.13438","1.98082"
"8.20000","0.13601","1.99454"
"8.30000","0.13764","2.00855"
"8.40000","0.13935","2.02416"
"8.50000","0.14097","2.03728"
"8.60000","0.14270","2.05243"
"8.70000","0.14459","2.06963"
"8.80000","0.14628","2.08284"
"8.90000","0.14795","2.09644"
"9.00000","0.14969","2.11098"
"9.10000","0.15138","2.12394"
"9.20000","0.15304","2.13686"
"9.30000","0.15474","2.14986"
"9.40000","0.15634","2.16128"
"9.50000","0.15800","2.17434"
"9.60000","0.15964","2.18691"
"9.70000","0.16123","2.19849"
"9.80000","0.16287","2.21159"
"9.90000","0.16447","2.22389"
"10.00000","0.16620","2.23850"
"10.10000","0.16797","2.25350"
"10.20000","0.16970","2.26702"
"10.30000","0.17136","2.27978"
"10.40000","0.17305","2.29290"
"10.50000","0.17483","2.30841"
"10.60000","0.17650","2.32103"
"10.70000","0.17817","2.33384"
"10.80000","0.17979","2.34460"
"10.90000","0.18139","2.35626"
"11.00000","0.18306","2.36872"
"11.10000","0.18465","2.38057"
"11.20000","0.18632","2.39360"
"11.30000","0.18800","2.40595"
"11.40000","0.18971","2.41891"
"11.50000","0.19141","2.43168"
"11.60000","0.19306","2.44363"
"11.70000","0.19467","2.45537"
"11.80000","0.19626","2.46616"
"11.90000","0.19785","2.47827"
"12.00000","0.19958","2.49182"
"12.10000","0.20123","2.50403"
"12.20000","0.20281","2.51474"
"12.30000","0.20443","2.52658"
"12.40000","0.20600","2.53670"
"12.50000","0.20759","2.54739"
"12.60000","0.20917","2.55802"
"12.70000","0.21079","2.56975"
"12.80000","0.21241","2.58063"
"12.90000","0.21408","2.59283"
"13.00000","0.21582","2.60605"
"13.10000","0.21751","2.61726"
"13.20000","0.21899","2.62482"
"13.30000","0.22079","2.63869"
"13.40000","0.22256","2.65176"
"13.50000","0.22419","2.66154"
"13.60000","0.22597","2.67477"
