General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{52BA4511-8B44-4555-92A8-CC18207C240B}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W3 1"
Break (Standard) : Load at Break (Standard),"20.36586",N
Maximum Load : Maximum Load,"20.37295",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.77548"
"0.10000","0.00015","0.77813"
"0.20000","0.00112","0.80061"
"0.30000","0.00274","0.83527"
"0.40000","0.00476","0.87717"
"0.50000","0.00695","0.92079"
"0.60000","0.00901","0.96072"
"0.70000","0.01085","0.99537"
"0.80000","0.01256","1.02514"
"0.90000","0.01431","1.05680"
"1.00000","0.01594","1.08552"
"1.10000","0.01763","1.11491"
"1.20000","0.01923","1.14072"
"1.30000","0.02097","1.17054"
"1.40000","0.02264","1.19750"
"1.50000","0.02431","1.22538"
"1.60000","0.02598","1.25268"
"1.70000","0.02765","1.27872"
"1.80000","0.02935","1.30508"
"1.90000","0.03102","1.33002"
"2.00000","0.03269","1.35674"
"2.10000","0.03439","1.38321"
"2.20000","0.03605","1.40890"
"2.30000","0.03766","1.43303"
"2.40000","0.03928","1.45734"
"2.50000","0.04090","1.48211"
"2.60000","0.04249","1.50544"
"2.70000","0.04415","1.53109"
"2.80000","0.04586","1.55756"
"2.90000","0.04756","1.58275"
"3.00000","0.04921","1.60711"
"3.10000","0.05087","1.63126"
"3.20000","0.05275","1.66114"
"3.30000","0.05454","1.68681"
"3.40000","0.05623","1.71074"
"3.50000","0.05792","1.73452"
"3.60000","0.05964","1.75795"
"3.70000","0.06125","1.78021"
"3.80000","0.06288","1.80314"
"3.90000","0.06453","1.82647"
"4.00000","0.06615","1.84918"
"4.10000","0.06780","1.87234"
"4.20000","0.06948","1.89610"
"4.30000","0.07117","1.91973"
"4.40000","0.07276","1.94108"
"4.50000","0.07435","1.96344"
"4.60000","0.07612","1.99048"
"4.70000","0.07786","2.01602"
"4.80000","0.07955","2.03961"
"4.90000","0.08130","2.06568"
"5.00000","0.08306","2.09155"
"5.10000","0.08469","2.11348"
"5.20000","0.08640","2.13816"
"5.30000","0.08806","2.16143"
"5.40000","0.08971","2.18467"
"5.50000","0.09142","2.20973"
"5.60000","0.09314","2.23398"
"5.70000","0.09476","2.25620"
"5.80000","0.09642","2.28049"
"5.90000","0.09805","2.30264"
"6.00000","0.09968","2.32645"
"6.10000","0.10136","2.35014"
"6.20000","0.10298","2.37262"
"6.30000","0.10453","2.39330"
"6.40000","0.10606","2.41450"
"6.50000","0.10789","2.44491"
"6.60000","0.10962","2.47080"
"6.70000","0.11124","2.49276"
"6.80000","0.11286","2.51523"
