General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{2A44A28B-09B2-4926-9ED8-4B4CA55F3A23}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W2 1"
Break (Standard) : Load at Break (Standard),"14.58288",N
Maximum Load : Maximum Load,"31.57062",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.74967"
"0.10000","0.00009","0.75233"
"0.20000","0.00058","0.76350"
"0.30000","0.00163","0.78753"
"0.40000","0.00341","0.82763"
"0.50000","0.00570","0.87773"
"0.60000","0.00830","0.93351"
"0.70000","0.01064","0.98074"
"0.80000","0.01261","1.01759"
"0.90000","0.01436","1.05013"
"1.00000","0.01604","1.08091"
"1.10000","0.01769","1.11034"
"1.20000","0.01939","1.14134"
"1.30000","0.02110","1.17177"
"1.40000","0.02274","1.20068"
"1.50000","0.02451","1.23311"
"1.60000","0.02624","1.26308"
"1.70000","0.02793","1.29209"
"1.80000","0.02960","1.32146"
"1.90000","0.03131","1.35086"
"2.00000","0.03307","1.38093"
"2.10000","0.03474","1.40922"
"2.20000","0.03636","1.43560"
"2.30000","0.03799","1.46251"
"2.40000","0.03971","1.49147"
"2.50000","0.04136","1.51891"
"2.60000","0.04303","1.54638"
"2.70000","0.04465","1.57165"
"2.80000","0.04624","1.59587"
"2.90000","0.04782","1.62122"
"3.00000","0.04953","1.64937"
"3.10000","0.05119","1.67629"
"3.20000","0.05281","1.70110"
"3.30000","0.05443","1.72552"
"3.40000","0.05614","1.75259"
"3.50000","0.05770","1.77547"
"3.60000","0.05950","1.80503"
"3.70000","0.06125","1.83221"
"3.80000","0.06282","1.85430"
"3.90000","0.06447","1.87883"
"4.00000","0.06620","1.90517"
"4.10000","0.06786","1.92986"
"4.20000","0.06943","1.95146"
"4.30000","0.07095","1.97336"
"4.40000","0.07264","1.99927"
"4.50000","0.07438","2.02597"
"4.60000","0.07605","2.05016"
"4.70000","0.07771","2.07435"
"4.80000","0.07941","2.09979"
"4.90000","0.08114","2.12618"
"5.00000","0.08287","2.15175"
"5.10000","0.08452","2.17436"
