General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{D96FACA5-2330-443C-B033-679BD357D2B5}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1399 P2 W1 2"
Break (Standard) : Load at Break (Standard),"10.22785",N
Maximum Load : Maximum Load,"10.72346",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.73867"
"0.10000","0.00010","0.74080"
"0.20000","0.00069","0.75015"
"0.30000","0.00198","0.77213"
"0.40000","0.00399","0.80528"
"0.50000","0.00647","0.84553"
"0.60000","0.00886","0.88221"
"0.70000","0.01098","0.91432"
"0.80000","0.01273","0.93884"
"0.90000","0.01438","0.96227"
"1.00000","0.01613","0.98691"
"1.10000","0.01777","1.00868"
"1.20000","0.01938","1.03028"
"1.30000","0.02098","1.05165"
"1.40000","0.02260","1.07294"
"1.50000","0.02424","1.09360"
"1.60000","0.02596","1.11603"
"1.70000","0.02765","1.13770"
"1.80000","0.02941","1.15989"
"1.90000","0.03107","1.17985"
"2.00000","0.03275","1.20014"
"2.10000","0.03455","1.22237"
"2.20000","0.03625","1.24221"
"2.30000","0.03785","1.26012"
"2.40000","0.03950","1.27944"
"2.50000","0.04118","1.29893"
"2.60000","0.04280","1.31691"
"2.70000","0.04439","1.33375"
"2.80000","0.04593","1.35049"
"2.90000","0.04751","1.36843"
"3.00000","0.04917","1.38679"
"3.10000","0.05090","1.40655"
"3.20000","0.05264","1.42536"
"3.30000","0.05439","1.44514"
"3.40000","0.05609","1.46362"
"3.50000","0.05796","1.48489"
"3.60000","0.05973","1.50444"
"3.70000","0.06143","1.52167"
"3.80000","0.06312","1.53909"
"3.90000","0.06484","1.55751"
"4.00000","0.06654","1.57524"
"4.10000","0.06815","1.59161"
"4.20000","0.06978","1.60831"
"4.30000","0.07134","1.62355"
"4.40000","0.07300","1.64084"
"4.50000","0.07459","1.65676"
"4.60000","0.07613","1.67109"
"4.70000","0.07770","1.68604"
"4.80000","0.07931","1.70258"
"4.90000","0.08094","1.71907"
"5.00000","0.08252","1.73454"
"5.10000","0.08418","1.75092"
"5.20000","0.08573","1.76526"
"5.30000","0.08738","1.78128"
"5.40000","0.08915","1.80014"
"5.50000","0.09087","1.81674"
"5.60000","0.09261","1.83365"
"5.70000","0.09430","1.85028"
"5.80000","0.09594","1.86602"
"5.90000","0.09761","1.88247"
"6.00000","0.09928","1.89816"
"6.10000","0.10085","1.91120"
"6.20000","0.10254","1.92753"
"6.30000","0.10432","1.94488"
"6.40000","0.10616","1.96325"
"6.50000","0.10788","1.97877"
"6.60000","0.10950","1.99355"
"6.70000","0.11117","2.00891"
"6.80000","0.11296","2.02573"
"6.90000","0.11474","2.04262"
"7.00000","0.11648","2.05870"
"7.10000","0.11818","2.07525"
"7.20000","0.11994","2.09221"
"7.30000","0.12167","2.10845"
"7.40000","0.12345","2.12541"
"7.50000","0.12496","2.13796"
"7.60000","0.12645","2.15008"
"7.70000","0.12808","2.16518"
"7.80000","0.12976","2.18055"
"7.90000","0.13143","2.19591"
"8.00000","0.13306","2.20919"
"8.10000","0.13471","2.22372"
"8.20000","0.13638","2.23849"
"8.30000","0.13805","2.25276"
"8.40000","0.13976","2.26842"
"8.50000","0.14149","2.28360"
"8.60000","0.14314","2.29681"
"8.70000","0.14479","2.31087"
"8.80000","0.14644","2.32425"
"8.90000","0.14807","2.33730"
"9.00000","0.14969","2.34983"
"9.10000","0.15134","2.36310"
"9.20000","0.15303","2.37674"
"9.30000","0.15459","2.38747"
"9.40000","0.15619","2.39945"
"9.50000","0.15788","2.41335"
"9.60000","0.15955","2.42616"
"9.70000","0.16120","2.43770"
"9.80000","0.16286","2.44980"
"9.90000","0.16454","2.46229"
"10.00000","0.16626","2.47499"
"10.10000","0.16812","2.48985"
"10.20000","0.16981","2.50069"
"10.30000","0.17145","2.51104"
"10.40000","0.17310","2.52146"
"10.50000","0.17480","2.53228"
"10.60000","0.17638","2.54152"
"10.70000","0.17793","2.55070"
"10.80000","0.17953","2.56077"
"10.90000","0.18122","2.57239"
"11.00000","0.18288","2.58248"
"11.10000","0.18457","2.59366"
"11.20000","0.18628","2.60513"
"11.30000","0.18796","2.61567"
"11.40000","0.18966","2.62642"
"11.50000","0.19143","2.63793"
"11.60000","0.19314","2.64798"
"11.70000","0.19475","2.65600"
"11.80000","0.19637","2.66543"
"11.90000","0.19811","2.67621"
"12.00000","0.19985","2.68632"
"12.10000","0.20158","2.69695"
"12.20000","0.20319","2.70399"
"12.30000","0.20476","2.71039"
"12.40000","0.20642","2.71941"
"12.50000","0.20803","2.72811"
"12.60000","0.20958","2.73509"
"12.70000","0.21109","2.74234"
"12.80000","0.21269","2.75102"
"12.90000","0.21432","2.76017"
"13.00000","0.21600","2.77046"
"13.10000","0.21766","2.77999"
"13.20000","0.21924","2.78752"
"13.30000","0.22101","2.79860"
"13.40000","0.22283","2.81024"
"13.50000","0.22461","2.82057"
"13.60000","0.22642","2.83207"
"13.70000","0.22811","2.84049"
"13.80000","0.22980","2.84802"
"13.90000","0.23150","2.85573"
"14.00000","0.23325","2.86529"
"14.10000","0.23494","2.87366"
"14.20000","0.23658","2.88150"
"14.30000","0.23820","2.88864"
"14.40000","0.23982","2.89651"
"14.50000","0.24147","2.90432"
"14.60000","0.24314","2.91315"
"14.70000","0.24470","2.92009"
"14.80000","0.24629","2.92751"
"14.90000","0.24788","2.93432"
"15.00000","0.24956","2.94484"
"15.10000","0.25135","2.95641"
"15.20000","0.25313","2.96721"
"15.30000","0.25484","2.97623"
"15.40000","0.25648","2.98456"
"15.50000","0.25809","2.99196"
"15.60000","0.25974","3.00054"
"15.70000","0.26135","3.00853"
"15.80000","0.26294","3.01514"
"15.90000","0.26452","3.02249"
"16.00000","0.26619","3.03249"
"16.10000","0.26788","3.04090"
"16.20000","0.26958","3.04992"
"16.30000","0.27123","3.05755"
"16.40000","0.27287","3.06553"
"16.50000","0.27449","3.07309"
"16.60000","0.27631","3.08381"
"16.70000","0.27800","3.09152"
"16.80000","0.27959","3.09874"
"16.90000","0.28120","3.10739"
"17.00000","0.28284","3.11574"
"17.10000","0.28455","3.12615"
"17.20000","0.28621","3.13547"
"17.30000","0.28788","3.14506"
"17.40000","0.28957","3.15478"
"17.50000","0.29124","3.16419"
"17.60000","0.29287","3.17248"
"17.70000","0.29457","3.18254"
"17.80000","0.29630","3.19313"
"17.90000","0.29801","3.20221"
"18.00000","0.29972","3.21203"
"18.10000","0.30139","3.22029"
"18.20000","0.30295","3.22749"
"18.30000","0.30491","3.24218"
"18.40000","0.30678","3.25404"
"18.50000","0.30841","3.26087"
"18.60000","0.30991","3.26563"
"18.70000","0.31148","3.27331"
"18.80000","0.31312","3.28183"
"18.90000","0.31474","3.29117"
"19.00000","0.31629","3.29922"
"19.10000","0.31780","3.30604"
"19.20000","0.31938","3.31534"
"19.30000","0.32100","3.32482"
"19.40000","0.32267","3.33545"
"19.50000","0.32437","3.34626"
"19.60000","0.32609","3.35718"
"19.70000","0.32777","3.36729"
"19.80000","0.32944","3.37696"
"19.90000","0.33133","3.39078"
"20.00000","0.33308","3.40203"
"20.10000","0.33477","3.41150"
"20.20000","0.33640","3.42136"
"20.30000","0.33805","3.43087"
"20.40000","0.33975","3.44206"
"20.50000","0.34141","3.45180"
"20.60000","0.34307","3.46302"
"20.70000","0.34466","3.47236"
"20.80000","0.34622","3.48310"
"20.90000","0.34786","3.49685"
"21.00000","0.34955","3.51160"
"21.10000","0.35122","3.52508"
"21.20000","0.35286","3.53897"
"21.30000","0.35451","3.55251"
"21.40000","0.35616","3.56497"
"21.50000","0.35781","3.57832"
"21.60000","0.35951","3.59249"
"21.70000","0.36130","3.60838"
"21.80000","0.36310","3.62361"
"21.90000","0.36470","3.63516"
"22.00000","0.36634","3.64730"
"22.10000","0.36806","3.66095"
"22.20000","0.36968","3.67255"
"22.30000","0.37132","3.68473"
"22.40000","0.37297","3.69705"
