General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{5AE0A13D-54C4-4540-AC22-0890269095CB}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1399 P3 W2 4"
Break (Standard) : Load at Break (Standard),"18.47808",N
Maximum Load : Maximum Load,"22.07782",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.27338"
"0.10000","0.00005","0.27517"
"0.20000","0.00051","0.28325"
"0.30000","0.00148","0.30254"
"0.40000","0.00341","0.34182"
"0.50000","0.00615","0.40047"
"0.60000","0.00907","0.46465"
"0.70000","0.01127","0.51005"
"0.80000","0.01290","0.54300"
"0.90000","0.01451","0.57725"
"1.00000","0.01617","0.61261"
"1.10000","0.01781","0.64767"
"1.20000","0.01950","0.68392"
"1.30000","0.02120","0.72031"
"1.40000","0.02290","0.75729"
"1.50000","0.02455","0.79244"
"1.60000","0.02627","0.82941"
"1.70000","0.02797","0.86606"
"1.80000","0.02969","0.90417"
"1.90000","0.03139","0.94147"
"2.00000","0.03297","0.97539"
"2.10000","0.03479","1.01613"
"2.20000","0.03651","1.05304"
"2.30000","0.03821","1.09021"
"2.40000","0.03984","1.12440"
"2.50000","0.04146","1.15938"
"2.60000","0.04306","1.19400"
"2.70000","0.04466","1.22823"
"2.80000","0.04630","1.26353"
"2.90000","0.04784","1.29673"
"3.00000","0.04944","1.33106"
"3.10000","0.05106","1.36648"
"3.20000","0.05270","1.40333"
"3.30000","0.05431","1.43733"
"3.40000","0.05587","1.47018"
"3.50000","0.05745","1.50385"
"3.60000","0.05931","1.54576"
"3.70000","0.06110","1.58434"
"3.80000","0.06280","1.62092"
"3.90000","0.06452","1.65656"
"4.00000","0.06625","1.69266"
"4.10000","0.06793","1.72727"
"4.20000","0.06961","1.76241"
"4.30000","0.07136","1.79873"
"4.40000","0.07305","1.83344"
"4.50000","0.07475","1.86931"
"4.60000","0.07645","1.90419"
"4.70000","0.07813","1.93876"
"4.80000","0.07980","1.97362"
"4.90000","0.08144","2.00765"
"5.00000","0.08308","2.04154"
"5.10000","0.08473","2.07568"
"5.20000","0.08641","2.11087"
"5.30000","0.08794","2.14174"
"5.40000","0.08957","2.17542"
"5.50000","0.09138","2.21440"
"5.60000","0.09314","2.25051"
"5.70000","0.09478","2.28284"
"5.80000","0.09643","2.31539"
"5.90000","0.09807","2.34811"
"6.00000","0.09972","2.38175"
"6.10000","0.10133","2.41296"
"6.20000","0.10293","2.44350"
"6.30000","0.10452","2.47314"
"6.40000","0.10615","2.50461"
"6.50000","0.10772","2.53457"
"6.60000","0.10939","2.56854"
"6.70000","0.11104","2.60052"
"6.80000","0.11267","2.63317"
"6.90000","0.11440","2.66883"
"7.00000","0.11610","2.70332"
"7.10000","0.11781","2.73730"
"7.20000","0.11953","2.77093"
"7.30000","0.12116","2.80202"
"7.40000","0.12283","2.83388"
"7.50000","0.12452","2.86693"
"7.60000","0.12615","2.89744"
"7.70000","0.12785","2.93057"
"7.80000","0.12952","2.96226"
"7.90000","0.13119","2.99465"
"8.00000","0.13291","3.02767"
"8.10000","0.13462","3.06095"
"8.20000","0.13642","3.09721"
"8.30000","0.13812","3.12869"
"8.40000","0.13971","3.15705"
"8.50000","0.14132","3.18689"
"8.60000","0.14281","3.21186"
"8.70000","0.14429","3.23802"
"8.80000","0.14592","3.26995"
"8.90000","0.14765","3.30419"
"9.00000","0.14927","3.33333"
"9.10000","0.15096","3.36548"
"9.20000","0.15263","3.39620"
"9.30000","0.15430","3.42658"
"9.40000","0.15592","3.45496"
"9.50000","0.15760","3.48592"
"9.60000","0.15937","3.51854"
"9.70000","0.16121","3.55448"
"9.80000","0.16304","3.58854"
"9.90000","0.16475","3.61822"
"10.00000","0.16626","3.64232"
"10.10000","0.16818","3.68133"
"10.20000","0.16993","3.71588"
"10.30000","0.17146","3.74355"
"10.40000","0.17320","3.77946"
"10.50000","0.17489","3.81328"
"10.60000","0.17652","3.84429"
"10.70000","0.17810","3.87376"
"10.80000","0.17967","3.90342"
"10.90000","0.18131","3.93527"
"11.00000","0.18290","3.96403"
"11.10000","0.18450","3.99448"
"11.20000","0.18616","4.02679"
"11.30000","0.18784","4.06003"
"11.40000","0.18948","4.08994"
"11.50000","0.19112","4.12099"
"11.60000","0.19279","4.15371"
"11.70000","0.19454","4.19034"
"11.80000","0.19624","4.22566"
"11.90000","0.19786","4.25846"
"12.00000","0.19975","4.30083"
"12.10000","0.20164","4.34230"
"12.20000","0.20324","4.37280"
"12.30000","0.20482","4.40420"
"12.40000","0.20647","4.43855"
"12.50000","0.20801","4.46883"
"12.60000","0.20955","4.49997"
"12.70000","0.21114","4.53365"
"12.80000","0.21277","4.56948"
"12.90000","0.21442","4.60491"
"13.00000","0.21606","4.63909"
"13.10000","0.21767","4.67179"
"13.20000","0.21931","4.70606"
"13.30000","0.22086","4.73664"
"13.40000","0.22264","4.77668"
"13.50000","0.22435","4.81254"
"13.60000","0.22602","4.84651"
"13.70000","0.22766","4.87939"
"13.80000","0.22927","4.91071"
"13.90000","0.23095","4.94476"
"14.00000","0.23256","4.97552"
"14.10000","0.23423","5.00858"
"14.20000","0.23598","5.04454"
"14.30000","0.23772","5.07980"
"14.40000","0.23942","5.11332"
"14.50000","0.24108","5.14385"
"14.60000","0.24265","5.17202"
"14.70000","0.24429","5.20315"
"14.80000","0.24605","5.23895"
"14.90000","0.24781","5.27328"
"15.00000","0.24953","5.30695"
"15.10000","0.25120","5.33831"
"15.20000","0.25301","5.37594"
"15.30000","0.25505","5.42003"
"15.40000","0.25674","5.45063"
"15.50000","0.25829","5.47645"
"15.60000","0.25988","5.50506"
"15.70000","0.26157","5.53823"
"15.80000","0.26330","5.57183"
"15.90000","0.26502","5.60481"
"16.00000","0.26671","5.63634"
"16.10000","0.26824","5.66108"
"16.20000","0.26974","5.68633"
"16.30000","0.27137","5.71699"
"16.40000","0.27308","5.74987"
"16.50000","0.27469","5.77933"
"16.60000","0.27627","5.80751"
"16.70000","0.27792","5.83980"
"16.80000","0.27956","5.87002"
"16.90000","0.28119","5.90021"
"17.00000","0.28286","5.93187"
"17.10000","0.28452","5.96235"
"17.20000","0.28618","5.99313"
"17.30000","0.28784","6.02343"
