General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{7BE6A233-8028-477F-9018-2A480C221923}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1399 P3 W1 3"
Break (Standard) : Load at Break (Standard),"9.23938",N
Maximum Load : Maximum Load,"10.78441",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.68014"
"0.10000","0.00008","0.68093"
"0.20000","0.00036","0.68418"
"0.30000","0.00226","0.71920"
"0.40000","0.00582","0.78221"
"0.50000","0.00784","0.81159"
"0.60000","0.00947","0.83422"
"0.70000","0.01106","0.85669"
"0.80000","0.01272","0.88033"
"0.90000","0.01435","0.90284"
"1.00000","0.01605","0.92568"
"1.10000","0.01772","0.94897"
"1.20000","0.01938","0.97135"
"1.30000","0.02108","0.99380"
"1.40000","0.02280","1.01591"
"1.50000","0.02451","1.03794"
"1.60000","0.02614","1.05788"
"1.70000","0.02798","1.08148"
"1.80000","0.02975","1.10375"
"1.90000","0.03146","1.12328"
"2.00000","0.03312","1.14311"
"2.10000","0.03477","1.16172"
"2.20000","0.03635","1.17925"
"2.30000","0.03797","1.19748"
"2.40000","0.03965","1.21661"
"2.50000","0.04125","1.23454"
"2.60000","0.04287","1.25222"
"2.70000","0.04451","1.27061"
"2.80000","0.04621","1.29013"
"2.90000","0.04787","1.30789"
"3.00000","0.04946","1.32442"
"3.10000","0.05117","1.34300"
"3.20000","0.05296","1.36265"
"3.30000","0.05461","1.37973"
"3.40000","0.05633","1.39778"
"3.50000","0.05806","1.41566"
"3.60000","0.05972","1.43179"
"3.70000","0.06141","1.44877"
"3.80000","0.06305","1.46480"
"3.90000","0.06472","1.48104"
"4.00000","0.06634","1.49599"
"4.10000","0.06796","1.51086"
"4.20000","0.06958","1.52586"
"4.30000","0.07118","1.54092"
"4.40000","0.07284","1.55661"
"4.50000","0.07455","1.57286"
"4.60000","0.07617","1.58770"
"4.70000","0.07778","1.60243"
"4.80000","0.07947","1.61871"
"4.90000","0.08114","1.63418"
"5.00000","0.08295","1.65243"
"5.10000","0.08479","1.67021"
"5.20000","0.08654","1.68667"
"5.30000","0.08817","1.70049"
"5.40000","0.08981","1.71530"
"5.50000","0.09144","1.73051"
"5.60000","0.09305","1.74538"
"5.70000","0.09469","1.76096"
"5.80000","0.09631","1.77583"
"5.90000","0.09800","1.79241"
"6.00000","0.09973","1.80982"
"6.10000","0.10137","1.82520"
"6.20000","0.10307","1.84247"
"6.30000","0.10475","1.85902"
"6.40000","0.10663","1.87950"
"6.50000","0.10839","1.89657"
"6.60000","0.11004","1.91259"
"6.70000","0.11176","1.92998"
"6.80000","0.11353","1.94833"
"6.90000","0.11528","1.96608"
"7.00000","0.11681","1.97833"
"7.10000","0.11839","1.99284"
"7.20000","0.12010","2.01074"
"7.30000","0.12170","2.02669"
"7.40000","0.12324","2.04111"
"7.50000","0.12479","2.05645"
"7.60000","0.12646","2.07495"
"7.70000","0.12810","2.09207"
"7.80000","0.12975","2.10922"
"7.90000","0.13137","2.12546"
"8.00000","0.13294","2.14073"
"8.10000","0.13444","2.15427"
"8.20000","0.13604","2.17145"
"8.30000","0.13777","2.19047"
"8.40000","0.13947","2.20758"
"8.50000","0.14108","2.22205"
"8.60000","0.14264","2.23721"
"8.70000","0.14426","2.25377"
"8.80000","0.14592","2.26975"
"8.90000","0.14755","2.28567"
"9.00000","0.14921","2.30183"
"9.10000","0.15085","2.31773"
"9.20000","0.15258","2.33493"
"9.30000","0.15439","2.35389"
"9.40000","0.15616","2.37096"
"9.50000","0.15779","2.38448"
"9.60000","0.15935","2.39728"
"9.70000","0.16123","2.41861"
"9.80000","0.16300","2.43552"
"9.90000","0.16470","2.45057"
"10.00000","0.16638","2.46592"
"10.10000","0.16808","2.48172"
"10.20000","0.16981","2.49789"
"10.30000","0.17134","2.50933"
"10.40000","0.17286","2.52181"
