General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{A932E7F1-9021-4C1B-8F50-1F76DA097F88}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1317 P1 W1 3"
Break (Standard) : Load at Break (Standard),"36.04203",N
Maximum Load : Maximum Load,"36.04203",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.48015"
"0.10000","0.00011","0.48280"
"0.20000","0.00115","0.51744"
"0.30000","0.00335","0.58587"
"0.40000","0.00554","0.65146"
"0.50000","0.00756","0.71093"
"0.60000","0.00944","0.76576"
"0.70000","0.01116","0.81450"
"0.80000","0.01280","0.86193"
"0.90000","0.01439","0.90687"
"1.00000","0.01609","0.95559"
"1.10000","0.01784","1.00428"
"1.20000","0.01951","1.05141"
"1.30000","0.02113","1.09450"
"1.40000","0.02286","1.13866"
"1.50000","0.02453","1.18493"
"1.60000","0.02616","1.23144"
"1.70000","0.02779","1.27772"
"1.80000","0.02941","1.32089"
"1.90000","0.03119","1.36610"
"2.00000","0.03288","1.40852"
"2.10000","0.03459","1.45560"
"2.20000","0.03634","1.50536"
"2.30000","0.03805","1.55112"
"2.40000","0.03965","1.59170"
"2.50000","0.04129","1.63347"
"2.60000","0.04289","1.67475"
"2.70000","0.04451","1.71840"
"2.80000","0.04624","1.76709"
"2.90000","0.04798","1.81374"
"3.00000","0.04972","1.85978"
"3.10000","0.05139","1.90144"
"3.20000","0.05294","1.94143"
"3.30000","0.05474","1.99207"
"3.40000","0.05645","2.03721"
"3.50000","0.05800","2.07513"
"3.60000","0.05956","2.11360"
"3.70000","0.06116","2.15437"
"3.80000","0.06279","2.19583"
"3.90000","0.06443","2.23938"
"4.00000","0.06603","2.28120"
"4.10000","0.06766","2.32393"
"4.20000","0.06926","2.36472"
"4.30000","0.07083","2.40401"
"4.40000","0.07243","2.44440"
"4.50000","0.07414","2.48977"
"4.60000","0.07587","2.53520"
"4.70000","0.07764","2.58082"
"4.80000","0.07945","2.62715"
"4.90000","0.08117","2.66965"
"5.00000","0.08290","2.71333"
"5.10000","0.08467","2.75772"
"5.20000","0.08653","2.80564"
"5.30000","0.08827","2.84788"
"5.40000","0.08991","2.88500"
"5.50000","0.09155","2.92242"
"5.60000","0.09319","2.96043"
"5.70000","0.09479","2.99753"
"5.80000","0.09642","3.03520"
"5.90000","0.09807","3.07325"
"6.00000","0.09966","3.10869"
"6.10000","0.10121","3.14266"
"6.20000","0.10282","3.18062"
"6.30000","0.10450","3.22022"
"6.40000","0.10613","3.25718"
"6.50000","0.10784","3.29787"
"6.60000","0.10955","3.33631"
"6.70000","0.11117","3.37194"
"6.80000","0.11290","3.41201"
"6.90000","0.11453","3.44812"
"7.00000","0.11622","3.48579"
"7.10000","0.11783","3.51892"
"7.20000","0.11947","3.55382"
"7.30000","0.12118","3.59173"
"7.40000","0.12287","3.62803"
"7.50000","0.12452","3.66338"
"7.60000","0.12621","3.69872"
"7.70000","0.12787","3.73247"
"7.80000","0.12953","3.76669"
"7.90000","0.13120","3.80147"
"8.00000","0.13283","3.83600"
"8.10000","0.13443","3.86900"
"8.20000","0.13606","3.90390"
"8.30000","0.13794","3.94758"
"8.40000","0.13972","3.98787"
"8.50000","0.14147","4.02681"
"8.60000","0.14319","4.06434"
"8.70000","0.14483","4.09782"
"8.80000","0.14640","4.12922"
"8.90000","0.14804","4.16388"
"9.00000","0.14974","4.19992"
"9.10000","0.15137","4.23326"
"9.20000","0.15301","4.26643"
"9.30000","0.15472","4.30338"
"9.40000","0.15643","4.34087"
"9.50000","0.15805","4.37394"
"9.60000","0.15972","4.40923"
"9.70000","0.16128","4.44001"
"9.80000","0.16302","4.47861"
"9.90000","0.16475","4.51555"
"10.00000","0.16628","4.54480"
"10.10000","0.16783","4.57496"
"10.20000","0.16942","4.60766"
"10.30000","0.17104","4.64185"
"10.40000","0.17272","4.67774"
"10.50000","0.17440","4.71337"
"10.60000","0.17606","4.74829"
"10.70000","0.17781","4.78632"
"10.80000","0.17953","4.82308"
"10.90000","0.18121","4.85814"
"11.00000","0.18290","4.89278"
"11.10000","0.18458","4.92782"
"11.20000","0.18624","4.96115"
"11.30000","0.18796","4.99721"
"11.40000","0.18953","5.02642"
"11.50000","0.19130","5.06495"
"11.60000","0.19321","5.10645"
"11.70000","0.19488","5.13786"
"11.80000","0.19654","5.16962"
"11.90000","0.19825","5.20321"
"12.00000","0.19984","5.23315"
"12.10000","0.20142","5.26469"
"12.20000","0.20303","5.29742"
"12.30000","0.20467","5.33156"
"12.40000","0.20619","5.36092"
"12.50000","0.20783","5.39497"
"12.60000","0.20959","5.43453"
"12.70000","0.21126","5.46865"
"12.80000","0.21296","5.50271"
"12.90000","0.21476","5.54030"
"13.00000","0.21638","5.57049"
"13.10000","0.21818","5.60869"
"13.20000","0.21979","5.63740"
"13.30000","0.22139","5.66690"
"13.40000","0.22305","5.69894"
"13.50000","0.22470","5.72969"
"13.60000","0.22632","5.75996"
"13.70000","0.22787","5.78799"
"13.80000","0.22946","5.81687"
"13.90000","0.23110","5.84794"
"14.00000","0.23275","5.87905"
"14.10000","0.23437","5.90979"
"14.20000","0.23600","5.94217"
"14.30000","0.23765","5.97543"
"14.40000","0.23933","6.00904"
"14.50000","0.24101","6.04216"
"14.60000","0.24264","6.07355"
"14.70000","0.24428","6.10660"
"14.80000","0.24591","6.13833"
"14.90000","0.24768","6.17433"
"15.00000","0.24952","6.21115"
"15.10000","0.25123","6.24180"
"15.20000","0.25286","6.27171"
"15.30000","0.25457","6.30685"
"15.40000","0.25628","6.34069"
"15.50000","0.25796","6.37170"
"15.60000","0.25959","6.40124"
"15.70000","0.26125","6.43206"
"15.80000","0.26293","6.46355"
"15.90000","0.26466","6.49736"
"16.00000","0.26645","6.53306"
"16.10000","0.26809","6.56075"
"16.20000","0.26959","6.58541"
"16.30000","0.27125","6.61707"
"16.40000","0.27313","6.65765"
"16.50000","0.27490","6.69217"
"16.60000","0.27645","6.71717"
