General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{5AE77BDB-88FA-40A3-A59B-4D567B3B2E9E}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1317 P6 W1 4"
Break (Standard) : Load at Break (Standard),"12.31246",N
Maximum Load : Maximum Load,"12.32080",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.65759"
"0.10000","0.00012","0.65899"
"0.20000","0.00105","0.67896"
"0.30000","0.00274","0.71447"
"0.40000","0.00483","0.75622"
"0.50000","0.00693","0.79719"
"0.60000","0.00896","0.83536"
"0.70000","0.01076","0.86660"
"0.80000","0.01252","0.89660"
"0.90000","0.01423","0.92628"
"1.00000","0.01590","0.95518"
"1.10000","0.01768","0.98540"
"1.20000","0.01941","1.01443"
"1.30000","0.02109","1.04276"
"1.40000","0.02279","1.07164"
"1.50000","0.02446","1.09897"
"1.60000","0.02614","1.12738"
"1.70000","0.02783","1.15533"
"1.80000","0.02953","1.18293"
"1.90000","0.03113","1.20876"
"2.00000","0.03274","1.23484"
"2.10000","0.03439","1.26099"
"2.20000","0.03608","1.28845"
"2.30000","0.03776","1.31537"
"2.40000","0.03947","1.34207"
"2.50000","0.04119","1.36892"
"2.60000","0.04288","1.39489"
"2.70000","0.04452","1.42130"
"2.80000","0.04619","1.44603"
"2.90000","0.04789","1.47246"
"3.00000","0.04965","1.49909"
"3.10000","0.05135","1.52478"
"3.20000","0.05299","1.54969"
"3.30000","0.05463","1.57467"
"3.40000","0.05628","1.59989"
"3.50000","0.05805","1.62645"
"3.60000","0.05979","1.65232"
"3.70000","0.06131","1.67406"
"3.80000","0.06317","1.70433"
"3.90000","0.06499","1.73181"
"4.00000","0.06657","1.75471"
"4.10000","0.06826","1.78097"
"4.20000","0.07001","1.80871"
"4.30000","0.07166","1.83322"
"4.40000","0.07317","1.85542"
"4.50000","0.07469","1.87814"
"4.60000","0.07623","1.90179"
"4.70000","0.07780","1.92540"
"4.80000","0.07935","1.94808"
"4.90000","0.08092","1.97169"
"5.00000","0.08251","1.99597"
"5.10000","0.08415","2.02141"
"5.20000","0.08582","2.04641"
"5.30000","0.08751","2.07234"
"5.40000","0.08924","2.09898"
"5.50000","0.09092","2.12405"
"5.60000","0.09256","2.14885"
"5.70000","0.09436","2.17740"
"5.80000","0.09621","2.20636"
"5.90000","0.09799","2.23424"
