General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{3190A841-24E3-423F-A479-D1B653D32116}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1317 P6 W1 3"
Break (Standard) : Load at Break (Standard),"14.54226",N
Maximum Load : Maximum Load,"14.79473",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.34426"
"0.10000","0.00014","0.34676"
"0.20000","0.00118","0.37838"
"0.30000","0.00319","0.43512"
"0.40000","0.00523","0.49096"
"0.50000","0.00719","0.54356"
"0.60000","0.00899","0.59071"
"0.70000","0.01080","0.63728"
"0.80000","0.01265","0.68458"
"0.90000","0.01446","0.72947"
"1.00000","0.01621","0.77440"
"1.10000","0.01790","0.81694"
"1.20000","0.01955","0.85775"
"1.30000","0.02118","0.89762"
"1.40000","0.02284","0.93678"
"1.50000","0.02449","0.97655"
"1.60000","0.02616","1.01683"
"1.70000","0.02780","1.05621"
"1.80000","0.02946","1.09577"
"1.90000","0.03113","1.13471"
"2.00000","0.03282","1.17493"
"2.10000","0.03453","1.21534"
"2.20000","0.03617","1.25387"
"2.30000","0.03781","1.29182"
"2.40000","0.03955","1.33357"
"2.50000","0.04129","1.37248"
"2.60000","0.04300","1.41179"
"2.70000","0.04472","1.45001"
"2.80000","0.04639","1.48687"
"2.90000","0.04803","1.52218"
"3.00000","0.04969","1.55795"
"3.10000","0.05139","1.59481"
"3.20000","0.05303","1.62949"
"3.30000","0.05461","1.66260"
"3.40000","0.05623","1.69654"
"3.50000","0.05792","1.73243"
"3.60000","0.05967","1.76932"
"3.70000","0.06142","1.80674"
"3.80000","0.06310","1.84089"
"3.90000","0.06477","1.87575"
"4.00000","0.06672","1.91903"
"4.10000","0.06840","1.95225"
"4.20000","0.06995","1.98264"
"4.30000","0.07163","2.01783"
"4.40000","0.07329","2.05157"
"4.50000","0.07497","2.08671"
"4.60000","0.07663","2.12043"
"4.70000","0.07826","2.15350"
"4.80000","0.07983","2.18406"
"4.90000","0.08146","2.21691"
"5.00000","0.08308","2.24892"
"5.10000","0.08463","2.27692"
"5.20000","0.08622","2.30691"
"5.30000","0.08786","2.33838"
"5.40000","0.08956","2.37133"
"5.50000","0.09124","2.40212"
"5.60000","0.09287","2.43104"
"5.70000","0.09474","2.46878"
"5.80000","0.09639","2.49656"
"5.90000","0.09802","2.52591"
"6.00000","0.09970","2.56038"
"6.10000","0.10138","2.59298"
"6.20000","0.10297","2.62340"
"6.30000","0.10455","2.65513"
"6.40000","0.10613","2.68968"
"6.50000","0.10773","2.72518"
"6.60000","0.10932","2.76166"
"6.70000","0.11104","2.80387"
"6.80000","0.11276","2.84504"
"6.90000","0.11445","2.88556"
"7.00000","0.11622","2.92964"
"7.10000","0.11790","2.96730"
"7.20000","0.11954","3.00399"
"7.30000","0.12129","3.04532"
"7.40000","0.12286","3.07860"
"7.50000","0.12453","3.11658"
"7.60000","0.12629","3.15724"
"7.70000","0.12800","3.19561"
"7.80000","0.12967","3.23271"
"7.90000","0.13132","3.26899"
"8.00000","0.13291","3.30219"
"8.10000","0.13456","3.33824"
"8.20000","0.13623","3.37591"
"8.30000","0.13788","3.41263"
"8.40000","0.13954","3.45129"
"8.50000","0.14124","3.49137"
"8.60000","0.14289","3.52893"
"8.70000","0.14452","3.56541"
"8.80000","0.14617","3.60245"
"8.90000","0.14778","3.63765"
"9.00000","0.14946","3.67567"
"9.10000","0.15129","3.71853"
"9.20000","0.15312","3.75845"
"9.30000","0.15480","3.79144"
"9.40000","0.15646","3.82722"
"9.50000","0.15812","3.86173"
"9.60000","0.15970","3.89203"
"9.70000","0.16125","3.92168"
"9.80000","0.16280","3.95245"
"9.90000","0.16437","3.98228"
"10.00000","0.16591","4.01179"
"10.10000","0.16751","4.04344"
"10.20000","0.16919","4.07770"
"10.30000","0.17093","4.11400"
"10.40000","0.17253","4.14506"
"10.50000","0.17425","4.18084"
"10.60000","0.17598","4.21596"
"10.70000","0.17772","4.25103"
"10.80000","0.17940","4.28326"
"10.90000","0.18110","4.31688"
"11.00000","0.18280","4.34971"
"11.10000","0.18445","4.37948"
"11.20000","0.18614","4.41180"
"11.30000","0.18772","4.43912"
"11.40000","0.18932","4.46745"
"11.50000","0.19092","4.49564"
"11.60000","0.19255","4.52575"
"11.70000","0.19431","4.55990"
"11.80000","0.19609","4.59289"
"11.90000","0.19775","4.62128"
"12.00000","0.19944","4.65060"
"12.10000","0.20117","4.68203"
"12.20000","0.20285","4.71062"
"12.30000","0.20450","4.73950"
"12.40000","0.20631","4.77593"
"12.50000","0.20815","4.81112"
"12.60000","0.20984","4.83916"
"12.70000","0.21148","4.86510"
"12.80000","0.21308","4.89161"
"12.90000","0.21473","4.91952"
"13.00000","0.21639","4.94832"
"13.10000","0.21806","4.97744"
"13.20000","0.21968","5.00410"
"13.30000","0.22133","5.03265"
"13.40000","0.22302","5.06310"
"13.50000","0.22479","5.09608"
"13.60000","0.22639","5.12194"
"13.70000","0.22800","5.14871"
"13.80000","0.22982","5.18416"
"13.90000","0.23148","5.21051"
"14.00000","0.23313","5.23678"
"14.10000","0.23476","5.26229"
"14.20000","0.23637","5.28883"
"14.30000","0.23796","5.31489"
"14.40000","0.23953","5.34114"
"14.50000","0.24117","5.37033"
"14.60000","0.24278","5.39662"
"14.70000","0.24437","5.42259"
"14.80000","0.24596","5.44879"
"14.90000","0.24754","5.47486"
"15.00000","0.24920","5.50399"
"15.10000","0.25088","5.53290"
"15.20000","0.25253","5.55881"
"15.30000","0.25426","5.58898"
"15.40000","0.25593","5.61575"
"15.50000","0.25754","5.64027"
"15.60000","0.25928","5.66865"
"15.70000","0.26106","5.69874"
"15.80000","0.26291","5.73077"
"15.90000","0.26462","5.75515"
"16.00000","0.26630","5.78108"
"16.10000","0.26796","5.80587"
"16.20000","0.26961","5.83162"
"16.30000","0.27127","5.85833"
"16.40000","0.27294","5.88423"
"16.50000","0.27461","5.91157"
"16.60000","0.27629","5.93866"
"16.70000","0.27804","5.96762"
"16.80000","0.27980","5.99621"
"16.90000","0.28140","6.01776"
"17.00000","0.28308","6.04465"
"17.10000","0.28486","6.07523"
"17.20000","0.28655","6.10076"
"17.30000","0.28823","6.12492"
"17.40000","0.28995","6.15234"
"17.50000","0.29164","6.17764"
"17.60000","0.29329","6.20112"
"17.70000","0.29490","6.22288"
"17.80000","0.29663","6.25173"
"17.90000","0.29828","6.27538"
"18.00000","0.29993","6.29919"
"18.10000","0.30152","6.32191"
"18.20000","0.30309","6.34445"
"18.30000","0.30473","6.36993"
"18.40000","0.30644","6.39847"
"18.50000","0.30822","6.42956"
"18.60000","0.30995","6.45713"
"18.70000","0.31158","6.48141"
"18.80000","0.31315","6.50341"
"18.90000","0.31504","6.54152"
"19.00000","0.31682","6.57154"
"19.10000","0.31845","6.59422"
"19.20000","0.32004","6.61730"
"19.30000","0.32166","6.64073"
"19.40000","0.32327","6.66481"
"19.50000","0.32485","6.68809"
"19.60000","0.32649","6.71326"
"19.70000","0.32814","6.73935"
"19.80000","0.32984","6.76478"
