General : Start date,9/3/2020,
General : End date,9/3/2020,
General : Unique identifier,{2A0955CB-9FB5-47BC-89E0-D6E0819876B3},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1392 P4 W1 2,
Break (Standard) : Load at Break (Standard),4.15689,N
Maximum Load : Maximum Load,7.71968,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.81986
0.1,0.0001,0.82063
0.2,0.00086,0.83394
0.3,0.00288,0.86938
0.4,0.00511,0.90314
0.5,0.0072,0.93641
0.6,0.00921,0.96638
0.7,0.01096,0.99137
0.8,0.01275,1.01863
0.9,0.01434,1.04212
1,0.01599,1.06676
1.1,0.01791,1.0948
1.2,0.01974,1.12139
1.3,0.02143,1.14587
1.4,0.02308,1.16956
1.5,0.02474,1.19192
1.6,0.02639,1.21483
1.7,0.02806,1.23783
1.8,0.02967,1.26002
1.9,0.03131,1.28251
2,0.03291,1.30429
2.1,0.0346,1.32702
2.2,0.03627,1.35004
2.3,0.03792,1.37187
2.4,0.03948,1.39232
2.5,0.04129,1.41751
2.6,0.04303,1.43958
2.7,0.04466,1.45998
2.8,0.0463,1.48043
2.9,0.04796,1.50113
3,0.04962,1.52138
3.1,0.05128,1.54225
3.2,0.05293,1.5627
3.3,0.05452,1.58168
3.4,0.05613,1.60088
3.5,0.05785,1.62206
3.6,0.05957,1.64394
3.7,0.06122,1.66284
3.8,0.06284,1.68253
3.9,0.0645,1.70178
4,0.06618,1.7227
4.1,0.06784,1.7426
4.2,0.06955,1.76319
4.3,0.07122,1.78355
4.4,0.07302,1.80517
4.5,0.07472,1.8248
4.6,0.07639,1.84517
4.7,0.07807,1.86569
4.8,0.07969,1.88485
4.9,0.08135,1.90579
5,0.08296,1.92519
5.1,0.08456,1.94527
5.2,0.08622,1.96635
5.3,0.08789,1.98749
5.4,0.08953,2.00881
5.5,0.0912,2.02996
5.6,0.09288,2.05192
5.7,0.09452,2.0725
5.8,0.0963,2.09573
5.9,0.09805,2.11903
6,0.09979,2.13996
6.1,0.10143,2.1614
6.2,0.1031,2.18242
6.3,0.10477,2.20419
6.4,0.10643,2.22608
6.5,0.10811,2.24723
6.6,0.10979,2.26875
6.7,0.11143,2.28938
6.8,0.11306,2.30982
6.9,0.11469,2.32994
7,0.11635,2.35079
7.1,0.11796,2.37076
7.2,0.11951,2.39011
7.3,0.12114,2.41156
7.4,0.1228,2.43341
7.5,0.12445,2.45467
7.6,0.12611,2.47586
7.7,0.12783,2.49948
7.8,0.12951,2.52189
7.9,0.13116,2.54382
8,0.13285,2.56506
8.1,0.13455,2.5867
8.2,0.1362,2.60868
8.3,0.13785,2.6302
8.4,0.13949,2.64993
8.5,0.14111,2.67154
8.6,0.1429,2.69584
8.7,0.14484,2.7226
8.8,0.14655,2.74398
8.9,0.14803,2.75989
9,0.14972,2.78353
9.1,0.15151,2.80715
9.2,0.1532,2.82795
9.3,0.15491,2.84896
