General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{9E6FF197-43EB-4614-A84A-F4087A539077}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1402 P4 W1 4"
Break (Standard) : Load at Break (Standard),"8.38542",N
Maximum Load : Maximum Load,"12.89643",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.60559"
"0.10000","0.00010","0.60715"
"0.20000","0.00049","0.61259"
"0.30000","0.00304","0.64936"
"0.40000","0.00553","0.67754"
"0.50000","0.00745","0.69677"
"0.60000","0.00924","0.71425"
"0.70000","0.01097","0.73100"
"0.80000","0.01271","0.74829"
"0.90000","0.01446","0.76529"
"1.00000","0.01634","0.78341"
"1.10000","0.01827","0.80171"
"1.20000","0.01992","0.81764"
"1.30000","0.02160","0.83245"
"1.40000","0.02321","0.84736"
"1.50000","0.02488","0.86166"
"1.60000","0.02645","0.87518"
"1.70000","0.02801","0.88827"
"1.80000","0.02970","0.90275"
"1.90000","0.03127","0.91679"
"2.00000","0.03279","0.92933"
"2.10000","0.03440","0.94297"
"2.20000","0.03608","0.95627"
"2.30000","0.03768","0.96979"
"2.40000","0.03933","0.98343"
"2.50000","0.04115","0.99954"
"2.60000","0.04285","1.01274"
"2.70000","0.04454","1.02736"
"2.80000","0.04625","1.04090"
"2.90000","0.04800","1.05557"
"3.00000","0.04973","1.06919"
"3.10000","0.05136","1.08214"
"3.20000","0.05299","1.09495"
"3.30000","0.05465","1.10835"
"3.40000","0.05619","1.11925"
"3.50000","0.05783","1.13253"
"3.60000","0.05951","1.14565"
"3.70000","0.06119","1.15871"
"3.80000","0.06290","1.17227"
"3.90000","0.06451","1.18408"
"4.00000","0.06617","1.19668"
"4.10000","0.06785","1.20961"
"4.20000","0.06968","1.22428"
"4.30000","0.07143","1.23763"
"4.40000","0.07321","1.25164"
"4.50000","0.07496","1.26533"
"4.60000","0.07657","1.27753"
"4.70000","0.07825","1.29047"
"4.80000","0.07991","1.30259"
"4.90000","0.08154","1.31406"
"5.00000","0.08317","1.32536"
"5.10000","0.08488","1.33705"
"5.20000","0.08661","1.34954"
"5.30000","0.08827","1.36164"
"5.40000","0.08988","1.37367"
"5.50000","0.09146","1.38480"
"5.60000","0.09296","1.39508"
"5.70000","0.09473","1.40895"
"5.80000","0.09646","1.42114"
"5.90000","0.09805","1.43192"
"6.00000","0.09965","1.44371"
"6.10000","0.10124","1.45437"
"6.20000","0.10285","1.46606"
"6.30000","0.10451","1.47791"
"6.40000","0.10615","1.48977"
"6.50000","0.10781","1.50104"
"6.60000","0.10945","1.51213"
"6.70000","0.11103","1.52280"
"6.80000","0.11270","1.53436"
"6.90000","0.11449","1.54732"
"7.00000","0.11626","1.55907"
"7.10000","0.11797","1.57038"
"7.20000","0.11973","1.58264"
"7.30000","0.12128","1.59140"
"7.40000","0.12303","1.60322"
"7.50000","0.12494","1.61649"
"7.60000","0.12661","1.62453"
"7.70000","0.12820","1.63330"
"7.80000","0.12988","1.64366"
"7.90000","0.13161","1.65424"
"8.00000","0.13326","1.66495"
"8.10000","0.13480","1.67383"
"8.20000","0.13643","1.68393"
"8.30000","0.13811","1.69539"
"8.40000","0.13973","1.70498"
"8.50000","0.14132","1.71340"
"8.60000","0.14290","1.72222"
"8.70000","0.14457","1.73315"
"8.80000","0.14632","1.74363"
"8.90000","0.14791","1.75241"
"9.00000","0.14965","1.76238"
"9.10000","0.15134","1.77155"
"9.20000","0.15304","1.78137"
"9.30000","0.15469","1.78920"
"9.40000","0.15635","1.79769"
"9.50000","0.15801","1.80546"
"9.60000","0.15957","1.81237"
"9.70000","0.16115","1.81981"
"9.80000","0.16277","1.82764"
"9.90000","0.16438","1.83529"
"10.00000","0.16602","1.84295"
"10.10000","0.16762","1.85019"
"10.20000","0.16928","1.85865"
"10.30000","0.17101","1.86817"
"10.40000","0.17267","1.87560"
"10.50000","0.17439","1.88425"
"10.60000","0.17607","1.89225"
"10.70000","0.17770","1.89873"
"10.80000","0.17950","1.90849"
"10.90000","0.18131","1.91681"
"11.00000","0.18297","1.92303"
"11.10000","0.18459","1.92917"
"11.20000","0.18623","1.93541"
"11.30000","0.18791","1.94171"
"11.40000","0.18951","1.94674"
"11.50000","0.19115","1.95233"
"11.60000","0.19286","1.95946"
"11.70000","0.19450","1.96539"
"11.80000","0.19618","1.97121"
"11.90000","0.19787","1.97672"
"12.00000","0.19954","1.98251"
"12.10000","0.20112","1.98809"
"12.20000","0.20282","1.99497"
