General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{6DA4A6D2-DB1E-4C84-9D1B-A41C473C3024}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1402 P3 W1 4"
Break (Standard) : Load at Break (Standard),"13.47252",N
Maximum Load : Maximum Load,"15.88691",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.30685"
"0.10000","0.00011","0.30757"
"0.20000","0.00066","0.31627"
"0.30000","0.00201","0.33496"
"0.40000","0.00412","0.36476"
"0.50000","0.00659","0.39825"
"0.60000","0.00882","0.42620"
"0.70000","0.01076","0.44934"
"0.80000","0.01261","0.47091"
"0.90000","0.01438","0.49075"
"1.00000","0.01592","0.50706"
"1.10000","0.01745","0.52365"
"1.20000","0.01906","0.54071"
"1.30000","0.02076","0.55857"
"1.40000","0.02249","0.57595"
"1.50000","0.02422","0.59249"
"1.60000","0.02587","0.60890"
"1.70000","0.02766","0.62669"
"1.80000","0.02937","0.64234"
"1.90000","0.03108","0.65735"
"2.00000","0.03276","0.67263"
"2.10000","0.03439","0.68719"
"2.20000","0.03606","0.70198"
"2.30000","0.03775","0.71707"
"2.40000","0.03949","0.73235"
"2.50000","0.04127","0.74750"
"2.60000","0.04294","0.76149"
"2.70000","0.04462","0.77497"
"2.80000","0.04627","0.78854"
"2.90000","0.04792","0.80194"
"3.00000","0.04961","0.81622"
"3.10000","0.05136","0.83045"
"3.20000","0.05309","0.84435"
"3.30000","0.05474","0.85772"
"3.40000","0.05638","0.87008"
"3.50000","0.05801","0.88232"
"3.60000","0.05969","0.89556"
"3.70000","0.06136","0.90801"
"3.80000","0.06299","0.92105"
"3.90000","0.06460","0.93494"
"4.00000","0.06623","0.95075"
"4.10000","0.06797","0.96885"
"4.20000","0.06974","0.98776"
"4.30000","0.07135","1.00328"
"4.40000","0.07292","1.01975"
"4.50000","0.07460","1.03847"
"4.60000","0.07634","1.05712"
"4.70000","0.07803","1.07473"
"4.80000","0.07979","1.09819"
"4.90000","0.08144","1.12138"
"5.00000","0.08292","1.14212"
"5.10000","0.08441","1.16432"
"5.20000","0.08613","1.19189"
"5.30000","0.08781","1.21809"
"5.40000","0.08946","1.24420"
"5.50000","0.09106","1.26844"
"5.60000","0.09269","1.29390"
"5.70000","0.09435","1.31926"
"5.80000","0.09604","1.34518"
"5.90000","0.09771","1.37121"
"6.00000","0.09938","1.39770"
"6.10000","0.10106","1.42364"
"6.20000","0.10268","1.44890"
"6.30000","0.10446","1.47735"
"6.40000","0.10626","1.50627"
"6.50000","0.10796","1.53102"
"6.60000","0.10966","1.55631"
"6.70000","0.11139","1.58157"
"6.80000","0.11302","1.60426"
"6.90000","0.11459","1.62524"
"7.00000","0.11619","1.64823"
"7.10000","0.11780","1.67056"
"7.20000","0.11946","1.69306"
"7.30000","0.12114","1.71588"
"7.40000","0.12281","1.73728"
"7.50000","0.12444","1.75720"
"7.60000","0.12601","1.77457"
"7.70000","0.12757","1.79257"
"7.80000","0.12939","1.81723"
"7.90000","0.13121","1.83915"
"8.00000","0.13286","1.85612"
"8.10000","0.13450","1.87336"
"8.20000","0.13627","1.89360"
"8.30000","0.13794","1.91094"
"8.40000","0.13954","1.92597"
"8.50000","0.14122","1.94369"
"8.60000","0.14286","1.96003"
"8.70000","0.14451","1.97734"
"8.80000","0.14622","1.99490"
"8.90000","0.14777","2.00839"
"9.00000","0.14945","2.02668"
"9.10000","0.15112","2.04342"
"9.20000","0.15282","2.06132"
"9.30000","0.15457","2.07973"
"9.40000","0.15634","2.09855"
"9.50000","0.15793","2.11243"
"9.60000","0.15960","2.12948"
"9.70000","0.16156","2.15367"
"9.80000","0.16338","2.17135"
"9.90000","0.16506","2.18540"
"10.00000","0.16663","2.19781"
"10.10000","0.16826","2.21208"
"10.20000","0.16993","2.22704"
"10.30000","0.17156","2.24124"
"10.40000","0.17316","2.25497"
"10.50000","0.17470","2.26682"
"10.60000","0.17638","2.28325"
"10.70000","0.17803","2.29842"
"10.80000","0.17959","2.31100"
"10.90000","0.18103","2.32053"
"11.00000","0.18265","2.33663"
"11.10000","0.18441","2.35485"
"11.20000","0.18604","2.36872"
"11.30000","0.18768","2.38267"
"11.40000","0.18941","2.39920"
"11.50000","0.19113","2.41425"
"11.60000","0.19286","2.42901"
"11.70000","0.19457","2.44357"
"11.80000","0.19619","2.45524"
"11.90000","0.19786","2.46888"
"12.00000","0.19954","2.48273"
"12.10000","0.20119","2.49543"
"12.20000","0.20293","2.51093"
"12.30000","0.20472","2.52721"
"12.40000","0.20651","2.54322"
"12.50000","0.20822","2.55692"
"12.60000","0.20987","2.56969"
"12.70000","0.21147","2.58215"
"12.80000","0.21306","2.59387"
"12.90000","0.21474","2.60991"
"13.00000","0.21660","2.63041"
"13.10000","0.21832","2.64531"
"13.20000","0.21995","2.65802"
"13.30000","0.22159","2.67085"
"13.40000","0.22318","2.68216"
"13.50000","0.22480","2.69608"
"13.60000","0.22641","2.70894"
"13.70000","0.22805","2.72396"
"13.80000","0.22971","2.73846"
"13.90000","0.23139","2.75387"
"14.00000","0.23305","2.76791"
"14.10000","0.23464","2.78054"
"14.20000","0.23614","2.79046"
"14.30000","0.23796","2.80986"
"14.40000","0.23980","2.82844"
"14.50000","0.24144","2.84062"
"14.60000","0.24307","2.85278"
"14.70000","0.24474","2.86749"
"14.80000","0.24637","2.88059"
"14.90000","0.24798","2.89261"
"15.00000","0.24959","2.90559"
"15.10000","0.25124","2.92054"
"15.20000","0.25288","2.93495"
"15.30000","0.25451","2.94909"
"15.40000","0.25616","2.96449"
"15.50000","0.25785","2.98091"
"15.60000","0.25951","2.99598"
"15.70000","0.26119","3.01231"
"15.80000","0.26285","3.02775"
"15.90000","0.26451","3.04330"
"16.00000","0.26620","3.05984"
"16.10000","0.26784","3.07604"
"16.20000","0.26969","3.09743"
"16.30000","0.27147","3.11647"
"16.40000","0.27320","3.13360"
"16.50000","0.27482","3.14717"
"16.60000","0.27645","3.16170"
"16.70000","0.27797","3.17370"
"16.80000","0.27954","3.18818"
"16.90000","0.28118","3.20430"
"17.00000","0.28285","3.22188"
"17.10000","0.28458","3.24043"
"17.20000","0.28625","3.25677"
"17.30000","0.28795","3.27390"
"17.40000","0.28969","3.29193"
"17.50000","0.29121","3.30299"
"17.60000","0.29297","3.32231"
"17.70000","0.29468","3.33935"
"17.80000","0.29642","3.35611"
"17.90000","0.29809","3.37147"
"18.00000","0.29971","3.38482"
"18.10000","0.30140","3.40081"
"18.20000","0.30303","3.41409"
"18.30000","0.30459","3.42538"
"18.40000","0.30615","3.43781"
"18.50000","0.30775","3.45150"
"18.60000","0.30938","3.46626"
"18.70000","0.31101","3.48026"
"18.80000","0.31270","3.49699"
"18.90000","0.31436","3.51122"
"19.00000","0.31606","3.52775"
"19.10000","0.31771","3.54125"
"19.20000","0.31937","3.55524"
"19.30000","0.32104","3.56977"
"19.40000","0.32277","3.58561"
"19.50000","0.32461","3.60529"
"19.60000","0.32633","3.62043"
"19.70000","0.32807","3.63648"
"19.80000","0.32973","3.65042"
"19.90000","0.33137","3.66334"
"20.00000","0.33310","3.68001"
"20.10000","0.33479","3.69645"
"20.20000","0.33646","3.71106"
"20.30000","0.33810","3.72433"
"20.40000","0.33974","3.73885"
"20.50000","0.34150","3.75755"
"20.60000","0.34328","3.77507"
"20.70000","0.34491","3.78786"
"20.80000","0.34646","3.79945"
"20.90000","0.34825","3.81898"
"21.00000","0.35001","3.83532"
"21.10000","0.35164","3.84834"
"21.20000","0.35326","3.86134"
"21.30000","0.35487","3.87386"
"21.40000","0.35652","3.88851"
"21.50000","0.35820","3.90312"
"21.60000","0.35977","3.91466"
"21.70000","0.36134","3.92668"
"21.80000","0.36299","3.94051"
"21.90000","0.36462","3.95465"
"22.00000","0.36623","3.96746"
"22.10000","0.36792","3.98307"
"22.20000","0.36966","3.99987"
"22.30000","0.37141","4.01618"
"22.40000","0.37306","4.02909"
"22.50000","0.37475","4.04353"
"22.60000","0.37647","4.05990"
"22.70000","0.37810","4.07228"
"22.80000","0.37978","4.08661"
"22.90000","0.38139","4.09822"
"23.00000","0.38305","4.11109"
"23.10000","0.38467","4.12440"
"23.20000","0.38628","4.13607"
"23.30000","0.38784","4.14681"
"23.40000","0.38947","4.16014"
"23.50000","0.39105","4.17138"
"23.60000","0.39266","4.18341"
"23.70000","0.39431","4.19649"
"23.80000","0.39601","4.21165"
"23.90000","0.39768","4.22456"
"24.00000","0.39939","4.23862"
"24.10000","0.40108","4.25135"
"24.20000","0.40299","4.27019"
"24.30000","0.40484","4.28520"
"24.40000","0.40652","4.29602"
"24.50000","0.40815","4.30560"
"24.60000","0.40976","4.31636"
"24.70000","0.41134","4.32570"
"24.80000","0.41295","4.33703"
"24.90000","0.41453","4.34822"
"25.00000","0.41619","4.36140"
"25.10000","0.41785","4.37473"
"25.20000","0.41951","4.38807"
"25.30000","0.42120","4.40166"
"25.40000","0.42286","4.41415"
"25.50000","0.42456","4.42811"
"25.60000","0.42626","4.44087"
"25.70000","0.42792","4.45322"
"25.80000","0.42954","4.46459"
"25.90000","0.43123","4.47866"
"26.00000","0.43294","4.49242"
"26.10000","0.43466","4.50582"
"26.20000","0.43653","4.52292"
"26.30000","0.43827","4.53597"
"26.40000","0.43979","4.54251"
"26.50000","0.44138","4.55266"
"26.60000","0.44300","4.56307"
"26.70000","0.44458","4.57161"
"26.80000","0.44615","4.58150"
"26.90000","0.44776","4.59379"
"27.00000","0.44944","4.60715"
"27.10000","0.45124","4.62438"
"27.20000","0.45288","4.63550"
"27.30000","0.45444","4.64436"
"27.40000","0.45617","4.65912"
"27.50000","0.45798","4.67561"
"27.60000","0.45973","4.68982"
"27.70000","0.46148","4.70309"
"27.80000","0.46307","4.71098"
"27.90000","0.46471","4.72159"
"28.00000","0.46638","4.73263"
"28.10000","0.46806","4.74408"
"28.20000","0.46973","4.75524"
"28.30000","0.47140","4.76538"
"28.40000","0.47305","4.77471"
"28.50000","0.47481","4.78487"
"28.60000","0.47651","4.78385"
"28.70000","0.47819","4.79802"
"28.80000","0.47978","4.80912"
"28.90000","0.48137","4.82011"
"29.00000","0.48303","4.83405"
"29.10000","0.48466","4.84643"
"29.20000","0.48641","4.86203"
"29.30000","0.48804","4.87286"
"29.40000","0.48971","4.88533"
"29.50000","0.49141","4.89837"
"29.60000","0.49311","4.91094"
"29.70000","0.49470","4.91974"
"29.80000","0.49635","4.93130"
"29.90000","0.49799","4.94205"
"30.00000","0.49960","4.95150"
"30.10000","0.50122","4.96133"
"30.20000","0.50298","4.97574"
"30.30000","0.50469","4.98758"
"30.40000","0.50633","4.99739"
"30.50000","0.50801","5.00846"
"30.60000","0.50956","5.01493"
"30.70000","0.51129","5.02750"
"30.80000","0.51310","5.04283"
"30.90000","0.51475","5.05176"
"31.00000","0.51639","5.06162"
"31.10000","0.51805","5.07235"
"31.20000","0.51973","5.08292"
"31.30000","0.52128","5.09006"
"31.40000","0.52285","5.09806"
"31.50000","0.52452","5.10938"
"31.60000","0.52614","5.11879"
"31.70000","0.52765","5.12479"
"31.80000","0.52930","5.13559"
"31.90000","0.53099","5.14681"
"32.00000","0.53277","5.15999"
"32.10000","0.53444","5.16995"
"32.20000","0.53615","5.18064"
"32.30000","0.53769","5.18628"
"32.40000","0.53943","5.19902"
"32.50000","0.54141","5.21829"
"32.60000","0.54329","5.23355"
"32.70000","0.54502","5.24330"
"32.80000","0.54661","5.24959"
"32.90000","0.54824","5.25888"
"33.00000","0.54989","5.26896"
"33.10000","0.55150","5.27831"
"33.20000","0.55314","5.28893"
"33.30000","0.55479","5.30026"
"33.40000","0.55647","5.31062"
"33.50000","0.55815","5.32270"
"33.60000","0.55986","5.33489"
"33.70000","0.56151","5.34484"
"33.80000","0.56312","5.35329"
"33.90000","0.56470","5.36044"
"34.00000","0.56649","5.37552"
"34.10000","0.56814","5.38465"
"34.20000","0.56974","5.39179"
"34.30000","0.57138","5.40049"
"34.40000","0.57305","5.41011"
"34.50000","0.57467","5.41874"
"34.60000","0.57625","5.42508"
"34.70000","0.57781","5.43263"
"34.80000","0.57944","5.44200"
"34.90000","0.58108","5.45150"
"35.00000","0.58268","5.46120"
"35.10000","0.58430","5.47255"
"35.20000","0.58599","5.48740"
"35.30000","0.58773","5.50496"
"35.40000","0.58945","5.52108"
"35.50000","0.59111","5.53451"
"35.60000","0.59281","5.54881"
"35.70000","0.59450","5.56168"
"35.80000","0.59646","5.58436"
"35.90000","0.59837","5.60375"
"36.00000","0.59999","5.61484"
"36.10000","0.60156","5.62607"
"36.20000","0.60324","5.64095"
"36.30000","0.60489","5.65469"
"36.40000","0.60646","5.66495"
"36.50000","0.60809","5.67765"
"36.60000","0.60974","5.69019"
"36.70000","0.61141","5.66726"
"36.80000","0.61310","5.68920"
"36.90000","0.61476","5.70733"
"37.00000","0.61634","5.72242"
"37.10000","0.61783","5.73366"
"37.20000","0.61948","5.75268"
"37.30000","0.62126","5.77634"
"37.40000","0.62293","5.79483"
"37.50000","0.62448","5.80889"
"37.60000","0.62614","5.82554"
"37.70000","0.62784","5.84469"
"37.80000","0.62946","5.85964"
"37.90000","0.63113","5.87648"
"38.00000","0.63277","5.89296"
"38.10000","0.63443","5.90973"
"38.20000","0.63610","5.92742"
"38.30000","0.63780","5.94542"
"38.40000","0.63940","5.96115"
"38.50000","0.64106","5.97853"
"38.60000","0.64267","5.99399"
"38.70000","0.64430","6.01050"
"38.80000","0.64602","6.03040"
"38.90000","0.64773","6.04893"
"39.00000","0.64943","6.06876"
"39.10000","0.65120","6.09071"
"39.20000","0.65293","6.10988"
"39.30000","0.65466","6.12919"
"39.40000","0.65645","6.15108"
"39.50000","0.65805","6.16484"
"39.60000","0.65968","6.18154"
"39.70000","0.66140","6.20065"
"39.80000","0.66300","6.21450"
"39.90000","0.66459","6.22914"
"40.00000","0.66622","6.24506"
"40.10000","0.66794","6.26424"
"40.20000","0.66968","6.28403"
"40.30000","0.67138","6.30207"
"40.40000","0.67300","6.31646"
"40.50000","0.67478","6.33870"
"40.60000","0.67649","6.35621"
"40.70000","0.67803","6.36755"
"40.80000","0.67976","6.38658"
"40.90000","0.68146","6.40404"
"41.00000","0.68298","6.41511"
"41.10000","0.68459","6.43099"
"41.20000","0.68623","6.44819"
"41.30000","0.68787","6.46503"
"41.40000","0.68953","6.48206"
"41.50000","0.69121","6.50021"
"41.60000","0.69294","6.51985"
"41.70000","0.69461","6.53670"
"41.80000","0.69619","6.54899"
"41.90000","0.69787","6.56652"
"42.00000","0.69957","6.58325"
"42.10000","0.70126","6.60034"
"42.20000","0.70281","6.61239"
"42.30000","0.70468","6.63684"
"42.40000","0.70661","6.66127"
"42.50000","0.70832","6.67636"
"42.60000","0.70990","6.68802"
"42.70000","0.71150","6.70104"
"42.80000","0.71318","6.71749"
"42.90000","0.71468","6.72756"
"43.00000","0.71625","6.74131"
"43.10000","0.71777","6.75233"
"43.20000","0.71938","6.76883"
"43.30000","0.72102","6.78497"
"43.40000","0.72265","6.79996"
"43.50000","0.72430","6.81624"
"43.60000","0.72592","6.83145"
"43.70000","0.72754","6.84652"
"43.80000","0.72934","6.86773"
"43.90000","0.73111","6.88657"
"44.00000","0.73285","6.90278"
"44.10000","0.73453","6.91722"
"44.20000","0.73620","6.93174"
"44.30000","0.73781","6.94429"
"44.40000","0.73946","6.95785"
"44.50000","0.74113","6.97255"
"44.60000","0.74280","6.98692"
"44.70000","0.74443","7.00033"
"44.80000","0.74608","7.01525"
"44.90000","0.74770","7.02858"
"45.00000","0.74939","7.04668"
"45.10000","0.75112","7.06633"
"45.20000","0.75287","7.08444"
"45.30000","0.75456","7.10612"
"45.40000","0.75632","7.13077"
"45.50000","0.75796","7.14949"
"45.60000","0.75962","7.17068"
"45.70000","0.76147","7.19911"
"45.80000","0.76315","7.21836"
"45.90000","0.76489","7.23981"
"46.00000","0.76663","7.22752"
"46.10000","0.76816","7.24609"
"46.20000","0.76973","7.26593"
"46.30000","0.77141","7.28963"
"46.40000","0.77303","7.30994"
"46.50000","0.77467","7.33070"
"46.60000","0.77637","7.35321"
"46.70000","0.77799","7.37264"
"46.80000","0.77954","7.38924"
"46.90000","0.78108","7.40671"
"47.00000","0.78282","7.43276"
"47.10000","0.78467","7.46314"
"47.20000","0.78649","7.49010"
"47.30000","0.78820","7.51337"
"47.40000","0.78994","7.53686"
"47.50000","0.79161","7.55779"
"47.60000","0.79318","7.57463"
"47.70000","0.79482","7.59609"
"47.80000","0.79643","7.61551"
"47.90000","0.79802","7.63483"
"48.00000","0.79964","7.65535"
"48.10000","0.80133","7.67997"
"48.20000","0.80309","7.70613"
"48.30000","0.80476","7.72606"
"48.40000","0.80646","7.74909"
"48.50000","0.80817","7.77113"
"48.60000","0.80977","7.78902"
"48.70000","0.81141","7.80901"
"48.80000","0.81304","7.82949"
"48.90000","0.81470","7.85189"
"49.00000","0.81647","7.87867"
"49.10000","0.81827","7.90571"
"49.20000","0.81992","7.92536"
"49.30000","0.82154","7.94373"
"49.40000","0.82323","7.96473"
"49.50000","0.82480","7.98141"
"49.60000","0.82642","8.00091"
"49.70000","0.82812","8.02426"
"49.80000","0.82983","8.04700"
"49.90000","0.83150","8.06644"
"50.00000","0.83315","8.08580"
"50.10000","0.83483","8.10625"
"50.20000","0.83641","8.12199"
"50.30000","0.83830","8.15327"
"50.40000","0.84009","8.17610"
"50.50000","0.84160","8.18694"
"50.60000","0.84319","8.20300"
"50.70000","0.84484","8.22285"
"50.80000","0.84649","8.24185"
"50.90000","0.84801","8.25462"
"51.00000","0.84957","8.27029"
"51.10000","0.85115","8.28747"
"51.20000","0.85280","8.30729"
"51.30000","0.85441","8.32483"
"51.40000","0.85599","8.33963"
"51.50000","0.85759","8.35585"
"51.60000","0.85923","8.37398"
"51.70000","0.86091","8.39325"
"51.80000","0.86256","8.41113"
"51.90000","0.86415","8.42522"
"52.00000","0.86577","8.44069"
"52.10000","0.86737","8.45547"
"52.20000","0.86914","8.47770"
"52.30000","0.87094","8.49994"
"52.40000","0.87270","8.52010"
"52.50000","0.87442","8.53724"
"52.60000","0.87614","8.55497"
"52.70000","0.87771","8.56559"
"52.80000","0.87933","8.57979"
"52.90000","0.88098","8.59619"
"53.00000","0.88265","8.61316"
"53.10000","0.88444","8.63564"
"53.20000","0.88621","8.65122"
"53.30000","0.88794","8.66927"
"53.40000","0.88972","8.68952"
"53.50000","0.89132","8.70122"
"53.60000","0.89324","8.72838"
"53.70000","0.89495","8.74466"
"53.80000","0.89655","8.75538"
"53.90000","0.89820","8.76964"
"54.00000","0.89982","8.78259"
"54.10000","0.90152","8.79945"
"54.20000","0.90322","8.81566"
"54.30000","0.90476","8.82350"
"54.40000","0.90637","8.83698"
"54.50000","0.90798","8.85019"
"54.60000","0.90953","8.86148"
"54.70000","0.91113","8.87523"
"54.80000","0.91277","8.89192"
"54.90000","0.91440","8.90713"
"55.00000","0.91610","8.92479"
"55.10000","0.91784","8.94457"
"55.20000","0.91958","8.96360"
"55.30000","0.92118","8.97647"
"55.40000","0.92292","8.99548"
"55.50000","0.92479","9.02050"
"55.60000","0.92661","9.04086"
"55.70000","0.92829","9.05542"
"55.80000","0.92988","9.06659"
"55.90000","0.93147","9.07785"
"56.00000","0.93319","9.09592"
"56.10000","0.93487","9.11143"
"56.20000","0.93639","9.11949"
"56.30000","0.93799","9.13295"
"56.40000","0.93964","9.14911"
"56.50000","0.94118","9.15887"
"56.60000","0.94275","9.17155"
"56.70000","0.94437","9.18632"
"56.80000","0.94593","9.19835"
"56.90000","0.94765","9.21908"
"57.00000","0.94948","9.24279"
"57.10000","0.95113","9.25724"
"57.20000","0.95271","9.26825"
"57.30000","0.95434","9.28271"
"57.40000","0.95602","9.29941"
"57.50000","0.95769","9.31456"
"57.60000","0.95932","9.32765"
"57.70000","0.96096","9.34207"
"57.80000","0.96266","9.35923"
"57.90000","0.96441","9.37730"
"58.00000","0.96609","9.39138"
"58.10000","0.96781","9.40672"
"58.20000","0.96954","9.37963"
"58.30000","0.97127","9.40095"
"58.40000","0.97295","9.41910"
"58.50000","0.97460","9.43553"
"58.60000","0.97629","9.45392"
"58.70000","0.97789","9.46701"
"58.80000","0.97960","9.48536"
"58.90000","0.98144","9.50962"
"59.00000","0.98322","9.52897"
"59.10000","0.98482","9.54022"
"59.20000","0.98647","9.55451"
"59.30000","0.98808","9.56767"
"59.40000","0.98970","9.58121"
"59.50000","0.99137","9.59709"
"59.60000","0.99296","9.60894"
"59.70000","0.99458","9.62240"
"59.80000","0.99628","9.63990"
"59.90000","0.99793","9.65402"
"60.00000","0.99954","9.66671"
"60.10000","1.00113","9.67768"
"60.20000","1.00296","9.70014"
"60.30000","1.00475","9.71854"
"60.40000","1.00635","9.72821"
"60.50000","1.00794","9.71394"
"60.60000","1.00955","9.71786"
"60.70000","1.01110","9.72527"
"60.80000","1.01270","9.73576"
"60.90000","1.01430","9.74768"
"61.00000","1.01598","9.76266"
"61.10000","1.01764","9.77539"
"61.20000","1.01925","9.78675"
"61.30000","1.02095","9.80184"
"61.40000","1.02272","9.81994"
"61.50000","1.02448","9.83680"
"61.60000","1.02620","9.85183"
"61.70000","1.02792","9.86661"
"61.80000","1.02960","9.88032"
"61.90000","1.03130","9.89441"
