General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{B249E7AD-7D16-4D86-949C-3EF5CCDD3C38}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1392 P4 W1 1"
Break (Standard) : Load at Break (Standard),"4.88064",N
Maximum Load : Maximum Load,"7.46910",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49570"
"0.10000","0.00007","0.49721"
"0.20000","0.00056","0.50312"
"0.30000","0.00153","0.51470"
"0.40000","0.00315","0.53416"
"0.50000","0.00538","0.56046"
"0.60000","0.00792","0.59058"
"0.70000","0.01025","0.61638"
"0.80000","0.01226","0.63856"
"0.90000","0.01407","0.65756"
"1.00000","0.01585","0.67647"
"1.10000","0.01751","0.69376"
"1.20000","0.01923","0.71111"
"1.30000","0.02091","0.72889"
"1.40000","0.02254","0.74461"
"1.50000","0.02422","0.76093"
"1.60000","0.02588","0.77645"
"1.70000","0.02751","0.79134"
"1.80000","0.02929","0.80780"
"1.90000","0.03116","0.82626"
"2.00000","0.03297","0.84180"
"2.10000","0.03472","0.85685"
"2.20000","0.03636","0.87066"
"2.30000","0.03808","0.88472"
"2.40000","0.03972","0.89799"
"2.50000","0.04138","0.91163"
"2.60000","0.04307","0.92515"
"2.70000","0.04472","0.93768"
"2.80000","0.04635","0.95005"
"2.90000","0.04810","0.96374"
"3.00000","0.04982","0.97609"
"3.10000","0.05144","0.98743"
"3.20000","0.05301","0.99923"
"3.30000","0.05483","1.01334"
"3.40000","0.05655","1.02575"
"3.50000","0.05818","1.03721"
"3.60000","0.05981","1.04829"
"3.70000","0.06149","1.05968"
"3.80000","0.06318","1.07119"
"3.90000","0.06487","1.08267"
"4.00000","0.06653","1.09416"
"4.10000","0.06807","1.10291"
"4.20000","0.06967","1.11267"
"4.30000","0.07134","1.12369"
"4.40000","0.07305","1.13455"
"4.50000","0.07471","1.14517"
"4.60000","0.07635","1.15524"
"4.70000","0.07794","1.16494"
"4.80000","0.07953","1.17423"
"4.90000","0.08121","1.18416"
"5.00000","0.08286","1.19418"
"5.10000","0.08452","1.20358"
"5.20000","0.08618","1.21377"
"5.30000","0.08781","1.22317"
"5.40000","0.08955","1.23432"
"5.50000","0.09120","1.24366"
"5.60000","0.09282","1.25214"
"5.70000","0.09443","1.26201"
"5.80000","0.09609","1.27084"
"5.90000","0.09777","1.28078"
"6.00000","0.09945","1.29020"
"6.10000","0.10110","1.29933"
"6.20000","0.10274","1.30882"
"6.30000","0.10445","1.31866"
"6.40000","0.10614","1.32821"
"6.50000","0.10775","1.33642"
"6.60000","0.10950","1.34650"
"6.70000","0.11120","1.35561"
"6.80000","0.11289","1.36503"
"6.90000","0.11459","1.37395"
"7.00000","0.11626","1.38251"
"7.10000","0.11786","1.39050"
"7.20000","0.11948","1.39856"
"7.30000","0.12114","1.40786"
"7.40000","0.12280","1.41682"
"7.50000","0.12446","1.42514"
"7.60000","0.12607","1.43305"
"7.70000","0.12774","1.44226"
"7.80000","0.12944","1.45127"
"7.90000","0.13111","1.45940"
"8.00000","0.13278","1.46768"
"8.10000","0.13446","1.47627"
"8.20000","0.13608","1.48350"
"8.30000","0.13766","1.49134"
"8.40000","0.13955","1.50249"
"8.50000","0.14137","1.51236"
"8.60000","0.14308","1.52036"
"8.70000","0.14473","1.52776"
"8.80000","0.14637","1.53545"
"8.90000","0.14800","1.54283"
"9.00000","0.14971","1.55140"
"9.10000","0.15136","1.55929"
"9.20000","0.15296","1.56700"
"9.30000","0.15457","1.57465"
"9.40000","0.15622","1.58246"
"9.50000","0.15789","1.59096"
"9.60000","0.15958","1.59973"
"9.70000","0.16128","1.60851"
"9.80000","0.16317","1.61988"
"9.90000","0.16504","1.62914"
"10.00000","0.16661","1.63562"
"10.10000","0.16827","1.64390"
"10.20000","0.16993","1.65160"
"10.30000","0.17158","1.65955"
"10.40000","0.17321","1.66705"
"10.50000","0.17488","1.67575"
"10.60000","0.17649","1.68276"
"10.70000","0.17805","1.68949"
"10.80000","0.17966","1.69704"
"10.90000","0.18125","1.70388"
"11.00000","0.18279","1.71093"
"11.10000","0.18449","1.71980"
"11.20000","0.18617","1.72857"
"11.30000","0.18781","1.73639"
"11.40000","0.18945","1.74445"
"11.50000","0.19115","1.75253"
"11.60000","0.19283","1.76093"
"11.70000","0.19461","1.77064"
"11.80000","0.19642","1.77976"
"11.90000","0.19809","1.78695"
"12.00000","0.19977","1.79461"
"12.10000","0.20138","1.80152"
"12.20000","0.20305","1.80902"
"12.30000","0.20468","1.81562"
"12.40000","0.20628","1.82246"
"12.50000","0.20783","1.82860"
"12.60000","0.20949","1.83681"
"12.70000","0.21122","1.84556"
"12.80000","0.21286","1.85284"
"12.90000","0.21451","1.86111"
"13.00000","0.21610","1.86825"
"13.10000","0.21785","1.87751"
"13.20000","0.21962","1.88668"
"13.30000","0.22136","1.89599"
"13.40000","0.22315","1.90570"
"13.50000","0.22483","1.91398"
"13.60000","0.22653","1.92203"
"13.70000","0.22818","1.92996"
"13.80000","0.22981","1.93736"
"13.90000","0.23150","1.94568"
"14.00000","0.23314","1.95380"
"14.10000","0.23475","1.96073"
"14.20000","0.23639","1.96853"
"14.30000","0.23808","1.97663"
"14.40000","0.23974","1.98403"
"14.50000","0.24138","1.99199"
"14.60000","0.24308","2.00094"
"14.70000","0.24475","2.00916"
"14.80000","0.24631","2.01582"
"14.90000","0.24782","2.02268"
"15.00000","0.24947","2.03126"
"15.10000","0.25118","2.04037"
"15.20000","0.25285","2.04875"
"15.30000","0.25449","2.05701"
"15.40000","0.25615","2.06492"
"15.50000","0.25782","2.07373"
"15.60000","0.25948","2.08186"
"15.70000","0.26112","2.09032"
"15.80000","0.26271","2.09752"
"15.90000","0.26438","2.10592"
"16.00000","0.26612","2.11566"
"16.10000","0.26787","2.12520"
"16.20000","0.26959","2.13413"
"16.30000","0.27124","2.14123"
"16.40000","0.27325","2.15511"
"16.50000","0.27511","2.16506"
"16.60000","0.27673","2.17156"
"16.70000","0.27834","2.17797"
"16.80000","0.28007","2.18688"
"16.90000","0.28175","2.19440"
"17.00000","0.28327","2.19996"
"17.10000","0.28484","2.20730"
"17.20000","0.28659","2.21752"
"17.30000","0.28820","2.22470"
"17.40000","0.28983","2.23309"
"17.50000","0.29161","2.24340"
"17.60000","0.29334","2.25288"
"17.70000","0.29498","2.26075"
"17.80000","0.29667","2.26971"
"17.90000","0.29843","2.27920"
"18.00000","0.30022","2.28993"
"18.10000","0.30175","2.29631"
"18.20000","0.30350","2.30599"
"18.30000","0.30534","2.31765"
"18.40000","0.30689","2.32303"
"18.50000","0.30825","2.32644"
"18.60000","0.30978","2.33375"
"18.70000","0.31144","2.34359"
"18.80000","0.31300","2.34976"
"18.90000","0.31458","2.35731"
"19.00000","0.31609","2.36404"
"19.10000","0.31763","2.37084"
"19.20000","0.31921","2.37870"
"19.30000","0.32083","2.38620"
"19.40000","0.32253","2.39612"
"19.50000","0.32421","2.40377"
"19.60000","0.32576","2.41043"
"19.70000","0.32749","2.42023"
"19.80000","0.32922","2.42892"
"19.90000","0.33097","2.43813"
"20.00000","0.33267","2.44573"
"20.10000","0.33436","2.45394"
"20.20000","0.33618","2.46415"
"20.30000","0.33790","2.47118"
"20.40000","0.33954","2.47792"
"20.50000","0.34119","2.48482"
"20.60000","0.34285","2.49177"
"20.70000","0.34452","2.49907"
"20.80000","0.34620","2.50607"
"20.90000","0.34784","2.51340"
"21.00000","0.34945","2.51919"
"21.10000","0.35113","2.52737"
"21.20000","0.35279","2.53474"
"21.30000","0.35449","2.54170"
"21.40000","0.35613","2.54890"
"21.50000","0.35792","2.55816"
"21.60000","0.35975","2.56687"
"21.70000","0.36149","2.57539"
"21.80000","0.36320","2.58313"
"21.90000","0.36482","2.58893"
"22.00000","0.36651","2.59568"
"22.10000","0.36826","2.60428"
"22.20000","0.36996","2.61242"
"22.30000","0.37162","2.61851"
"22.40000","0.37320","2.62408"
"22.50000","0.37478","2.63113"
"22.60000","0.37645","2.63696"
"22.70000","0.37819","2.64507"
"22.80000","0.37979","2.65083"
"22.90000","0.38135","2.65725"
"23.00000","0.38309","2.66591"
"23.10000","0.38474","2.67219"
"23.20000","0.38628","2.67669"
"23.30000","0.38781","2.68206"
"23.40000","0.38939","2.68697"
"23.50000","0.39102","2.69376"
"23.60000","0.39271","2.70100"
"23.70000","0.39434","2.70710"
"23.80000","0.39598","2.71320"
"23.90000","0.39764","2.71871"
"24.00000","0.39924","2.72454"
"24.10000","0.40097","2.73258"
"24.20000","0.40271","2.73952"
"24.30000","0.40443","2.74697"
"24.40000","0.40618","2.75447"
"24.50000","0.40778","2.75916"
"24.60000","0.40940","2.76539"
"24.70000","0.41108","2.77161"
"24.80000","0.41276","2.77755"
"24.90000","0.41457","2.78656"
"25.00000","0.41634","2.79414"
"25.10000","0.41807","2.80078"
"25.20000","0.41975","2.80649"
"25.30000","0.42143","2.81306"
"25.40000","0.42314","2.82029"
"25.50000","0.42480","2.82691"
"25.60000","0.42644","2.83203"
"25.70000","0.42809","2.83884"
"25.80000","0.42975","2.84394"
"25.90000","0.43137","2.84963"
"26.00000","0.43303","2.85569"
"26.10000","0.43469","2.86194"
"26.20000","0.43634","2.86771"
"26.30000","0.43813","2.87516"
"26.40000","0.43969","2.88029"
"26.50000","0.44123","2.88439"
"26.60000","0.44285","2.89089"
"26.70000","0.44446","2.89584"
"26.80000","0.44609","2.90198"
"26.90000","0.44773","2.90831"
"27.00000","0.44930","2.91234"
"27.10000","0.45096","2.91807"
"27.20000","0.45264","2.92452"
"27.30000","0.45427","2.93195"
"27.40000","0.45589","2.93804"
