General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{A5B62E0B-0B07-4A00-90FA-897F7AF3C139}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1392 P4 W1 3"
Break (Standard) : Load at Break (Standard),"7.02257",N
Maximum Load : Maximum Load,"7.09907",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.56821"
"0.10000","0.00003","0.56850"
"0.20000","0.00031","0.57129"
"0.30000","0.00150","0.58707"
"0.40000","0.00577","0.64986"
"0.50000","0.00797","0.67730"
"0.60000","0.00956","0.69489"
"0.70000","0.01116","0.71347"
"0.80000","0.01276","0.73165"
"0.90000","0.01432","0.74832"
"1.00000","0.01610","0.76782"
"1.10000","0.01787","0.78772"
"1.20000","0.01961","0.80531"
"1.30000","0.02124","0.82204"
"1.40000","0.02300","0.84016"
"1.50000","0.02475","0.85842"
"1.60000","0.02642","0.87399"
"1.70000","0.02806","0.88918"
"1.80000","0.02972","0.90420"
"1.90000","0.03138","0.91903"
"2.00000","0.03306","0.93359"
"2.10000","0.03469","0.94763"
"2.20000","0.03636","0.96163"
"2.30000","0.03793","0.97334"
"2.40000","0.03949","0.98542"
"2.50000","0.04115","0.99819"
"2.60000","0.04282","1.01123"
"2.70000","0.04450","1.02216"
"2.80000","0.04618","1.03516"
"2.90000","0.04782","1.04691"
"3.00000","0.04943","1.05848"
"3.10000","0.05110","1.07025"
"3.20000","0.05269","1.08103"
"3.30000","0.05427","1.09124"
"3.40000","0.05593","1.10243"
"3.50000","0.05761","1.11433"
"3.60000","0.05929","1.12548"
"3.70000","0.06092","1.13530"
"3.80000","0.06258","1.14517"
"3.90000","0.06426","1.15547"
"4.00000","0.06599","1.16582"
"4.10000","0.06766","1.17571"
"4.20000","0.06941","1.18618"
"4.30000","0.07123","1.19759"
"4.40000","0.07292","1.20682"
"4.50000","0.07462","1.21637"
"4.60000","0.07638","1.22638"
"4.70000","0.07808","1.23567"
"4.80000","0.07970","1.24433"
"4.90000","0.08131","1.25312"
"5.00000","0.08287","1.26166"
"5.10000","0.08453","1.27098"
"5.20000","0.08618","1.28017"
"5.30000","0.08777","1.28871"
"5.40000","0.08945","1.29912"
"5.50000","0.09119","1.31000"
"5.60000","0.09289","1.32009"
"5.70000","0.09463","1.33009"
"5.80000","0.09642","1.34108"
"5.90000","0.09805","1.35026"
"6.00000","0.09991","1.36305"
"6.10000","0.10194","1.37682"
"6.20000","0.10358","1.38426"
"6.30000","0.10508","1.39063"
"6.40000","0.10669","1.39899"
"6.50000","0.10827","1.40656"
"6.60000","0.10983","1.41413"
"6.70000","0.11148","1.42272"
"6.80000","0.11303","1.43109"
"6.90000","0.11460","1.43912"
"7.00000","0.11622","1.44813"
"7.10000","0.11787","1.45646"
"7.20000","0.11954","1.46508"
"7.30000","0.12119","1.47412"
"7.40000","0.12280","1.48215"
"7.50000","0.12456","1.49217"
"7.60000","0.12629","1.50151"
"7.70000","0.12799","1.51108"
"7.80000","0.12970","1.51963"
"7.90000","0.13141","1.52884"
"8.00000","0.13306","1.53702"
"8.10000","0.13472","1.54537"
"8.20000","0.13637","1.55281"
"8.30000","0.13803","1.56182"
"8.40000","0.13975","1.57058"
"8.50000","0.14139","1.57847"
"8.60000","0.14300","1.58526"
"8.70000","0.14457","1.59135"
"8.80000","0.14614","1.59881"
"8.90000","0.14785","1.60789"
"9.00000","0.14951","1.61560"
"9.10000","0.15114","1.62330"
"9.20000","0.15278","1.63146"
"9.30000","0.15441","1.63761"
"9.40000","0.15623","1.64520"
"9.50000","0.15794","1.65123"
"9.60000","0.15976","1.66049"
"9.70000","0.16151","1.66913"
"9.80000","0.16305","1.67524"
"9.90000","0.16472","1.68303"
"10.00000","0.16636","1.69112"
"10.10000","0.16802","1.69855"
"10.20000","0.16970","1.70712"
"10.30000","0.17140","1.71513"
"10.40000","0.17305","1.72334"
"10.50000","0.17469","1.73033"
"10.60000","0.17629","1.73741"
"10.70000","0.17789","1.74455"
"10.80000","0.17958","1.75383"
"10.90000","0.18126","1.76112"
"11.00000","0.18300","1.77107"
"11.10000","0.18472","1.77991"
"11.20000","0.18640","1.78902"
"11.30000","0.18801","1.79659"
"11.40000","0.18965","1.80621"
"11.50000","0.19131","1.81516"
"11.60000","0.19294","1.82367"
"11.70000","0.19463","1.83298"
"11.80000","0.19636","1.83878"
"11.90000","0.19803","1.84357"
"12.00000","0.19969","1.85457"
"12.10000","0.20135","1.86475"
"12.20000","0.20295","1.87403"
"12.30000","0.20455","1.88170"
"12.40000","0.20621","1.89276"
"12.50000","0.20784","1.90185"
"12.60000","0.20946","1.91142"
"12.70000","0.21117","1.92279"
