General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{5C714CBD-10C0-4160-BCE1-28E726F699A5}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1392 P1 W1 2"
Break (Standard) : Load at Break (Standard),"3.07933",N
Maximum Load : Maximum Load,"4.76817",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.32399"
"0.10000","0.00010","0.32500"
"0.20000","0.00106","0.33841"
"0.30000","0.00257","0.35850"
"0.40000","0.00457","0.38336"
"0.50000","0.00675","0.40913"
"0.60000","0.00892","0.43303"
"0.70000","0.01085","0.45291"
"0.80000","0.01259","0.47086"
"0.90000","0.01426","0.48644"
"1.00000","0.01592","0.50241"
"1.10000","0.01755","0.51699"
"1.20000","0.01921","0.53272"
"1.30000","0.02085","0.54759"
"1.40000","0.02249","0.56173"
"1.50000","0.02416","0.57626"
"1.60000","0.02592","0.59191"
"1.70000","0.02770","0.60728"
"1.80000","0.02936","0.62263"
"1.90000","0.03107","0.63874"
"2.00000","0.03270","0.65332"
"2.10000","0.03433","0.66767"
"2.20000","0.03606","0.68358"
"2.30000","0.03787","0.69997"
"2.40000","0.03972","0.71735"
"2.50000","0.04141","0.73073"
"2.60000","0.04306","0.74444"
"2.70000","0.04475","0.75950"
"2.80000","0.04649","0.77469"
"2.90000","0.04809","0.78742"
"3.00000","0.04970","0.80132"
"3.10000","0.05133","0.81467"
"3.20000","0.05300","0.82868"
"3.30000","0.05475","0.84378"
"3.40000","0.05641","0.85735"
"3.50000","0.05809","0.87110"
"3.60000","0.05984","0.88554"
"3.70000","0.06134","0.89615"
"3.80000","0.06303","0.90968"
"3.90000","0.06474","0.92341"
"4.00000","0.06625","0.93455"
"4.10000","0.06784","0.94694"
"4.20000","0.06948","0.95988"
"4.30000","0.07112","0.97219"
"4.40000","0.07278","0.98457"
"4.50000","0.07438","0.99572"
"4.60000","0.07594","1.00746"
"4.70000","0.07754","1.01927"
"4.80000","0.07916","1.03109"
"4.90000","0.08075","1.04294"
"5.00000","0.08240","1.05547"
"5.10000","0.08408","1.06758"
"5.20000","0.08576","1.07952"
"5.30000","0.08743","1.09131"
"5.40000","0.08917","1.10399"
"5.50000","0.09094","1.11702"
"5.60000","0.09270","1.13013"
"5.70000","0.09448","1.14253"
"5.80000","0.09619","1.15394"
"5.90000","0.09791","1.16595"
"6.00000","0.09957","1.17607"
"6.10000","0.10125","1.18803"
"6.20000","0.10300","1.20019"
"6.30000","0.10466","1.21138"
"6.40000","0.10635","1.22256"
"6.50000","0.10792","1.23255"
"6.60000","0.10955","1.24377"
"6.70000","0.11128","1.25638"
"6.80000","0.11303","1.26889"
"6.90000","0.11468","1.27971"
"7.00000","0.11636","1.29133"
"7.10000","0.11823","1.30527"
"7.20000","0.12006","1.31826"
"7.30000","0.12178","1.33002"
"7.40000","0.12340","1.34027"
"7.50000","0.12506","1.35138"
"7.60000","0.12675","1.36269"
"7.70000","0.12828","1.37201"
"7.80000","0.12988","1.38232"
"7.90000","0.13152","1.39392"
"8.00000","0.13313","1.40414"
"8.10000","0.13480","1.41612"
"8.20000","0.13647","1.42711"
"8.30000","0.13809","1.43777"
"8.40000","0.13971","1.44870"
"8.50000","0.14134","1.45966"
"8.60000","0.14299","1.47018"
"8.70000","0.14459","1.48050"
"8.80000","0.14636","1.49387"
"8.90000","0.14816","1.50659"
"9.00000","0.14991","1.51825"
"9.10000","0.15164","1.52941"
"9.20000","0.15326","1.53894"
"9.30000","0.15496","1.55055"
"9.40000","0.15666","1.56117"
"9.50000","0.15829","1.57045"
"9.60000","0.15993","1.57974"
"9.70000","0.16152","1.58903"
"9.80000","0.16319","1.59948"
"9.90000","0.16489","1.60996"
"10.00000","0.16657","1.61932"
"10.10000","0.16824","1.62868"
"10.20000","0.16977","1.63544"
"10.30000","0.17145","1.64580"
"10.40000","0.17330","1.65721"
"10.50000","0.17486","1.66418"
"10.60000","0.17638","1.67085"
"10.70000","0.17800","1.67950"
"10.80000","0.17961","1.68803"
"10.90000","0.18115","1.69490"
"11.00000","0.18281","1.70426"
"11.10000","0.18451","1.71329"
"11.20000","0.18619","1.72226"
"11.30000","0.18782","1.72990"
"11.40000","0.18948","1.73912"
"11.50000","0.19118","1.74780"
"11.60000","0.19285","1.75651"
"11.70000","0.19451","1.76359"
"11.80000","0.19624","1.77328"
"11.90000","0.19783","1.77917"
"12.00000","0.19950","1.78681"
"12.10000","0.20139","1.79797"
"12.20000","0.20310","1.80485"
"12.30000","0.20473","1.81125"
"12.40000","0.20636","1.81753"
"12.50000","0.20803","1.82451"
"12.60000","0.20966","1.83066"
"12.70000","0.21112","1.83419"
"12.80000","0.21267","1.84073"
"12.90000","0.21432","1.84782"
"13.00000","0.21598","1.85490"
"13.10000","0.21766","1.86229"
"13.20000","0.21938","1.87041"
"13.30000","0.22103","1.87611"
"13.40000","0.22272","1.88299"
"13.50000","0.22430","1.88838"
"13.60000","0.22610","1.89740"
"13.70000","0.22789","1.90530"
"13.80000","0.22958","1.91113"
"13.90000","0.23119","1.91625"
"14.00000","0.23283","1.92225"
"14.10000","0.23449","1.92865"
"14.20000","0.23611","1.93444"
"14.30000","0.23774","1.94178"
"14.40000","0.23936","1.95103"
"14.50000","0.24105","1.96271"
"14.60000","0.24271","1.97498"
"14.70000","0.24432","1.98684"
"14.80000","0.24597","1.99939"
"14.90000","0.24764","2.01272"
"15.00000","0.24940","2.02806"
"15.10000","0.25113","2.04133"
