General : Start date,"2020-09-02"
General : End date,"2020-09-02"
General : Unique identifier,"{935E9C7F-C2CE-4F39-A23F-B4E225C72A72}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1267 P1 W1 3"
Break (Standard) : Load at Break (Standard),"2.60351",N
Maximum Load : Maximum Load,"8.03993",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.73290"
"0.10000","0.00003","0.73359"
"0.20000","0.00041","0.73847"
"0.30000","0.00122","0.75180"
"0.40000","0.00306","0.78222"
"0.50000","0.00682","0.84538"
"0.60000","0.00914","0.87601"
"0.70000","0.01093","0.89746"
"0.80000","0.01266","0.91853"
"0.90000","0.01433","0.93898"
"1.00000","0.01605","0.95921"
"1.10000","0.01784","0.98014"
"1.20000","0.01953","0.99871"
"1.30000","0.02114","1.01544"
"1.40000","0.02275","1.03275"
"1.50000","0.02442","1.05102"
"1.60000","0.02614","1.06907"
"1.70000","0.02789","1.08736"
"1.80000","0.02956","1.10349"
"1.90000","0.03119","1.11870"
"2.00000","0.03287","1.13510"
"2.10000","0.03457","1.15055"
"2.20000","0.03624","1.16468"
"2.30000","0.03793","1.17950"
"2.40000","0.03955","1.19238"
"2.50000","0.04128","1.20789"
"2.60000","0.04312","1.22546"
"2.70000","0.04496","1.24103"
"2.80000","0.04658","1.25350"
"2.90000","0.04816","1.26507"
"3.00000","0.04983","1.27893"
"3.10000","0.05139","1.29080"
"3.20000","0.05294","1.30289"
"3.30000","0.05444","1.31336"
"3.40000","0.05601","1.32563"
"3.50000","0.05770","1.33995"
"3.60000","0.05934","1.35305"
"3.70000","0.06096","1.36502"
"3.80000","0.06263","1.37841"
"3.90000","0.06430","1.39081"
"4.00000","0.06615","1.40593"
"4.10000","0.06789","1.41847"
"4.20000","0.06959","1.43114"
"4.30000","0.07130","1.44356"
"4.40000","0.07304","1.45614"
"4.50000","0.07473","1.46766"
"4.60000","0.07634","1.47774"
"4.70000","0.07791","1.48809"
"4.80000","0.07948","1.49830"
"4.90000","0.08114","1.51018"
"5.00000","0.08280","1.52208"
"5.10000","0.08439","1.53327"
"5.20000","0.08603","1.54453"
"5.30000","0.08769","1.55680"
"5.40000","0.08943","1.56994"
"5.50000","0.09113","1.58248"
"5.60000","0.09282","1.59490"
"5.70000","0.09440","1.60443"
"5.80000","0.09618","1.61932"
"5.90000","0.09799","1.63332"
"6.00000","0.09978","1.64645"
"6.10000","0.10152","1.65871"
"6.20000","0.10313","1.66855"
"6.30000","0.10478","1.67907"
"6.40000","0.10652","1.69166"
"6.50000","0.10827","1.70441"
"6.60000","0.10993","1.71497"
"6.70000","0.11149","1.72407"
"6.80000","0.11313","1.73555"
"6.90000","0.11480","1.74731"
"7.00000","0.11648","1.75885"
"7.10000","0.11801","1.76807"
"7.20000","0.11954","1.77766"
"7.30000","0.12125","1.79036"
"7.40000","0.12296","1.80367"
"7.50000","0.12465","1.81532"
"7.60000","0.12638","1.82775"
"7.70000","0.12809","1.84042"
"7.80000","0.12978","1.85214"
"7.90000","0.13145","1.86352"
"8.00000","0.13305","1.87298"
"8.10000","0.13469","1.88401"
"8.20000","0.13625","1.89308"
"8.30000","0.13782","1.90276"
"8.40000","0.13952","1.91452"
"8.50000","0.14123","1.92618"
"8.60000","0.14291","1.93726"
"8.70000","0.14458","1.94846"
"8.80000","0.14622","1.95847"
"8.90000","0.14798","1.97081"
"9.00000","0.14968","1.98127"
"9.10000","0.15131","1.99042"
"9.20000","0.15304","2.00241"
"9.30000","0.15480","2.01481"
"9.40000","0.15658","2.02717"
"9.50000","0.15828","2.03746"
"9.60000","0.15993","2.04733"
"9.70000","0.16149","2.05516"
