General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{E80C74CE-51A3-464A-92E4-EFB18FEF171C}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1282 P1 W1 2"
Break (Standard) : Load at Break (Standard),"10.95831",N
Maximum Load : Maximum Load,"13.82463",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.87904"
"0.10000","0.00011","0.88168"
"0.20000","0.00099","0.90385"
"0.30000","0.00255","0.94173"
"0.40000","0.00458","0.98909"
"0.50000","0.00689","1.03880"
"0.60000","0.00918","1.08732"
"0.70000","0.01118","1.12785"
"0.80000","0.01283","1.16076"
"0.90000","0.01446","1.19338"
"1.00000","0.01608","1.22364"
"1.10000","0.01768","1.25380"
"1.20000","0.01924","1.28422"
"1.30000","0.02083","1.31493"
"1.40000","0.02245","1.34564"
"1.50000","0.02409","1.37634"
"1.60000","0.02577","1.40753"
"1.70000","0.02748","1.43970"
"1.80000","0.02920","1.47197"
"1.90000","0.03092","1.50331"
"2.00000","0.03254","1.53287"
"2.10000","0.03431","1.56738"
"2.20000","0.03604","1.59880"
"2.30000","0.03776","1.62959"
"2.40000","0.03947","1.65934"
"2.50000","0.04119","1.68986"
"2.60000","0.04284","1.71957"
"2.70000","0.04453","1.74848"
"2.80000","0.04622","1.77688"
"2.90000","0.04786","1.80379"
"3.00000","0.04953","1.83380"
"3.10000","0.05124","1.86078"
"3.20000","0.05289","1.88961"
"3.30000","0.05460","1.91863"
"3.40000","0.05635","1.94858"
"3.50000","0.05807","1.97640"
"3.60000","0.05987","2.00931"
"3.70000","0.06177","2.04327"
"3.80000","0.06333","2.06794"
"3.90000","0.06482","2.09082"
"4.00000","0.06649","2.12117"
"4.10000","0.06822","2.15125"
"4.20000","0.06986","2.17885"
"4.30000","0.07145","2.20677"
"4.40000","0.07313","2.23641"
"4.50000","0.07476","2.26547"
"4.60000","0.07642","2.29406"
"4.70000","0.07806","2.32185"
"4.80000","0.07970","2.34896"
"4.90000","0.08139","2.37823"
"5.00000","0.08305","2.40513"
"5.10000","0.08470","2.43424"
"5.20000","0.08628","2.46072"
"5.30000","0.08785","2.48734"
"5.40000","0.08973","2.52053"
"5.50000","0.09146","2.55108"
"5.60000","0.09313","2.57941"
"5.70000","0.09478","2.60656"
"5.80000","0.09652","2.63707"
"5.90000","0.09808","2.66281"
"6.00000","0.09963","2.68900"
"6.10000","0.10123","2.71901"
"6.20000","0.10284","2.74813"
"6.30000","0.10452","2.77907"
"6.40000","0.10621","2.81161"
"6.50000","0.10790","2.84192"
"6.60000","0.10960","2.87427"
"6.70000","0.11138","2.90807"
"6.80000","0.11293","2.93586"
"6.90000","0.11471","2.97127"
"7.00000","0.11659","3.00781"
"7.10000","0.11828","3.03910"
"7.20000","0.11989","3.06871"
"7.30000","0.12146","3.09737"
"7.40000","0.12306","3.12749"
"7.50000","0.12469","3.15697"
"7.60000","0.12632","3.18736"
"7.70000","0.12793","3.21632"
"7.80000","0.12951","3.24516"
"7.90000","0.13111","3.27484"
"8.00000","0.13266","3.30302"
"8.10000","0.13433","3.33598"
"8.20000","0.13602","3.36894"
"8.30000","0.13769","3.39977"
"8.40000","0.13935","3.43273"
"8.50000","0.14103","3.46543"
"8.60000","0.14267","3.49758"
"8.70000","0.14441","3.53152"
"8.80000","0.14631","3.56971"
"8.90000","0.14806","3.60409"
"9.00000","0.14972","3.63559"
"9.10000","0.15139","3.66733"
"9.20000","0.15313","3.70101"
"9.30000","0.15472","3.72835"
"9.40000","0.15638","3.75988"
"9.50000","0.15812","3.79301"
"9.60000","0.15975","3.82258"
"9.70000","0.16138","3.85370"
"9.80000","0.16310","3.88720"
"9.90000","0.16471","3.91840"
"10.00000","0.16630","3.94938"
"10.10000","0.16791","3.98132"
"10.20000","0.16970","4.01969"
"10.30000","0.17146","4.05589"
"10.40000","0.17309","4.08809"
