General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{CE5A76CF-3E2D-42AF-907B-70C0B42EA219}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1282 P4 W2 2"
Break (Standard) : Load at Break (Standard),"22.87700",N
Maximum Load : Maximum Load,"28.40850",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.27776"
"0.10000","0.00010","0.27995"
"0.20000","0.00087","0.31465"
"0.30000","0.00260","0.39253"
"0.40000","0.00474","0.48616"
"0.50000","0.00695","0.58016"
"0.60000","0.00908","0.67054"
"0.70000","0.01110","0.75578"
"0.80000","0.01283","0.82805"
"0.90000","0.01451","0.89869"
"1.00000","0.01618","0.96854"
"1.10000","0.01788","1.04159"
"1.20000","0.01953","1.11198"
"1.30000","0.02121","1.18305"
"1.40000","0.02289","1.25453"
"1.50000","0.02459","1.32775"
"1.60000","0.02629","1.39964"
"1.70000","0.02799","1.47162"
"1.80000","0.02970","1.54367"
"1.90000","0.03141","1.61772"
"2.00000","0.03301","1.68544"
"2.10000","0.03465","1.75505"
"2.20000","0.03628","1.82470"
"2.30000","0.03795","1.89502"
"2.40000","0.03972","1.97041"
"2.50000","0.04141","2.04407"
"2.60000","0.04302","2.11305"
"2.70000","0.04459","2.17976"
"2.80000","0.04616","2.24702"
"2.90000","0.04785","2.32156"
"3.00000","0.04967","2.40265"
"3.10000","0.05148","2.48050"
"3.20000","0.05316","2.55164"
"3.30000","0.05482","2.62301"
"3.40000","0.05642","2.69053"
"3.50000","0.05819","2.76890"
"3.60000","0.06003","2.84819"
"3.70000","0.06163","2.91256"
"3.80000","0.06313","2.97384"
"3.90000","0.06484","3.04535"
"4.00000","0.06646","3.11339"
"4.10000","0.06805","3.17895"
"4.20000","0.06961","3.24302"
"4.30000","0.07117","3.30747"
"4.40000","0.07281","3.37501"
"4.50000","0.07441","3.43954"
"4.60000","0.07598","3.50377"
"4.70000","0.07760","3.57053"
"4.80000","0.07929","3.64001"
"4.90000","0.08101","3.70939"
"5.00000","0.08266","3.77711"
"5.10000","0.08432","3.84313"
"5.20000","0.08602","3.91304"
"5.30000","0.08793","3.99181"
"5.40000","0.08982","4.06839"
"5.50000","0.09161","4.14007"
"5.60000","0.09332","4.20773"
"5.70000","0.09487","4.26561"
"5.80000","0.09641","4.32447"
"5.90000","0.09810","4.39201"
"6.00000","0.09973","4.45435"
"6.10000","0.10141","4.52183"
"6.20000","0.10305","4.58694"
"6.30000","0.10479","4.65907"
"6.40000","0.10657","4.73302"
"6.50000","0.10836","4.80851"
"6.60000","0.10994","4.87067"
"6.70000","0.11162","4.94172"
"6.80000","0.11344","5.02010"
"6.90000","0.11505","5.08535"
"7.00000","0.11670","5.15443"
"7.10000","0.11823","5.21508"
"7.20000","0.11977","5.27576"
"7.30000","0.12139","5.34372"
"7.40000","0.12301","5.40919"
"7.50000","0.12465","5.47390"
"7.60000","0.12626","5.53729"
"7.70000","0.12783","5.59783"
"7.80000","0.12952","5.66464"
"7.90000","0.13116","5.72744"
"8.00000","0.13273","5.78732"
"8.10000","0.13430","5.84745"
"8.20000","0.13583","5.90515"
"8.30000","0.13741","5.96638"
"8.40000","0.13905","6.03004"
"8.50000","0.14073","6.09410"
"8.60000","0.14245","6.15820"
"8.70000","0.14422","6.22517"
"8.80000","0.14599","6.29179"
"8.90000","0.14771","6.35436"
"9.00000","0.14941","6.41603"
"9.10000","0.15106","6.47454"
"9.20000","0.15276","6.53544"
"9.30000","0.15443","6.59418"
"9.40000","0.15608","6.65057"
"9.50000","0.15773","6.70637"
"9.60000","0.15945","6.76607"
"9.70000","0.16118","6.82528"
"9.80000","0.16289","6.88352"
"9.90000","0.16450","6.93515"
"10.00000","0.16620","6.99315"
"10.10000","0.16814","7.06324"
"10.20000","0.16977","7.11303"
"10.30000","0.17137","7.16339"
"10.40000","0.17308","7.21929"
"10.50000","0.17471","7.26955"
"10.60000","0.17636","7.31977"
"10.70000","0.17801","7.37060"
"10.80000","0.17964","7.41870"
"10.90000","0.18123","7.46434"
"11.00000","0.18284","7.51192"
"11.10000","0.18452","7.56254"
"11.20000","0.18618","7.60969"
"11.30000","0.18787","7.65887"
"11.40000","0.18956","7.70562"
"11.50000","0.19128","7.75360"
"11.60000","0.19299","7.80018"
"11.70000","0.19451","7.83600"
"11.80000","0.19649","7.89951"
"11.90000","0.19837","7.95232"
"12.00000","0.19996","7.98722"
"12.10000","0.20158","8.02655"
"12.20000","0.20317","8.06595"
"12.30000","0.20478","8.10761"
"12.40000","0.20638","8.14753"
"12.50000","0.20801","8.18948"
"12.60000","0.20958","8.22714"
"12.70000","0.21111","8.26340"
"12.80000","0.21276","8.30584"
"12.90000","0.21443","8.34881"
"13.00000","0.21610","8.38971"
"13.10000","0.21777","8.43022"
"13.20000","0.21933","8.46389"
"13.30000","0.22104","8.50697"
"13.40000","0.22284","8.55480"
"13.50000","0.22452","8.59320"
"13.60000","0.22616","8.62973"
"13.70000","0.22779","8.66536"
"13.80000","0.22943","8.70157"
"13.90000","0.23104","8.73647"
"14.00000","0.23269","8.77386"
"14.10000","0.23437","8.81196"
"14.20000","0.23599","8.84711"
"14.30000","0.23767","8.88627"
"14.40000","0.23939","8.92738"
"14.50000","0.24112","8.96849"
"14.60000","0.24282","9.00660"
"14.70000","0.24456","9.04793"
"14.80000","0.24625","9.08554"
"14.90000","0.24793","9.12342"
"15.00000","0.24954","9.15586"
"15.10000","0.25124","9.19481"
"15.20000","0.25315","9.24425"
"15.30000","0.25482","9.27675"
"15.40000","0.25645","9.30854"
"15.50000","0.25807","9.34093"
"15.60000","0.25966","9.37218"
"15.70000","0.26123","9.40292"
"15.80000","0.26276","9.43217"
"15.90000","0.26441","9.46990"
"16.00000","0.26602","9.50383"
"16.10000","0.26765","9.54124"
"16.20000","0.26933","9.58149"
"16.30000","0.27099","9.62079"
"16.40000","0.27266","9.65957"
"16.50000","0.27421","9.69128"
"16.60000","0.27599","9.73767"
"16.70000","0.27792","9.79142"
"16.80000","0.27975","9.83680"
"16.90000","0.28148","9.87708"
"17.00000","0.28324","9.91990"
"17.10000","0.28492","9.95797"
"17.20000","0.28657","9.99516"
"17.30000","0.28819","10.03048"
"17.40000","0.28989","10.07151"
"17.50000","0.29156","10.11135"
"17.60000","0.29323","10.15124"
"17.70000","0.29486","10.18744"
"17.80000","0.29657","10.22976"
"17.90000","0.29822","10.26872"
"18.00000","0.29986","10.30775"
"18.10000","0.30149","10.34613"
"18.20000","0.30306","10.38418"
"18.30000","0.30470","10.42811"
"18.40000","0.30650","10.48273"
"18.50000","0.30818","10.52980"
"18.60000","0.30979","10.57142"
"18.70000","0.31143","10.61658"
"18.80000","0.31313","10.66526"
"18.90000","0.31475","10.70947"
"19.00000","0.31641","10.75650"
"19.10000","0.31809","10.80458"
"19.20000","0.31974","10.84906"
"19.30000","0.32140","10.89379"
"19.40000","0.32307","10.93944"
"19.50000","0.32480","10.98818"
"19.60000","0.32651","11.03561"
"19.70000","0.32814","11.07660"
"19.80000","0.32980","11.12151"
"19.90000","0.33162","11.17529"
"20.00000","0.33340","11.22461"
