General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{6C0B79B3-8D8B-47B3-8ACB-5B481A21E4C1}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1282 P7 W1 3"
Break (Standard) : Load at Break (Standard),"8.47159",N
Maximum Load : Maximum Load,"11.53685",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49097"
"0.10000","0.00011","0.49222"
"0.20000","0.00136","0.51335"
"0.30000","0.00369","0.55227"
"0.40000","0.00569","0.58323"
"0.50000","0.00751","0.61148"
"0.60000","0.00922","0.63772"
"0.70000","0.01088","0.66210"
"0.80000","0.01254","0.68647"
"0.90000","0.01418","0.71006"
"1.00000","0.01587","0.73383"
"1.10000","0.01754","0.75739"
"1.20000","0.01926","0.78152"
"1.30000","0.02098","0.80510"
"1.40000","0.02275","0.83052"
"1.50000","0.02451","0.85389"
"1.60000","0.02615","0.87544"
"1.70000","0.02782","0.89829"
"1.80000","0.02952","0.92145"
"1.90000","0.03120","0.94405"
"2.00000","0.03290","0.96646"
"2.10000","0.03458","0.98838"
"2.20000","0.03625","1.01054"
"2.30000","0.03790","1.03169"
"2.40000","0.03954","1.05338"
"2.50000","0.04118","1.07506"
"2.60000","0.04284","1.09674"
"2.70000","0.04444","1.11730"
"2.80000","0.04599","1.13691"
"2.90000","0.04769","1.15926"
"3.00000","0.04943","1.18107"
"3.10000","0.05115","1.20264"
"3.20000","0.05286","1.22463"
"3.30000","0.05454","1.24612"
"3.40000","0.05620","1.26669"
"3.50000","0.05786","1.28849"
"3.60000","0.05953","1.30965"
"3.70000","0.06112","1.32877"
"3.80000","0.06271","1.34881"
"3.90000","0.06431","1.36956"
"4.00000","0.06596","1.39050"
"4.10000","0.06762","1.41183"
"4.20000","0.06931","1.43282"
"4.30000","0.07101","1.45365"
"4.40000","0.07262","1.47300"
"4.50000","0.07420","1.49277"
"4.60000","0.07599","1.51594"
"4.70000","0.07778","1.53808"
"4.80000","0.07950","1.55910"
"4.90000","0.08121","1.57918"
"5.00000","0.08296","1.60091"
"5.10000","0.08468","1.62179"
"5.20000","0.08635","1.64204"
"5.30000","0.08797","1.66144"
"5.40000","0.08952","1.67923"
"5.50000","0.09119","1.69960"
"5.60000","0.09291","1.72095"
"5.70000","0.09458","1.74076"
"5.80000","0.09628","1.76183"
"5.90000","0.09792","1.78229"
"6.00000","0.09955","1.80363"
"6.10000","0.10124","1.82566"
"6.20000","0.10320","1.85342"
"6.30000","0.10496","1.87611"
"6.40000","0.10658","1.89719"
"6.50000","0.10834","1.92140"
"6.60000","0.11003","1.94329"
"6.70000","0.11164","1.96481"
"6.80000","0.11327","1.98712"
"6.90000","0.11496","2.01157"
"7.00000","0.11668","2.03554"
"7.10000","0.11841","2.06148"
"7.20000","0.12007","2.08547"
"7.30000","0.12169","2.10848"
"7.40000","0.12332","2.13204"
"7.50000","0.12497","2.15552"
"7.60000","0.12663","2.17926"
"7.70000","0.12820","2.20163"
"7.80000","0.12979","2.22430"
"7.90000","0.13163","2.25242"
"8.00000","0.13327","2.27539"
"8.10000","0.13496","2.30001"
"8.20000","0.13659","2.32395"
"8.30000","0.13816","2.34563"
"8.40000","0.13982","2.37049"
"8.50000","0.14150","2.39545"
"8.60000","0.14306","2.41740"
"8.70000","0.14459","2.43943"
"8.80000","0.14623","2.46451"
"8.90000","0.14792","2.49030"
"9.00000","0.14962","2.51669"
"9.10000","0.15132","2.54219"
"9.20000","0.15301","2.56814"
"9.30000","0.15466","2.59223"
"9.40000","0.15641","2.61805"
"9.50000","0.15811","2.64157"
"9.60000","0.15987","2.66754"
"9.70000","0.16152","2.69028"
"9.80000","0.16311","2.71208"
"9.90000","0.16483","2.73676"
"10.00000","0.16651","2.75683"
"10.10000","0.16812","2.77840"
"10.20000","0.16972","2.79915"
"10.30000","0.17136","2.82227"
"10.40000","0.17303","2.84598"
"10.50000","0.17469","2.86920"
"10.60000","0.17627","2.89068"
"10.70000","0.17785","2.91274"
"10.80000","0.17952","2.93652"
"10.90000","0.18118","2.95972"
"11.00000","0.18282","2.98265"
"11.10000","0.18440","3.00317"
"11.20000","0.18608","3.02621"
"11.30000","0.18787","3.05210"
"11.40000","0.18958","3.07385"
"11.50000","0.19122","3.09491"
"11.60000","0.19287","3.11594"
"11.70000","0.19452","3.13840"
"11.80000","0.19612","3.15827"
"11.90000","0.19773","3.17821"
"12.00000","0.19942","3.19921"
"12.10000","0.20106","3.21881"
"12.20000","0.20269","3.23833"
"12.30000","0.20437","3.25888"
"12.40000","0.20609","3.28062"
"12.50000","0.20782","3.30179"
"12.60000","0.20946","3.32014"
"12.70000","0.21118","3.34021"
"12.80000","0.21286","3.36051"
"12.90000","0.21452","3.37964"
"13.00000","0.21621","3.39864"
"13.10000","0.21791","3.41876"
"13.20000","0.21961","3.43769"
"13.30000","0.22126","3.45545"
"13.40000","0.22288","3.47269"
"13.50000","0.22460","3.49116"
"13.60000","0.22628","3.50867"
"13.70000","0.22789","3.52449"
"13.80000","0.22951","3.53924"
"13.90000","0.23120","3.55568"
"14.00000","0.23279","3.57028"
"14.10000","0.23444","3.58617"
"14.20000","0.23613","3.60359"
"14.30000","0.23784","3.62004"
"14.40000","0.23949","3.63532"
"14.50000","0.24119","3.65214"
"14.60000","0.24284","3.66797"
"14.70000","0.24446","3.68226"
"14.80000","0.24621","3.70085"
"14.90000","0.24786","3.71500"
"15.00000","0.24953","3.73078"
"15.10000","0.25120","3.74558"
"15.20000","0.25289","3.76256"
"15.30000","0.25456","3.78125"
"15.40000","0.25626","3.79910"
"15.50000","0.25789","3.81523"
"15.60000","0.25956","3.83084"
"15.70000","0.26131","3.84997"
"15.80000","0.26298","3.86558"
"15.90000","0.26458","3.87991"
"16.00000","0.26632","3.89759"
"16.10000","0.26810","3.91535"
"16.20000","0.26975","3.93048"
"16.30000","0.27144","3.94688"
"16.40000","0.27312","3.96179"
"16.50000","0.27471","3.97473"
"16.60000","0.27635","3.99170"
"16.70000","0.27800","4.00809"
"16.80000","0.27961","4.02460"
"16.90000","0.28120","4.03933"
"17.00000","0.28288","4.05783"
"17.10000","0.28457","4.07434"
"17.20000","0.28621","4.08948"
"17.30000","0.28783","4.10425"
"17.40000","0.28947","4.11924"
"17.50000","0.29120","4.13716"
"17.60000","0.29284","4.15105"
"17.70000","0.29449","4.16655"
"17.80000","0.29633","4.18635"
"17.90000","0.29803","4.20070"
"18.00000","0.29969","4.21505"
"18.10000","0.30133","4.22787"
"18.20000","0.30287","4.23869"
"18.30000","0.30446","4.25232"
"18.40000","0.30606","4.26515"
"18.50000","0.30761","4.27744"
"18.60000","0.30922","4.29102"
"18.70000","0.31088","4.30550"
"18.80000","0.31263","4.32280"
"18.90000","0.31434","4.33759"
"19.00000","0.31600","4.35088"
"19.10000","0.31755","4.36255"
"19.20000","0.31925","4.37738"
"19.30000","0.32099","4.39220"
"19.40000","0.32270","4.40781"
"19.50000","0.32440","4.42195"
"19.60000","0.32613","4.43713"
"19.70000","0.32784","4.45151"
"19.80000","0.32953","4.46603"
"19.90000","0.33124","4.48025"
"20.00000","0.33292","4.49385"
"20.10000","0.33461","4.50814"
"20.20000","0.33625","4.52161"
"20.30000","0.33788","4.53474"
"20.40000","0.33952","4.54868"
"20.50000","0.34120","4.56541"
"20.60000","0.34289","4.58204"
"20.70000","0.34453","4.59822"
