General : Start date,"2020-09-03"
General : End date,"2020-09-03"
General : Unique identifier,"{4B37D73A-077D-4DF5-9C03-3296B1C76063}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"1282 P4 W2 1"
Break (Standard) : Load at Break (Standard),"10.09786",N
Maximum Load : Maximum Load,"17.11897",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.61313"
"0.10000","0.00007","0.61416"
"0.20000","0.00035","0.61929"
"0.30000","0.00274","0.66672"
"0.40000","0.00569","0.72045"
"0.50000","0.00764","0.75368"
"0.60000","0.00935","0.78137"
"0.70000","0.01102","0.80791"
"0.80000","0.01271","0.83406"
"0.90000","0.01438","0.85987"
"1.00000","0.01610","0.88666"
"1.10000","0.01790","0.91465"
"1.20000","0.01957","0.93986"
"1.30000","0.02138","0.96772"
"1.40000","0.02310","0.99299"
"1.50000","0.02480","1.01877"
"1.60000","0.02649","1.04345"
"1.70000","0.02817","1.06804"
"1.80000","0.02979","1.09176"
"1.90000","0.03139","1.11486"
"2.00000","0.03301","1.13873"
"2.10000","0.03464","1.16239"
"2.20000","0.03621","1.18509"
"2.30000","0.03781","1.20828"
"2.40000","0.03948","1.23232"
"2.50000","0.04114","1.25681"
"2.60000","0.04276","1.27955"
"2.70000","0.04440","1.30359"
"2.80000","0.04608","1.32858"
"2.90000","0.04769","1.35090"
"3.00000","0.04933","1.37411"
"3.10000","0.05106","1.39938"
"3.20000","0.05284","1.42536"
"3.30000","0.05459","1.44983"
"3.40000","0.05631","1.47367"
"3.50000","0.05801","1.49738"
"3.60000","0.05967","1.52061"
"3.70000","0.06129","1.54188"
"3.80000","0.06288","1.56303"
"3.90000","0.06457","1.58734"
"4.00000","0.06621","1.61013"
"4.10000","0.06786","1.63319"
"4.20000","0.06957","1.65703"
"4.30000","0.07127","1.67976"
"4.40000","0.07286","1.70090"
"4.50000","0.07456","1.72545"
"4.60000","0.07635","1.75054"
"4.70000","0.07808","1.77361"
"4.80000","0.07975","1.79536"
"4.90000","0.08134","1.81496"
"5.00000","0.08302","1.83816"
"5.10000","0.08471","1.85926"
"5.20000","0.08633","1.87987"
"5.30000","0.08794","1.90080"
"5.40000","0.08960","1.92236"
"5.50000","0.09123","1.94302"
"5.60000","0.09289","1.96483"
"5.70000","0.09456","1.98678"
"5.80000","0.09627","2.01090"
"5.90000","0.09792","2.03122"
"6.00000","0.09952","2.05432"
"6.10000","0.10119","2.07408"
"6.20000","0.10286","2.09795"
"6.30000","0.10468","2.12204"
"6.40000","0.10643","2.14574"
"6.50000","0.10814","2.16896"
"6.60000","0.10989","2.19310"
"6.70000","0.11158","2.21591"
