General : Start date,8/13/2020,
General : End date,8/13/2020,
General : Unique identifier,{5E835072-496D-4B03-948C-91D3EDF0AABF},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1391 P5 W2 1,
Break (Standard) : Load at Break (Standard),19.12243,N
Maximum Load : Maximum Load,20.79028,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.5797
0.1,0.00018,0.58198
0.2,0.00123,0.6016
0.3,0.00284,0.62073
0.4,0.00484,0.64668
0.5,0.00705,0.67734
0.6,0.00931,0.71077
0.7,0.01146,0.74461
0.8,0.01325,0.77575
0.9,0.01489,0.8046
1,0.01647,0.83308
1.1,0.01813,0.86268
1.2,0.01974,0.89054
1.3,0.02136,0.91674
1.4,0.02301,0.94054
1.5,0.02461,0.96675
1.6,0.0261,0.99226
1.7,0.02762,1.0191
1.8,0.02923,1.04714
1.9,0.03096,1.07864
2,0.03267,1.11186
2.1,0.03451,1.14879
2.2,0.03617,1.18137
2.3,0.03784,1.21495
2.4,0.03951,1.24802
2.5,0.0412,1.28192
2.6,0.0429,1.31651
2.7,0.04455,1.34739
2.8,0.04616,1.37658
2.9,0.04779,1.40713
3,0.04942,1.43597
3.1,0.05107,1.46548
3.2,0.05273,1.49522
3.3,0.05438,1.52584
3.4,0.05607,1.55549
3.5,0.05778,1.58632
3.6,0.05943,1.61693
3.7,0.06109,1.64601
3.8,0.06281,1.67887
3.9,0.06456,1.70974
4,0.06628,1.74132
4.1,0.06802,1.77136
4.2,0.06978,1.80404
4.3,0.07139,1.83166
4.4,0.07301,1.85939
4.5,0.07466,1.89029
4.6,0.0763,1.91857
4.7,0.07786,1.94403
4.8,0.07948,1.97178
4.9,0.08116,2.00009
5,0.08285,2.02846
5.1,0.08446,2.05343
5.2,0.08604,2.07861
5.3,0.08771,2.1064
5.4,0.08956,2.13816
5.5,0.0912,2.1658
5.6,0.09281,2.19006
5.7,0.0945,2.21943
5.8,0.09613,2.24539
5.9,0.09774,2.27105
6,0.09945,2.29987
6.1,0.1011,2.3276
6.2,0.10272,2.35384
6.3,0.10438,2.38069
6.4,0.10612,2.40991
6.5,0.10784,2.43728
6.6,0.10959,2.46474
6.7,0.11136,2.49263
6.8,0.1131,2.51965
6.9,0.11467,2.54196
7,0.11635,2.56867
7.1,0.11832,2.6003
7.2,0.12,2.62632
7.3,0.12165,2.65184
7.4,0.12337,2.68013
7.5,0.12512,2.70994
7.6,0.12674,2.73622
7.7,0.12827,2.76089
7.8,0.12977,2.78539
7.9,0.13135,2.81116
8,0.13302,2.83918
8.1,0.13465,2.86492
8.2,0.13626,2.8903
8.3,0.13788,2.91465
8.4,0.13956,2.94062
8.5,0.14112,2.96342
8.6,0.14287,2.99063
8.7,0.14461,3.01646
8.8,0.14629,3.04026
8.9,0.14797,3.06423
9,0.14959,3.08596
9.1,0.1512,3.10736
9.2,0.1528,3.12783
9.3,0.15438,3.14924
9.4,0.15596,3.16914
9.5,0.15757,3.18975
9.6,0.1592,3.21091
9.7,0.16082,3.23251
9.8,0.16252,3.2563
9.9,0.16419,3.27891
10,0.16591,3.3018
10.1,0.16757,3.32462
10.2,0.16927,3.34699
10.3,0.17095,3.36943
10.4,0.17277,3.39384
10.5,0.17462,3.41951
10.6,0.17636,3.44159
10.7,0.178,3.46072
10.8,0.1796,3.47959
10.9,0.18127,3.50076
11,0.18291,3.51964
11.1,0.18453,3.53936
11.2,0.18619,3.56012
11.3,0.18789,3.58116
11.4,0.18954,3.60093
11.5,0.19122,3.62175
11.6,0.19287,3.64246
11.7,0.19448,3.66133
11.8,0.19609,3.67993
11.9,0.19782,3.70142
12,0.19951,3.72154
12.1,0.2012,3.7417
12.2,0.20288,3.7606
12.3,0.20462,3.78106
12.4,0.20638,3.80162
12.5,0.20806,3.82015
12.6,0.20968,3.83707
12.7,0.21131,3.854
12.8,0.21295,3.87151
12.9,0.21461,3.88922
13,0.21627,3.90665
13.1,0.218,3.92558
13.2,0.21972,3.94403
13.3,0.22134,3.95899
13.4,0.22299,3.9764
13.5,0.22457,3.99167
13.6,0.22611,4.00518
13.7,0.22782,4.02387
13.8,0.22957,4.04243
13.9,0.23126,4.06083
14,0.23289,4.07551
14.1,0.23454,4.09281
14.2,0.23624,4.11065
14.3,0.23791,4.12787
14.4,0.2396,4.14611
14.5,0.24129,4.164
14.6,0.24293,4.18185
14.7,0.24463,4.20092
14.8,0.2464,4.22147
14.9,0.24812,4.24085
15,0.24975,4.2583
15.1,0.25152,4.27903
15.2,0.25335,4.30076
15.3,0.255,4.31697
15.4,0.25657,4.33347
15.5,0.25831,4.35409
15.6,0.25995,4.37194
15.7,0.26152,4.3906
15.8,0.26313,4.40997
15.9,0.26473,4.42982
16,0.26632,4.44882
16.1,0.26789,4.46825
16.2,0.26952,4.48926
16.3,0.27117,4.51033
16.4,0.27286,4.53292
16.5,0.27455,4.55536
16.6,0.27621,4.57576
16.7,0.27788,4.59747
16.8,0.2795,4.61677
16.9,0.28128,4.64045
17,0.28319,4.66665
17.1,0.28492,4.68735
17.2,0.28664,4.708
17.3,0.28821,4.72453
17.4,0.28972,4.74045
17.5,0.29133,4.75989
17.6,0.29295,4.77933
17.7,0.29453,4.79751
17.8,0.29616,4.81819
17.9,0.29785,4.84083
18,0.29955,4.86339
18.1,0.30118,4.88343
18.2,0.30286,4.90491
18.3,0.30446,4.9235
18.4,0.30625,4.94804
18.5,0.30814,4.97482
18.6,0.30995,4.99849
18.7,0.3116,5.01735
18.8,0.31327,5.03624
18.9,0.31491,5.05444
19,0.31656,5.07364
19.1,0.31827,5.09427
19.2,0.31987,5.11106
19.3,0.3214,5.12622
19.4,0.323,5.1441
19.5,0.32459,5.16197
19.6,0.32619,5.18255
19.7,0.32793,5.20688
19.8,0.32938,5.21963
19.9,0.33096,5.23662
20,0.33269,5.2585
20.1,0.33438,5.27869
20.2,0.33601,5.29742
20.3,0.33788,5.3236
20.4,0.33969,5.34577
20.5,0.34143,5.36584
20.6,0.34314,5.38518
20.7,0.34472,5.39987
20.8,0.34638,5.41839
20.9,0.3481,5.43881
21,0.34977,5.45655
21.1,0.35137,5.47323
21.2,0.35303,5.4913
21.3,0.35486,5.52055
21.4,0.35646,5.53483
21.5,0.35786,5.54439
21.6,0.3594,5.56002
21.7,0.36116,5.58248
21.8,0.36294,5.60498
21.9,0.36466,5.62523
22,0.36642,5.64668
22.1,0.3681,5.66434
22.2,0.3698,5.68248
22.3,0.37145,5.6997
22.4,0.37313,5.71855
22.5,0.37478,5.73559
22.6,0.37638,5.75325
22.7,0.37826,5.78077
22.8,0.37967,5.78977
22.9,0.38129,5.80658
23,0.38291,5.82269
23.1,0.38452,5.8388
23.2,0.38617,5.85563
23.3,0.38777,5.87135
23.4,0.38933,5.88564
23.5,0.39087,5.89927
23.6,0.39254,5.91827
23.7,0.39435,5.94134
23.8,0.39618,5.96418
23.9,0.39788,5.98261
24,0.39953,5.99873
24.1,0.4013,6.02139
24.2,0.40315,6.04616
24.3,0.40468,6.05779
24.4,0.40637,6.07556
24.5,0.4081,6.09435
24.6,0.4098,6.11168
24.7,0.41149,6.12918
24.8,0.41298,6.13948
24.9,0.41479,6.16201
25,0.41663,6.18297
25.1,0.41822,6.19585
25.2,0.41979,6.20856
25.3,0.42137,6.22275
25.4,0.42311,6.24241
25.5,0.42472,6.25704
25.6,0.42619,6.26833
25.7,0.42773,6.28244
25.8,0.42943,6.30492
25.9,0.43106,6.32107
26,0.43259,6.33342
26.1,0.43419,6.34809
26.2,0.43581,6.36392
26.3,0.4375,6.38102
26.4,0.43922,6.39887
26.5,0.44097,6.41658
26.6,0.44275,6.43476
26.7,0.44437,6.44738
26.8,0.44616,6.46592
26.9,0.44795,6.48408
27,0.44976,6.50158
27.1,0.45143,6.51493
27.2,0.45299,6.52566
27.3,0.45456,6.53744
27.4,0.45616,6.54981
27.5,0.45778,6.56366
27.6,0.45938,6.5763
27.7,0.46101,6.5913
27.8,0.46269,6.60705
27.9,0.46446,6.62497
28,0.46627,6.64582
28.1,0.46791,6.65931
28.2,0.4696,6.67474
28.3,0.47138,6.69232
28.4,0.4731,6.70829
28.5,0.47476,6.72387
28.6,0.47645,6.7409
28.7,0.47814,6.75738
28.8,0.47981,6.77298
28.9,0.48145,6.78859
29,0.48305,6.80346
29.1,0.4847,6.81997
29.2,0.48632,6.83541
29.3,0.48785,6.84875
29.4,0.48946,6.86421
29.5,0.49118,6.88352
29.6,0.49284,6.90099
29.7,0.49458,6.92281
29.8,0.4961,6.9347
29.9,0.49773,6.95018
30,0.49936,6.96661
30.1,0.50111,6.98526
30.2,0.50283,7.0027
30.3,0.50446,7.01687
30.4,0.50619,7.03526
30.5,0.50783,7.04904
30.6,0.5094,7.06082
30.7,0.51104,7.07625
30.8,0.51278,7.09376
30.9,0.51447,7.10914
31,0.5162,7.12517
31.1,0.51795,7.14251
31.2,0.51963,7.15555
31.3,0.52134,7.16985
31.4,0.52298,7.18243
31.5,0.52468,7.19843
31.6,0.52649,7.21771
31.7,0.5282,7.23316
31.8,0.5299,7.24916
31.9,0.53171,7.26917
32,0.53347,7.28539
32.1,0.53497,7.294
32.2,0.53651,7.306
32.3,0.53818,7.32231
32.4,0.53984,7.33863
32.5,0.54146,7.35255
32.6,0.54308,7.36776
32.7,0.5448,7.38625
32.8,0.54647,7.40112
32.9,0.5481,7.41554
33,0.54974,7.43107
33.1,0.55139,7.44599
33.2,0.55306,7.46158
33.3,0.55468,7.47638
33.4,0.55632,7.4914
33.5,0.55794,7.50597
33.6,0.55958,7.52169
33.7,0.56123,7.53726
33.8,0.56289,7.55311
33.9,0.56453,7.56859
34,0.56626,7.59017
34.1,0.56786,7.60323
34.2,0.56948,7.6183
34.3,0.57122,7.6372
34.4,0.57293,7.65454
34.5,0.57456,7.66883
34.6,0.57617,7.6829
34.7,0.57782,7.69816
34.8,0.57964,7.71851
34.9,0.58153,7.74083
35,0.58323,7.7556
35.1,0.58486,7.7683
35.2,0.58651,7.78117
35.3,0.58812,7.79392
35.4,0.58974,7.80653
35.5,0.5913,7.81806
35.6,0.59279,7.82752
35.7,0.59441,7.84223
35.8,0.59612,7.8596
35.9,0.59779,7.87485
36,0.59945,7.88966
36.1,0.60114,7.90572
36.2,0.60286,7.92233
36.3,0.60455,7.93799
36.4,0.60618,7.95104
36.5,0.60785,7.96536
36.6,0.6096,7.98311
36.7,0.61144,8.00358
36.8,0.61331,8.02509
36.9,0.61513,8.04319
37,0.6167,8.05358
37.1,0.61827,8.06517
37.2,0.61987,8.07902
37.3,0.62153,8.09357
37.4,0.6231,8.10588
37.5,0.62464,8.11751
37.6,0.62627,8.13197
37.7,0.62791,8.14728
37.8,0.62952,8.16104
37.9,0.6311,8.17391
38,0.63266,8.18629
38.1,0.63451,8.20889
38.2,0.6363,8.22742
38.3,0.63807,8.24494
38.4,0.6397,8.25675
38.5,0.64125,8.26637
38.6,0.64287,8.27886
38.7,0.64458,8.29386
38.8,0.64626,8.30785
38.9,0.64795,8.32153
39,0.64969,8.33638
39.1,0.65141,8.35038
39.2,0.65303,8.36092
39.3,0.65466,8.37337
39.4,0.65634,8.38729
39.5,0.65793,8.39813
39.6,0.65951,8.40949
39.7,0.66109,8.4204
39.8,0.66286,8.4395
39.9,0.66457,8.45521
40,0.66628,8.47227
40.1,0.66806,8.49168
40.2,0.66978,8.50792
40.3,0.67138,8.52012
40.4,0.673,8.5315
40.5,0.67464,8.54396
40.6,0.6763,8.55665
40.7,0.678,8.57069
40.8,0.67972,8.58616
40.9,0.68138,8.59843
41,0.68301,8.61029
41.1,0.68462,8.62122
41.2,0.68617,8.62961
41.3,0.68782,8.64342
41.4,0.68962,8.66164
41.5,0.69125,8.67431
41.6,0.69287,8.68726
41.7,0.69461,8.70417
41.8,0.69634,8.71975
41.9,0.69791,8.72938
42,0.69948,8.74124
42.1,0.70119,8.75774
42.2,0.70289,8.77348
42.3,0.70452,8.78691
42.4,0.70618,8.80112
42.5,0.70783,8.81525
42.6,0.70953,8.83141
42.7,0.71124,8.84734
42.8,0.71299,8.86368
42.9,0.71467,8.87775
43,0.71624,8.88814
43.1,0.7181,8.90972
43.2,0.7199,8.92663
43.3,0.72149,8.93649
43.4,0.72309,8.94823
43.5,0.7247,8.96165
43.6,0.72636,8.97617
