General : Start date,8/13/2020,
General : End date,8/13/2020,
General : Unique identifier,{4E2279AF-985D-4351-89CF-5DD0076641B0},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1391 P6 W2 2,
Break (Standard) : Load at Break (Standard),9.02468,N
Maximum Load : Maximum Load,11.80266,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.96398
0.1,0.00012,0.96438
0.2,0.00066,0.97041
0.3,0.00192,0.98424
0.4,0.0038,1.0032
0.5,0.00613,1.0238
0.6,0.00853,1.04685
0.7,0.01069,1.06528
0.8,0.0125,1.08089
0.9,0.01421,1.09537
1,0.01589,1.10947
1.1,0.01752,1.12212
1.2,0.01913,1.13611
1.3,0.02075,1.14968
1.4,0.02235,1.16211
1.5,0.02401,1.17445
1.6,0.0257,1.18795
1.7,0.02738,1.20096
1.8,0.02915,1.21435
1.9,0.0308,1.22879
2,0.03268,1.24251
2.1,0.03454,1.25712
2.2,0.03631,1.27046
2.3,0.03806,1.28351
2.4,0.0397,1.29549
2.5,0.04146,1.30794
2.6,0.04298,1.31944
2.7,0.0446,1.33018
2.8,0.04626,1.3436
2.9,0.04793,1.3583
3,0.04971,1.37257
3.1,0.05149,1.38545
3.2,0.05315,1.39836
3.3,0.05484,1.41149
3.4,0.0565,1.42452
3.5,0.05814,1.43695
3.6,0.05978,1.45101
3.7,0.06149,1.4633
3.8,0.0634,1.47889
3.9,0.06514,1.49214
4,0.06665,1.50394
4.1,0.0682,1.51571
4.2,0.06992,1.52961
4.3,0.07153,1.54092
4.4,0.07316,1.55395
4.5,0.07477,1.56603
4.6,0.07639,1.57779
4.7,0.07801,1.58995
4.8,0.07958,1.60041
4.9,0.08114,1.61326
5,0.08283,1.62712
5.1,0.08451,1.63928
5.2,0.08623,1.65283
5.3,0.0879,1.66556
5.4,0.08961,1.67908
5.5,0.09133,1.69295
5.6,0.09309,1.70598
5.7,0.09477,1.71856
5.8,0.09639,1.73019
5.9,0.09798,1.74181
6,0.09961,1.7537
6.1,0.10117,1.76507
6.2,0.10279,1.77626
6.3,0.10443,1.78864
6.4,0.10611,1.8005
6.5,0.1078,1.81292
6.6,0.1095,1.82586
6.7,0.11116,1.83824
6.8,0.1128,1.84889
6.9,0.11439,1.86068
7,0.11598,1.8715
7.1,0.11772,1.88428
