General : Start date,8/13/2020,
General : End date,8/13/2020,
General : Unique identifier,{7F64DDAC-5309-40A5-84B4-469A17F20F55},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1391 P6 W2 1,
Break (Standard) : Load at Break (Standard),5.07359,N
Maximum Load : Maximum Load,10.59183,N
,,
Time,Extension,Load
(s),(mm),(N)
0,-0.00008,0.59411
0.1,0.00002,0.59431
0.2,0.00086,0.59783
0.3,0.00249,0.59954
0.4,0.00445,0.60176
0.5,0.00672,0.62288
0.6,0.00891,0.6409
0.7,0.011,0.66087
0.8,0.01278,0.68285
0.9,0.01448,0.69949
1,0.01616,0.71192
1.1,0.01778,0.7266
1.2,0.01947,0.74617
1.3,0.02114,0.76609
1.4,0.02274,0.78441
1.5,0.02447,0.80253
1.6,0.02626,0.82344
1.7,0.02802,0.84307
1.8,0.02973,0.86186
1.9,0.03134,0.87879
2,0.03299,0.89705
2.1,0.03465,0.91442
2.2,0.03626,0.92978
2.3,0.03788,0.94608
2.4,0.03951,0.964
2.5,0.04112,0.98185
2.6,0.04277,1.00116
2.7,0.04442,1.02064
2.8,0.04608,1.04022
2.9,0.04776,1.05965
3,0.04943,1.07714
3.1,0.0511,1.09579
3.2,0.05272,1.11287
3.3,0.05427,1.12939
3.4,0.05596,1.14574
3.5,0.05787,1.16589
3.6,0.05968,1.18542
3.7,0.06132,1.20169
3.8,0.06292,1.21728
3.9,0.06457,1.23375
4,0.06622,1.25141
4.1,0.06792,1.2686
4.2,0.06958,1.28509
4.3,0.07111,1.29965
4.4,0.07274,1.3151
4.5,0.07443,1.33396
4.6,0.07611,1.34892
4.7,0.07767,1.36365
4.8,0.0795,1.3808
4.9,0.08133,1.39786
5,0.08299,1.41265
5.1,0.08471,1.42784
5.2,0.08641,1.44204
5.3,0.088,1.4545
5.4,0.08964,1.46792
5.5,0.0913,1.48187
5.6,0.09294,1.49536
5.7,0.09463,1.50693
5.8,0.09631,1.52016
5.9,0.09794,1.53268
6,0.09964,1.54624
6.1,0.1013,1.55876
6.2,0.10296,1.57258
6.3,0.10462,1.58495
6.4,0.10626,1.59762
6.5,0.10791,1.61024
6.6,0.10944,1.62221
6.7,0.11107,1.63559
6.8,0.11291,1.65147
6.9,0.11468,1.66491
7,0.11623,1.67754
7.1,0.11779,1.68868
7.2,0.1194,1.70121
7.3,0.12101,1.71313
7.4,0.1226,1.72487
7.5,0.12423,1.73808
7.6,0.12586,1.74954
7.7,0.12758,1.76336
7.8,0.1293,1.77617
7.9,0.13104,1.78983
8,0.13258,1.79967
8.1,0.1344,1.81417
8.2,0.13627,1.82749
8.3,0.13802,1.83962
8.4,0.13965,1.85165
8.5,0.14129,1.86291
8.6,0.14297,1.87517
8.7,0.14463,1.88696
8.8,0.14621,1.89741
8.9,0.14784,1.90834
9,0.14948,1.91981
9.1,0.1512,1.93277
9.2,0.15294,1.94573
9.3,0.1547,1.95808
9.4,0.15634,1.96992
9.5,0.15796,1.98053
9.6,0.15963,1.99189
9.7,0.1613,2.00314
9.8,0.16283,2.01122
9.9,0.16447,2.01944
10,0.16631,2.02932
10.1,0.16811,2.03302
10.2,0.16977,2.03204
10.3,0.17138,2.0344
10.4,0.17304,2.04268
10.5,0.17453,2.05021
10.6,0.17606,2.05902
10.7,0.17771,2.06906
10.8,0.17941,2.08036
10.9,0.18116,2.09166
11,0.18291,2.10168
11.1,0.18467,2.11092
11.2,0.1863,2.11461
11.3,0.18794,2.11771
11.4,0.18981,2.12901
11.5,0.19156,2.14108
11.6,0.19314,2.15197
11.7,0.19477,2.16297
11.8,0.19651,2.17707
11.9,0.19821,2.18919
12,0.19982,2.20096
12.1,0.20145,2.21298
12.2,0.20311,2.22508
12.3,0.20473,2.23697
12.4,0.20631,2.24844
12.5,0.2079,2.25961
12.6,0.20943,2.27107
12.7,0.21104,2.28341
12.8,0.21272,2.29645
12.9,0.21438,2.30814
13,0.21613,2.32202
13.1,0.21781,2.33377
13.2,0.21956,2.34797
13.3,0.22149,2.3634
13.4,0.22322,2.3753
13.5,0.2249,2.38755
13.6,0.22651,2.39834
13.7,0.22811,2.40918
13.8,0.22975,2.42073
13.9,0.23138,2.43203
14,0.23298,2.44209
14.1,0.23463,2.45378
14.2,0.23627,2.46544
14.3,0.2379,2.47609
14.4,0.23954,2.48733
14.5,0.24122,2.49906
14.6,0.24289,2.51071
14.7,0.24462,2.52341
14.8,0.24632,2.53563
14.9,0.24804,2.54777
15,0.24976,2.55957
15.1,0.25141,2.57049
15.2,0.25305,2.5819
15.3,0.25468,2.59244
15.4,0.25635,2.60495
15.5,0.25804,2.61649
15.6,0.25971,2.62802
15.7,0.26134,2.63909
15.8,0.26301,2.65024
15.9,0.2647,2.66171
16,0.26641,2.67471
16.1,0.26814,2.68662
16.2,0.26981,2.69812
16.3,0.27145,2.71047
16.4,0.27304,2.72033
16.5,0.27465,2.73113
16.6,0.27639,2.74448
16.7,0.27809,2.75425
16.8,0.27974,2.76539
16.9,0.28132,2.77487
17,0.28294,2.78581
17.1,0.2846,2.79756
17.2,0.2862,2.80697
17.3,0.28779,2.81735
17.4,0.28943,2.82841
17.5,0.2911,2.83936
17.6,0.29277,2.851
17.7,0.29445,2.86262
17.8,0.29614,2.87369
17.9,0.29788,2.88612
18,0.29983,2.90167
18.1,0.30155,2.91183
18.2,0.30307,2.91979
18.3,0.30468,2.92979
18.4,0.30634,2.94103
18.5,0.30794,2.95032
18.6,0.3095,2.95947
18.7,0.31108,2.96938
18.8,0.31273,2.98007
18.9,0.31431,2.98967
19,0.31594,3.00075
19.1,0.31768,3.01284
19.2,0.31934,3.02267
19.3,0.32096,3.03211
19.4,0.32256,3.04175
19.5,0.32422,3.05228
19.6,0.32595,3.06359
19.7,0.32767,3.07426
19.8,0.3294,3.08597
19.9,0.33111,3.09706
20,0.33298,3.10985
20.1,0.33473,3.12094
20.2,0.3363,3.13044
20.3,0.338,3.1414
20.4,0.33965,3.15153
20.5,0.34122,3.16153
20.6,0.34277,3.16969
20.7,0.34434,3.17955
20.8,0.34597,3.18927
20.9,0.3477,3.20129
21,0.34934,3.21195
21.1,0.35084,3.21931
21.2,0.3525,3.23088
21.3,0.3542,3.24172
21.4,0.35591,3.25181
21.5,0.35772,3.26464
21.6,0.35943,3.27496
21.7,0.36108,3.28487
21.8,0.36274,3.29455
21.9,0.36448,3.30538
22,0.36618,3.31594
22.1,0.36778,3.32383
22.2,0.36946,3.3341
22.3,0.37122,3.34496
22.4,0.37294,3.35477
22.5,0.37448,3.36211
22.6,0.37601,3.37037
22.7,0.37767,3.38069
22.8,0.37936,3.3925
22.9,0.38108,3.40332
23,0.38285,3.41436
23.1,0.38455,3.42624
23.2,0.38632,3.43718
23.3,0.38804,3.4487
23.4,0.38977,3.45931
23.5,0.39141,3.46982
23.6,0.39299,3.47842
23.7,0.39458,3.48645
23.8,0.39624,3.49707
23.9,0.39786,3.50557
24,0.39949,3.51609
24.1,0.40116,3.52613
24.2,0.40279,3.53592
24.3,0.40446,3.54607
24.4,0.40598,3.55377
24.5,0.4077,3.56418
24.6,0.40944,3.57487
24.7,0.4111,3.5848
24.8,0.41278,3.59557
24.9,0.41449,3.60667
25,0.41612,3.6152
25.1,0.41774,3.62457
25.2,0.41941,3.63498
25.3,0.42113,3.64691
25.4,0.42278,3.65589
25.5,0.42445,3.66561
25.6,0.42615,3.67649
25.7,0.42787,3.68659
25.8,0.42959,3.69714
25.9,0.43137,3.70856
26,0.43299,3.71792
26.1,0.43445,3.72362
26.2,0.43632,3.73731
26.3,0.43823,3.75013
26.4,0.43979,3.75646
26.5,0.44135,3.76564
26.6,0.44293,3.77356
26.7,0.4446,3.78374
26.8,0.4462,3.79313
26.9,0.44773,3.80087
27,0.44933,3.81036
27.1,0.45092,3.8196
27.2,0.45257,3.82924
27.3,0.45425,3.83972
27.4,0.45589,3.84912
27.5,0.45761,3.85974
27.6,0.45935,3.87053
27.7,0.46105,3.88001
27.8,0.463,3.89374
27.9,0.46479,3.90355
28,0.46649,3.91263
28.1,0.46819,3.92253
28.2,0.46985,3.93072
28.3,0.4715,3.9409
28.4,0.47315,3.94996
28.5,0.47484,3.95993
28.6,0.47645,3.96859
28.7,0.47808,3.97741
28.8,0.47974,3.98796
28.9,0.48133,3.99671
29,0.48293,4.00605
29.1,0.48459,4.01619
29.2,0.48617,4.02442
29.3,0.48775,4.03291
29.4,0.48943,4.04332
29.5,0.49114,4.05396
29.6,0.493,4.06706
29.7,0.49478,4.07763
29.8,0.49646,4.08709
29.9,0.49811,4.09571
30,0.49984,4.10578
30.1,0.50142,4.11314
30.2,0.50298,4.12044
30.3,0.50466,4.13015
30.4,0.50638,4.14019
30.5,0.50807,4.14969
30.6,0.50968,4.1574
30.7,0.51125,4.16512
30.8,0.51291,4.17486
30.9,0.5146,4.18494
31,0.51631,4.19509
31.1,0.51799,4.20513
31.2,0.51964,4.21408
31.3,0.52128,4.22331
31.4,0.52305,4.23431
31.5,0.52471,4.24305
31.6,0.52641,4.25325
31.7,0.52814,4.26315
31.8,0.52985,4.27309
31.9,0.53154,4.28264
32,0.53313,4.29095
32.1,0.53471,4.29878
32.2,0.53635,4.30787
32.3,0.53803,4.31784
32.4,0.53966,4.32643
32.5,0.54132,4.33584
32.6,0.54306,4.34663
32.7,0.54473,4.35612
32.8,0.54639,4.36648
32.9,0.54824,4.37886
33,0.54989,4.38777
33.1,0.55142,4.39537
33.2,0.55297,4.40333
33.3,0.55454,4.41087
33.4,0.55605,4.41807
33.5,0.55764,4.42677
33.6,0.55919,4.43427
33.7,0.56078,4.44241
33.8,0.56251,4.45288
33.9,0.56422,4.46261
34,0.56588,4.47154
34.1,0.56755,4.47998
34.2,0.56916,4.48792
34.3,0.57088,4.49772
34.4,0.57265,4.50725
34.5,0.57443,4.51796
34.6,0.57622,4.52871
34.7,0.578,4.53886
34.8,0.57972,4.54828
34.9,0.58139,4.55719
35,0.58314,4.56682
35.1,0.58476,4.57533
35.2,0.5864,4.58389
35.3,0.58797,4.59137
35.4,0.5896,4.59974
35.5,0.59124,4.60777
35.6,0.59281,4.6152
35.7,0.59442,4.62327
35.8,0.59615,4.63323
35.9,0.59779,4.64063
36,0.59938,4.6475
36.1,0.60118,4.65848
36.2,0.60298,4.66877
36.3,0.60476,4.67901
36.4,0.60647,4.68675
36.5,0.60802,4.69279
36.6,0.60967,4.70039
36.7,0.61134,4.70878
36.8,0.61295,4.71658
36.9,0.61462,4.72459
37,0.61631,4.73326
37.1,0.61796,4.74152
37.2,0.61959,4.74893
37.3,0.62127,4.75741
37.4,0.62281,4.76327
37.5,0.6244,4.77008
37.6,0.62612,4.77928
37.7,0.62776,4.78415
37.8,0.62942,4.79077
37.9,0.63111,4.79798
38,0.63277,4.80508
38.1,0.63445,4.81287
38.2,0.63607,4.82001
38.3,0.63769,4.82544
