General : Start date,8/13/2020,
General : End date,8/13/2020,
General : Unique identifier,{D7EC6883-916F-49A5-A6C3-5957FF15107E},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1391 P2 W2 1,
Break (Standard) : Load at Break (Standard),6.85154,N
Maximum Load : Maximum Load,12.47626,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.57565
0.1,0.00006,0.57579
0.2,0.00049,0.58197
0.3,0.00139,0.5928
0.4,0.00312,0.61595
0.5,0.00568,0.65093
0.6,0.00848,0.68632
0.7,0.01071,0.71154
0.8,0.01251,0.7295
0.9,0.0142,0.74501
1,0.01584,0.75919
1.1,0.01747,0.77385
1.2,0.01919,0.7889
1.3,0.02096,0.80368
1.4,0.02263,0.81541
1.5,0.02447,0.83092
1.6,0.02629,0.8435
1.7,0.02796,0.8554
1.8,0.02969,0.86803
1.9,0.03134,0.882
2,0.03298,0.89677
2.1,0.03456,0.91036
2.2,0.03613,0.92395
2.3,0.03781,0.93861
2.4,0.03951,0.95327
2.5,0.04119,0.96683
2.6,0.04286,0.98044
2.7,0.04457,0.99366
2.8,0.04623,1.00682
2.9,0.04788,1.02019
3,0.04965,1.03504
3.1,0.05141,1.04837
3.2,0.05304,1.06044
3.3,0.05464,1.07098
3.4,0.05626,1.08102
3.5,0.05792,1.09182
3.6,0.05961,1.10331
3.7,0.06133,1.11477
3.8,0.06307,1.12683
3.9,0.06473,1.137
4,0.06635,1.14561
4.1,0.06791,1.15429
4.2,0.0695,1.16367
4.3,0.07117,1.17393
4.4,0.07291,1.18373
4.5,0.07461,1.1933
4.6,0.07643,1.20622
4.7,0.07807,1.21674
4.8,0.07981,1.22966
4.9,0.08157,1.2407
5,0.08323,1.25078
5.1,0.08488,1.26049
5.2,0.08647,1.26821
5.3,0.08807,1.2779
5.4,0.08962,1.28723
5.5,0.09119,1.29706
5.6,0.09278,1.30671
5.7,0.09443,1.31785
5.8,0.09609,1.32792
5.9,0.0977,1.33788
6,0.09927,1.34692
6.1,0.10076,1.35412
6.2,0.10252,1.36644
6.3,0.10443,1.3795
6.4,0.10617,1.38966
6.5,0.10785,1.39847
6.6,0.10955,1.40789
6.7,0.11122,1.4172
6.8,0.11288,1.42636
6.9,0.11451,1.43527
7,0.11616,1.44388
7.1,0.11782,1.45217
7.2,0.11956,1.461
7.3,0.12126,1.46942
7.4,0.12295,1.4784
7.5,0.12464,1.48668
7.6,0.12638,1.49527
7.7,0.12805,1.50202
7.8,0.12963,1.50805
7.9,0.13117,1.51383
8,0.13269,1.51846
8.1,0.13437,1.52655
8.2,0.13616,1.53475
8.3,0.13789,1.54269
8.4,0.13957,1.54986
8.5,0.14125,1.55795
8.6,0.14294,1.56963
8.7,0.14458,1.58039
8.8,0.14619,1.59153
8.9,0.14783,1.6028
9,0.14945,1.61404
9.1,0.15113,1.6252
9.2,0.15282,1.63639
9.3,0.15458,1.64924
9.4,0.15628,1.66107
9.5,0.15823,1.67589
9.6,0.15983,1.68527
9.7,0.16131,1.69313
9.8,0.16291,1.70365
9.9,0.1645,1.71346
10,0.16602,1.72253
10.1,0.16757,1.73202
10.2,0.1692,1.74253
10.3,0.17082,1.75298
10.4,0.17242,1.76187
10.5,0.17407,1.77226
10.6,0.17579,1.78288
10.7,0.17753,1.79369
10.8,0.1792,1.80322
10.9,0.18088,1.812
11,0.18263,1.82234
11.1,0.18437,1.83189
11.2,0.18597,1.83958
11.3,0.18774,1.85051
11.4,0.18963,1.86188
11.5,0.19141,1.87173
11.6,0.19301,1.87854
11.7,0.19465,1.8864
11.8,0.19628,1.8948
11.9,0.19782,1.90199
12,0.19946,1.91023
12.1,0.20117,1.91998
12.2,0.20285,1.92899
12.3,0.20456,1.93941
12.4,0.2063,1.94971
12.5,0.20811,1.96154
12.6,0.20975,1.96974
