General : Start date,8/14/2020,
General : End date,8/14/2020,
General : Unique identifier,{420EA41D-FEE9-4190-84A0-0B1FC6B74D2A},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1391 P3 W1 1,
Break (Standard) : Load at Break (Standard),4.48216,N
Maximum Load : Maximum Load,12.15839,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.52994
0.1,0.00002,0.53064
0.2,0.00032,0.5332
0.3,0.0011,0.54145
0.4,0.00257,0.55768
0.5,0.00545,0.58935
0.6,0.00929,0.62986
0.7,0.01132,0.64863
0.8,0.013,0.66393
0.9,0.01476,0.67994
1,0.01647,0.69551
1.1,0.0182,0.71082
1.2,0.01983,0.72511
1.3,0.02146,0.73919
1.4,0.02311,0.75363
1.5,0.02477,0.76727
1.6,0.02645,0.78114
1.7,0.02815,0.79487
1.8,0.02984,0.80795
1.9,0.03145,0.82018
2,0.0331,0.83229
2.1,0.03491,0.84678
2.2,0.03661,0.85935
2.3,0.03825,0.87077
2.4,0.03988,0.88172
2.5,0.04152,0.89394
2.6,0.04317,0.90525
2.7,0.0447,0.91513
2.8,0.04624,0.92544
2.9,0.04778,0.9359
3,0.04943,0.94696
3.1,0.05116,0.95931
3.2,0.05286,0.97168
3.3,0.05452,0.98307
3.4,0.05619,0.99467
3.5,0.05781,1.00504
3.6,0.05945,1.01631
3.7,0.06109,1.02812
3.8,0.06274,1.03995
3.9,0.06446,1.053
4,0.06625,1.06633
4.1,0.06804,1.07916
4.2,0.06974,1.09032
4.3,0.07141,1.10132
4.4,0.07308,1.11203
4.5,0.07474,1.1227
4.6,0.07635,1.13229
4.7,0.07797,1.14276
4.8,0.07954,1.15233
4.9,0.08123,1.16342
5,0.08294,1.17482
5.1,0.08458,1.18658
5.2,0.08609,1.19638
5.3,0.08774,1.20763
5.4,0.08946,1.22033
5.5,0.09112,1.23197
5.6,0.09281,1.24266
5.7,0.09444,1.25022
5.8,0.09609,1.26147
5.9,0.09781,1.27351
6,0.09951,1.2839
6.1,0.1012,1.29636
6.2,0.10285,1.30836
6.3,0.10449,1.31955
6.4,0.1062,1.33133
6.5,0.10787,1.34341
6.6,0.10955,1.35488
6.7,0.11119,1.36654
6.8,0.11285,1.37824
6.9,0.11453,1.39057
7,0.11622,1.40229
7.1,0.11794,1.41531
7.2,0.11974,1.4286
7.3,0.1215,1.44155
7.4,0.12315,1.45296
7.5,0.12483,1.46502
7.6,0.12643,1.47704
7.7,0.12811,1.48996
7.8,0.12973,1.50183
7.9,0.13138,1.51452
8,0.13305,1.52751
8.1,0.13467,1.5388
8.2,0.13625,1.5501
8.3,0.13785,1.56138
8.4,0.13954,1.57398
8.5,0.14109,1.5838
8.6,0.1428,1.59699
8.7,0.14443,1.60832
8.8,0.146,1.61874
8.9,0.1476,1.63
9,0.14926,1.64221
9.1,0.15087,1.6529
9.2,0.1525,1.66378
9.3,0.15409,1.67423
9.4,0.1557,1.68544
9.5,0.15739,1.69816
9.6,0.15909,1.7095
9.7,0.16076,1.72211
9.8,0.16246,1.73391
9.9,0.16413,1.74515
10,0.16582,1.75673
10.1,0.16753,1.76838
10.2,0.16914,1.77859
10.3,0.17084,1.79032
10.4,0.17308,1.8094
10.5,0.17502,1.82364
10.6,0.17651,1.83178
10.7,0.17807,1.84226
10.8,0.17979,1.85526
10.9,0.18146,1.86679
11,0.18304,1.87705
11.1,0.18468,1.88877
11.2,0.18628,1.89917
11.3,0.18779,1.90847
11.4,0.18949,1.9212
11.5,0.19127,1.93457
11.6,0.19307,1.94737
11.7,0.19477,1.95907
11.8,0.19636,1.96876
11.9,0.1982,1.98261
12,0.19989,1.99384
12.1,0.20152,2.00425
12.2,0.2031,2.01533
12.3,0.20471,2.02636
12.4,0.20631,2.03727
12.5,0.20788,2.0481
12.6,0.20948,2.05836
12.7,0.21107,2.06821
12.8,0.21269,2.07955
12.9,0.21432,2.09069
13,0.21599,2.1028
13.1,0.21766,2.11445
13.2,0.21924,2.12522
13.3,0.22095,2.13723
13.4,0.2227,2.15032
13.5,0.22444,2.16236
13.6,0.22619,2.17542
13.7,0.22808,2.18975
13.8,0.22999,2.20437
13.9,0.2317,2.21543
14,0.2334,2.22678
14.1,0.23495,2.2355
14.2,0.23652,2.24513
14.3,0.23822,2.25703
14.4,0.2399,2.26856
14.5,0.24151,2.2785
14.6,0.24309,2.2875
14.7,0.24473,2.29833
14.8,0.2464,2.30923
14.9,0.24804,2.32018
15,0.24969,2.33111
15.1,0.25136,2.34275
15.2,0.25304,2.35379
15.3,0.25476,2.36573
15.4,0.25641,2.37653
15.5,0.25801,2.3869
15.6,0.25967,2.39719
15.7,0.26131,2.407
15.8,0.26294,2.4173
15.9,0.26457,2.42669
16,0.2662,2.43631
16.1,0.26785,2.44654
16.2,0.26958,2.45797
