General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{4B568FF6-C1AF-41DF-A709-FF51E7B2EFCA}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P6 W1 1"
Break (Standard) : Load at Break (Standard),"8.93309",N
Maximum Load : Maximum Load,"11.04961",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.19937"
"0.10000","0.00008","0.19928"
"0.20000","0.00032","0.19981"
"0.30000","0.00192","0.21259"
"0.40000","0.00573","0.24062"
"0.50000","0.00797","0.25510"
"0.60000","0.00956","0.26445"
"0.70000","0.01107","0.27371"
"0.80000","0.01270","0.28375"
"0.90000","0.01435","0.29375"
"1.00000","0.01591","0.30272"
"1.10000","0.01753","0.31221"
"1.20000","0.01924","0.32211"
"1.30000","0.02088","0.33143"
"1.40000","0.02251","0.34048"
"1.50000","0.02421","0.35001"
"1.60000","0.02596","0.35950"
"1.70000","0.02761","0.36815"
"1.80000","0.02930","0.37647"
"1.90000","0.03097","0.38495"
"2.00000","0.03284","0.39480"
"2.10000","0.03471","0.40452"
"2.20000","0.03656","0.41411"
"2.30000","0.03825","0.42228"
"2.40000","0.03986","0.42938"
"2.50000","0.04151","0.43758"
"2.60000","0.04305","0.44405"
"2.70000","0.04464","0.45232"
"2.80000","0.04626","0.45879"
"2.90000","0.04783","0.46617"
"3.00000","0.04947","0.47354"
"3.10000","0.05122","0.48308"
"3.20000","0.05293","0.49054"
"3.30000","0.05452","0.49696"
"3.40000","0.05625","0.50565"
"3.50000","0.05800","0.51417"
"3.60000","0.05979","0.52235"
"3.70000","0.06146","0.53015"
"3.80000","0.06309","0.53789"
"3.90000","0.06480","0.54562"
"4.00000","0.06650","0.55391"
"4.10000","0.06817","0.56187"
"4.20000","0.06982","0.56983"
"4.30000","0.07144","0.57738"
"4.40000","0.07302","0.58416"
"4.50000","0.07462","0.59212"
"4.60000","0.07619","0.59906"
"4.70000","0.07780","0.60697"
"4.80000","0.07944","0.61471"
"4.90000","0.08108","0.62298"
"5.00000","0.08275","0.63165"
"5.10000","0.08443","0.63944"
"5.20000","0.08610","0.64891"
"5.30000","0.08783","0.65776"
"5.40000","0.08961","0.66794"
"5.50000","0.09144","0.67754"
"5.60000","0.09324","0.68749"
"5.70000","0.09489","0.69543"
"5.80000","0.09652","0.70372"
"5.90000","0.09815","0.71226"
"6.00000","0.09978","0.71999"
"6.10000","0.10142","0.72862"
"6.20000","0.10304","0.73641"
"6.30000","0.10466","0.74490"
"6.40000","0.10623","0.75255"
"6.50000","0.10779","0.76093"
"6.60000","0.10927","0.76797"
"6.70000","0.11090","0.77726"
"6.80000","0.11268","0.78746"
"6.90000","0.11436","0.79688"
"7.00000","0.11598","0.80533"
"7.10000","0.11773","0.81536"
"7.20000","0.11943","0.82469"
"7.30000","0.12111","0.83309"
"7.40000","0.12280","0.84266"
"7.50000","0.12445","0.85116"
"7.60000","0.12610","0.86088"
"7.70000","0.12771","0.86963"
"7.80000","0.12939","0.87903"
"7.90000","0.13114","0.88940"
"8.00000","0.13287","0.89886"
"8.10000","0.13457","0.90844"
"8.20000","0.13623","0.91812"
"8.30000","0.13790","0.92730"
"8.40000","0.13961","0.93764"
"8.50000","0.14122","0.94586"
"8.60000","0.14285","0.95518"
"8.70000","0.14449","0.96334"
"8.80000","0.14618","0.97329"
"8.90000","0.14786","0.98212"
"9.00000","0.14950","0.99093"
"9.10000","0.15113","0.99999"
"9.20000","0.15278","1.00826"
"9.30000","0.15444","1.01741"
"9.40000","0.15613","1.02727"
"9.50000","0.15787","1.03753"
"9.60000","0.15960","1.04682"
"9.70000","0.16135","1.05743"
"9.80000","0.16312","1.06747"
"9.90000","0.16480","1.07701"
"10.00000","0.16672","1.08960"
"10.10000","0.16867","1.10217"
"10.20000","0.17036","1.11105"
"10.30000","0.17195","1.11948"
"10.40000","0.17370","1.13074"
"10.50000","0.17540","1.14031"
"10.60000","0.17693","1.14761"
"10.70000","0.17840","1.15512"
"10.80000","0.17994","1.16455"
"10.90000","0.18164","1.17688"
"11.00000","0.18329","1.18699"
"11.10000","0.18480","1.19604"
"11.20000","0.18649","1.20669"
"11.30000","0.18811","1.21685"
"11.40000","0.18966","1.22664"
"11.50000","0.19125","1.23726"
"11.60000","0.19284","1.24699"
"11.70000","0.19444","1.25720"
"11.80000","0.19611","1.26806"
"11.90000","0.19784","1.28060"
"12.00000","0.19955","1.29149"
"12.10000","0.20127","1.30273"
"12.20000","0.20286","1.31221"
"12.30000","0.20443","1.32081"
"12.40000","0.20606","1.33073"
"12.50000","0.20771","1.34111"
"12.60000","0.20930","1.35015"
"12.70000","0.21089","1.36023"
"12.80000","0.21248","1.36960"
"12.90000","0.21417","1.38117"
"13.00000","0.21591","1.39302"
"13.10000","0.21766","1.40451"
"13.20000","0.21932","1.41560"
"13.30000","0.22116","1.42830"
"13.40000","0.22291","1.44068"
"13.50000","0.22458","1.45051"
"13.60000","0.22621","1.46055"
"13.70000","0.22793","1.47138"
"13.80000","0.22977","1.48490"
"13.90000","0.23156","1.49579"
"14.00000","0.23318","1.50511"
"14.10000","0.23481","1.51491"
"14.20000","0.23645","1.52433"
"14.30000","0.23815","1.53565"
"14.40000","0.23988","1.54670"
"14.50000","0.24153","1.55682"
"14.60000","0.24310","1.56539"
"14.70000","0.24467","1.57559"
"14.80000","0.24639","1.58729"
"14.90000","0.24803","1.59801"
"15.00000","0.24976","1.60998"
"15.10000","0.25139","1.62000"
"15.20000","0.25307","1.63108"
"15.30000","0.25472","1.64185"
"15.40000","0.25636","1.65178"
"15.50000","0.25805","1.66354"
"15.60000","0.25970","1.67444"
"15.70000","0.26132","1.68500"
"15.80000","0.26302","1.69693"
"15.90000","0.26468","1.70707"
"16.00000","0.26635","1.71769"
"16.10000","0.26802","1.72858"
"16.20000","0.26970","1.73990"
"16.30000","0.27137","1.75027"
"16.40000","0.27293","1.75984"
"16.50000","0.27456","1.76972"
"16.60000","0.27635","1.78230"
"16.70000","0.27803","1.79279"
"16.80000","0.27965","1.80274"
"16.90000","0.28122","1.81247"
"17.00000","0.28282","1.82226"
"17.10000","0.28448","1.83263"
"17.20000","0.28615","1.84382"
"17.30000","0.28779","1.85424"
"17.40000","0.28946","1.86498"
"17.50000","0.29105","1.87435"
"17.60000","0.29263","1.88434"
"17.70000","0.29432","1.89539"
"17.80000","0.29601","1.90636"
"17.90000","0.29781","1.91928"
"18.00000","0.29967","1.93279"
"18.10000","0.30139","1.94301"
"18.20000","0.30306","1.95305"
"18.30000","0.30503","1.96884"
"18.40000","0.30677","1.97902"
"18.50000","0.30831","1.98664"
"18.60000","0.30992","1.99612"
"18.70000","0.31152","2.00574"
"18.80000","0.31307","2.01421"
"18.90000","0.31468","2.02452"
"19.00000","0.31627","2.03311"
"19.10000","0.31777","2.04159"
"19.20000","0.31934","2.05145"
"19.30000","0.32095","2.06089"
"19.40000","0.32256","2.07190"
"19.50000","0.32423","2.08222"
"19.60000","0.32592","2.09258"
"19.70000","0.32762","2.10370"
"19.80000","0.32949","2.11692"
"19.90000","0.33141","2.13080"
"20.00000","0.33320","2.14259"
"20.10000","0.33487","2.15199"
"20.20000","0.33655","2.16221"
"20.30000","0.33816","2.17055"
