General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{EA997464-2D7C-4BD5-8300-59955E58BBEE}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P2 W3 4"
Break (Standard) : Load at Break (Standard),"28.27843",N
Maximum Load : Maximum Load,"41.09212",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.41967"
"0.10000","0.00007","0.42267"
"0.20000","0.00059","0.44134"
"0.30000","0.00155","0.47871"
"0.40000","0.00338","0.54840"
"0.50000","0.00584","0.63796"
"0.60000","0.00868","0.73784"
"0.70000","0.01104","0.81741"
"0.80000","0.01285","0.87100"
"0.90000","0.01454","0.89681"
"1.00000","0.01621","0.92576"
"1.10000","0.01782","0.95872"
"1.20000","0.01943","0.97966"
"1.30000","0.02103","1.01127"
"1.40000","0.02258","1.04578"
"1.50000","0.02417","1.08404"
"1.60000","0.02586","1.13159"
"1.70000","0.02761","1.18415"
"1.80000","0.02930","1.23838"
"1.90000","0.03094","1.29073"
"2.00000","0.03267","1.35072"
"2.10000","0.03451","1.41369"
"2.20000","0.03624","1.46979"
"2.30000","0.03795","1.52287"
"2.40000","0.03969","1.57499"
"2.50000","0.04139","1.62482"
"2.60000","0.04309","1.67529"
"2.70000","0.04476","1.72403"
"2.80000","0.04647","1.77429"
"2.90000","0.04810","1.82013"
"3.00000","0.04978","1.86685"
"3.10000","0.05145","1.91166"
"3.20000","0.05301","1.95153"
"3.30000","0.05453","1.99020"
"3.40000","0.05616","2.03549"
"3.50000","0.05783","2.08436"
"3.60000","0.05948","2.13253"
"3.70000","0.06111","2.17908"
"3.80000","0.06283","2.22929"
"3.90000","0.06459","2.27988"
"4.00000","0.06630","2.32696"
"4.10000","0.06801","2.37311"
"4.20000","0.06966","2.41594"
"4.30000","0.07123","2.45527"
"4.40000","0.07282","2.49172"
"4.50000","0.07446","2.53171"
"4.60000","0.07610","2.56992"
"4.70000","0.07778","2.60788"
"4.80000","0.07945","2.63886"
"4.90000","0.08119","2.66177"
"5.00000","0.08291","2.68147"
"5.10000","0.08457","2.71052"
"5.20000","0.08618","2.74938"
"5.30000","0.08798","2.80255"
"5.40000","0.08984","2.85960"
"5.50000","0.09152","2.91091"
"5.60000","0.09314","2.96851"
"5.70000","0.09483","3.03445"
"5.80000","0.09648","3.09673"
"5.90000","0.09814","3.15989"
"6.00000","0.09981","3.22285"
"6.10000","0.10139","3.27963"
"6.20000","0.10297","3.33566"
"6.30000","0.10453","3.39053"
"6.40000","0.10616","3.44980"
"6.50000","0.10783","3.51118"
"6.60000","0.10944","3.56820"
"6.70000","0.11105","3.62473"
"6.80000","0.11270","3.68331"
"6.90000","0.11437","3.74146"
"7.00000","0.11608","3.80201"
"7.10000","0.11777","3.85990"
"7.20000","0.11953","3.92255"
"7.30000","0.12128","3.98438"
"7.40000","0.12304","4.04787"
"7.50000","0.12470","4.10479"
"7.60000","0.12631","4.15873"
"7.70000","0.12789","4.20949"
"7.80000","0.12947","4.26117"
"7.90000","0.13106","4.31451"
"8.00000","0.13272","4.36943"
"8.10000","0.13441","4.42903"
"8.20000","0.13607","4.48572"
"8.30000","0.13771","4.54105"
"8.40000","0.13934","4.59484"
"8.50000","0.14092","4.64495"
"8.60000","0.14269","4.70630"
"8.70000","0.14447","4.76684"
"8.80000","0.14623","4.82395"
"8.90000","0.14797","4.88030"
"9.00000","0.14971","4.93633"
"9.10000","0.15133","4.98813"
"9.20000","0.15290","5.03543"
"9.30000","0.15448","5.08479"
"9.40000","0.15609","5.13439"
"9.50000","0.15776","5.18659"
"9.60000","0.15937","5.23535"
"9.70000","0.16100","5.28592"
"9.80000","0.16269","5.33888"
"9.90000","0.16437","5.38988"
"10.00000","0.16604","5.43969"
"10.10000","0.16769","5.48827"
"10.20000","0.16936","5.53609"
"10.30000","0.17096","5.57927"
"10.40000","0.17289","5.64261"
"10.50000","0.17477","5.69952"
"10.60000","0.17643","5.74265"
"10.70000","0.17813","5.78941"
"10.80000","0.17985","5.83710"
"10.90000","0.18149","5.88054"
"11.00000","0.18306","5.91991"
"11.10000","0.18471","5.96528"
"11.20000","0.18637","6.01208"
"11.30000","0.18802","6.05811"
"11.40000","0.18968","6.10560"
"11.50000","0.19136","6.15351"
"11.60000","0.19295","6.19471"
"11.70000","0.19444","6.23049"
"11.80000","0.19615","6.28058"
"11.90000","0.19817","6.35533"
"12.00000","0.19975","6.39259"
"12.10000","0.20138","6.43499"
"12.20000","0.20310","6.48430"
"12.30000","0.20476","6.52845"
"12.40000","0.20631","6.56535"
"12.50000","0.20791","6.60558"
"12.60000","0.20952","6.64780"
"12.70000","0.21123","6.69505"
"12.80000","0.21286","6.73767"
"12.90000","0.21446","6.77975"
"13.00000","0.21612","6.82673"
"13.10000","0.21786","6.87807"
"13.20000","0.21951","6.92292"
"13.30000","0.22113","6.96608"
"13.40000","0.22279","7.01176"
"13.50000","0.22444","7.05601"
"13.60000","0.22602","7.09454"
"13.70000","0.22767","7.13782"
"13.80000","0.22940","7.18725"
"13.90000","0.23132","7.24891"
"14.00000","0.23319","7.30434"
"14.10000","0.23487","7.34514"
"14.20000","0.23650","7.38416"
"14.30000","0.23812","7.42244"
"14.40000","0.23982","7.46674"
"14.50000","0.24154","7.51391"
"14.60000","0.24323","7.55655"
"14.70000","0.24487","7.59617"
"14.80000","0.24650","7.63674"
"14.90000","0.24819","7.68610"
"15.00000","0.24970","7.71868"
"15.10000","0.25148","7.77076"
"15.20000","0.25321","7.81859"
"15.30000","0.25480","7.85669"
"15.40000","0.25645","7.90114"
"15.50000","0.25823","7.95916"
"15.60000","0.25993","8.00432"
"15.70000","0.26147","8.03822"
"15.80000","0.26306","8.07695"
"15.90000","0.26476","8.12344"
"16.00000","0.26644","8.16984"
"16.10000","0.26812","8.21415"
"16.20000","0.26980","8.26301"
"16.30000","0.27155","8.31114"
