General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{BD4363BD-86FF-4E09-8AA8-975493D22689}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P2 W3 3"
Break (Standard) : Load at Break (Standard),"43.11969",N
Maximum Load : Maximum Load,"49.57373",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.75918"
"0.10000","0.00009","0.76054"
"0.20000","0.00103","0.80012"
"0.30000","0.00317","0.88749"
"0.40000","0.00537","0.97204"
"0.50000","0.00735","1.04459"
"0.60000","0.00920","1.10992"
"0.70000","0.01095","1.17125"
"0.80000","0.01261","1.22714"
"0.90000","0.01432","1.28528"
"1.00000","0.01609","1.34454"
"1.10000","0.01783","1.40159"
"1.20000","0.01956","1.45857"
"1.30000","0.02118","1.50996"
"1.40000","0.02286","1.56556"
"1.50000","0.02456","1.62071"
"1.60000","0.02628","1.67654"
"1.70000","0.02792","1.72853"
"1.80000","0.02952","1.77935"
"1.90000","0.03123","1.83572"
"2.00000","0.03297","1.89205"
"2.10000","0.03465","1.94551"
"2.20000","0.03622","1.99389"
"2.30000","0.03782","2.04459"
"2.40000","0.03949","2.09885"
"2.50000","0.04136","2.16256"
"2.60000","0.04303","2.21388"
"2.70000","0.04469","2.26838"
"2.80000","0.04640","2.32539"
"2.90000","0.04804","2.37915"
"3.00000","0.04971","2.43350"
"3.10000","0.05129","2.48297"
"3.20000","0.05290","2.53499"
"3.30000","0.05465","2.59419"
"3.40000","0.05649","2.65598"
"3.50000","0.05821","2.71160"
"3.60000","0.05974","2.75753"
"3.70000","0.06140","2.81088"
"3.80000","0.06306","2.86350"
"3.90000","0.06468","2.91344"
"4.00000","0.06629","2.96328"
"4.10000","0.06775","3.00603"
"4.20000","0.06960","3.06922"
"4.30000","0.07146","3.13130"
"4.40000","0.07309","3.18149"
"4.50000","0.07477","3.23487"
"4.60000","0.07655","3.29288"
"4.70000","0.07821","3.34483"
"4.80000","0.07975","3.39093"
"4.90000","0.08134","3.44139"
"5.00000","0.08298","3.49422"
"5.10000","0.08462","3.54657"
"5.20000","0.08631","3.60220"
"5.30000","0.08803","3.65900"
"5.40000","0.08975","3.71468"
"5.50000","0.09144","3.76938"
"5.60000","0.09311","3.82308"
"5.70000","0.09498","3.88777"
"5.80000","0.09670","3.94421"
"5.90000","0.09831","3.99503"
"6.00000","0.09992","4.04608"
"6.10000","0.10162","4.10276"
"6.20000","0.10321","4.15282"
"6.30000","0.10484","4.20593"
"6.40000","0.10655","4.26371"
"6.50000","0.10825","4.32045"
"6.60000","0.10991","4.37501"
"6.70000","0.11150","4.42536"
"6.80000","0.11311","4.47920"
"6.90000","0.11473","4.53331"
"7.00000","0.11646","4.59550"
"7.10000","0.11822","4.65770"
"7.20000","0.11982","4.70965"
"7.30000","0.12142","4.76334"
"7.40000","0.12302","4.81902"
"7.50000","0.12476","4.88242"
"7.60000","0.12650","4.94570"
"7.70000","0.12816","5.00353"
"7.80000","0.12975","5.05770"
"7.90000","0.13136","5.11473"
"8.00000","0.13303","5.17376"
"8.10000","0.13459","5.22675"
"8.20000","0.13615","5.28015"
