General : Start date,8/13/2020,
General : End date,8/13/2020,
General : Unique identifier,{68238921-E187-40B8-A839-D9D239EFF142},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1311 P4 W1 1,
Break (Standard) : Load at Break (Standard),5.19904,N
Maximum Load : Maximum Load,6.62835,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.54477
0.1,0.00008,0.54517
0.2,0.00063,0.55024
0.3,0.0016,0.55864
0.4,0.00333,0.57557
0.5,0.00553,0.59566
0.6,0.0081,0.61848
0.7,0.01063,0.64086
0.8,0.01265,0.65579
0.9,0.01442,0.66868
1,0.01613,0.68112
1.1,0.01784,0.6933
1.2,0.01952,0.70518
1.3,0.02106,0.71501
1.4,0.02266,0.72533
1.5,0.02437,0.73733
1.6,0.02615,0.74947
1.7,0.0279,0.76065
1.8,0.02955,0.77047
1.9,0.03119,0.78079
2,0.03302,0.7926
2.1,0.0347,0.8027
2.2,0.03631,0.81143
2.3,0.03797,0.82066
2.4,0.0397,0.83085
2.5,0.04137,0.84039
2.6,0.04303,0.84921
2.7,0.04473,0.85877
2.8,0.04641,0.86786
2.9,0.04805,0.87667
3,0.0497,0.88509
3.1,0.05137,0.89451
3.2,0.05296,0.90249
3.3,0.05451,0.91003
3.4,0.05611,0.91871
3.5,0.05778,0.9275
3.6,0.05944,0.9362
3.7,0.06112,0.94478
3.8,0.06281,0.95335
3.9,0.06467,0.9634
4,0.06644,0.97255
4.1,0.06815,0.98089
4.2,0.0699,0.98939
4.3,0.07146,0.99602
4.4,0.07307,1.00299
4.5,0.0747,1.01075
4.6,0.07634,1.01831
4.7,0.07795,1.02527
4.8,0.07955,1.03268
4.9,0.08119,1.03983
5,0.08288,1.04765
5.1,0.08448,1.05464
5.2,0.08624,1.06392
5.3,0.08799,1.07316
5.4,0.08981,1.08299
5.5,0.09153,1.09163
5.6,0.09322,1.09952
5.7,0.09494,1.10835
5.8,0.09656,1.11596
5.9,0.09814,1.1229
6,0.09971,1.12987
6.1,0.10137,1.13819
6.2,0.10306,1.14696
6.3,0.10472,1.15539
6.4,0.10641,1.1643
6.5,0.10807,1.17316
6.6,0.10973,1.18194
6.7,0.11139,1.1908
6.8,0.11305,1.19909
6.9,0.11465,1.20653
7,0.11617,1.21417
7.1,0.11782,1.22362
7.2,0.11955,1.23354
7.3,0.12127,1.24323
7.4,0.12291,1.25195
7.5,0.12455,1.26049
7.6,0.12618,1.26944
7.7,0.1278,1.2778
7.8,0.12945,1.28652
7.9,0.13106,1.29533
8,0.13272,1.30389
8.1,0.13442,1.31333
8.2,0.13615,1.32295
8.3,0.13789,1.3322
8.4,0.13948,1.33966
8.5,0.14133,1.3505
8.6,0.14308,1.35934
8.7,0.1447,1.36667
8.8,0.14638,1.37509
8.9,0.14806,1.38395
9,0.14969,1.3915
9.1,0.15131,1.39976
9.2,0.15289,1.40699
9.3,0.15455,1.41561
9.4,0.15617,1.42349
9.5,0.15782,1.43151
9.6,0.15954,1.44085
9.7,0.16125,1.45026
9.8,0.16288,1.45752
9.9,0.16454,1.46616
10,0.16622,1.47454
10.1,0.16793,1.48271
10.2,0.16959,1.49095
10.3,0.17123,1.49869
10.4,0.17302,1.50812
10.5,0.17485,1.51807
10.6,0.17652,1.52533
10.7,0.17812,1.53195
10.8,0.17984,1.54005
10.9,0.18145,1.54663
11,0.18311,1.55487
11.1,0.18471,1.56154
11.2,0.18637,1.56976
11.3,0.18804,1.57785
11.4,0.1897,1.58568
11.5,0.19138,1.59373
11.6,0.19304,1.60152
11.7,0.19463,1.60848
11.8,0.19651,1.61925
11.9,0.19824,1.62743
