General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{8823A972-4593-4E23-83F6-4CA6F7278A47},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1267 P6 W1 2,
Break (Standard) : Load at Break (Standard),14.92544,N
Maximum Load : Maximum Load,15.83538,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.28887
0.1,0.0001,0.29132
0.2,0.0006,0.29974
0.3,0.00356,0.35335
0.4,0.00614,0.39396
0.5,0.00788,0.41956
0.6,0.00952,0.44333
0.7,0.01118,0.46764
0.8,0.01283,0.49173
0.9,0.01449,0.51586
1,0.01618,0.53987
1.1,0.01784,0.56429
1.2,0.01946,0.58687
1.3,0.02112,0.61095
1.4,0.02275,0.63421
1.5,0.02439,0.65713
1.6,0.0261,0.68179
1.7,0.02785,0.70734
1.8,0.02955,0.73193
1.9,0.03118,0.75445
2,0.03299,0.78086
2.1,0.03479,0.80666
2.2,0.03644,0.82909
2.3,0.03807,0.85166
2.4,0.03974,0.87511
2.5,0.04138,0.89801
2.6,0.04303,0.91994
2.7,0.04463,0.94179
2.8,0.04619,0.96267
2.9,0.04792,0.98648
3,0.0496,1.00937
3.1,0.05132,1.03339
3.2,0.05303,1.05665
3.3,0.05459,1.0776
3.4,0.05623,1.10085
3.5,0.05789,1.12419
3.6,0.05955,1.14776
3.7,0.06122,1.17092
3.8,0.06291,1.19528
3.9,0.0646,1.21847
4,0.06625,1.24194
4.1,0.06796,1.26725
4.2,0.06969,1.29142
4.3,0.07143,1.31685
4.4,0.0731,1.34029
4.5,0.07476,1.36342
4.6,0.07644,1.38847
4.7,0.0781,1.4118
4.8,0.07977,1.43644
4.9,0.08145,1.46107
5,0.0831,1.4862
5.1,0.08474,1.51112
5.2,0.08632,1.5336
5.3,0.08788,1.55759
5.4,0.08961,1.58575
5.5,0.09147,1.61604
5.6,0.09324,1.64379
5.7,0.09485,1.6674
5.8,0.09642,1.69103
5.9,0.09803,1.71621
6,0.09976,1.74458
6.1,0.10142,1.77117
6.2,0.10307,1.79749
6.3,0.10479,1.82519
6.4,0.1065,1.8529
6.5,0.10807,1.87739
6.6,0.10977,1.90607
6.7,0.11154,1.93628
6.8,0.11325,1.964
6.9,0.11495,1.99221
7,0.11655,2.0175
7.1,0.11826,2.04623
7.2,0.11985,2.07186
7.3,0.12133,2.09463
7.4,0.12286,2.11978
7.5,0.12449,2.14703
7.6,0.12614,2.17481
7.7,0.12787,2.20461
7.8,0.12951,2.23133
7.9,0.13114,2.25837
8,0.13274,2.28422
8.1,0.13435,2.31033
8.2,0.13598,2.33764
8.3,0.13763,2.36438
8.4,0.13919,2.38812
8.5,0.14087,2.41596
8.6,0.14266,2.44598
8.7,0.14447,2.47631
8.8,0.14623,2.5047
8.9,0.14796,2.53296
9,0.14972,2.56141
9.1,0.15131,2.58618
9.2,0.15284,2.6094
9.3,0.1544,2.63423
9.4,0.15608,2.66266
9.5,0.15779,2.69143
9.6,0.15944,2.71826
9.7,0.1612,2.74782
9.8,0.16287,2.77473
9.9,0.16458,2.80346
10,0.16638,2.83412
10.1,0.16808,2.86189
10.2,0.16975,2.88866
10.3,0.17148,2.91802
10.4,0.17327,2.94854
10.5,0.17488,2.97407
10.6,0.17645,2.99814
10.7,0.17803,3.02394
10.8,0.1796,3.04872
10.9,0.18112,3.07215
11,0.18273,3.09897
11.1,0.18436,3.12558
11.2,0.1859,3.15016
11.3,0.18752,3.17804
11.4,0.18923,3.20702
11.5,0.19096,3.23649
11.6,0.19262,3.2639
11.7,0.19424,3.29037
11.8,0.19597,3.32068
11.9,0.19784,3.35477
12,0.19966,3.38551
12.1,0.20145,3.41583
12.2,0.20312,3.44322
12.3,0.20478,3.47017
12.4,0.2064,3.49581
12.5,0.20807,3.52257
12.6,0.20972,3.54933
12.7,0.21141,3.57639
12.8,0.21312,3.60567
12.9,0.21486,3.63477
13,0.21656,3.6623
13.1,0.21806,3.68398
13.2,0.21977,3.71451
13.3,0.2216,3.74698
13.4,0.22324,3.77225
13.5,0.2248,3.79585
13.6,0.22644,3.82232
13.7,0.22811,3.84976
13.8,0.22977,3.87651
13.9,0.23141,3.90303
14,0.23304,3.92838
