General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{26985BCF-BB8D-4449-A3AE-EAA796DC25BE},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1267 P6 W1 4,
Break (Standard) : Load at Break (Standard),14.66785,N
Maximum Load : Maximum Load,14.66957,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.55516
0.1,0.00004,0.55587
0.2,0.00032,0.559
0.3,0.00109,0.57131
0.4,0.00339,0.61443
0.5,0.00737,0.68332
0.6,0.00942,0.71157
0.7,0.01109,0.73403
0.8,0.01277,0.75612
0.9,0.01444,0.77758
1,0.01612,0.79936
1.1,0.0178,0.82091
1.2,0.01947,0.84183
1.3,0.02105,0.86086
1.4,0.02265,0.88041
1.5,0.02431,0.90088
1.6,0.02599,0.92269
1.7,0.02769,0.944
1.8,0.02938,0.96464
1.9,0.0311,0.9854
2,0.03278,1.00556
2.1,0.03467,1.03045
2.2,0.03647,1.05137
2.3,0.03823,1.07199
2.4,0.0399,1.09163
2.5,0.04159,1.11001
2.6,0.04325,1.12806
2.7,0.0448,1.14349
2.8,0.04641,1.16069
2.9,0.04809,1.17941
3,0.04981,1.19824
3.1,0.05146,1.21516
3.2,0.05306,1.23182
3.3,0.05469,1.24966
3.4,0.05623,1.26583
3.5,0.05791,1.28425
3.6,0.05965,1.30324
3.7,0.06133,1.32097
3.8,0.06304,1.33978
3.9,0.06473,1.35709
4,0.06637,1.37361
4.1,0.06799,1.39003
4.2,0.06966,1.40662
4.3,0.07135,1.4246
4.4,0.07299,1.44132
4.5,0.0746,1.45598
4.6,0.07618,1.47149
4.7,0.07786,1.48874
4.8,0.07954,1.50586
4.9,0.08128,1.52364
5,0.08305,1.54112
5.1,0.08473,1.55717
5.2,0.0863,1.57083
5.3,0.08782,1.58559
5.4,0.08951,1.60298
5.5,0.09123,1.62082
5.6,0.09293,1.63739
5.7,0.09454,1.65217
5.8,0.09615,1.66662
5.9,0.09786,1.68391
6,0.09949,1.69834
6.1,0.10111,1.71262
6.2,0.10274,1.72817
6.3,0.10444,1.74389
6.4,0.10616,1.76015
6.5,0.10786,1.77569
6.6,0.10954,1.79122
6.7,0.11122,1.80695
6.8,0.1132,1.82843
6.9,0.11496,1.84345
7,0.11656,1.85616
7.1,0.11815,1.86945
7.2,0.11983,1.88603
7.3,0.12145,1.90039
7.4,0.12306,1.91514
7.5,0.1247,1.92967
7.6,0.12635,1.94543
7.7,0.12801,1.96114
7.8,0.12963,1.97648
7.9,0.1312,1.99033
8,0.13286,2.00656
8.1,0.13453,2.02291
8.2,0.13623,2.03966
8.3,0.13789,2.05489
8.4,0.13954,2.07002
8.5,0.14119,2.08521
8.6,0.14292,2.10241
8.7,0.14476,2.12167
8.8,0.14654,2.13823
8.9,0.14818,2.15275
9,0.14978,2.1659
9.1,0.15134,2.17879
9.2,0.15284,2.19033
9.3,0.15444,2.2062
9.4,0.15606,2.22111
9.5,0.15772,2.2364
9.6,0.1594,2.25259
9.7,0.16116,2.27044
9.8,0.16289,2.28693
9.9,0.16452,2.30063
10,0.16621,2.31716
10.1,0.16808,2.33612
10.2,0.1699,2.35379
10.3,0.17159,2.36868
10.4,0.17324,2.38288
10.5,0.17494,2.39793
10.6,0.17661,2.41239
10.7,0.17825,2.42689
10.8,0.17985,2.43998
10.9,0.18147,2.45473
11,0.18314,2.47068
11.1,0.18474,2.48398
11.2,0.18635,2.49867
11.3,0.18796,2.5129
11.4,0.18952,2.52603
11.5,0.19114,2.54037
11.6,0.19275,2.55477
11.7,0.1944,2.57015
11.8,0.19604,2.58525
11.9,0.19782,2.60349
12,0.19965,2.62227
12.1,0.20139,2.63793
12.2,0.20307,2.6529
12.3,0.20473,2.66708
12.4,0.20639,2.68238
12.5,0.20802,2.69605
12.6,0.20966,2.71081
12.7,0.21127,2.72385
12.8,0.21284,2.73659
12.9,0.21449,2.75161
13,0.21614,2.76567
13.1,0.21784,2.78119
13.2,0.21948,2.79448
13.3,0.22112,2.80861
13.4,0.22288,2.82503
13.5,0.22456,2.83854
13.6,0.22619,2.85188
13.7,0.22787,2.86639
13.8,0.22956,2.88117
13.9,0.23127,2.89575
14,0.23302,2.91098
14.1,0.23472,2.92532
14.2,0.23636,2.93797
14.3,0.238,2.9506
14.4,0.23973,2.96563
14.5,0.24135,2.97711
14.6,0.24306,2.99163
14.7,0.24483,3.0072
14.8,0.24658,3.02174
14.9,0.24816,3.03182
15,0.24983,3.04596
15.1,0.25147,3.05904
15.2,0.25316,3.07301
15.3,0.25485,3.08666
15.4,0.25651,3.09983
15.5,0.2581,3.11149
15.6,0.25974,3.12458
15.7,0.2614,3.13799
15.8,0.26301,3.14985
15.9,0.26462,3.16201
16,0.2662,3.17316
16.1,0.26781,3.18571
16.2,0.26954,3.20086
16.3,0.27125,3.21469
16.4,0.27297,3.22914
16.5,0.27471,3.24315
16.6,0.27647,3.25715
16.7,0.27822,3.2712
16.8,0.27979,3.28056
16.9,0.2814,3.29168
17,0.28307,3.30359
17.1,0.28471,3.31569
17.2,0.2863,3.32548
17.3,0.28782,3.33478
17.4,0.28943,3.34667
17.5,0.29113,3.36053
17.6,0.29279,3.37264
17.7,0.29442,3.38445
17.8,0.29612,3.39736
17.9,0.29789,3.41266
18,0.2996,3.42529
18.1,0.30128,3.43775
18.2,0.30299,3.45076
18.3,0.30476,3.46514
18.4,0.30641,3.47616
18.5,0.30815,3.49045
18.6,0.31003,3.50666
18.7,0.31183,3.52097
18.8,0.31342,3.52981
18.9,0.31499,3.53957
19,0.31656,3.54866
19.1,0.31813,3.55896
19.2,0.31973,3.57007
19.3,0.3213,3.58014
19.4,0.32287,3.59044
19.5,0.32452,3.60282
19.6,0.32621,3.61723
19.7,0.32785,3.62815
19.8,0.32942,3.63849
19.9,0.33117,3.65355
20,0.33295,3.6682
20.1,0.33467,3.68113
20.2,0.33642,3.69379
20.3,0.3381,3.7054
20.4,0.3397,3.71498
20.5,0.34133,3.72608
20.6,0.34303,3.73797
20.7,0.34469,3.74892
20.8,0.34631,3.75896
20.9,0.34788,3.76801
21,0.34955,3.7799
21.1,0.35127,3.79215
21.2,0.35301,3.80518
21.3,0.35469,3.81662
21.4,0.35633,3.82819
21.5,0.35789,3.83685
21.6,0.35961,3.85043
21.7,0.36145,3.86622
21.8,0.36317,3.87836
21.9,0.36487,3.89039
22,0.36659,3.90271
22.1,0.36823,3.91325
22.2,0.36991,3.92477
22.3,0.37155,3.93461
22.4,0.37315,3.9441
22.5,0.37479,3.95503
22.6,0.37647,3.96623
22.7,0.37814,3.97707
22.8,0.3798,3.98668
22.9,0.38143,3.99661
23,0.38302,4.00549
23.1,0.38459,4.01361
23.2,0.38637,4.02717
23.3,0.38805,4.0375
23.4,0.38957,4.04524
23.5,0.39112,4.05299
23.6,0.39275,4.06364
23.7,0.39439,4.07499
23.8,0.39603,4.08679
23.9,0.39772,4.09852
24,0.39945,4.11031
24.1,0.40115,4.12179
24.2,0.40286,4.13382
24.3,0.40458,4.14668
24.4,0.40628,4.1578
24.5,0.40806,4.17091
24.6,0.40978,4.18191
24.7,0.41138,4.18982
24.8,0.413,4.2002
24.9,0.41494,4.2176
25,0.41663,4.22689
25.1,0.41823,4.23496
25.2,0.41986,4.24379
25.3,0.42152,4.2545
25.4,0.42314,4.26418
25.5,0.4247,4.27298
25.6,0.4264,4.28503
25.7,0.42804,4.29536
25.8,0.42963,4.30426
25.9,0.43128,4.31505
26,0.43296,4.3264
26.1,0.43464,4.33692
26.2,0.43631,4.34734
26.3,0.43801,4.35758
26.4,0.43979,4.3714
26.5,0.44153,4.38244
26.6,0.44316,4.39105
26.7,0.44486,4.40077
26.8,0.44659,4.41199
26.9,0.44817,4.41909
27,0.44975,4.42686
27.1,0.45131,4.43329
27.2,0.45285,4.44009
27.3,0.45446,4.44919
27.4,0.45607,4.45748
27.5,0.45771,4.46649
27.6,0.45935,4.47575
27.7,0.461,4.48563
27.8,0.46272,4.49718
27.9,0.46434,4.50556
28,0.46596,4.51445
28.1,0.46762,4.52398
28.2,0.4693,4.53327
28.3,0.47109,4.54582
28.4,0.47281,4.55543
28.5,0.47438,4.56109
28.6,0.47596,4.56783
28.7,0.47762,4.57597
28.8,0.4793,4.58476
28.9,0.48095,4.5923
29,0.48259,4.60035
29.1,0.48429,4.60974
29.2,0.48605,4.62024
29.3,0.48782,4.63087
29.4,0.48959,4.64122
29.5,0.49127,4.64991
29.6,0.49287,4.65654
29.7,0.49461,4.6675
29.8,0.49633,4.67723
29.9,0.49808,4.68786
30,0.49971,4.69525
30.1,0.50142,4.70543
30.2,0.50312,4.71418
30.3,0.50474,4.72166
30.4,0.50643,4.72995
30.5,0.50803,4.73694
30.6,0.50962,4.74396
30.7,0.51124,4.75176
30.8,0.51285,4.75915
30.9,0.51447,4.76628
31,0.5161,4.77491
31.1,0.51776,4.78457
31.2,0.51948,4.79379
31.3,0.52116,4.80257
31.4,0.52288,4.81238
31.5,0.52453,4.82191
31.6,0.52626,4.83351
31.7,0.52803,4.84529
31.8,0.52975,4.85395
31.9,0.53137,4.86086
32,0.53308,4.87134
32.1,0.53473,4.87912
32.2,0.53634,4.88672
32.3,0.53794,4.89323
32.4,0.53944,4.89814
32.5,0.54104,4.90519
32.6,0.54276,4.91623
32.7,0.54451,4.92623
32.8,0.54617,4.93385
32.9,0.54784,4.9418
33,0.54963,4.95288
33.1,0.55133,4.96127
33.2,0.55301,4.96968
33.3,0.55461,4.97597
33.4,0.55612,4.98093
33.5,0.55773,4.98922
33.6,0.5593,4.99618
33.7,0.56089,5.00375
33.8,0.56252,5.01263
33.9,0.56417,5.02094
34,0.56583,5.03013
34.1,0.56756,5.04064
34.2,0.56926,5.05002
34.3,0.57097,5.05928
34.4,0.57267,5.06804
34.5,0.57445,5.0792
34.6,0.57617,5.08852
34.7,0.57787,5.0978
34.8,0.57975,5.11151
34.9,0.58157,5.12235
35,0.5833,5.13067
35.1,0.58494,5.13793
35.2,0.58651,5.14396
