General : Start date,9/2/2020,
General : End date,9/2/2020,
General : Unique identifier,{36BC1AB6-910C-464B-96E1-AEE1C81806AA},
Specimen notes : Length, D1, D2
Specimen notes : Genotype and WR,1267 P6 W1 3,
Break (Standard) : Load at Break (Standard),8.71005,N
Maximum Load : Maximum Load,13.98951,N
,,
Time,Extension,Load
(s),(mm),(N)
0,0,0.60127
0.1,0.00006,0.60228
0.2,0.00057,0.61335
0.3,0.00167,0.63685
0.4,0.00347,0.67527
0.5,0.00592,0.72716
0.6,0.00844,0.77825
0.7,0.01051,0.81662
0.8,0.01235,0.84904
0.9,0.01411,0.87884
1,0.01587,0.90775
1.1,0.01752,0.93358
1.2,0.01929,0.96207
1.3,0.02114,0.99155
1.4,0.0228,1.01634
1.5,0.02449,1.04131
1.6,0.02616,1.06518
1.7,0.02782,1.08905
1.8,0.02954,1.11378
1.9,0.03123,1.13662
2,0.03288,1.15885
2.1,0.03453,1.18091
2.2,0.03615,1.20225
2.3,0.03778,1.22271
2.4,0.03935,1.24172
2.5,0.04095,1.26222
2.6,0.04261,1.28301
2.7,0.0443,1.3046
2.8,0.04603,1.3263
2.9,0.04772,1.34724
3,0.04946,1.36846
3.1,0.05132,1.3917
3.2,0.05308,1.41201
3.3,0.05477,1.43093
3.4,0.05639,1.44822
3.5,0.058,1.46533
3.6,0.05963,1.48251
3.7,0.0612,1.49833
3.8,0.06281,1.51486
3.9,0.0644,1.53082
4,0.06604,1.54729
4.1,0.06773,1.56482
4.2,0.06939,1.58101
4.3,0.07101,1.59738
4.4,0.0727,1.6146
4.5,0.07454,1.63489
4.6,0.07629,1.65278
4.7,0.07803,1.67046
4.8,0.07975,1.6875
4.9,0.08148,1.70387
5,0.08316,1.72021
5.1,0.08485,1.73685
5.2,0.08649,1.75219
5.3,0.08808,1.76732
5.4,0.0897,1.7835
5.5,0.09129,1.79848
5.6,0.09286,1.81231
5.7,0.09452,1.8281
5.8,0.09612,1.84205
5.9,0.0978,1.85874
6,0.09947,1.87425
6.1,0.1011,1.88886
6.2,0.10277,1.90564
6.3,0.10448,1.92303
6.4,0.10621,1.94045
6.5,0.10785,1.95546
6.6,0.1095,1.96986
6.7,0.11111,1.98369
6.8,0.11277,2.0001
6.9,0.11443,2.01587
7,0.1161,2.03231
7.1,0.11777,2.04846
7.2,0.11941,2.06358
7.3,0.12106,2.07942
7.4,0.12271,2.09464
7.5,0.12442,2.11296
7.6,0.12614,2.13092
7.7,0.12784,2.14924
7.8,0.12963,2.16964
7.9,0.13142,2.19
8,0.1331,2.20653
8.1,0.13477,2.22405
8.2,0.13629,2.23766
8.3,0.13778,2.25202
8.4,0.13939,2.26997
8.5,0.14104,2.2884
8.6,0.14267,2.30523
