General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{C61127B5-F852-4463-BEA8-4F7660E1117C}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W2 1"
Break (Standard) : Load at Break (Standard),"13.17131",N
Maximum Load : Maximum Load,"20.07622",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.25176"
"0.10000","0.00005","0.25260"
"0.20000","0.00037","0.25611"
"0.30000","0.00114","0.26233"
"0.40000","0.00278","0.27479"
"0.50000","0.00614","0.30089"
"0.60000","0.00972","0.32563"
"0.70000","0.01128","0.33364"
"0.80000","0.01292","0.34326"
"0.90000","0.01470","0.35391"
"1.00000","0.01642","0.36360"
"1.10000","0.01807","0.37251"
"1.20000","0.01969","0.38113"
"1.30000","0.02142","0.39041"
"1.40000","0.02306","0.39870"
"1.50000","0.02470","0.40749"
"1.60000","0.02642","0.41728"
"1.70000","0.02805","0.42577"
"1.80000","0.02963","0.43364"
"1.90000","0.03137","0.44281"
"2.00000","0.03312","0.45191"
"2.10000","0.03475","0.45971"
"2.20000","0.03642","0.46764"
"2.30000","0.03820","0.47731"
"2.40000","0.04000","0.48679"
"2.50000","0.04161","0.49462"
"2.60000","0.04321","0.50245"
"2.70000","0.04482","0.51103"
"2.80000","0.04649","0.51953"
"2.90000","0.04811","0.52794"
"3.00000","0.04971","0.53493"
"3.10000","0.05136","0.54286"
"3.20000","0.05290","0.55009"
"3.30000","0.05453","0.55834"
"3.40000","0.05621","0.56716"
"3.50000","0.05787","0.57501"
"3.60000","0.05949","0.58370"
"3.70000","0.06113","0.59184"
"3.80000","0.06277","0.59998"
"3.90000","0.06444","0.60850"
"4.00000","0.06612","0.61722"
"4.10000","0.06779","0.62559"
"4.20000","0.06957","0.63485"
"4.30000","0.07127","0.64328"
"4.40000","0.07296","0.65129"
"4.50000","0.07471","0.65997"
"4.60000","0.07643","0.66871"
"4.70000","0.07808","0.67643"
"4.80000","0.07972","0.68464"
"4.90000","0.08137","0.69322"
"5.00000","0.08300","0.70137"
"5.10000","0.08463","0.70996"
"5.20000","0.08618","0.71642"
"5.30000","0.08783","0.72476"
"5.40000","0.08949","0.73341"
"5.50000","0.09111","0.74170"
"5.60000","0.09285","0.75158"
"5.70000","0.09459","0.76026"
"5.80000","0.09625","0.76901"
"5.90000","0.09790","0.77728"
"6.00000","0.09963","0.78602"
"6.10000","0.10141","0.79621"
"6.20000","0.10308","0.80436"
"6.30000","0.10473","0.81282"
"6.40000","0.10640","0.82130"
"6.50000","0.10803","0.82973"
"6.60000","0.10964","0.83771"
"6.70000","0.11124","0.84565"
"6.80000","0.11289","0.85382"
"6.90000","0.11458","0.86242"
"7.00000","0.11627","0.87137"
"7.10000","0.11799","0.87976"
"7.20000","0.11973","0.88923"
"7.30000","0.12142","0.89906"
"7.40000","0.12308","0.90722"
"7.50000","0.12474","0.91570"
"7.60000","0.12642","0.92547"
"7.70000","0.12816","0.93532"
"7.80000","0.12978","0.94370"
"7.90000","0.13144","0.95270"
"8.00000","0.13316","0.96296"
"8.10000","0.13475","0.97086"
"8.20000","0.13636","0.97983"
"8.30000","0.13798","0.98865"
"8.40000","0.13955","0.99679"
"8.50000","0.14112","1.00459"
"8.60000","0.14281","1.01493"
"8.70000","0.14446","1.02457"
"8.80000","0.14605","1.03266"
"8.90000","0.14771","1.04205"
"9.00000","0.14934","1.05070"
"9.10000","0.15098","1.05904"
"9.20000","0.15272","1.06934"
"9.30000","0.15442","1.07895"
"9.40000","0.15608","1.08821"
"9.50000","0.15777","1.09836"
"9.60000","0.15947","1.10852"
"9.70000","0.16112","1.11846"
"9.80000","0.16280","1.12895"
"9.90000","0.16445","1.13802"
"10.00000","0.16610","1.14811"
"10.10000","0.16782","1.15894"
"10.20000","0.16953","1.16908"
"10.30000","0.17120","1.17927"
"10.40000","0.17292","1.18990"
"10.50000","0.17462","1.20007"
"10.60000","0.17624","1.20903"
"10.70000","0.17810","1.22163"
"10.80000","0.17987","1.23238"
"10.90000","0.18153","1.24134"
"11.00000","0.18316","1.25024"
"11.10000","0.18470","1.25823"
"11.20000","0.18626","1.26622"
"11.30000","0.18776","1.27395"
"11.40000","0.18925","1.28124"
"11.50000","0.19085","1.29197"
"11.60000","0.19245","1.30080"
"11.70000","0.19408","1.31052"
"11.80000","0.19579","1.32209"
"11.90000","0.19755","1.33329"
"12.00000","0.19932","1.34431"
"12.10000","0.20098","1.35391"
