General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{3379426E-55C0-4308-A5D0-80A6C3A7DC42}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P4 W3 1"
Break (Standard) : Load at Break (Standard),"25.62723",N
Maximum Load : Maximum Load,"25.95995",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.54236"
"0.10000","0.00008","0.54387"
"0.20000","0.00040","0.55438"
"0.30000","0.00269","0.64517"
"0.40000","0.00595","0.76348"
"0.50000","0.00804","0.82820"
"0.60000","0.00972","0.87800"
"0.70000","0.01135","0.92639"
"0.80000","0.01300","0.97397"
"0.90000","0.01464","1.02087"
"1.00000","0.01630","1.06695"
"1.10000","0.01794","1.11219"
"1.20000","0.01949","1.15417"
"1.30000","0.02113","1.19965"
"1.40000","0.02273","1.24177"
"1.50000","0.02438","1.28542"
"1.60000","0.02606","1.32938"
"1.70000","0.02767","1.36960"
"1.80000","0.02928","1.41111"
"1.90000","0.03090","1.45304"
"2.00000","0.03250","1.49432"
"2.10000","0.03416","1.53681"
"2.20000","0.03588","1.58176"
"2.30000","0.03754","1.62244"
"2.40000","0.03929","1.66573"
"2.50000","0.04098","1.70632"
"2.60000","0.04272","1.74901"
"2.70000","0.04442","1.79046"
"2.80000","0.04607","1.82972"
"2.90000","0.04787","1.87427"
"3.00000","0.04956","1.91283"
"3.10000","0.05119","1.95042"
"3.20000","0.05292","1.99071"
"3.30000","0.05463","2.03111"
"3.40000","0.05637","2.07116"
"3.50000","0.05807","2.10993"
"3.60000","0.05974","2.14623"
"3.70000","0.06157","2.19076"
"3.80000","0.06330","2.23023"
"3.90000","0.06491","2.26548"
"4.00000","0.06659","2.30545"
"4.10000","0.06820","2.34215"
"4.20000","0.06984","2.38139"
"4.30000","0.07148","2.42112"
"4.40000","0.07310","2.45967"
"4.50000","0.07471","2.49923"
"4.60000","0.07634","2.53869"
"4.70000","0.07795","2.57762"
"4.80000","0.07953","2.61526"
"4.90000","0.08120","2.65604"
"5.00000","0.08287","2.69549"
"5.10000","0.08458","2.73743"
"5.20000","0.08622","2.77661"
"5.30000","0.08772","2.80864"
"5.40000","0.08948","2.85354"
"5.50000","0.09125","2.89754"
"5.60000","0.09288","2.93317"
"5.70000","0.09459","2.97417"
"5.80000","0.09635","3.01557"
"5.90000","0.09800","3.05295"
