General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{8D1179F1-F113-4262-97B0-FB0A816CB883}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W1 2"
Break (Standard) : Load at Break (Standard),"4.56151",N
Maximum Load : Maximum Load,"7.30556",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.50939"
"0.10000","0.00006","0.50990"
"0.20000","0.00058","0.51269"
"0.30000","0.00158","0.52003"
"0.40000","0.00333","0.53277"
"0.50000","0.00575","0.55008"
"0.60000","0.00843","0.56908"
"0.70000","0.01094","0.58569"
"0.80000","0.01299","0.59769"
"0.90000","0.01480","0.60683"
"1.00000","0.01641","0.61429"
"1.10000","0.01807","0.62303"
"1.20000","0.01968","0.62974"
"1.30000","0.02125","0.63710"
"1.40000","0.02285","0.64485"
"1.50000","0.02452","0.65217"
"1.60000","0.02617","0.65908"
"1.70000","0.02777","0.66763"
"1.80000","0.02944","0.67581"
"1.90000","0.03113","0.68530"
"2.00000","0.03279","0.69482"
"2.10000","0.03446","0.70421"
"2.20000","0.03619","0.71461"
"2.30000","0.03792","0.72471"
"2.40000","0.03956","0.73424"
"2.50000","0.04127","0.74441"
"2.60000","0.04308","0.75544"
"2.70000","0.04477","0.76415"
"2.80000","0.04641","0.77289"
"2.90000","0.04809","0.78166"
"3.00000","0.04970","0.79068"
"3.10000","0.05131","0.79946"
"3.20000","0.05294","0.80891"
"3.30000","0.05453","0.81733"
"3.40000","0.05616","0.82678"
"3.50000","0.05785","0.83675"
"3.60000","0.05949","0.84607"
"3.70000","0.06111","0.85558"
"3.80000","0.06267","0.86391"
"3.90000","0.06424","0.87275"
"4.00000","0.06596","0.88314"
"4.10000","0.06769","0.89347"
"4.20000","0.06933","0.90264"
"4.30000","0.07100","0.91208"
"4.40000","0.07278","0.92287"
"4.50000","0.07448","0.93270"
"4.60000","0.07608","0.94112"
"4.70000","0.07774","0.95052"
"4.80000","0.07952","0.96068"
"4.90000","0.08125","0.97033"
"5.00000","0.08288","0.97921"
"5.10000","0.08459","0.98814"
"5.20000","0.08634","0.99781"
"5.30000","0.08805","1.00750"
"5.40000","0.08971","1.01615"
"5.50000","0.09138","1.02540"
"5.60000","0.09299","1.03315"
"5.70000","0.09455","1.04107"
"5.80000","0.09610","1.04864"
"5.90000","0.09781","1.05852"
"6.00000","0.09955","1.06763"
"6.10000","0.10128","1.07718"
"6.20000","0.10300","1.08734"
"6.30000","0.10468","1.09625"
"6.40000","0.10629","1.10396"
"6.50000","0.10785","1.11211"
"6.60000","0.10948","1.12039"
"6.70000","0.11120","1.12935"
"6.80000","0.11294","1.13894"
"6.90000","0.11475","1.14876"
"7.00000","0.11650","1.15708"
"7.10000","0.11801","1.16380"
"7.20000","0.11978","1.17326"
"7.30000","0.12162","1.18340"
"7.40000","0.12333","1.19061"
"7.50000","0.12505","1.19916"
"7.60000","0.12679","1.20690"
"7.70000","0.12838","1.21368"
"7.80000","0.12985","1.22046"
"7.90000","0.13146","1.22831"
"8.00000","0.13312","1.23693"
"8.10000","0.13468","1.24365"
"8.20000","0.13618","1.25084"
"8.30000","0.13778","1.25937"
"8.40000","0.13941","1.26848"
"8.50000","0.14105","1.27778"
"8.60000","0.14270","1.28689"
"8.70000","0.14435","1.29516"
"8.80000","0.14596","1.30367"
"8.90000","0.14759","1.31192"
"9.00000","0.14926","1.32075"
"9.10000","0.15103","1.32993"
"9.20000","0.15282","1.33892"
"9.30000","0.15455","1.34554"
