General : Start date,"2020-08-07"
General : End date,"2020-08-07"
General : Unique identifier,"{1A7781A9-6301-4028-BD84-C68B423F2B33}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W2 4"
Break (Standard) : Load at Break (Standard),"12.57413",N
Maximum Load : Maximum Load,"18.69213",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.49401"
"0.10000","0.00003","0.49484"
"0.20000","0.00036","0.49744"
"0.30000","0.00119","0.50363"
"0.40000","0.00297","0.51452"
"0.50000","0.00681","0.54497"
"0.60000","0.00965","0.55689"
"0.70000","0.01138","0.56337"
"0.80000","0.01305","0.57049"
"0.90000","0.01471","0.57599"
"1.00000","0.01640","0.58220"
"1.10000","0.01803","0.58796"
"1.20000","0.01955","0.59315"
"1.30000","0.02116","0.59950"
"1.40000","0.02282","0.60649"
"1.50000","0.02452","0.61253"
"1.60000","0.02613","0.62026"
"1.70000","0.02773","0.62701"
"1.80000","0.02942","0.63777"
"1.90000","0.03108","0.65106"
"2.00000","0.03271","0.66551"
"2.10000","0.03441","0.67980"
"2.20000","0.03615","0.69294"
"2.30000","0.03785","0.70531"
"2.40000","0.03951","0.71560"
"2.50000","0.04130","0.72672"
"2.60000","0.04303","0.73470"
"2.70000","0.04474","0.74324"
"2.80000","0.04641","0.75100"
"2.90000","0.04807","0.76001"
"3.00000","0.04973","0.77019"
"3.10000","0.05137","0.78048"
"3.20000","0.05307","0.79029"
"3.30000","0.05475","0.79994"
"3.40000","0.05641","0.81056"
"3.50000","0.05810","0.82171"
"3.60000","0.05974","0.83235"
"3.70000","0.06132","0.84295"
"3.80000","0.06294","0.85389"
"3.90000","0.06456","0.86513"
"4.00000","0.06619","0.87643"
"4.10000","0.06775","0.88782"
"4.20000","0.06934","0.89863"
"4.30000","0.07099","0.91381"
"4.40000","0.07270","0.92914"
"4.50000","0.07437","0.94530"
"4.60000","0.07602","0.96119"
"4.70000","0.07779","0.97872"
"4.80000","0.07951","0.99505"
"4.90000","0.08119","1.01096"
"5.00000","0.08287","1.02609"
"5.10000","0.08459","1.04245"
"5.20000","0.08622","1.05683"
"5.30000","0.08786","1.07104"
"5.40000","0.08957","1.08726"
"5.50000","0.09125","1.10264"
"5.60000","0.09285","1.11706"
"5.70000","0.09447","1.13190"
"5.80000","0.09607","1.14651"
"5.90000","0.09779","1.16350"
"6.00000","0.09956","1.18081"
"6.10000","0.10129","1.19738"
"6.20000","0.10307","1.21403"
"6.30000","0.10480","1.22978"
"6.40000","0.10641","1.24388"
"6.50000","0.10797","1.25802"
"6.60000","0.10954","1.27152"
"6.70000","0.11117","1.28643"
"6.80000","0.11293","1.30278"
"6.90000","0.11471","1.31947"
"7.00000","0.11631","1.33254"
"7.10000","0.11796","1.34711"
"7.20000","0.11988","1.36575"
"7.30000","0.12156","1.37958"
"7.40000","0.12318","1.39208"
"7.50000","0.12487","1.40650"
"7.60000","0.12654","1.42059"
"7.70000","0.12812","1.43298"
"7.80000","0.12968","1.44524"
"7.90000","0.13128","1.45745"
"8.00000","0.13285","1.47028"
"8.10000","0.13448","1.48339"
"8.20000","0.13620","1.49914"
"8.30000","0.13783","1.51216"
"8.40000","0.13940","1.52433"
"8.50000","0.14106","1.53825"
"8.60000","0.14282","1.55359"
"8.70000","0.14451","1.56666"
"8.80000","0.14618","1.58042"
"8.90000","0.14779","1.59325"
"9.00000","0.14956","1.60846"
"9.10000","0.15135","1.62415"
"9.20000","0.15316","1.64003"
"9.30000","0.15491","1.65458"
"9.40000","0.15657","1.66759"
"9.50000","0.15816","1.68013"
"9.60000","0.15960","1.69013"
"9.70000","0.16108","1.70269"
"9.80000","0.16268","1.71721"
"9.90000","0.16434","1.73284"
"10.00000","0.16604","1.74801"
"10.10000","0.16772","1.76257"
"10.20000","0.16940","1.77785"
"10.30000","0.17102","1.79157"
"10.40000","0.17276","1.80801"
"10.50000","0.17459","1.82537"
"10.60000","0.17647","1.84389"
"10.70000","0.17817","1.85780"
"10.80000","0.17979","1.87109"
"10.90000","0.18155","1.88643"
"11.00000","0.18323","1.90067"
"11.10000","0.18479","1.91308"
"11.20000","0.18641","1.92659"
"11.30000","0.18800","1.93949"
"11.40000","0.18959","1.95203"
"11.50000","0.19117","1.96537"
"11.60000","0.19280","1.97914"
"11.70000","0.19439","1.99229"
"11.80000","0.19597","2.00567"
"11.90000","0.19766","2.02090"
"12.00000","0.19931","2.03513"
"12.10000","0.20101","2.05003"
"12.20000","0.20268","2.06429"
"12.30000","0.20435","2.07810"
"12.40000","0.20611","2.09318"
"12.50000","0.20790","2.10926"
"12.60000","0.20968","2.12467"
"12.70000","0.21136","2.13812"
"12.80000","0.21297","2.15016"
"12.90000","0.21460","2.16328"
"13.00000","0.21619","2.17574"
"13.10000","0.21781","2.18850"
"13.20000","0.21945","2.20266"
"13.30000","0.22112","2.21651"
"13.40000","0.22275","2.22960"
"13.50000","0.22445","2.24399"
"13.60000","0.22608","2.25684"
"13.70000","0.22776","2.27137"
"13.80000","0.22963","2.28935"
"13.90000","0.23142","2.30504"
"14.00000","0.23310","2.31845"
"14.10000","0.23481","2.33296"
"14.20000","0.23653","2.34777"
"14.30000","0.23814","2.35959"
"14.40000","0.23978","2.37332"
"14.50000","0.24147","2.38794"
"14.60000","0.24311","2.40059"
"14.70000","0.24469","2.41345"
"14.80000","0.24642","2.42834"
"14.90000","0.24811","2.44294"
"15.00000","0.24982","2.45746"
"15.10000","0.25154","2.47230"
"15.20000","0.25312","2.48390"
"15.30000","0.25478","2.49680"
"15.40000","0.25649","2.51112"
"15.50000","0.25805","2.52273"
"15.60000","0.25971","2.53543"
"15.70000","0.26139","2.54857"
"15.80000","0.26307","2.56039"
"15.90000","0.26474","2.56991"
"16.00000","0.26637","2.56920"
"16.10000","0.26796","2.57098"
"16.20000","0.26952","2.58167"
"16.30000","0.27111","2.59603"
"16.40000","0.27277","2.61135"
"16.50000","0.27442","2.62623"
"16.60000","0.27608","2.64152"
"16.70000","0.27777","2.65563"
"16.80000","0.27943","2.66834"
"16.90000","0.28105","2.67265"
"17.00000","0.28272","2.66939"
"17.10000","0.28454","2.68469"
"17.20000","0.28626","2.70039"
"17.30000","0.28797","2.71684"
"17.40000","0.28973","2.73526"
"17.50000","0.29138","2.75013"
"17.60000","0.29298","2.76488"
"17.70000","0.29460","2.78034"
"17.80000","0.29628","2.79711"
"17.90000","0.29806","2.81568"
"18.00000","0.29985","2.83439"
"18.10000","0.30156","2.85164"
"18.20000","0.30326","2.86767"
"18.30000","0.30487","2.88260"
"18.40000","0.30650","2.89846"
"18.50000","0.30819","2.91620"
"18.60000","0.30987","2.93315"
"18.70000","0.31155","2.95053"
"18.80000","0.31319","2.96621"
"18.90000","0.31495","2.98569"
"19.00000","0.31675","3.00561"
"19.10000","0.31860","3.02666"
"19.20000","0.32018","3.04072"
"19.30000","0.32172","3.05471"
"19.40000","0.32342","3.07264"
"19.50000","0.32501","3.08847"
"19.60000","0.32659","3.10393"
"19.70000","0.32815","3.11950"
"19.80000","0.32976","3.13590"
