General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{775AFF0F-5FE1-4A8F-8A2F-7B1B27F8ED3E}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P5 W2 4"
Break (Standard) : Load at Break (Standard),"35.90565",N
Maximum Load : Maximum Load,"35.94696",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.55144"
"0.10000","0.00012","0.55457"
"0.20000","0.00101","0.58101"
"0.30000","0.00248","0.62391"
"0.40000","0.00439","0.67812"
"0.50000","0.00657","0.74033"
"0.60000","0.00881","0.80288"
"0.70000","0.01078","0.85523"
"0.80000","0.01260","0.90409"
"0.90000","0.01430","0.94683"
"1.00000","0.01589","0.98646"
"1.10000","0.01764","1.03119"
"1.20000","0.01941","1.07446"
"1.30000","0.02109","1.11603"
"1.40000","0.02272","1.15482"
"1.50000","0.02443","1.19569"
"1.60000","0.02617","1.23564"
"1.70000","0.02781","1.27329"
"1.80000","0.02940","1.30818"
"1.90000","0.03103","1.34547"
"2.00000","0.03275","1.38066"
"2.10000","0.03427","1.40907"
"2.20000","0.03594","1.44719"
"2.30000","0.03769","1.48785"
"2.40000","0.03936","1.52477"
"2.50000","0.04110","1.56340"
"2.60000","0.04281","1.60154"
"2.70000","0.04453","1.63957"
"2.80000","0.04620","1.67624"
"2.90000","0.04798","1.71665"
"3.00000","0.04973","1.75599"
"3.10000","0.05136","1.79013"
"3.20000","0.05295","1.82311"
"3.30000","0.05464","1.85923"
"3.40000","0.05638","1.89923"
"3.50000","0.05809","1.93606"
"3.60000","0.05974","1.97196"
"3.70000","0.06136","2.00548"
"3.80000","0.06297","2.04027"
"3.90000","0.06455","2.07241"
"4.00000","0.06623","2.10978"
"4.10000","0.06787","2.14458"
"4.20000","0.06944","2.17668"
"4.30000","0.07112","2.21203"
"4.40000","0.07294","2.25203"
"4.50000","0.07454","2.28394"
"4.60000","0.07631","2.32128"
"4.70000","0.07807","2.35935"
"4.80000","0.07968","2.39248"
"4.90000","0.08128","2.42572"
"5.00000","0.08291","2.46122"
"5.10000","0.08458","2.49770"
"5.20000","0.08624","2.53502"
"5.30000","0.08787","2.56984"
"5.40000","0.08959","2.60904"
"5.50000","0.09129","2.64609"
"5.60000","0.09299","2.68400"
"5.70000","0.09461","2.71769"
"5.80000","0.09628","2.75350"
"5.90000","0.09803","2.79311"
"6.00000","0.09960","2.82497"
"6.10000","0.10132","2.86350"
"6.20000","0.10327","2.91066"
"6.30000","0.10502","2.94812"
"6.40000","0.10658","2.97739"
"6.50000","0.10821","3.01150"
"6.60000","0.10980","3.04387"
"6.70000","0.11142","3.07787"
"6.80000","0.11305","3.11297"
"6.90000","0.11470","3.14892"
"7.00000","0.11635","3.18506"
"7.10000","0.11797","3.21903"
"7.20000","0.11959","3.25445"
"7.30000","0.12121","3.28973"
"7.40000","0.12289","3.32748"
"7.50000","0.12448","3.36158"
"7.60000","0.12634","3.40693"
"7.70000","0.12820","3.45151"
"7.80000","0.12985","3.48515"
"7.90000","0.13147","3.51739"
"8.00000","0.13317","3.55524"
"8.10000","0.13481","3.58943"
"8.20000","0.13637","3.62021"
"8.30000","0.13804","3.65729"
"8.40000","0.13971","3.69294"
"8.50000","0.14139","3.72977"
"8.60000","0.14301","3.76446"
"8.70000","0.14451","3.79313"
"8.80000","0.14611","3.82888"
"8.90000","0.14779","3.86584"
"9.00000","0.14947","3.90466"
"9.10000","0.15113","3.94078"
"9.20000","0.15278","3.97737"
"9.30000","0.15443","4.01345"
"9.40000","0.15612","4.05181"
"9.50000","0.15807","4.10088"
"9.60000","0.15992","4.14336"
"9.70000","0.16157","4.17656"
"9.80000","0.16324","4.21129"
"9.90000","0.16487","4.24528"
"10.00000","0.16646","4.27770"
"10.10000","0.16809","4.31158"
"10.20000","0.16969","4.34492"
"10.30000","0.17134","4.38089"
"10.40000","0.17305","4.41934"
"10.50000","0.17476","4.45778"
"10.60000","0.17640","4.49367"
"10.70000","0.17797","4.52635"
"10.80000","0.17960","4.56302"
"10.90000","0.18137","4.60670"
"11.00000","0.18298","4.64126"
"11.10000","0.18454","4.67398"
"11.20000","0.18617","4.71096"
"11.30000","0.18786","4.75132"
"11.40000","0.18950","4.78763"
"11.50000","0.19112","4.82322"
"11.60000","0.19282","4.86244"
"11.70000","0.19449","4.90029"
"11.80000","0.19616","4.93772"
"11.90000","0.19783","4.97420"
"12.00000","0.19947","5.00890"
"12.10000","0.20119","5.04775"
"12.20000","0.20288","5.08504"
"12.30000","0.20455","5.12161"
"12.40000","0.20627","5.16051"
"12.50000","0.20799","5.19984"
"12.60000","0.20965","5.23681"
"12.70000","0.21132","5.27534"
"12.80000","0.21322","5.32559"
"12.90000","0.21508","5.37069"
"13.00000","0.21668","5.40289"
"13.10000","0.21837","5.44028"
"13.20000","0.22012","5.48135"
"13.30000","0.22171","5.51370"
"13.40000","0.22323","5.54292"
"13.50000","0.22483","5.57668"
"13.60000","0.22646","5.61259"
"13.70000","0.22818","5.65306"
"13.80000","0.22983","5.68880"
"13.90000","0.23143","5.72168"
"14.00000","0.23296","5.75130"
"14.10000","0.23469","5.79179"
"14.20000","0.23648","5.83363"
"14.30000","0.23811","5.86670"
"14.40000","0.23973","5.89918"
"14.50000","0.24139","5.93394"
"14.60000","0.24300","5.96580"
"14.70000","0.24448","5.99195"
"14.80000","0.24608","6.02433"
"14.90000","0.24773","6.05966"
"15.00000","0.24942","6.09624"
"15.10000","0.25108","6.13161"
"15.20000","0.25275","6.16768"
"15.30000","0.25446","6.20481"
"15.40000","0.25617","6.24174"
"15.50000","0.25787","6.27823"
"15.60000","0.25957","6.31414"
"15.70000","0.26124","6.34746"
"15.80000","0.26288","6.37897"
"15.90000","0.26449","6.40869"
"16.00000","0.26637","6.45293"
"16.10000","0.26818","6.49037"
"16.20000","0.26987","6.52141"
"16.30000","0.27143","6.54710"
"16.40000","0.27302","6.57486"
"16.50000","0.27464","6.60429"
"16.60000","0.27621","6.63227"
"16.70000","0.27780","6.66191"
"16.80000","0.27943","6.69388"
"16.90000","0.28110","6.72769"
"17.00000","0.28284","6.76416"
"17.10000","0.28454","6.79838"
