General : Start date,"2020-08-26"
General : End date,"2020-08-26"
General : Unique identifier,"{10D46C2E-BD3B-4F88-8A0D-000D546EA808}"
Specimen notes : Length, D1, D2,""
Specimen notes : Genotype and WR,"P3 W1 3"
Break (Standard) : Load at Break (Standard),"8.30664",N
Maximum Load : Maximum Load,"13.12558",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.72664"
"0.10000","0.00015","0.72897"
"0.20000","0.00112","0.74635"
"0.30000","0.00275","0.77537"
"0.40000","0.00483","0.80991"
"0.50000","0.00711","0.84699"
"0.60000","0.00908","0.87733"
"0.70000","0.01098","0.90579"
"0.80000","0.01268","0.93123"
"0.90000","0.01443","0.95640"
"1.00000","0.01625","0.98338"
"1.10000","0.01802","1.00854"
"1.20000","0.01974","1.03227"
"1.30000","0.02130","1.05446"
"1.40000","0.02285","1.07456"
"1.50000","0.02445","1.09637"
"1.60000","0.02610","1.11830"
"1.70000","0.02768","1.13847"
"1.80000","0.02929","1.15999"
"1.90000","0.03094","1.18158"
"2.00000","0.03271","1.20606"
"2.10000","0.03453","1.22875"
"2.20000","0.03621","1.24984"
"2.30000","0.03772","1.26668"
"2.40000","0.03945","1.29048"
"2.50000","0.04122","1.31329"
"2.60000","0.04288","1.33273"
"2.70000","0.04456","1.35374"
"2.80000","0.04629","1.37466"
"2.90000","0.04799","1.39508"
"3.00000","0.04964","1.41432"
"3.10000","0.05142","1.43790"
"3.20000","0.05307","1.45709"
"3.30000","0.05473","1.47574"
"3.40000","0.05641","1.49635"
"3.50000","0.05806","1.51621"
"3.60000","0.05979","1.53789"
"3.70000","0.06149","1.55774"
"3.80000","0.06319","1.57754"
"3.90000","0.06497","1.60070"
"4.00000","0.06666","1.61993"
"4.10000","0.06822","1.63653"
"4.20000","0.06979","1.65378"
"4.30000","0.07137","1.67397"
"4.40000","0.07295","1.69206"
"4.50000","0.07456","1.70998"
"4.60000","0.07624","1.72938"
"4.70000","0.07789","1.75105"
"4.80000","0.07955","1.76966"
"4.90000","0.08118","1.79054"
"5.00000","0.08286","1.81067"
"5.10000","0.08447","1.82856"
"5.20000","0.08608","1.84776"
"5.30000","0.08774","1.86788"
"5.40000","0.08939","1.88835"
"5.50000","0.09109","1.90930"
"5.60000","0.09277","1.92905"
"5.70000","0.09464","1.95410"
"5.80000","0.09638","1.97573"
"5.90000","0.09805","1.99423"
"6.00000","0.09974","2.01381"
"6.10000","0.10143","2.03426"
"6.20000","0.10306","2.05353"
"6.30000","0.10464","2.07179"
"6.40000","0.10621","2.08947"
"6.50000","0.10785","2.10887"
"6.60000","0.10954","2.13031"
"6.70000","0.11124","2.15208"
"6.80000","0.11294","2.17162"
"6.90000","0.11464","2.19329"
"7.00000","0.11632","2.21410"
"7.10000","0.11795","2.23262"
"7.20000","0.11959","2.25326"
"7.30000","0.12122","2.27173"
"7.40000","0.12290","2.29249"
"7.50000","0.12469","2.31496"
"7.60000","0.12648","2.33590"
"7.70000","0.12816","2.35451"
"7.80000","0.12973","2.36946"
"7.90000","0.13127","2.38424"
"8.00000","0.13296","2.40376"
"8.10000","0.13467","2.42199"
"8.20000","0.13635","2.44034"
"8.30000","0.13794","2.45641"
"8.40000","0.13948","2.47287"
"8.50000","0.14116","2.49241"
"8.60000","0.14288","2.51237"
"8.70000","0.14458","2.53060"
"8.80000","0.14617","2.54703"
"8.90000","0.14788","2.56632"
"9.00000","0.14975","2.58867"
"9.10000","0.15148","2.60821"
"9.20000","0.15321","2.62761"
"9.30000","0.15488","2.64443"
"9.40000","0.15655","2.66208"
"9.50000","0.15821","2.67958"
"9.60000","0.15981","2.69494"
"9.70000","0.16142","2.71126"
"9.80000","0.16310","2.72991"
"9.90000","0.16477","2.74697"
"10.00000","0.16640","2.76307"
"10.10000","0.16804","2.78027"
"10.20000","0.16962","2.79511"
"10.30000","0.17113","2.80751"
"10.40000","0.17262","2.82119"
"10.50000","0.17425","2.83975"
"10.60000","0.17585","2.85601"
"10.70000","0.17766","2.87727"
"10.80000","0.17938","2.89552"
"10.90000","0.18115","2.91487"
"11.00000","0.18297","2.93528"
"11.10000","0.18464","2.95091"
"11.20000","0.18630","2.96741"
"11.30000","0.18800","2.98450"
"11.40000","0.18963","2.99870"
"11.50000","0.19126","3.01421"
"11.60000","0.19286","3.02937"
"11.70000","0.19457","3.04540"
